"event_pk";"event_pk_depth";"work_area";"site_id";"date";"survey";"line_out_depth";"ctd_depth";"specific_conductance_ysi";"orp_ysi";"dissolved_O2_ysi";"temp_ysi";"ph_ysi";"salinity_ysi";"lat";"long";"nuts_N";"x.no2_no3_um";"sd.no2_no3_um";"x.po4";"sd.po4";"x.sio2";"sd.sio2";"chloro_N";"x.chla";"sd.chla";"x.phaeo";"sd.phaeo";"pom_N";"x.ug_n";"sd.ug_n";"x.ug_c";"sd.ug_c";"x.c_n";"sd.c_n";"do13c_N";"x.c_doc_ppm";"sd.c_doc_ppm";"x.delta_13cvpdb_doc";"sd.delta_13cvpdb_doc";"filename";"ctd_model";"date_time";"ctd_N";"x.conductivity_mS.cm";"sd.conductivity_mS.cm";"x.temp_C";"sd.temp_C";"x.pressure_dbar";"sd.pressure_dbar";"x.PAR";"sd.PAR";"x.chlorophyll_ugL";"sd.chlorophyll_ugL";"x.turbidity_ftu";"sd.turbidity_ftu";"x.o2_mLL";"sd.o2_mLL";"x.salinity_psu";"sd.salinity_psu";"x.depth_m";"sd.depth_m";"site_name";"spatial_id";"seascape";"region";"habitat1";"habitat2";"ns_site_lat";"ns_site_long";"Date";"Year";"Month"
1296;"1296_5";"CALVERT";"KFPS07";2015-05-16;"QCSD";5;5;NA;NA;NA;NA;NA;NA;51.6944;-128.1136;1;8.952;NA;0.906;NA;16.407;NA;1;2.81389515098018;NA;0.807202667234487;NA;1;38.4467073937953;NA;217.670779675622;NA;NA;NA;NA;NA;NA;NA;NA;"018032_20150516_1505";"XRX-620";2015-05-16 09:16:49;1;33.63843;NA;9.6722;NA;5;NA;47.804;NA;2.8616;NA;0.614;NA;6.1615;NA;30.7605;NA;4.94;NA;"Odlum";"ocean_site";"Choked";"Hakai_Pass";"kelp";"reef";"51.69459589";"-128.1137521";2015-05-16;"2015";5
1301;"1301_0";"CALVERT";"WBCH01";2015-05-16;"QCSD";0;0;NA;NA;NA;NA;NA;NA;51.6535000000001;-128.1493;1;0.184;NA;0.269;NA;4.298;NA;1;5.05049623347334;NA;1.36783944621207;NA;1;34.3277086345334;NA;227.095305490313;NA;NA;NA;NA;NA;NA;NA;NA;"018032_20150516_1505";"XRX-620";2015-05-16 12:20:54;1;34.33756;NA;11.2131;NA;1;NA;276.968;NA;1.2058;NA;0.316;NA;8.9841;NA;30.1677;NA;0.992;NA;"West_Beach";"ocean_site";"West Beach";"Outer_Calvert";"kelp";"rocky intertidal";"51.65366627";"-128.1493619";2015-05-16;"2015";5
1301;"1301_5";"CALVERT";"WBCH01";2015-05-16;"QCSD";5;5;NA;NA;NA;NA;NA;NA;51.6535000000001;-128.1493;1;1.622;NA;0.423;NA;6.447;NA;1;4.03855562289986;NA;3.89521292533763;NA;1;45.9693783795455;NA;288.820580742556;NA;NA;NA;NA;NA;NA;NA;NA;"018032_20150516_1505";"XRX-620";2015-05-16 12:20:57;1;34.17014;NA;10.7662;NA;5;NA;83.002;NA;3.6078;NA;0.914;NA;8.1985;NA;30.3703;NA;4.93;NA;"West_Beach";"ocean_site";"West Beach";"Outer_Calvert";"kelp";"rocky intertidal";"51.65366627";"-128.1493619";2015-05-16;"2015";5
1302;"1302_0";"CALVERT";"NBCH01";2015-05-16;"QCSD";0;0;NA;NA;NA;NA;NA;NA;51.6678000000001;-128.1433;1;1.927;NA;0.439;NA;6.892;NA;1;2.10321008302537;NA;1.08055477870091;NA;1;43.9534275505943;NA;272.100216152889;NA;NA;NA;NA;NA;NA;NA;NA;"018032_20150516_1505";"XRX-620";2015-05-16 12:57:03;1;34.35684;NA;10.9786;NA;1;NA;261.127;NA;1.0441;NA;0.442;NA;7.6342;NA;30.3795;NA;0.986;NA;"North_Beach";"ocean_site";"North Beach";"Outer_Calvert";"kelp";"rocky intertidal";"51.6681264";"-128.1427983";2015-05-16;"2015";5
1302;"1302_5";"CALVERT";"NBCH01";2015-05-16;"QCSD";5;5;NA;NA;NA;NA;NA;NA;51.6678000000001;-128.1433;1;2.402;NA;0.498;NA;7.561;NA;1;1.57379202162416;NA;0.135212959922918;NA;1;37.8174250102545;NA;223.31658827534;NA;NA;NA;NA;NA;NA;NA;NA;"018032_20150516_1505";"XRX-620";2015-05-16 12:57:07;1;34.2687;NA;10.7762;NA;5;NA;119.634;NA;1.9814;NA;0.632;NA;7.4447;NA;30.4591;NA;4.933;NA;"North_Beach";"ocean_site";"North Beach";"Outer_Calvert";"kelp";"rocky intertidal";"51.6681264";"-128.1427983";2015-05-16;"2015";5
130242;"130242_0";"CALVERT";"KFPS07";2016-05-27;"QCS_V2";0;0;NA;NA;NA;NA;NA;NA;51.6944;-128.1136;1;5.28696604033032;NA;0.533941194611086;NA;16.4859659261435;NA;1;11.3203160241441;NA;3.0878130732021;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"018066_20160527_1159";"XRX-620";2016-05-27 09:35:37;3;33.8888833333333;0.0125955918214795;10.0996;0.129297022394176;1;0;208.754;41.5335769829664;5.4504;2.75347776275749;10.9566666666667;16.7476108544871;6.51846666666667;0.0997915995128513;30.6513333333333;0.0972764274289178;0.950333333333333;0.0784941611416628;"Odlum";"ocean_site";"Choked";"Hakai_Pass";"kelp";"reef";"51.69459589";"-128.1137521";2016-05-27;"2016";5
130242;"130242_5";"CALVERT";"KFPS07";2016-05-27;"QCS_V2";5;5;NA;NA;NA;NA;NA;NA;51.6944;-128.1136;1;9.37062005041824;NA;0.801576760383102;NA;21.5776003870363;NA;1;7.66342955966926;NA;2.6479630995394;NA;2;113.816330235888;NA;547.074162609718;NA;NA;NA;NA;NA;NA;NA;NA;"018066_20160527_1159";"XRX-620";2016-05-27 09:35:41;3;33.9392066666667;0.0689156660951138;9.71443333333333;0.155854462025742;5;0;59.925;9.95414592016814;8.8243;1.47221784733103;0.738;0.0657951365983839;5.95296666666667;0.298443986927754;31.0295;0.168402226826133;4.97533333333333;0.0185831464863554;"Odlum";"ocean_site";"Choked";"Hakai_Pass";"kelp";"reef";"51.69459589";"-128.1137521";2016-05-27;"2016";5
130243;"130243_10";"CALVERT";"KFPS07";2016-05-27;"QCS_V2";10;10;NA;NA;NA;NA;NA;NA;51.6944;-128.1136;1;11.4771235482787;NA;1.00118772506916;NA;24.3199167144473;NA;1;6.496349565392;NA;2.68427424946383;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"018066_20160527_1159";"XRX-620";2016-05-27 09:35:45;3;33.9387666666667;0.0560802615305356;9.5074;0.139841016872734;10;0;18.9273333333333;3.59179708966603;7.551;2.02217388223664;0.686333333333333;0.0670994287109312;5.55506666666667;0.191472565484806;31.2062333333333;0.168483896362035;9.93433333333333;0.0256969518296108;"Odlum";"ocean_site";"Choked";"Hakai_Pass";"kelp";"reef";"51.69459589";"-128.1137521";2016-05-27;"2016";5
130245;"130245_0";"CALVERT";"KFPS04";2016-05-27;"QCS_V2";0;0;NA;NA;NA;NA;NA;NA;51.6796000000001;-128.1171;1;6.25051055718907;NA;0.689703856784541;NA;18.4672442820278;NA;1;9.99000978720063;NA;1.79268743094536;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"018066_20160527_1159";"XRX-620";2016-05-27 09:58:17;2;34.102095;0.0261275955648411;9.90075;0.00869741340859436;1;0;245.4825;0.890247437513853;3.58495;3.12519984081018;7.2715;9.50705067305313;6.3294;0.0101823376490864;31.0352;0.0188090403795635;0.911;0.299813275223096;"Choked_Sandspit";"ocean_site";"Choked";"Hakai_Pass";"seagrass";"fish";"51.6796333";"-128.1170667";2016-05-27;"2016";5
130245;"130245_10";"CALVERT";"KFPS04";2016-05-27;"QCS_V2";10;10;NA;NA;NA;NA;NA;NA;51.6796000000001;-128.1171;1;8.22872540743315;NA;0.88176973282452;NA;20.9078658642782;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"018066_20160527_1159";"XRX-620";2016-05-27 09:59:09;2;34.069425;0.0308652109987925;9.7346;0.0591141269071958;10;0;23.2425;6.13273711323093;8.2405;0.000282842712475216;0.659;0.014142135623731;5.94185;0.0686600684532139;31.1417;0.0197989898732224;9.85;0.165462986797652;"Choked_Sandspit";"ocean_site";"Choked";"Hakai_Pass";"seagrass";"fish";"51.6796333";"-128.1170667";2016-05-27;"2016";5
130245;"130245_5";"CALVERT";"KFPS04";2016-05-27;"QCS_V2";5;5;NA;NA;NA;NA;NA;NA;51.6796000000001;-128.1171;1;6.89590658865453;NA;0.741478375152431;NA;19.3460479266546;NA;1;9.87273087004031;NA;1.92250607811358;NA;2;93.2738732902854;NA;466.274113644652;NA;NA;NA;NA;NA;NA;NA;NA;"018066_20160527_1159";"XRX-620";2016-05-27 09:58:40;2;34.11027;0.00958836795288834;9.86635;0.0301934595566655;5;0;81.2915;21.6848436586479;8.8315;2.20659742137074;0.6785;0.0120208152801713;6.21975;0.022698127676088;31.0712;0.0164048773235274;5.1145;0.1576848122046;"Choked_Sandspit";"ocean_site";"Choked";"Hakai_Pass";"seagrass";"fish";"51.6796333";"-128.1170667";2016-05-27;"2016";5
130248;"130248_0";"CALVERT";"NBCH01";2016-05-27;"QCS_V2";0;0;NA;NA;NA;NA;NA;NA;51.6678000000001;-128.1433;1;6.64907618729969;NA;0.785740713002788;NA;18.1248949746976;NA;1;6.66785815141052;NA;1.46879716727538;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"018066_20160527_1159";"XRX-620";2016-05-27 10:20:43;2;34.25074;0.00540229580826168;9.91255;0.028496403281818;1;0;173.562;64.3240896709778;3.6161;0.390605785927449;3.452;4.59336565058781;6.14485;0.0512652416360245;31.17515;0.019162593770156;0.868;0.0862670273047588;"North_Beach";"ocean_site";"North Beach";"Outer_Calvert";"kelp";"rocky intertidal";"51.6681264";"-128.1427983";2016-05-27;"2016";5
130248;"130248_10";"CALVERT";"NBCH01";2016-05-27;"QCS_V2";10;10;NA;NA;NA;NA;NA;NA;51.6678000000001;-128.1433;1;13.1306631402349;NA;1.28154731067946;NA;25.1811861604329;NA;1;3.32399605358443;NA;1.24674015468229;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"018066_20160527_1159";"XRX-620";2016-05-27 10:21:43;2;34.08292;0.0263892250738828;9.26765;0.0393858477120906;10;0;25.964;10.2205214152704;3.4666;0.18922177464552;0.5085;0.0289913780286485;5.2035;0.15457354236738;31.5638;0.0076367532368145;9.676;0.087681240867131;"North_Beach";"ocean_site";"North Beach";"Outer_Calvert";"kelp";"rocky intertidal";"51.6681264";"-128.1427983";2016-05-27;"2016";5
130248;"130248_5";"CALVERT";"NBCH01";2016-05-27;"QCS_V2";5;5;NA;NA;NA;NA;NA;NA;51.6678000000001;-128.1433;1;8.70062337741314;NA;0.858268379174886;NA;19.9174003481066;NA;1;5.76040403988215;NA;1.27318055373882;NA;1;81.2446466646809;NA;378.295268786302;NA;NA;NA;NA;NA;NA;NA;NA;"018066_20160527_1159";"XRX-620";2016-05-27 10:21:13;2;34.22814;0.0110874343290023;9.7504;0.0668923015002485;5;0;60.927;25.4431162006544;6.1552;0.178049487502773;0.8695;0.430628029742607;5.8381;0.255831233433293;31.29095;0.0468811795926694;5.0515;0.062932503525603;"North_Beach";"ocean_site";"North Beach";"Outer_Calvert";"kelp";"rocky intertidal";"51.6681264";"-128.1427983";2016-05-27;"2016";5
130251;"130251_0";"CALVERT";"WBCH01";2016-05-27;"QCS_V2";0;0;NA;NA;NA;NA;NA;NA;51.6535000000001;-128.1493;1;4.05487858277915;NA;0.5731804665689;NA;13.5865779382559;NA;1;6.11959452352284;NA;1.52493282707849;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"018066_20160527_1159";"XRX-620";2016-05-27 10:47:03;2;34.712315;0.00573463599541933;10.449;0.00523259018078082;1;0;278.596;140.229174204229;2.32665;0.426597521089844;1.3475;1.29754094347731;6.7108;0.0169705627484772;31.1767;0.00127279220613784;0.994;0.073539105243401;"West_Beach";"ocean_site";"West Beach";"Outer_Calvert";"kelp";"rocky intertidal";"51.65366627";"-128.1493619";2016-05-27;"2016";5
130251;"130251_5";"CALVERT";"WBCH01";2016-05-27;"QCS_V2";5;5;NA;NA;NA;NA;NA;NA;51.6535000000001;-128.1493;1;4.15572312951689;NA;0.548987283158757;NA;13.6658870940105;NA;1;6.71609081801082;NA;1.68366561131248;NA;2;89.4284482584366;NA;465.670214023893;NA;NA;NA;NA;NA;NA;NA;NA;"018066_20160527_1159";"XRX-620";2016-05-27 10:47:32;2;34.70551;0.0187383297014476;10.42145;0.0263750829382583;5;0;113.2245;16.4253834201823;5.387;0.375473700810057;0.701;0.0127279220613579;6.67195;0.0125157900270016;31.19185;0.003889087296527;4.9855;0.030405591591021;"West_Beach";"ocean_site";"West Beach";"Outer_Calvert";"kelp";"rocky intertidal";"51.65366627";"-128.1493619";2016-05-27;"2016";5
1304;"1304_0";"CALVERT";"KFPS04";2015-05-16;"QCSD";0;0;NA;NA;NA;NA;NA;NA;51.6796000000001;-128.1171;1;5.316;NA;0.664;NA;12.005;NA;1;2.61412055292794;NA;0.86686487893388;NA;1;33.2800953931483;NA;202.460195284385;NA;NA;NA;NA;NA;NA;NA;NA;"018032_20150516_1505";"XRX-620";2015-05-16 13:29:53;1;34.09016;NA;10.3968;NA;1;NA;249.272;NA;1.208;NA;41.478;NA;7.0409;NA;30.6013;NA;0.937;NA;"Choked_Sandspit";"ocean_site";"Choked";"Hakai_Pass";"seagrass";"fish";"51.6796333";"-128.1170667";2015-05-16;"2015";5
1304;"1304_5";"CALVERT";"KFPS04";2015-05-16;"QCSD";5;5;NA;NA;NA;NA;NA;NA;51.6796000000001;-128.1171;1;7.491;NA;0.841;NA;15.21;NA;1;2.48000087371695;NA;0.917688679947564;NA;1;26.694172385812;NA;145.277529602972;NA;NA;NA;NA;NA;NA;NA;NA;"018032_20150516_1505";"XRX-620";2015-05-16 13:29:56;1;33.98894;NA;10.1629;NA;5;NA;104.645;NA;2.3287;NA;0.658;NA;6.8258;NA;30.696;NA;4.907;NA;"Choked_Sandspit";"ocean_site";"Choked";"Hakai_Pass";"seagrass";"fish";"51.6796333";"-128.1170667";2015-05-16;"2015";5
133762;"133762_0";"CALVERT";"KC1";2016-06-09;"KWAK";0;0;NA;NA;NA;NA;NA;NA;51.6545;-128.1289;1;0.145314495443619;NA;0.356309354141238;NA;3.88556070363419;NA;1;5.17179760020285;NA;1.46125225484594;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"018066_20160609_1715";"XRX-620";2016-06-09 11:50:55;2;35.436665;0.101533462710574;12.36405;0.274710984490973;1;0;396.807;77.8779124527616;1.319;0.635971838999181;5.2895;2.01030457891336;7.1451;0.75009887348269;30.29025;0.318127340855827;0.8425;0.125157900270019;"Kwakshua_01";"ocean_site";"Kwakshua";"Inner_Calvert";"seagrass";NA;"51.65";"-128.13";2016-06-09;"2016";6
133762;"133762_5";"CALVERT";"KC1";2016-06-09;"KWAK";5;5;NA;NA;NA;NA;NA;NA;51.6545;-128.1289;1;0.160365627215426;NA;0.233222841250006;NA;8.39883745507333;NA;1;11.1648844369377;NA;2.71158114183479;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"018066_20160609_1715";"XRX-620";2016-06-09 11:50:58;2;35.015865;0.0908702924502822;11.19675;0.150825876427091;5;0;52.804;21.1721912422876;15.08025;9.34844662203299;1.146;0.00424264068711929;6.9667;0.4825296674817;30.8417;0.0373352380466481;4.926;0.00989949493661183;"Kwakshua_01";"ocean_site";"Kwakshua";"Inner_Calvert";"seagrass";NA;"51.65";"-128.13";2016-06-09;"2016";6
134285;"134285_0";"CALVERT";"KFPS07";2016-06-16;"QCS_V2";0;0;NA;NA;NA;NA;NA;NA;51.6944;-128.1136;1;3.38815619601461;NA;0.558202548589084;NA;11.2286195133532;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"018066_20160616_1538";"XRX-620";2016-06-16 09:31:04;2;34.9496;0.013845150775631;11.6971;0.0248901586977662;1;0;98.3245;0.211424927574782;2.1757;0.27124616126316;7.676;9.74958829900012;6.2731;0.0192333044482739;30.36525;0.00728319984622205;0.9245;0.0898025612106915;"Odlum";"ocean_site";"Choked";"Hakai_Pass";"kelp";"reef";"51.69459589";"-128.1137521";2016-06-16;"2016";6
134285;"134285_10";"CALVERT";"KFPS07";2016-06-16;"QCS_V2";10;10;NA;NA;NA;NA;NA;NA;51.6944;-128.1136;1;4.56549229211029;NA;0.653451999093875;NA;12.9137298076793;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"018066_20160616_1538";"XRX-620";2016-06-16 09:31:15;2;35.444465;0.00847821030642478;11.502;0.00735391052433928;10;0;17.105;0.547300648638388;2.144;0.522410489940621;0.648;0.0169705627484772;6.06;0.0113137084989848;31.0018;0.00212132034355972;9.7675;0.208596500450031;"Odlum";"ocean_site";"Choked";"Hakai_Pass";"kelp";"reef";"51.69459589";"-128.1137521";2016-06-16;"2016";6
134285;"134285_5";"CALVERT";"KFPS07";2016-06-16;"QCS_V2";5;5;NA;NA;NA;NA;NA;NA;51.6944;-128.1136;1;4.12138312641043;NA;0.617413732354866;NA;11.9833725917695;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"018066_20160616_1538";"XRX-620";2016-06-16 09:31:10;2;35.345055;0.0262548747854549;11.5749;0.026870057685089;5;0;39.7085;2.78529361109381;2.5731;0.330218866814118;0.7725;0.0643467170879758;6.1419;0.0244658946290547;30.8464;0.0478004184082097;4.954;0.0622253967444162;"Odlum";"ocean_site";"Choked";"Hakai_Pass";"kelp";"reef";"51.69459589";"-128.1137521";2016-06-16;"2016";6
134287;"134287_0";"CALVERT";"KFPS04";2016-06-16;"QCS_V2";0;0;NA;NA;NA;NA;NA;NA;51.6796000000001;-128.1171;1;4.59676661884035;NA;0.687155610278816;NA;12.3099361110343;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"018066_20160616_1538";"XRX-620";2016-06-16 10:00:31;2;35.511295;0.0221536554545774;11.42005;0.00360624458405052;1;0;106.388;38.8894587516977;1.5207;0.127420641969816;2.954;0.540229580826522;5.9418;0.00579827560572937;31.13915;0.0184554869889686;0.9495;0.0247487373415291;"Choked_Sandspit";"ocean_site";"Choked";"Hakai_Pass";"seagrass";"fish";"51.6796333";"-128.1170667";2016-06-16;"2016";6
134287;"134287_10";"CALVERT";"KFPS04";2016-06-16;"QCS_V2";10;10;NA;NA;NA;NA;NA;NA;51.6796000000001;-128.1171;1;5.39971261431313;NA;0.695201139503735;NA;13.4246360906947;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"018066_20160616_1538";"XRX-620";2016-06-16 09:57:39;1;35.53011;NA;11.2739;NA;10;NA;17.99;NA;1.7084;NA;0.681;NA;5.7974;NA;31.2773;NA;9.88;NA;"Choked_Sandspit";"ocean_site";"Choked";"Hakai_Pass";"seagrass";"fish";"51.6796333";"-128.1170667";2016-06-16;"2016";6
134287;"134287_5";"CALVERT";"KFPS04";2016-06-16;"QCS_V2";5;5;NA;NA;NA;NA;NA;NA;51.6796000000001;-128.1171;1;5.35550905196349;NA;0.690783783734287;NA;13.3359232341056;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"018066_20160616_1538";"XRX-620";2016-06-16 10:01:02;2;35.578035;0.000176776695292457;11.37085;0.00855599205235613;5;0;40.3695;14.4921534804183;1.89135;0.189009642611164;0.8285;0.215667568261897;5.8732;0.0128693434175953;31.2441;0.00707106781186407;4.986;0.026870057685089;"Choked_Sandspit";"ocean_site";"Choked";"Hakai_Pass";"seagrass";"fish";"51.6796333";"-128.1170667";2016-06-16;"2016";6
134290;"134290_0";"CALVERT";"SEA2";2016-06-16;"QCS_V2";0;0;NA;NA;NA;NA;NA;NA;51.6746000000001;-128.118;1;5.0910621762304;NA;0.688763682033636;NA;12.6168837328045;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"018066_20160616_1538";"XRX-620";2016-06-16 10:27:15;2;35.56667;0.0263609408026364;11.39625;0.00219203102167821;1;0;151.795;6.29466456612266;1.4124;0.211990612999727;2.901;0.742462120245875;5.94;0.00395979797464486;31.21315;0.0275064537881579;0.945;0.00565685424949239;"Choked_Interior";"nearshore_site";"Choked";"Hakai_Pass";"seagrass";NA;"51.675";"-128.119";2016-06-16;"2016";6
134290;"134290_5";"CALVERT";"SEA2";2016-06-16;"QCS_V2";5;5;NA;NA;NA;NA;NA;NA;51.6746000000001;-128.118;1;5.99118527403093;NA;0.736836881292808;NA;13.7090799196709;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"018066_20160616_1538";"XRX-620";2016-06-16 10:27:44;2;35.537015;0.0115329116011506;11.21455;0.0120915259582907;5;0;60.0165;2.53639202411615;1.7734;0.154997806436091;0.7995;0.204353859762912;5.7988;0.0575584919885852;31.33655;0.00106066017177986;4.8095;0.149199530830362;"Choked_Interior";"nearshore_site";"Choked";"Hakai_Pass";"seagrass";NA;"51.675";"-128.119";2016-06-16;"2016";6
134292;"134292_0";"CALVERT";"NBCH01";2016-06-16;"QCS_V2";0;0;NA;NA;NA;NA;NA;NA;51.6678000000001;-128.1433;1;2.60466814707285;NA;0.530106120491229;NA;9.91765107224711;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"018066_20160616_1538";"XRX-620";2016-06-16 10:45:41;2;35.7017;0.0115824090758343;11.6063;0.0322440692221055;1;0;128.3445;8.89045355985846;1.65665;0.155775623895396;5.114;6.11788787082601;6.07695;0.0144956890143244;31.16745;0.0159099025766979;1.0045;0.0247487373415292;"North_Beach";"ocean_site";"North Beach";"Outer_Calvert";"kelp";"rocky intertidal";"51.6681264";"-128.1427983";2016-06-16;"2016";6
134292;"134292_5";"CALVERT";"NBCH01";2016-06-16;"QCS_V2";5;5;NA;NA;NA;NA;NA;NA;51.6678000000001;-128.1433;1;3.52311697357064;NA;0.573737203059188;NA;10.6223233929111;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"018066_20160616_1538";"XRX-620";2016-06-16 10:46:10;2;35.701745;0.00712056528654777;11.59285;0.0245366053071738;5;0;44.369;3.57654609924156;1.99295;0.286590378414908;0.7515;0.0431335136523794;6.0718;0.0120208152801716;31.1772;0.0137178715550197;4.9835;0.0388908729652599;"North_Beach";"ocean_site";"North Beach";"Outer_Calvert";"kelp";"rocky intertidal";"51.6681264";"-128.1427983";2016-06-16;"2016";6
134295;"134295_0";"CALVERT";"WBCH01";2016-06-16;"QCS_V2";0;0;NA;NA;NA;NA;NA;NA;51.6535000000001;-128.1493;1;0.702490900641368;NA;0.354845081556871;NA;5.50367667311151;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"018066_20160616_1538";"XRX-620";2016-06-16 11:17:35;3;35.5954533333333;0.655029654621325;12.3424666666667;0.00690603600724267;1;0;82.16;24.7384078913741;1.84656666666667;0.186105812196539;65.873;42.4249472480521;6.50053333333333;0.017212301802296;30.4592666666667;0.615053610129501;0.967333333333333;0.172256591552641;"West_Beach";"ocean_site";"West Beach";"Outer_Calvert";"kelp";"rocky intertidal";"51.65366627";"-128.1493619";2016-06-16;"2016";6
134296;"134296_5";"CALVERT";"WBCH01";2016-06-16;"QCS_V2";5;5;NA;NA;NA;NA;NA;NA;51.6535000000001;-128.1493;1;0.789801721619628;NA;0.357359437398316;NA;6.09264162761771;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"018066_20160616_1538";"XRX-620";2016-06-16 11:17:57;3;36.2556566666667;0.00934930122165838;12.3506666666667;0.00502427440864154;5;0;36.7466666666667;11.0606230083722;2.4455;0.143017516409704;0.929;0.066460514593253;6.43896666666667;0.0132538044852536;31.0770666666667;0.00521664004252926;4.98433333333333;0.140233139212289;"West_Beach";"ocean_site";"West Beach";"Outer_Calvert";"kelp";"rocky intertidal";"51.65366627";"-128.1493619";2016-06-16;"2016";6
134299;"134299_0";"CALVERT";"MACRO1";2016-06-16;"QCS_V2";0;0;NA;NA;NA;NA;NA;NA;51.8035;-128.2545;1;1.16549883149731;NA;0.446792951678263;NA;7.76609255167164;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"018066_20160616_1538";"XRX-620";2016-06-16 12:31:41;2;36.15649;0.0230658232023062;12.2197;0.0432749350086163;1;0;208.198;9.14713332142918;0.80135;0.0253851334445971;2.0275;1.92828019229571;6.3022;0.00113137084989835;31.09275;0.0580534667354159;0.945;0.0480832611206852;"Triquet_Macro";"nearshore_site";"Triquet";"Outer_Coast";"kelp";"macro";"51.80571667";"-128.2579833";2016-06-16;"2016";6
134299;"134299_5";"CALVERT";"MACRO1";2016-06-16;"QCS_V2";5;5;NA;NA;NA;NA;NA;NA;51.8035;-128.2545;1;1.52420983245295;NA;0.514573079639597;NA;8.65557999234777;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"018066_20160616_1538";"XRX-620";2016-06-16 12:29:50;1;36.08183;NA;12.0362;NA;5;NA;65.392;NA;1.0161;NA;0.664;NA;6.1203;NA;31.1724;NA;4.949;NA;"Triquet_Macro";"nearshore_site";"Triquet";"Outer_Coast";"kelp";"macro";"51.80571667";"-128.2579833";2016-06-16;"2016";6
134301;"134301_0";"CALVERT";"KFPC06";2016-06-16;"QCS_V2";0;0;NA;NA;NA;NA;NA;NA;51.811267;-128.233617;1;0.821670680476232;NA;0.419814464508742;NA;8.09461158887131;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"018066_20160616_1538";"XRX-620";2016-06-16 12:56:25;2;35.979935;0.0887065456998529;12.15165;0.0061518289963237;1;0;119.459;43.9594143728053;1.77845;0.0975100251256248;16.9855;21.109258738762;6.4345;0.0190918830920369;30.98045;0.0898732718888118;0.9645;0.113844191771034;"Triquet_Bay";"ocean_site";"Triquet";"Outer_Coast";"seagrass";"reef";"51.81155393";"-128.2336829";2016-06-16;"2016";6
134301;"134301_10";"CALVERT";"KFPC06";2016-06-16;"QCS_V2";10;10;NA;NA;NA;NA;NA;NA;51.811267;-128.233617;1;1.09101866230462;NA;0.406818025293425;NA;8.23211136274138;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"018066_20160616_1538";"XRX-620";2016-06-16 12:57:03;2;36.083795;0.0107268098705983;12.11715;0.00883883476483134;10;0;16.293;1.16814040252018;2.38155;0.426314678377369;0.702;0.00848528137423858;6.34645;0.00685893577750986;31.10485;0.00289913780286562;9.8435;0.0997020561473032;"Triquet_Bay";"ocean_site";"Triquet";"Outer_Coast";"seagrass";"reef";"51.81155393";"-128.2336829";2016-06-16;"2016";6
