"","Rank1","Rank2","Rank3","Rank4","Rank5","Rank6","Rank7","Accession"
"ASV1158","Eukaryota","Opisthokonta","Nucletmycea","Fungi","Incertae_Sedis","Paramicrosporidium",NA,NA
"ASV1162","Eukaryota","SAR","Alveolata","Ciliophora","Mesodiniidae","Myrionecta",NA,NA
"ASV1167","Eukaryota","SAR","Alveolata","Dinoflagellata","Dinophysiales","Dinophysis",NA,NA
"ASV1168","Eukaryota","SAR","Alveolata","Ciliophora","Hypocomatida","Hypocoma",NA,NA
"ASV1169","Eukaryota","Opisthokonta","Nucletmycea","Fungi","Lobulomycetaceae","Clydaea",NA,NA
"ASV1171","Eukaryota","Opisthokonta","Nucletmycea","Fungi","Incertae_Sedis","Kuraishia",NA,NA
"ASV1173","Eukaryota","SAR","Alveolata","Ciliophora","Peritrichia","Epicarchesium",NA,NA
"ASV1177","Eukaryota","SAR","Stramenopiles","Ochrophyta","Coscinodiscophytina","Actinocyclus",NA,NA
"ASV1189","Eukaryota","SAR","Alveolata","Dinoflagellata","Gymnodinium_clade","Polykrikos",NA,NA
"ASV1192","Eukaryota","SAR","Stramenopiles","Ochrophyta","Ochromonadales","Paraphysomonas",NA,NA
"ASV1196","Eukaryota","SAR","Alveolata","Apicomplexa","Eimeriorina","Rhytidocystis",NA,NA
"ASV1211","Eukaryota","SAR","Stramenopiles","Labyrinthulomycetes","Thraustochytriaceae","Thraustochytriidae_sp._thel2",NA,NA
"ASV1212","Eukaryota","SAR","Alveolata","Dinoflagellata","Peridiniales","Herdmania",NA,NA
"ASV1219","Eukaryota","SAR","Rhizaria","Retaria","Nassellaria","Pseudocubus",NA,NA
"ASV1236","Eukaryota","Opisthokonta","Holozoa","Ichthyosporea","Dermocystida","Rhinosporideacae",NA,NA
"ASV1249","Eukaryota","Opisthokonta","Nucletmycea","Fungi","Debaryomycetaceae","Candida-Lodderomyces_clade",NA,NA
"ASV1256","Eukaryota","SAR","Alveolata","Dinoflagellata","Gymnodiniphycidae","uncultured",NA,NA
"ASV1263","Eukaryota","SAR","Stramenopiles","Ochrophyta","Diatomea","Achnanthes_sp._p346",NA,NA
"ASV1281","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyceae","Fistulifera",NA,NA
"ASV1282","Eukaryota","SAR","Rhizaria","Cercozoa","Imbricatea","Nudifila",NA,NA
"ASV1284","Eukaryota","SAR","Stramenopiles","Peronosporomycetes","Olpidiopsis","Olpidiopsis_pyropiae",NA,NA
"ASV1294","Eukaryota","SAR","Rhizaria","Cercozoa","Imbricatea","Novel_Clade_3",NA,NA
"ASV1296","Eukaryota","Archaeplastida","Chloroplastida","Chlorophyta","Pyramimonadales","Pyramimonas",NA,NA
"ASV1302","Eukaryota","SAR","Rhizaria","Cercozoa","Chlorarachniophyta","uncultured",NA,NA
"ASV1324","Eukaryota","SAR","Stramenopiles","Ochrophyta","Ochromonadales","Epipyxis",NA,NA
"ASV1335","Eukaryota","Opisthokonta","Holozoa","Choanoflagellida","Codonosigidae","Proterospongia",NA,NA
"ASV1339","Eukaryota","SAR","Alveolata","Dinoflagellata","Peridiniales","Amphidiniopsis",NA,NA
"ASV1344","Eukaryota","Haptophyta","Pav3","uncultured_haptophyte","uncultured_haptophyte","uncultured_haptophyte",NA,NA
"ASV1359","Eukaryota","SAR","Alveolata","Ciliophora","Choreotrichia","Eutintinnus",NA,NA
"ASV1361","Eukaryota","SAR","Stramenopiles","MAST-1","MAST-1B","uncultured_eukaryote",NA,NA
"ASV1373","Eukaryota","Archaeplastida","Chloroplastida","Chlorophyta","Trebouxiophyceae","Symbiochloris_symbiontica",NA,NA
"ASV1374","Eukaryota","SAR","Alveolata","Ciliophora","Apostomatia","Hyalophysa",NA,NA
"ASV1381","Eukaryota","Opisthokonta","Holozoa","Choanoflagellida","Acanthoecidae","Pleurasiga",NA,NA
"ASV1388","Eukaryota","SAR","Alveolata","Ciliophora","Haptoria","Litonotus",NA,NA
"ASV1393","Eukaryota","Opisthokonta","Nucletmycea","Fungi","Chytridiomycetes","uncultured",NA,NA
"ASV1394","Eukaryota","SAR","Alveolata","Dinoflagellata","Gonyaulacales","Fragilidium",NA,NA
"ASV1400","Eukaryota","Archaeplastida","Chloroplastida","Chlorophyta","Prasinophytae","shizugawa",NA,NA
"ASV1417","Eukaryota","Opisthokonta","Aphelidea","uncultured","uncultured_eukaryote","uncultured_eukaryote",NA,NA
"ASV1419","Eukaryota","SAR","Alveolata","Apicomplexa","Cryptosporida","Cryptosporidium",NA,NA
"ASV1422","Eukaryota","Opisthokonta","Nucletmycea","Fungi","Sclerotiniaceae","Sclerotinia",NA,NA
"ASV1430","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophyceae","Cocconeis",NA,NA
"ASV1434","Eukaryota","SAR","Stramenopiles","Ochrophyta","Rhizosolenids","Guinardia",NA,NA
"ASV1439","Eukaryota","Opisthokonta","Holozoa","Choanoflagellida","Codosigidae","Lagenoeca",NA,NA
"ASV1440","Eukaryota","Opisthokonta","Nucletmycea","Fungi","Pleosporaceae","Alternaria",NA,NA
"ASV1443","Eukaryota","Haptophyta","Prymnesiophyceae","Prymnesiales","Chrysochromulina","Chrysochromulina_leadbeateri",NA,NA
"ASV1467","Eukaryota","SAR","Stramenopiles","MAST-6","uncultured_marine_eukaryote","uncultured_marine_eukaryote",NA,NA
"ASV1483","Eukaryota","SAR","Alveolata","Ciliophora","Prostomatea","Tiarina",NA,NA
"ASV1487","Eukaryota","SAR","Rhizaria","Cercozoa","Marimonadida","Pseudopirsonia",NA,NA
"ASV1489","Eukaryota","SAR","Alveolata","Ciliophora","Spirotrichea","Choreotrichia",NA,NA
"ASV1492","Eukaryota","Cryptophyceae","Cryptomonadales","Rhodomonas","Rhodomonas_falcata","Rhodomonas_falcata",NA,NA
"ASV1500","Eukaryota","SAR","Rhizaria","Cercozoa","Phytomyxea","uncultured",NA,NA
"ASV1501","Eukaryota","Cryptophyceae","Cryptomonadales","Rhodomonas","Rhodomonas_sp._M1630","Rhodomonas_sp._M1630",NA,NA
"ASV1506","Eukaryota","Opisthokonta","Holozoa","Choanoflagellida","Codonosigidae","Monosiga",NA,NA
"ASV1513","Eukaryota","Picozoa","uncultured_biliphyte","uncultured_biliphyte","uncultured_biliphyte","uncultured_biliphyte",NA,NA
"ASV1516","Eukaryota","SAR","Alveolata","Protalveolata","Perkinsidae","Perkinsus",NA,NA
"ASV1538","Eukaryota","Haptophyta","Prymnesiophyceae","Prymnesiales","Chrysochromulina","Chrysochromulina_acantha",NA,NA
"ASV1542","Eukaryota","SAR","Stramenopiles","Ochrophyta","Fragilariales","Pteroncola",NA,NA
"ASV1544","Eukaryota","SAR","Alveolata","Ciliophora","Choreotrichia","Strombidinopsis",NA,NA
"ASV1554","Eukaryota","SAR","Alveolata","Apicomplexa","Novel_Apicomplexa_Class_2","Gregarinasina_gen._sp._2_KCW-2013",NA,NA
"ASV1557","Eukaryota","Opisthokonta","Nucletmycea","Fungi","Lobulomycetales","Lobulomycetaceae",NA,NA
"ASV1566","Eukaryota","SAR","Stramenopiles","Ochrophyta","Bacillariophytina","Bacillariophyceae",NA,NA
"ASV1570","Eukaryota","Cryptophyceae","Cryptomonadales","uncultured_marine_eukaryote","uncultured_marine_eukaryote","uncultured_marine_eukaryote",NA,NA
"ASV1592","Eukaryota","Picozoa","uncultured_marine_eukaryote","uncultured_marine_eukaryote","uncultured_marine_eukaryote","uncultured_marine_eukaryote",NA,NA
"ASV1596","Eukaryota","SAR","Stramenopiles","Ochrophyta","Coscinodiscophytina","Coscinodiscus",NA,NA
