date,year,month,waterYear,WaterTemp_QL,WaterTemp_QC,WaterTemp_UQL,WaterTemp,WaterTemp_Med,WaterTemp_Avg,WaterTemp_Min,WaterTemp_Max
2015-09-15,2015,Sep,2014-2015,1,MV:15 of 24 missing:1 of 24 flagged,3,17.13,17.439,17.24082407,15.724,18.2
2015-09-16,2015,Sep,2014-2015,1,,2,13.353,14.24325,14.80039757,13.112,18.961
2015-09-17,2015,Sep,2014-2015,1,,2,13.329,13.356,13.35591667,13.161,13.522
2015-09-18,2015,Sep,2014-2015,1,,2,13.185,13.314,13.27752083,13.112,13.425
2015-09-19,2015,Sep,2014-2015,1,,2,13.185,13.149,13.14788194,13.064,13.233
2015-09-20,2015,Sep,2014-2015,1,,2,13.185,13.158,13.15539583,13.016,13.329
2015-09-21,2015,Sep,2014-2015,1,,2,13.233,13.212,13.26157639,13.112,13.57
2015-09-22,2015,Sep,2014-2015,1,,2,12.775,12.877375,12.92154514,12.775,13.257
2015-09-23,2015,Sep,2014-2015,1,,2,12.871,12.727,12.77025694,12.63,12.944
2015-09-24,2015,Sep,2014-2015,1,,2,13.04,12.892875,12.97897049,12.775,13.281
2015-09-25,2015,Sep,2014-2015,1,,2,12.703,12.871,12.90307118,12.703,13.064
2015-09-26,2015,Sep,2014-2015,1,,2,12.775,12.727,12.76897917,12.654,12.944
2015-09-27,2015,Sep,2014-2015,1,,2,12.654,12.693625,12.7269184,12.558,12.944
2015-09-28,2015,Sep,2014-2015,1,,2,12.654,12.597,12.59916667,12.509,12.703
2015-09-29,2015,Sep,2014-2015,1,,2,12.509,12.591,12.59787674,12.509,12.678
2015-09-30,2015,Sep,2014-2015,1,,2,12.485,12.473,12.46707639,12.364,12.534
2015-10-01,2015,Oct,2015-2016,1,,2,12.413,12.461,12.45955556,12.364,12.582
2015-10-02,2015,Oct,2015-2016,1,,2,12.34,12.389,12.3885434,12.268,12.509
2015-10-03,2015,Oct,2015-2016,1,,2,12.292,12.292,12.24732639,12.05,12.364
2015-10-04,2015,Oct,2015-2016,1,,2,12.34,12.355,12.36856944,12.243,12.509
2015-10-05,2015,Oct,2015-2016,1,,2,12.823,12.537,12.53244618,12.316,12.847
2015-10-06,2015,Oct,2015-2016,1,,2,12.34,12.588,12.61606771,12.34,12.823
2015-10-07,2015,Oct,2015-2016,1,,2,11.88,12.171,12.1501875,11.856,12.34
2015-10-08,2015,Oct,2015-2016,1,,2,12.098,12.098,12.09280903,11.88,12.243
2015-10-09,2015,Oct,2015-2016,1,,2,12.34,12.243375,12.24982986,12.098,12.389
2015-10-10,2015,Oct,2015-2016,1,,2,12.195,12.34,12.32909896,12.171,12.389
2015-10-11,2015,Oct,2015-2016,1,,2,11.832,12.0375,12.00292882,11.807,12.219
2015-10-12,2015,Oct,2015-2016,1,,2,11.856,11.8195,11.83147917,11.613,12.098
2015-10-13,2015,Oct,2015-2016,1,,2,12.025,11.883,11.92574826,11.783,12.171
2015-10-14,2015,Oct,2015-2016,1,,2,11.88,11.828875,11.79902257,11.589,12.025
2015-10-15,2015,Oct,2015-2016,1,,2,11.807,11.716,11.73661979,11.589,11.88
2015-10-16,2015,Oct,2015-2016,1,,2,11.759,11.7465,11.73105556,11.613,11.832
2015-10-17,2015,Oct,2015-2016,1,,2,11.977,11.868,11.86863542,11.759,12.001
2015-10-18,2015,Oct,2015-2016,1,,2,11.759,11.88,11.84271181,11.734,11.965
2015-10-19,2015,Oct,2015-2016,1,,2,11.88,11.88,11.83866493,11.734,11.953
2015-10-20,2015,Oct,2015-2016,1,,2,11.516,11.6375,11.71339583,11.516,11.88
2015-10-21,2015,Oct,2015-2016,1,,2,11.613,11.601,11.58861632,11.467,11.783
2015-10-22,2015,Oct,2015-2016,1,,2,11.613,11.613,11.62748611,11.565,11.734
2015-10-23,2015,Oct,2015-2016,1,,2,12.025,11.686,11.69844444,11.516,12.025
2015-10-24,2015,Oct,2015-2016,1,,2,12.122,12.11,12.08821354,12.001,12.171
2015-10-25,2015,Oct,2015-2016,1,,2,11.977,12.019,12.02580035,11.88,12.122
2015-10-26,2015,Oct,2015-2016,1,,2,11.662,11.88,11.84211632,11.662,11.977
2015-10-27,2015,Oct,2015-2016,1,,2,11.71,11.467,11.44640278,11.224,11.71
2015-10-28,2015,Oct,2015-2016,1,,2,11.71,11.701,11.66354167,11.443,11.783
2015-10-29,2015,Oct,2015-2016,1,,2,11.613,11.674,11.66701563,11.565,11.734
2015-10-30,2015,Oct,2015-2016,1,,2,11.71,11.734,11.73272743,11.625,11.856
2015-10-31,2015,Oct,2015-2016,1,,2,11.637,11.810125,11.78402951,11.565,11.929
2015-11-01,2015,Nov,2015-2016,1,,2,11.662,11.662,11.65972743,11.516,11.734
2015-11-02,2015,Nov,2015-2016,1,,2,11.613,11.637,11.62716146,11.54,11.662
2015-11-03,2015,Nov,2015-2016,1,,2,11.565,11.625,11.62334722,11.565,11.662
2015-11-04,2015,Nov,2015-2016,1,,2,11.419,11.37,11.38799653,11.321,11.565
2015-11-05,2015,Nov,2015-2016,1,,2,11.151,11.419,11.44234028,11.151,11.589
2015-11-06,2015,Nov,2015-2016,1,,2,11.005,11.053,11.04705903,10.858,11.321
2015-11-07,2015,Nov,2015-2016,1,,2,10.858,10.883,10.86884549,10.736,11.005
2015-11-08,2015,Nov,2015-2016,1,,2,11.053,10.846,10.8381059,10.614,11.053
2015-11-09,2015,Nov,2015-2016,1,,2,11.005,11.047,11.05840278,10.834,11.175
2015-11-10,2015,Nov,2015-2016,1,,2,10.247,10.427375,10.43817014,9.903,11.005
2015-11-11,2015,Nov,2015-2016,1,,2,9.756,9.87575,9.928012153,9.657,10.247
2015-11-12,2015,Nov,2015-2016,1,,2,9.509,9.805,9.780019097,9.46,10.051
