date,year,month,waterYear,WaterTemp_QL,WaterTemp_QC,WaterTemp_UQL,WaterTemp,WaterTemp_Med,WaterTemp_Avg,WaterTemp_Min,WaterTemp_Max
2016-10-13,2016,Oct,2016-2017,1,MV:22 of 24 missing:1 of 24 flagged,3,10.651,10.6995,10.70960417,10.651,10.748
2016-10-14,2016,Oct,2016-2017,1,,2,10.944,10.748,10.75251215,10.651,11.041
2016-10-15,2016,Oct,2016-2017,1,,2,10.846,10.895,10.91124653,10.748,11.334
2016-10-16,2016,Oct,2016-2017,1,,2,11.041,10.980375,10.99618229,10.748,11.334
2016-10-17,2016,Oct,2016-2017,1,,2,11.041,11.041,11.02636111,10.846,11.139
2016-10-18,2016,Oct,2016-2017,1,,2,11.041,11.041,10.99851389,10.846,11.139
2016-10-19,2016,Oct,2016-2017,1,,2,10.748,10.944,10.91032813,10.748,11.041
2016-10-20,2016,Oct,2016-2017,1,,2,10.651,10.748,10.72265451,10.651,10.846
2016-10-21,2016,Oct,2016-2017,1,,2,10.748,10.651,10.67710243,10.651,10.748
2016-10-22,2016,Oct,2016-2017,1,,2,10.651,10.651,10.6449184,10.553,10.748
2016-10-23,2016,Oct,2016-2017,1,,2,10.846,10.748,10.76897396,10.651,10.846
2016-10-24,2016,Oct,2016-2017,1,,2,10.651,10.797,10.76362326,10.553,10.846
2016-10-25,2016,Oct,2016-2017,1,,2,10.553,10.651,10.63320486,10.455,10.748
2016-10-26,2016,Oct,2016-2017,1,,2,10.455,10.455,10.44768403,10.357,10.553
2016-10-27,2016,Oct,2016-2017,1,,2,10.455,10.553,10.52779861,10.455,10.748
2016-10-28,2016,Oct,2016-2017,1,,2,10.455,10.455,10.48902778,10.357,10.553
2016-10-29,2016,Oct,2016-2017,1,,2,10.357,10.455,10.41637847,10.357,10.455
2016-10-30,2016,Oct,2016-2017,1,,2,10.357,10.357,10.31956944,10.161,10.455
2016-10-31,2016,Oct,2016-2017,1,,2,10.357,10.357,10.36040278,10.259,10.455
2016-11-01,2016,Nov,2016-2017,1,,2,10.161,10.259,10.26886806,10.161,10.357
2016-11-02,2016,Nov,2016-2017,1,,2,10.161,10.161,10.11744444,10.063,10.161
2016-11-03,2016,Nov,2016-2017,1,,2,10.455,10.259,10.29523958,10.161,10.455
2016-11-04,2016,Nov,2016-2017,1,,2,10.455,10.455,10.41416667,10.357,10.455
2016-11-05,2016,Nov,2016-2017,1,,2,10.553,10.455,10.48272569,10.357,10.748
2016-11-06,2016,Nov,2016-2017,1,,2,10.357,10.455,10.45870139,10.357,10.748
2016-11-07,2016,Nov,2016-2017,1,,2,10.651,10.455,10.48579514,10.357,10.651
2016-11-08,2016,Nov,2016-2017,1,,2,10.846,10.748,10.78667535,10.651,10.944
2016-11-09,2016,Nov,2016-2017,1,,2,10.553,10.748,10.72569618,10.553,10.846
2016-11-10,2016,Nov,2016-2017,1,,2,10.651,10.455,10.45278819,10.259,10.651
2016-11-11,2016,Nov,2016-2017,1,,2,10.455,10.455,10.48800694,10.357,10.651
2016-11-12,2016,Nov,2016-2017,1,,2,10.357,10.455,10.46673958,10.357,10.553
2016-11-13,2016,Nov,2016-2017,1,,2,10.846,10.6995,10.6367066,10.357,10.846
2016-11-14,2016,Nov,2016-2017,1,,2,10.846,10.797,10.75990972,10.553,10.944
2016-11-15,2016,Nov,2016-2017,1,,2,10.944,10.651,10.65658681,10.455,10.944
2016-11-16,2016,Nov,2016-2017,1,,2,10.651,10.406,10.47373785,10.259,10.944
2016-11-17,2016,Nov,2016-2017,1,,2,10.357,10.357,10.35410764,10.259,10.651
2016-11-18,2016,Nov,2016-2017,1,,2,10.357,10.161,10.19026389,9.965,10.455
2016-11-19,2016,Nov,2016-2017,1,,2,10.161,10.1855,10.21090278,9.768,10.651
2016-11-20,2016,Nov,2016-2017,1,,2,9.768,9.965,9.944085069,9.669,10.259
2016-11-21,2016,Nov,2016-2017,1,,2,9.472,9.472,9.525263889,9.373,9.866
2016-11-22,2016,Nov,2016-2017,1,,2,9.669,9.768,9.696907986,9.472,9.866
2016-11-23,2016,Nov,2016-2017,1,,2,9.571,9.571,9.606586806,9.472,9.965
2016-11-24,2016,Nov,2016-2017,1,,2,9.669,9.768,9.822114583,9.571,10.455
2016-11-25,2016,Nov,2016-2017,1,,2,9.866,10.1365,9.999859375,9.373,10.553
2016-11-26,2016,Nov,2016-2017,1,,2,9.866,9.841625,9.818201389,9.373,10.161
2016-11-27,2016,Nov,2016-2017,1,,2,9.571,9.49675,9.568387153,9.176,10.063
2016-11-28,2016,Nov,2016-2017,1,,2,10.553,10.025875,10.04559375,9.571,10.553
2016-11-29,2016,Nov,2016-2017,1,,2,10.161,9.85375,9.934152778,9.669,10.553
2016-11-30,2016,Nov,2016-2017,1,,2,10.357,9.903125,9.981736111,9.571,10.357
2016-12-01,2016,Dec,2016-2017,1,,2,10.063,9.780125,9.794100694,9.472,10.357
2016-12-02,2016,Dec,2016-2017,1,,2,10.455,10.07525,10.07681944,9.669,10.553
2016-12-03,2016,Dec,2016-2017,1,,2,10.553,10.553,10.53853819,10.259,10.651
2016-12-04,2016,Dec,2016-2017,1,,2,9.866,9.952625,9.947005208,9.472,10.553
2016-12-05,2016,Dec,2016-2017,1,,2,9.571,9.681375,9.616956597,9.176,9.965
2016-12-06,2016,Dec,2016-2017,1,,2,8.779,9.077,9.149277778,8.581,9.571
2016-12-07,2016,Dec,2016-2017,1,,2,8.581,8.581,8.574135417,8.382,8.779
2016-12-08,2016,Dec,2016-2017,1,,2,8.182,8.182,8.184130208,7.882,8.581
2016-12-09,2016,Dec,2016-2017,1,,2,7.882,7.882,7.960486111,7.782,8.282
2016-12-10,2016,Dec,2016-2017,1,,2,7.882,7.8695,7.837659722,7.582,8.082
2016-12-11,2016,Dec,2016-2017,1,,2,7.882,7.682,7.748013889,7.481,8.182
2016-12-12,2016,Dec,2016-2017,1,,2,7.882,7.782,7.800854167,7.582,8.182
2016-12-13,2016,Dec,2016-2017,1,,2,7.983,7.983,7.962671875,7.782,8.182
2016-12-14,2016,Dec,2016-2017,1,,2,7.782,7.882,7.874314236,7.682,7.983
2016-12-15,2016,Dec,2016-2017,1,,2,7.582,7.782,7.750395833,7.481,7.882
2016-12-16,2016,Dec,2016-2017,1,,2,7.481,7.582,7.632092014,7.481,7.782
2016-12-17,2016,Dec,2016-2017,1,,2,7.582,7.682,7.674873264,7.481,7.983
2016-12-18,2016,Dec,2016-2017,1,,2,8.182,7.882,7.945590278,7.582,8.182
2016-12-19,2016,Dec,2016-2017,1,,2,8.082,8.282,8.3504375,8.082,8.68
2016-12-20,2016,Dec,2016-2017,1,,2,9.077,8.692375,8.671119792,7.983,9.077
2016-12-21,2016,Dec,2016-2017,1,,2,8.879,9.176,9.12065625,8.879,9.176
2016-12-22,2016,Dec,2016-2017,1,,2,8.581,8.779,8.725211806,8.282,8.879
2016-12-23,2016,Dec,2016-2017,1,,2,8.481,8.568375,8.497618056,7.782,8.779
2016-12-24,2016,Dec,2016-2017,1,,2,8.282,8.282,8.180123264,7.682,8.481
2016-12-25,2016,Dec,2016-2017,1,,2,7.983,8.082,8.041164931,7.882,8.282
2016-12-26,2016,Dec,2016-2017,1,,2,8.481,8.282,8.140871528,7.682,8.481
2016-12-27,2016,Dec,2016-2017,1,,2,8.68,8.804,8.775578125,8.382,8.978
2016-12-28,2016,Dec,2016-2017,1,,2,8.282,8.481,8.44453125,8.182,8.68
2016-12-29,2016,Dec,2016-2017,1,,2,8.082,8.331875,8.311444444,8.082,8.481
2016-12-30,2016,Dec,2016-2017,1,,2,8.182,8.082,8.134847222,7.983,8.481
2016-12-31,2016,Dec,2016-2017,1,,2,7.983,8.082,8.056873264,7.782,8.382
2017-01-01,2017,Jan,2016-2017,1,,2,7.381,7.632,7.720982639,7.381,8.282
2017-01-02,2017,Jan,2016-2017,1,,2,7.481,7.481,7.478770833,7.179,8.282
2017-01-03,2017,Jan,2016-2017,1,,2,7.481,7.481,7.484715278,7.179,7.582
2017-01-04,2017,Jan,2016-2017,1,,2,7.582,7.55675,7.513234375,7.28,7.582
2017-01-05,2017,Jan,2016-2017,1,,2,7.481,7.481,7.444425347,7.28,7.582
2017-01-06,2017,Jan,2016-2017,1,,2,7.582,7.381,7.388414931,7.28,7.582
2017-01-07,2017,Jan,2016-2017,1,,2,7.582,7.582,7.586652778,7.481,7.682
2017-01-08,2017,Jan,2016-2017,1,,2,7.381,7.481,7.470460069,7.381,7.582
2017-01-09,2017,Jan,2016-2017,1,,2,7.079,7.079,7.080454861,6.775,7.381
2017-01-10,2017,Jan,2016-2017,1,,2,7.079,6.978,6.999541667,6.775,7.28
