Cast PK,Cruise,Station,Station Longitude,Station Latitude,Latitude,Longitude,Distance from station,Location Flag,Bottom depth (m),Raw Data PK,Data PK,Cast Direction Flag,Measurement time,Depth (m),Depth flag,Drop speed (m/s),Conductivity (mS/cm),Conductivity flag,Temperature (deg C),Temperature flag,Pressure (dbar),Pressure flag,Uncorrected Pressure (dbar),PAR (umol m-2 s-1),PAR flag,Fluorometry Chlorophyll (ug/L),Fluorometry Chlorophyll flag,CDOM (ppb),CDOM flag,Turbidity (FTU),Turbidity flag,pH,pH flag,Backscatter (Beta),Backscatter flag,Dissolved O2 (mL/L),Dissolved O2 (mL/L) flag,Dissolved O2 (%),Dissolved O2 (%) flag,Dissolved O2 (umol/L),Dissolved O2 (umol/L) flag,SB RINKO Dissolved O2 (mL/L),SB RINKO Dissolved O2 flag,Salinity (PSU),Salinity flag,Specific conductivity,Specific conductivity flag,Speed of sound (m/s),Speed of sound flag,C Star (volts),C Star (volts) flag,C Star (counts),C Star (counts) flag,Beam Attenuation 650nm (1/m),Beam Attenuation flag,SB RINKO DO (volts),SB RINKO temp (volts),Backscatter (counts),Fluorometry Chlorophyll (counts),CDOM (counts),Bin Statistics for Static Casts
4313,Macro2015,MACRO1,-128.2545,51.8035,51.8035,-128.2544667,2.29927711,,6.334064505,,9671422,d,2015-05-21 13:36:02.166,1.033,,1.152,34.9106,,11.3401,,1,,,270.594,,0.9162,,,,57.318,,,,,,8.0716,,,,,,,,30.6211,,,,,,,,,,,,,,,,,
4313,Macro2015,MACRO1,-128.2545,51.8035,51.8035,-128.2544667,2.29927711,,6.334064505,,9671423,d,2015-05-21 13:36:02.916,1.96,,1.277,34.87525,,11.2349,,2,,,234.479,,0.8083,,,,35.62,,,,,,7.7682,,,,,,,,30.6737,,,,,,,,,,,,,,,,,
4313,Macro2015,MACRO1,-128.2545,51.8035,51.8035,-128.2544667,2.29927711,,6.334064505,,9671424,d,2015-05-21 13:36:03.666,2.928,,1.272,34.59824,,10.8108,,3,,,179.66,,0.8987,,,,16.288,,,,,,7.6735,,,,,,,,30.7559,,,,,,,,,,,,,,,,,
4313,Macro2015,MACRO1,-128.2545,51.8035,51.8035,-128.2544667,2.29927711,,6.334064505,,9671425,d,2015-05-21 13:36:04.499,3.948,,1.176,34.44225,,10.6501,,4,,,143.009,,1.1148,,,,1.128,,,,,,7.6784,,,,,,,,30.7365,,,,,,,,,,,,,,,,,
4313,Macro2015,MACRO1,-128.2545,51.8035,51.8035,-128.2544667,2.29927711,,6.334064505,,9671426,d,2015-05-21 13:36:05.500,4.94,,0.786,34.42551,,10.6211,,5,,,111.067,,1.337,,,,0.621,,,,,,7.71,,,,,,,,30.7438,,,,,,,,,,,,,,,,,
4313,Macro2015,MACRO1,-128.2545,51.8035,51.8035,-128.2544667,2.29927711,,6.334064505,,9671427,d,2015-05-21 13:36:08.999,6.227,,0.744,34.42615,,10.6095,,6,,,99.347,,1.2607,,,,0.579,,,,,,7.727,,,,,,,,30.754,,,,,,,,,,,,,,,,,
4416,Macro2015,MACRO1,-128.2545,51.8035,51.8035,-128.2544667,2.29927711,,5.855070071,,9651062,d,2015-06-13 15:05:38.167,0.988,,1.126,36.66414,,12.6866,,1,,,106.355,,1.196,,,,40.348,,,,,,8.436,,,,,,,,31.1884,,,,,,,,,,,,,,,,,
4416,Macro2015,MACRO1,-128.2545,51.8035,51.8035,-128.2544667,2.29927711,,5.855070071,,9651063,d,2015-06-13 15:05:39.000,2.006,,1.192,35.9404,,11.5638,,2,,,89.752,,1.9609,,,,5.582,,,,,,8.2839,,,,,,,,31.4341,,,,,,,,,,,,,,,,,
4416,Macro2015,MACRO1,-128.2545,51.8035,51.8035,-128.2544667,2.29927711,,5.855070071,,9651064,d,2015-06-13 15:05:39.917,2.994,,1,35.34433,,10.9379,,3,,,82.533,,4.0259,,,,6.338,,,,,,8.2657,,,,,,,,31.384,,,,,,,,,,,,,,,,,
4416,Macro2015,MACRO1,-128.2545,51.8035,51.8035,-128.2544667,2.29927711,,5.855070071,,9651065,d,2015-06-13 15:05:40.917,3.992,,1.044,35.16289,,10.7127,,4,,,85.213,,3.8061,,,,1.117,,,,,,8.2377,,,,,,,,31.3972,,,,,,,,,,,,,,,,,
