Cast PK,Cruise,Station,Station Longitude,Station Latitude,Latitude,Longitude,Distance from station,Location Flag,Bottom depth (m),Raw Data PK,Data PK,Cast Direction Flag,Measurement time,Depth (m),Depth flag,Drop speed (m/s),Conductivity (mS/cm),Conductivity flag,Temperature (deg C),Temperature flag,Pressure (dbar),Pressure flag,Uncorrected Pressure (dbar),PAR (umol m-2 s-1),PAR flag,Fluorometry Chlorophyll (ug/L),Fluorometry Chlorophyll flag,CDOM (ppb),CDOM flag,Turbidity (FTU),Turbidity flag,pH,pH flag,Backscatter (Beta),Backscatter flag,Dissolved O2 (mL/L),Dissolved O2 (mL/L) flag,Dissolved O2 (%),Dissolved O2 (%) flag,Dissolved O2 (umol/L),Dissolved O2 (umol/L) flag,SB RINKO Dissolved O2 (mL/L),SB RINKO Dissolved O2 flag,Salinity (PSU),Salinity flag,Specific conductivity,Specific conductivity flag,Speed of sound (m/s),Speed of sound flag,C Star (volts),C Star (volts) flag,C Star (counts),C Star (counts) flag,Beam Attenuation 650nm (1/m),Beam Attenuation flag,SB RINKO DO (volts),SB RINKO temp (volts),Backscatter (counts),Fluorometry Chlorophyll (counts),CDOM (counts),Bin Statistics for Static Casts
4414,Macro2015,MACRO9,-128.4599,51.9204,51.92036667,-128.4599,3.70886134,,6.579505903,,9651094,d,2015-06-13 14:12:02.000,0.901,,1.132,36.30526,,12.0036,,1,,,129.739,,1.0352,,,,30.325,,,,,,8.984,,,,,,,,31.416,,,,,,,,,,,,,,,,,
4414,Macro2015,MACRO9,-128.4599,51.9204,51.92036667,-128.4599,3.70886134,,6.579505903,,9651095,d,2015-06-13 14:12:02.834,1.962,,1.33,36.11676,,11.7176,,2,,,98.636,,1.2513,,,,7.331,,,,,,8.637,,,,,,,,31.4752,,,,,,,,,,,,,,,,,
4414,Macro2015,MACRO9,-128.4599,51.9204,51.92036667,-128.4599,3.70886134,,6.579505903,,9651096,d,2015-06-13 14:12:03.667,3.04,,1.255,35.87292,,11.4842,,3,,,78.755,,2.1952,,,,1.504,,,,,,8.4966,,,,,,,,31.4362,,,,,,,,,,,,,,,,,
4414,Macro2015,MACRO9,-128.4599,51.9204,51.92036667,-128.4599,3.70886134,,6.579505903,,9651097,d,2015-06-13 14:12:04.417,4.009,,1.327,35.8115,,11.3698,,4,,,67.337,,3.2106,,,,1.085,,,,,,8.4202,,,,,,,,31.4732,,,,,,,,,,,,,,,,,
4414,Macro2015,MACRO9,-128.4599,51.9204,51.92036667,-128.4599,3.70886134,,6.579505903,,9651098,d,2015-06-13 14:12:05.167,4.968,,1.225,35.65017,,11.1926,,5,,,57.566,,4.0767,,,,0.95,,,,,,8.3783,,,,,,,,31.4661,,,,,,,,,,,,,,,,,
4414,Macro2015,MACRO9,-128.4599,51.9204,51.92036667,-128.4599,3.70886134,,6.579505903,,9651099,d,2015-06-13 14:12:06.000,5.992,,1.264,35.52101,,11.0098,,6,,,51.303,,6.1227,,,,0.953,,,,,,8.3648,,,,,,,,31.4953,,,,,,,,,,,,,,,,,
4513,Macro2015,MACRO9,-128.4599,51.9204,51.92036667,-128.4599,3.70886134,,6.710729702,,9620326,d,2015-07-04 14:52:46.000,0.953,,1.027,37.44219,,12.9543,,1,,,138.599,,0.5172,,,,25.233,,,,,,6.895,,,,,,,,31.6998,,,,,,,,,,,,,,,,,
4513,Macro2015,MACRO9,-128.4599,51.9204,51.92036667,-128.4599,3.70886134,,6.710729702,,9620327,d,2015-07-04 14:52:46.833,1.918,,1.242,36.53971,,11.6907,,2,,,138.61,,0.4806,,,,4.463,,,,,,6.434,,,,,,,,31.9077,,,,,,,,,,,,,,,,,
4513,Macro2015,MACRO9,-128.4599,51.9204,51.92036667,-128.4599,3.70886134,,6.710729702,,9620328,d,2015-07-04 14:52:47.667,2.955,,1.175,35.74386,,10.8945,,3,,,147.987,,0.5643,,,,1.373,,,,,,6.212,,,,,,,,31.816,,,,,,,,,,,,,,,,,
4513,Macro2015,MACRO9,-128.4599,51.9204,51.92036667,-128.4599,3.70886134,,6.710729702,,9620329,d,2015-07-04 14:52:48.583,3.973,,1.116,35.68,,10.813,,4,,,150.614,,0.555,,,,1.154,,,,,,6.1115,,,,,,,,31.8231,,,,,,,,,,,,,,,,,
4513,Macro2015,MACRO9,-128.4599,51.9204,51.92036667,-128.4599,3.70886134,,6.710729702,,9620330,d,2015-07-04 14:52:49.417,4.945,,1.238,35.6528,,10.7798,,5,,,146.23,,0.6367,,,,1.091,,,,,,6.1,,,,,,,,31.8245,,,,,,,,,,,,,,,,,
4513,Macro2015,MACRO9,-128.4599,51.9204,51.92036667,-128.4599,3.70886134,,6.710729702,,9620331,d,2015-07-04 14:52:50.166,5.903,,1.295,35.64999,,10.7759,,6,,,135.689,,0.6216,,,,0.86,,,,,,6.104,,,,,,,,31.8248,,,,,,,,,,,,,,,,,
4604,Macro2015,MACRO9,-128.4599,51.9204,51.92036667,-128.4599,3.70886134,,7.346931323,,9596362,d,2015-07-23 09:45:43.500,0.887,,1.147,38.75254,,14.4049,,1,,,316.218,,1.0406,,,,10.409,,,,,,9.1442,,,,,,,,31.7125,,,,,,,,,,,,,,,,,
4604,Macro2015,MACRO9,-128.4599,51.9204,51.92036667,-128.4599,3.70886134,,7.346931323,,9596363,d,2015-07-23 09:45:44.333,1.953,,1.313,38.73273,,14.3835,,2,,,218.39,,1.3955,,,,25.28,,,,,,8.6716,,,,,,,,31.7115,,,,,,,,,,,,,,,,,
4604,Macro2015,MACRO9,-128.4599,51.9204,51.92036667,-128.4599,3.70886134,,7.346931323,,9596364,d,2015-07-23 09:45:45.166,3.023,,1.253,38.72173,,14.364,,3,,,132.132,,1.7788,,,,5.717,,,,,,8.3113,,,,,,,,31.7171,,,,,,,,,,,,,,,,,
4604,Macro2015,MACRO9,-128.4599,51.9204,51.92036667,-128.4599,3.70886134,,7.346931323,,9596365,d,2015-07-23 09:45:46.000,4.049,,1.217,38.49506,,14.0698,,4,,,96.977,,2.1098,,,,1.826,,,,,,7.9151,,,,,,,,31.751,,,,,,,,,,,,,,,,,
4604,Macro2015,MACRO9,-128.4599,51.9204,51.92036667,-128.4599,3.70886134,,7.346931323,,9596366,d,2015-07-23 09:45:46.750,4.956,,1.209,37.96744,,13.447,,5,,,77.652,,2.4288,,,,1.415,,,,,,7.5311,,,,,,,,31.7786,,,,,,,,,,,,,,,,,
4604,Macro2015,MACRO9,-128.4599,51.9204,51.92036667,-128.4599,3.70886134,,7.346931323,,9596367,d,2015-07-23 09:45:47.500,5.875,,1.236,37.68098,,13.1141,,6,,,57.262,,4.258,,,,1.461,,,,,,7.2024,,,,,,,,31.7885,,,,,,,,,,,,,,,,,
4604,Macro2015,MACRO9,-128.4599,51.9204,51.92036667,-128.4599,3.70886134,,7.346931323,,9596368,d,2015-07-23 09:45:48.500,7.029,,1.22,37.34032,,12.666,,7,,,41.719,,5.5997,,,,1.446,,,,,,6.9914,,,,,,,,31.8437,,,,,,,,,,,,,,,,,
4774,Macro2015,MACRO9,-128.4599,51.9204,51.92036667,-128.4599,3.70886134,,5.818763137,,9730903,d,2015-04-25 14:35:26.000,1.065,,1.174,34.00974,,10.9961,,1,,,102.229,,-0.1829,SVC: flc_qartod_gross_range_test,,,18.804,,,,,,8.4893,,,,,,,,30.025,,,,,,,,,,,,,,,,,
4774,Macro2015,MACRO9,-128.4599,51.9204,51.92036667,-128.4599,3.70886134,,5.818763137,,9730904,d,2015-04-25 14:35:26.833,2.02,,1.082,33.99749,,10.9718,,2,,,82.213,,0.5305,,,,2.567,,,,,,8.3902,,,,,,,,30.0325,,,,,,,,,,,,,,,,,
4774,Macro2015,MACRO9,-128.4599,51.9204,51.92036667,-128.4599,3.70886134,,5.818763137,,9730905,d,2015-04-25 14:35:27.834,2.96,,0.815,33.97551,,10.8635,,3,,,92.359,,0.8913,,,,1.034,,,,,,8.5996,,,,,,,,30.0993,,,,,,,,,,,,,,,,,
4774,Macro2015,MACRO9,-128.4599,51.9204,51.92036667,-128.4599,3.70886134,,5.818763137,,9730906,d,2015-04-25 14:35:28.917,3.989,,1.103,33.86279,,10.6021,,4,,,111.176,,1.7505,,,,1.021,,,,,,8.822,,,,,,,,30.2032,,,,,,,,,,,,,,,,,
