"site","id","shoot.count","biomass","unknown.weight.shoots","microepiphyte.bulk","macroepiphyte.quad","drift","anchored","year","date","detritus","epibiont.taxon","epibiont","sheath.length","shoot.rep","blades","shoot.length","shoot.width","bryozoan.drift","alaria","branched brown","ceramium","corallina","cryptopleura","desmerestia","filamentous green","fucus","macrocystis","mastocarpus","plocamium","punctaria","pyropia","saccharina","ulva","unknown red","veg.count","flowering.count","smithora"
"inner choked i5","9",5,9.69,NA,NA,NA,NA,NA,2017,2017-07-04,NA,NA,NA,54.6,"1",4,182,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,-5.85
"pruth bay","1",11,4.1,NA,NA,NA,NA,NA,2017,2017-07-01,0.38,NA,NA,19,"1",5,84.5,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,NA
"pruth bay","2",11,5.11,NA,NA,NA,NA,NA,2017,2017-07-01,0.22,NA,NA,21,"1",7,77.5,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,NA
"pruth bay","3",17,5.04,NA,NA,NA,NA,NA,2017,2017-07-01,0.34,NA,NA,16,"1",5,66.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,0,NA
"pruth bay","4",19,6.73,NA,NA,NA,NA,NA,2017,2017-07-01,0.19,NA,NA,25,"1",5,95,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,0,NA
"pruth bay","5",7,1.28,NA,NA,NA,NA,NA,2017,2017-07-01,0.07,NA,NA,17.6,"1",5,74,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA
"pruth bay","6",29,6.37,NA,NA,NA,NA,NA,2017,2017-07-01,0.19,NA,NA,16.2,"1",5,65,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,0,NA
"pruth bay","7",9,3.62,NA,NA,NA,NA,NA,2017,2017-07-01,0.16,NA,NA,19,"1",5,73.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,NA
"pruth bay","8",11,3.04,NA,NA,NA,NA,NA,2017,2017-07-01,0.27,NA,NA,14.5,"1",4,65.3,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,NA
"pruth bay","9",24,4.68,NA,NA,NA,NA,NA,2017,2017-07-01,0.2,NA,NA,14.5,"1",5,48.8,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,0,NA
"sand spit","1",9,8.84,NA,NA,NA,NA,NA,2017,2017-07-02,10.8,NA,NA,40,"1",5,171,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,-1.15
"sand spit","2",6,7.75,NA,NA,NA,NA,NA,2017,2017-07-02,0.21,NA,NA,40.6,"1",4,148,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,-0.89
"sand spit","3",9,18.11,NA,NA,NA,NA,NA,2017,2017-07-02,2.82,NA,NA,38,"1",4,140,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,-3.4
"sand spit","4",9,9.36,NA,NA,NA,NA,NA,2017,2017-07-02,2.5,NA,NA,18,"1",2,68,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,-1.38
"sand spit","5",11,12.8,NA,NA,NA,NA,NA,2017,2017-07-02,0.3,NA,NA,31,"1",3,154,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,-1.81
"sand spit","6",9,7.59,NA,NA,NA,NA,NA,2017,2017-07-02,NA,NA,NA,28,"1",5,183,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,-0.52
"sand spit","7",5,5.54,NA,NA,NA,NA,NA,2017,2017-07-02,0.51,NA,NA,23,"1",4,108,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,-4.93
"sand spit","8",5,4.46,NA,NA,NA,NA,NA,2017,2017-07-02,0.06,NA,NA,38,"1",5,165.4,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,NA
"sand spit","9",16,12.42,NA,NA,NA,NA,NA,2017,2017-07-02,0.14,NA,NA,29,"1",4,117,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,0,-1.88
"triquet north","1",2,4.66,NA,NA,NA,NA,NA,2017,2017-06-29,0.19,NA,NA,37,"1",7,183,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA
"triquet north","2",5,5.82,NA,NA,NA,NA,NA,2017,2017-06-29,0.83,NA,NA,31,"1",NA,134.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,NA
"triquet north","3",7,6.13,NA,NA,NA,NA,NA,2017,2017-06-29,0.17,NA,NA,23,"1",7,96.8,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA
"triquet north","4",2,3.12,NA,NA,NA,NA,NA,2017,2017-06-29,0.12,NA,NA,36,"1",4,42,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA
"triquet north","5",6,9.52,NA,NA,NA,NA,NA,2017,2017-06-29,1.62,NA,NA,29.5,"1",6,146,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,NA
"triquet north","6",3,2.64,NA,NA,NA,NA,NA,2017,2017-06-29,0.16,NA,NA,22,"1",6,82,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA
"triquet north","7",2,4.83,NA,NA,NA,NA,NA,2017,2017-06-29,0.0900000000000001,NA,NA,31.5,"1",6,162.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA
"triquet north","8",4,4.41,NA,NA,NA,NA,NA,2017,2017-06-29,0.13,NA,NA,19.5,"1",6,119,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,NA
"triquet north","9",4,2.35,NA,NA,NA,NA,NA,2017,2017-06-29,0.14,NA,NA,28,"1",6,124.4,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,NA
"triquet bay","1",12,8.33,NA,NA,NA,NA,NA,2017,2017-06-29,0.98,NA,NA,18,"1",6,82,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1,NA
"triquet bay","2",11,9.63,NA,NA,NA,NA,NA,2017,2017-06-29,0.75,NA,NA,25,"1",7,91.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,NA
"triquet bay","3",12,5.3,NA,NA,NA,NA,NA,2017,2017-06-29,0.24,NA,NA,15.5,"1",5,66,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,NA
"triquet bay","4",12,NA,NA,NA,NA,NA,NA,2017,2017-06-29,0.48,NA,NA,27.5,"1",6,115,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,NA
"triquet bay","5",15,NA,NA,NA,NA,NA,NA,2017,2017-06-29,NA,NA,NA,23.4,"1",5,92,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0,NA
"triquet bay","6",17,11.95,NA,NA,NA,NA,NA,2017,2017-06-29,0.6,NA,NA,31.5,"1",6,115,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,NA
"triquet bay","7",9,6.74,NA,NA,NA,NA,NA,2017,2017-06-29,0.64,NA,NA,30,"1",5,110,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,NA
"triquet bay","8",8,8.34,NA,NA,NA,NA,NA,2017,2017-06-29,0.63,NA,NA,27.5,"1",7,107,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,NA
"triquet bay","9",11,6.49,NA,NA,NA,NA,NA,2017,2017-06-29,0.5,NA,NA,22.4,"1",4,84,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,NA
"pruth pocket","1",22,3.48,NA,NA,NA,NA,NA,2017,2017-07-05,0.44,NA,NA,9.2,"2",5,44,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,1,NA
"pruth pocket","2",15,1.18,NA,NA,NA,NA,NA,2017,2017-07-05,0.72,NA,NA,7,"2",5,30.7,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0,NA
"pruth pocket","3",24,1.74,NA,NA,NA,NA,NA,2017,2017-07-05,0.38,NA,NA,9,"2",5,39,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,2,NA
"pruth pocket","4",19,2.3,NA,NA,NA,NA,NA,2017,2017-07-05,0.5,NA,NA,8.2,"2",4,39.7,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,0,NA
"pruth pocket","5",18,1.75,NA,NA,NA,NA,NA,2017,2017-07-05,0.92,NA,NA,9.9,"2",5,38.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,3,NA
"pruth pocket","6",22,1.62,NA,NA,NA,NA,NA,2017,2017-07-05,0.36,NA,NA,7.6,"2",4,30.2,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,0,NA
"pruth pocket","7",39,6.55,NA,NA,NA,NA,NA,2017,2017-07-05,2.74,NA,NA,10.6,"2",6,46.4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,1,NA
"pruth pocket","8",23,5.76,NA,NA,NA,NA,NA,2017,2017-07-05,2.02,NA,NA,11.8,"2",4,49.6,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,0,NA
"pruth pocket","9",22,1.52,NA,NA,NA,NA,NA,2017,2017-07-05,0.17,NA,NA,4.9,"2",4,30.2,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,0,NA
"inner choked i5","1",4,2.5,NA,NA,NA,NA,NA,2017,2017-07-04,NA,NA,NA,16.4,"2",2,78.4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,-0.55
"inner choked i5","2",5,8.06,NA,NA,NA,NA,NA,2017,2017-07-04,NA,NA,NA,39.2,"2",4,172.3,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,-12.75
"inner choked i5","3",3,5.75,NA,NA,NA,NA,NA,2017,2017-07-04,NA,NA,NA,48,"2",4,143.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,-7.03
"inner choked i5","4",6,10.43,NA,NA,NA,NA,NA,2017,2017-07-04,NA,NA,NA,33.2,"2",3,144.4,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,-5.47
"inner choked i5","5",5,10.24,NA,NA,NA,NA,NA,2017,2017-07-04,NA,NA,NA,33.6,"2",4,148.3,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,-9.49
"inner choked i5","6",6,10.48,NA,NA,NA,NA,NA,2017,2017-07-04,NA,NA,NA,33.4,"2",5,110.5,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,-7.75
"inner choked i5","7",4,3.71,NA,NA,NA,NA,NA,2017,2017-07-04,NA,NA,NA,14,"2",3,72,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,-8.69
"inner choked i5","8",4,4.59,NA,NA,NA,NA,NA,2017,2017-07-04,NA,NA,NA,22.4,"2",4,119.8,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,-6.52
"inner choked i5","9",5,9.69,NA,NA,NA,NA,NA,2017,2017-07-04,NA,NA,NA,18,"2",4,111.6,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,-5.85
"pruth bay","1",11,4.1,NA,NA,NA,NA,NA,2017,2017-07-01,0.38,NA,NA,14.5,"2",5,67,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,NA
"pruth bay","2",11,5.11,NA,NA,NA,NA,NA,2017,2017-07-01,0.22,NA,NA,10,"2",4,30.5,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,NA
"pruth bay","3",17,5.04,NA,NA,NA,NA,NA,2017,2017-07-01,0.34,NA,NA,27,"2",4,36,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,0,NA
"pruth bay","4",19,6.73,NA,NA,NA,NA,NA,2017,2017-07-01,0.19,NA,NA,13.6,"2",4,58,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,0,NA
"pruth bay","5",7,1.28,NA,NA,NA,NA,NA,2017,2017-07-01,0.07,NA,NA,10,"2",5,36.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA
"pruth bay","6",29,6.37,NA,NA,NA,NA,NA,2017,2017-07-01,0.19,NA,NA,9,"2",4,42.6,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,0,NA
"pruth bay","7",9,3.62,NA,NA,NA,NA,NA,2017,2017-07-01,0.16,NA,NA,15.5,"2",5,61,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,NA
"pruth bay","8",11,3.04,NA,NA,NA,NA,NA,2017,2017-07-01,0.27,NA,NA,12,"2",3,55.5,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,NA
"pruth bay","9",24,4.68,NA,NA,NA,NA,NA,2017,2017-07-01,0.2,NA,NA,5.5,"2",4,25.5,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,0,NA
"sand spit","1",9,8.84,NA,NA,NA,NA,NA,2017,2017-07-02,10.8,NA,NA,23.6,"2",4,90.8,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,-1.15
"sand spit","2",6,7.75,NA,NA,NA,NA,NA,2017,2017-07-02,0.21,NA,NA,37.6,"2",4,137,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,-0.89
"sand spit","3",9,18.11,NA,NA,NA,NA,NA,2017,2017-07-02,2.82,NA,NA,45.5,"2",4,204,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,-3.4
"sand spit","4",9,9.36,NA,NA,NA,NA,NA,2017,2017-07-02,2.5,NA,NA,30,"2",4,124.5,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,-1.38
"sand spit","5",11,12.8,NA,NA,NA,NA,NA,2017,2017-07-02,0.3,NA,NA,39,"2",4,172,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,-1.81
"sand spit","6",9,7.59,NA,NA,NA,NA,NA,2017,2017-07-02,NA,NA,NA,37.5,"2",4,177,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,-0.52
"sand spit","7",5,5.54,NA,NA,NA,NA,NA,2017,2017-07-02,0.51,NA,NA,21.5,"2",5,112,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,-4.93
"sand spit","8",5,4.46,NA,NA,NA,NA,NA,2017,2017-07-02,0.06,NA,NA,15.5,"2",4,94,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,NA
"sand spit","9",16,12.42,NA,NA,NA,NA,NA,2017,2017-07-02,0.14,NA,NA,25,"2",3,80,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,0,-1.88
"triquet north","1",2,4.66,NA,NA,NA,NA,NA,2017,2017-06-29,0.19,NA,NA,24,"2",4,71.2,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA
"triquet north","2",5,5.82,NA,NA,NA,NA,NA,2017,2017-06-29,0.83,NA,NA,19,"2",NA,73,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,NA
"triquet north","3",7,6.13,NA,NA,NA,NA,NA,2017,2017-06-29,0.17,NA,NA,16.8,"2",6,71.5,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA
"triquet north","4",2,3.12,NA,NA,NA,NA,NA,2017,2017-06-29,0.12,NA,NA,21.5,"2",5,65,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA
"triquet north","5",6,9.52,NA,NA,NA,NA,NA,2017,2017-06-29,1.62,NA,NA,24,"2",6,124.5,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,NA
"triquet north","6",3,2.64,NA,NA,NA,NA,NA,2017,2017-06-29,0.16,NA,NA,19.4,"2",6,76.4,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA
"triquet north","7",2,4.83,NA,NA,NA,NA,NA,2017,2017-06-29,0.0900000000000001,NA,NA,18.2,"2",5,66,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA
"triquet north","8",4,4.41,NA,NA,NA,NA,NA,2017,2017-06-29,0.13,NA,NA,16,"2",6,93,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,NA
"triquet north","9",4,2.35,NA,NA,NA,NA,NA,2017,2017-06-29,0.14,NA,NA,25.9,"2",5,98,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,NA
"triquet bay","1",12,8.33,NA,NA,NA,NA,NA,2017,2017-06-29,0.98,NA,NA,17.5,"2",6,82,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1,NA
"triquet bay","2",11,9.63,NA,NA,NA,NA,NA,2017,2017-06-29,0.75,NA,NA,15,"2",6,64.2,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,NA
"triquet bay","3",12,5.3,NA,NA,NA,NA,NA,2017,2017-06-29,0.24,NA,NA,16,"2",6,63,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,NA
"triquet bay","4",12,NA,NA,NA,NA,NA,NA,2017,2017-06-29,0.48,NA,NA,27,"2",6,109.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,NA
"triquet bay","5",15,NA,NA,NA,NA,NA,NA,2017,2017-06-29,NA,NA,NA,11.4,"2",4,35.5,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0,NA
"triquet bay","6",17,11.95,NA,NA,NA,NA,NA,2017,2017-06-29,0.6,NA,NA,30,"2",7,106,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,NA
"triquet bay","7",9,6.74,NA,NA,NA,NA,NA,2017,2017-06-29,0.64,NA,NA,29,"2",4,111,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,NA
"triquet bay","8",8,8.34,NA,NA,NA,NA,NA,2017,2017-06-29,0.63,NA,NA,14,"2",4,47,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,NA
"triquet bay","9",11,6.49,NA,NA,NA,NA,NA,2017,2017-06-29,0.5,NA,NA,17.5,"2",6,69.5,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,NA
"pruth pocket","1",22,3.48,NA,NA,NA,NA,NA,2017,2017-07-05,0.44,NA,NA,7,"3",3,27.8,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,1,NA
"pruth pocket","2",15,1.18,NA,NA,NA,NA,NA,2017,2017-07-05,0.72,NA,NA,8.7,"3",4,35,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0,NA
"pruth pocket","3",24,1.74,NA,NA,NA,NA,NA,2017,2017-07-05,0.38,NA,NA,6.6,"3",4,34.9,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,2,NA
"pruth pocket","4",19,2.3,NA,NA,NA,NA,NA,2017,2017-07-05,0.5,NA,NA,6.1,"3",4,29,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,0,NA
"pruth pocket","5",18,1.75,NA,NA,NA,NA,NA,2017,2017-07-05,0.92,NA,NA,7.1,"3",5,37.4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,3,NA
"pruth pocket","6",22,1.62,NA,NA,NA,NA,NA,2017,2017-07-05,0.36,NA,NA,6.8,"3",4,37.6,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,0,NA
"pruth pocket","7",39,6.55,NA,NA,NA,NA,NA,2017,2017-07-05,2.74,NA,NA,9.4,"3",4,39.8,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,1,NA
"pruth pocket","8",23,5.76,NA,NA,NA,NA,NA,2017,2017-07-05,2.02,NA,NA,10,"3",5,53.6,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,0,NA
"pruth pocket","9",22,1.52,NA,NA,NA,NA,NA,2017,2017-07-05,0.17,NA,NA,4.6,"3",4,22,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,0,NA
"inner choked i5","1",4,2.5,NA,NA,NA,NA,NA,2017,2017-07-04,NA,NA,NA,19,"3",3,86.6,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,-0.55
"inner choked i5","2",5,8.06,NA,NA,NA,NA,NA,2017,2017-07-04,NA,NA,NA,26.8,"3",5,138.6,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,-12.75
"inner choked i5","3",3,5.75,NA,NA,NA,NA,NA,2017,2017-07-04,NA,NA,NA,26,"3",4,121.6,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,-7.03
"inner choked i5","4",6,10.43,NA,NA,NA,NA,NA,2017,2017-07-04,NA,NA,NA,28,"3",5,127.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,-5.47
"inner choked i5","5",5,10.24,NA,NA,NA,NA,NA,2017,2017-07-04,NA,NA,NA,33.6,"3",3,147.1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,-9.49
"inner choked i5","6",6,10.48,NA,NA,NA,NA,NA,2017,2017-07-04,NA,NA,NA,30.3,"3",4,114.7,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,-7.75
"inner choked i5","7",4,3.71,NA,NA,NA,NA,NA,2017,2017-07-04,NA,NA,NA,18.3,"3",5,111.2,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,-8.69
"inner choked i5","8",4,4.59,NA,NA,NA,NA,NA,2017,2017-07-04,NA,NA,NA,25,"3",3,112.4,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,-6.52
"inner choked i5","9",5,9.69,NA,NA,NA,NA,NA,2017,2017-07-04,NA,NA,NA,41.1,"3",5,171.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,-5.85
"pruth bay","1",11,4.1,NA,NA,NA,NA,NA,2017,2017-07-01,0.38,NA,NA,19,"3",5,38,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,NA
"pruth bay","2",11,5.11,NA,NA,NA,NA,NA,2017,2017-07-01,0.22,NA,NA,15,"3",6,32,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,NA
