gs_nrt_A,gs_nrt_B,gs_nrt_C,gs_nrt_D,gs_nrt_E,gs_nrt_F,gs_sth_s_A,gs_sth_s_B,gs_sth_s_C,gs_sth_s_D,gs_sth_s_E,gs_sth_s_F,gs_sth_w_A,gs_sth_w_B,gs_sth_w_C,gs_sth_w_D,gs_sth_w_E,gs_sth_w_F,chkd_n_A,chkd_n_B,chkd_n_C,chkd_n_D,chkd_n_E,mcmllns_n_A,mcmllns_n_B,mcmllns_n_C,mcmllns_n_D,mcmllns_n_E,mcmllns_n_F,mcmllns_s_A,mcmllns_s_B,mcmllns_s_C,mcmllns_s_D,mcmllns_s_E,mcmllns_s_F,chkd_s_A,chkd_s_B,chkd_s_C,chkd_s_D,chkd_s_E,chkd_s_F,trqt_n_A,trqt_n_B,trqt_n_C,trqt_n_D,trqt_n_F,trqt_s_A,trqt_s_B,trqt_s_C,trqt_s_D,trqt_s_E,trqt_s_F
0,0.6089743589743589,0.7785977859778598,0.6066666666666667,0.3634085213032581,0.6887417218543046,0.7969924812030075,0.8778625954198473,0.785234899328859,0.7978339350180506,0.44571428571428573,0.8396946564885496,0.546583850931677,0.4491017964071856,0.8195488721804511,0.659016393442623,0.3763440860215054,0.6149068322981367,0.4279661016949153,0.4560327198364008,0.844047619047619,0.504,0.4696969696969697,0.488,0.501466275659824,0.43440233236151604,0.8745098039215686,0.37610619469026546,0.46285714285714286,0.6920684292379471,0.7777777777777778,0.9044444444444445,0.6443057722308893,0.7590361445783133,0.7768115942028986,0.41346153846153844,0.45243619489559167,0.5741239892183289,0.5645161290322581,0.6890380313199105,0.5838509316770186,0.7608695652173914,0.7925925925925926,0.7142857142857143,0.75,0.6170212765957447,0.6139240506329114,0.7463768115942029,0.7771428571428571,0.9206349206349206,0.7472924187725631,0.912
0.6089743589743589,0,0.42857142857142855,0.3283582089552239,0.6909871244635193,0.22058823529411764,0.46,0.6666666666666666,0.5606060606060606,0.5675675675675675,0.6413043478260869,0.5625,0.3076923076923077,0.5357142857142857,0.64,0.17985611510791366,0.5825242718446602,0.21794871794871795,0.6535947712418301,0.7213622291021672,0.9365918097754293,0.5980861244019139,0.6795580110497238,0.3492822966507177,0.28,0.3559322033898305,0.6404494382022472,0.6503496503496503,0.2608695652173913,0.710691823899371,0.590443686006826,0.8555858310626703,0.7094736842105264,0.39759036144578314,0.7442748091603053,0.68,0.7433962264150943,0.44390243902439025,0.775330396475771,0.8159340659340659,0.8075313807531381,0.5636363636363636,0.4423076923076923,0.21875,0.3287671232876712,0.2392638036809816,0.10666666666666667,0.38181818181818183,0.4782608695652174,0.7906976744186046,0.40540540540540543,0.7619047619047619
0.7785977859778598,0.42857142857142855,0,0.46236559139784944,0.8020833333333334,0.3684210526315789,0.4576271186440678,0.5272727272727272,0.6923076923076923,0.4857142857142857,0.7622377622377622,0.2727272727272727,0.4782608695652174,0.6535433070866141,0.4576271186440678,0.4489795918367347,0.7333333333333333,0.5304347826086957,0.7962264150943397,0.8014184397163121,0.9606245756958588,0.7380952380952381,0.8130841121495327,0.6309523809523809,0.582089552238806,0.5588235294117647,0.375,0.763265306122449,0.5944055944055944,0.8623853211009175,0.7619047619047619,0.924963924963925,0.8709677419354839,0.584,0.8757763975155279,0.7894736842105263,0.8482142857142857,0.6585365853658537,0.8547215496368039,0.9184861717612809,0.8764302059496567,0.391304347826087,0.49206349206349204,0.3563218390804598,0.4666666666666667,0.4918032786885246,0.44954128440366975,0.36231884057971014,0.6363636363636364,0.6,0.37142857142857144,0.627906976744186
0.6066666666666667,0.3283582089552239,0.46236559139784944,0,0.5565610859728507,0.45161290322580644,0.38636363636363635,0.6428571428571429,0.5166666666666667,0.5353535353535354,0.5116279069767442,0.5714285714285714,0.2361111111111111,0.41025641025641024,0.6136363636363636,0.4015748031496063,0.422680412371134,0.375,0.6666666666666666,0.684887459807074,0.9347536617842876,0.5228426395939086,0.7142857142857143,0.4010152284263959,0.3128834355828221,0.3939393939393939,0.6103896103896104,0.583941605839416,0.32558139534883723,0.7505376344086021,0.7580071174377224,0.9224376731301939,0.7580993520518359,0.6883116883116883,0.80859375,0.5966386554621849,0.6758893280632411,0.49222797927461137,0.7647058823529411,0.8631284916201117,0.7854077253218884,0.3877551020408163,0.7391304347826086,0.5517241379310345,0.6417910447761194,0.5099337748344371,0.34782608695652173,0.5918367346938775,0.7441860465116279,0.7567567567567568,0.5151515151515151,0.7777777777777778
0.3634085213032581,0.6909871244635193,0.8020833333333334,0.5565610859728507,0,0.757847533632287,0.7433155080213903,0.8360655737704918,0.7534246575342466,0.7070707070707071,0.3062730627306273,0.912568306010929,0.49794238683127573,0.37254901960784315,0.7433155080213903,0.7433628318584071,0.5426621160409556,0.7283950617283951,0.41475826972010177,0.4,0.8525921299188007,0.4797297297297297,0.47438752783964366,0.6418918918918919,0.5343511450381679,0.42424242424242425,0.8863636363636364,0.3136729222520107,0.5571955719557196,0.7553191489361702,0.8631578947368421,0.953714981729598,0.6868327402135231,0.8735177865612648,0.8265139116202946,0.3115727002967359,0.32386363636363635,0.6506849315068494,0.5489833641404805,0.7128834355828221,0.5575221238938053,0.7766497461928934,0.9685863874345549,0.8604651162790697,0.871244635193133,0.712,0.6877637130801688,0.8984771573604061,0.8819188191881919,0.976878612716763,0.8585858585858586,0.9649122807017544
0.6887417218543046,0.22058823529411764,0.3684210526315789,0.45161290322580644,0.757847533632287,0,0.6444444444444445,0.6744186046511628,0.7377049180327869,0.6039603960396039,0.8045977011494253,0.5116279069767442,0.4520547945205479,0.7215189873417721,0.6444444444444445,0.14728682170542637,0.7040816326530612,0.2191780821917808,0.75,0.8210862619808307,0.961436170212766,0.7587939698492462,0.7670454545454546,0.4271356783919598,0.40606060606060607,0.5209580838323353,0.620253164556962,0.7391304347826086,0.3448275862068966,0.7601713062098501,0.6325088339222615,0.8646408839779005,0.7548387096774194,0.3974358974358974,0.8054474708171206,0.8,0.8666666666666667,0.5897435897435898,0.8513513513513513,0.8607242339832869,0.8846153846153846,0.44,0.3829787234042553,0.13559322033898305,0.27941176470588236,0.3202614379084967,0.2714285714285714,0.36,0.45977011494252873,0.7631578947368421,0.3069306930693069,0.7837837837837838
0.7969924812030075,0.46,0.4576271186440678,0.38636363636363635,0.7433155080213903,0.6444444444444445,0,0.44,0.4418604651162791,0.4153846153846154,0.6086956521739131,0.56,0.509090909090909,0.5573770491803278,0.5185185185185185,0.4838709677419355,0.6625,0.5272727272727272,0.7923076923076923,0.8050541516245487,0.9632152588555858,0.6809815950920245,0.8291139240506329,0.6687116564417178,0.5813953488372093,0.5877862595419847,0.4883720930232558,0.775,0.6086956521739131,0.8747099767981439,0.8137651821862348,0.9447674418604651,0.8741258741258742,0.7166666666666667,0.8870292887029289,0.7352941176470589,0.771689497716895,0.660377358490566,0.8676470588235294,0.9208211143695014,0.875,0.625,0.8275862068965517,0.6097560975609756,0.7,0.5384615384615384,0.4807692307692308,0.625,0.8260869565217391,0.75,0.6615384615384615,0.7368421052631579
0.8778625954198473,0.6666666666666666,0.5272727272727272,0.6428571428571429,0.8360655737704918,0.6744186046511628,0.44,0,0.4878048780487805,0.3442622950819672,0.6865671641791045,0.5217391304347826,0.6792452830188679,0.6949152542372882,0.4,0.6853932584269663,0.7564102564102564,0.6981132075471698,0.828125,0.8388278388278388,0.9740437158469946,0.7358490566037735,0.8589743589743589,0.8238993710691824,0.728,0.7795275590551181,0.5384615384615384,0.8728813559322034,0.7761194029850746,0.9297423887587822,0.8683127572016461,0.956140350877193,0.9247058823529412,0.7586206896551724,0.9367088607594937,0.78,0.813953488372093,0.7161290322580646,0.8861386138613861,0.9321533923303835,0.9205607476635514,0.6666666666666666,0.9259259259259259,0.6410256410256411,0.7291666666666666,0.7345132743362832,0.7,0.6333333333333333,0.8507462686567164,0.8888888888888888,0.7049180327868853,0.8235294117647058
0.785234899328859,0.5606060606060606,0.6923076923076923,0.5166666666666667,0.7534246575342466,0.7377049180327869,0.4418604651162791,0.4878048780487805,0,0.422680412371134,0.611764705882353,0.7317073170731707,0.5633802816901409,0.5454545454545454,0.627906976744186,0.664,0.6041666666666666,0.6338028169014085,0.5958904109589042,0.6181229773462783,0.9253333333333333,0.4153846153846154,0.6609195402298851,0.7230769230769231,0.639751552795031,0.6687116564417178,0.7866666666666666,0.8014705882352942,0.6705882352941176,0.8833693304535637,0.8351254480286738,0.9527777777777777,0.8785249457700651,0.8157894736842105,0.8901960784313725,0.6694915254237288,0.6892430278884463,0.47643979057591623,0.7318181818181818,0.834733893557423,0.8275862068965517,0.7291666666666666,0.9555555555555556,0.7192982456140351,0.7878787878787878,0.5570469798657718,0.5882352941176471,0.7708333333333334,0.8823529411764706,0.9444444444444444,0.8144329896907216,0.9428571428571428
0.7978339350180506,0.5675675675675675,0.4857142857142857,0.5353535353535354,0.7070707070707071,0.6039603960396039,0.4153846153846154,0.3442622950819672,0.422680412371134,0,0.6644295302013423,0.639344262295082,0.5206611570247934,0.5338345864661654,0.35384615384615387,0.6346153846153846,0.6374269005847953,0.6363636363636364,0.7933579335793358,0.7708333333333334,0.9607843137254902,0.7011494252873564,0.8165137614678899,0.7126436781609196,0.6857142857142857,0.647887323943662,0.7037037037037037,0.8326693227091634,0.7046979865771812,0.8914027149321267,0.813953488372093,0.9513590844062947,0.9045454545454545,0.7862595419847328,0.9059304703476483,0.7395348837209302,0.7304347826086957,0.6588235294117647,0.8520286396181385,0.9163059163059163,0.8690744920993227,0.6,0.9420289855072463,0.6559139784946236,0.7297297297297297,0.53125,0.6,0.7066666666666667,0.8389261744966443,0.9215686274509803,0.7631578947368421,0.9183673469387755
