gs_nrt_A,gs_nrt_B,gs_nrt_C,gs_nrt_D,gs_nrt_E,gs_nrt_F,gs_sth_s_A,gs_sth_s_B,gs_sth_s_C,gs_sth_s_D,gs_sth_s_E,gs_sth_s_F,gs_sth_w_A,gs_sth_w_B,gs_sth_w_C,gs_sth_w_D,gs_sth_w_E,gs_sth_w_F,chkd_n_A,chkd_n_B,chkd_n_C,chkd_n_D,chkd_n_E,mcmllns_n_A,mcmllns_n_B,mcmllns_n_C,mcmllns_n_D,mcmllns_n_E,mcmllns_n_F,mcmllns_s_A,mcmllns_s_B,mcmllns_s_C,mcmllns_s_D,mcmllns_s_E,mcmllns_s_F,chkd_s_A,chkd_s_B,chkd_s_C,chkd_s_D,chkd_s_E,chkd_s_F,trqt_n_A,trqt_n_B,trqt_n_C,trqt_n_D,trqt_n_F,trqt_s_A,trqt_s_B,trqt_s_C,trqt_s_D,trqt_s_E,trqt_s_F
0.44571428571428573,0.6413043478260869,0.7622377622377622,0.5116279069767442,0.3062730627306273,0.8045977011494253,0.6086956521739131,0.6865671641791045,0.611764705882353,0.6644295302013423,0,0.8059701492537313,0.5360824742268041,0.22330097087378642,0.7681159420289855,0.7288135593220338,0.5573770491803278,0.711340206185567,0.36046511627906974,0.4182825484764543,0.8711340206185567,0.3117408906882591,0.45,0.659919028340081,0.4835680751173709,0.3767441860465116,0.8267716535433071,0.4012345679012346,0.5315315315315315,0.7747572815533981,0.8549848942598187,0.9507772020725389,0.6803118908382066,0.8333333333333334,0.8113879003558719,0.2708333333333333,0.33993399339933994,0.4567901234567901,0.5528455284552846,0.7127937336814621,0.6201550387596899,0.8243243243243243,0.9295774647887324,0.7951807228915663,0.8260869565217391,0.7213930348258707,0.6170212765957447,0.8378378378378378,0.8828828828828829,0.9193548387096774,0.8523489932885906,0.9180327868852459
0.8396946564885496,0.5625,0.2727272727272727,0.5714285714285714,0.912568306010929,0.5116279069767442,0.56,0.5217391304347826,0.7317073170731707,0.639344262295082,0.8059701492537313,0,0.5660377358490566,0.711864406779661,0.64,0.550561797752809,0.7948717948717948,0.5849056603773585,0.8203125,0.8315018315018315,0.9685792349726776,0.7484276729559748,0.8525641025641025,0.7484276729559748,0.648,0.6850393700787402,0.3333333333333333,0.8305084745762712,0.6865671641791045,0.9063231850117096,0.8271604938271605,0.9415204678362573,0.9011764705882352,0.6724137931034483,0.9113924050632911,0.81,0.8883720930232558,0.7032258064516129,0.8861386138613861,0.9321533923303835,0.9065420560747663,0.43333333333333335,0.48148148148148145,0.46153846153846156,0.5625,0.6283185840707964,0.58,0.3,0.7014925373134329,0.5,0.3114754098360656,0.5294117647058824
0.546583850931677,0.3076923076923077,0.4782608695652174,0.2361111111111111,0.49794238683127573,0.4520547945205479,0.509090909090909,0.6792452830188679,0.5633802816901409,0.5206611570247934,0.5360824742268041,0.5660377358490566,0,0.3707865168539326,0.5272727272727272,0.3959731543624161,0.4074074074074074,0.39759036144578314,0.6075949367088608,0.6216216216216216,0.9225721784776902,0.5251141552511416,0.6505376344086021,0.3972602739726027,0.2864864864864865,0.2620320855614973,0.696969696969697,0.5878378378378378,0.31958762886597936,0.7207392197125256,0.7029702970297029,0.9005376344086021,0.7319587628865979,0.625,0.7677902621722846,0.6,0.6509090909090909,0.413953488372093,0.7241379310344828,0.8292682926829268,0.7459016393442623,0.5333333333333333,0.631578947368421,0.4927536231884058,0.5641025641025641,0.3872832369942196,0.3,0.5166666666666667,0.6597938144329897,0.8125,0.45454545454545453,0.8297872340425532
0.4491017964071856,0.5357142857142857,0.6535433070866141,0.41025641025641024,0.37254901960784315,0.7215189873417721,0.5573770491803278,0.6949152542372882,0.5454545454545454,0.5338345864661654,0.22330097087378642,0.711864406779661,0.3707865168539326,0,0.639344262295082,0.6645962732919255,0.42105263157894735,0.6404494382022472,0.4634146341463415,0.45507246376811594,0.8828125,0.2554112554112554,0.53125,0.5844155844155844,0.4010152284263959,0.23618090452261306,0.7477477477477478,0.474025974025974,0.44660194174757284,0.7394789579158316,0.8031746031746032,0.9391534391534392,0.670020120724346,0.7872340425531915,0.7838827838827839,0.35294117647058826,0.40069686411149824,0.42731277533039647,0.6176470588235294,0.7626666666666667,0.632,0.6818181818181818,0.8571428571428571,0.6933333333333334,0.75,0.5351351351351351,0.5116279069767442,0.7272727272727273,0.8252427184466019,0.8333333333333334,0.7744360902255639,0.8301886792452831
0.8195488721804511,0.64,0.4576271186440678,0.6136363636363636,0.7433155080213903,0.6444444444444445,0.5185185185185185,0.4,0.627906976744186,0.35384615384615387,0.7681159420289855,0.64,0.5272727272727272,0.639344262295082,0,0.6559139784946236,0.6625,0.6727272727272727,0.8769230769230769,0.8267148014440433,0.9754768392370572,0.8282208588957055,0.879746835443038,0.7423312883435583,0.7054263565891473,0.6335877862595419,0.627906976744186,0.85,0.7391304347826086,0.8979118329466357,0.854251012145749,0.9593023255813954,0.916083916083916,0.7833333333333333,0.9288702928870293,0.8431372549019608,0.8264840182648402,0.7861635220125787,0.8921568627450981,0.9501466275659824,0.8935185185185185,0.5625,0.9310344827586207,0.6585365853658537,0.72,0.6410256410256411,0.6346153846153846,0.71875,0.7971014492753623,0.9,0.6615384615384615,0.9473684210526315
0.659016393442623,0.17985611510791366,0.4489795918367347,0.4015748031496063,0.7433628318584071,0.14728682170542637,0.4838709677419355,0.6853932584269663,0.664,0.6346153846153846,0.7288135593220338,0.550561797752809,0.3959731543624161,0.6645962732919255,0.6559139784946236,0,0.6582914572864321,0.11409395973154363,0.7190635451505016,0.7911392405063291,0.9548772395487723,0.7029702970297029,0.7408450704225352,0.3465346534653465,0.34523809523809523,0.4470588235294118,0.6341463414634146,0.6917562724014337,0.2542372881355932,0.7191489361702128,0.5874125874125874,0.8486932599724897,0.717948717948718,0.34591194968553457,0.7717601547388782,0.7613168724279835,0.8294573643410853,0.5454545454545454,0.8299776286353467,0.8391123439667129,0.8641188959660298,0.5145631067961165,0.4020618556701031,0.17355371900826447,0.2805755395683453,0.2692307692307692,0.1888111888111888,0.4174757281553398,0.4463276836158192,0.7721518987341772,0.34615384615384615,0.7922077922077922
0.3763440860215054,0.5825242718446602,0.7333333333333333,0.422680412371134,0.5426621160409556,0.7040816326530612,0.6625,0.7564102564102564,0.6041666666666666,0.6374269005847953,0.5573770491803278,0.7948717948717948,0.4074074074074074,0.42105263157894735,0.6625,0.6582914572864321,0,0.5648148148148148,0.6557377049180327,0.6292428198433421,0.9161372299872935,0.5390334572490706,0.6872037914691943,0.4052044609665427,0.43829787234042555,0.46835443037974683,0.7986577181208053,0.6011560693641619,0.39344262295081966,0.7318435754189944,0.8130311614730878,0.9370277078085643,0.7607476635514019,0.8141592920353983,0.8047945205479452,0.6064516129032258,0.6246153846153846,0.5169811320754717,0.7276264591439688,0.8350253807106599,0.7360594795539034,0.6470588235294118,0.9024390243902439,0.7659574468085106,0.7961165048543689,0.5874439461883408,0.5714285714285714,0.788235294117647,0.8278688524590164,0.8904109589041096,0.7309941520467836,0.8888888888888888
0.6149068322981367,0.21794871794871795,0.5304347826086957,0.375,0.7283950617283951,0.2191780821917808,0.5272727272727272,0.6981132075471698,0.6338028169014085,0.6363636363636364,0.711340206185567,0.5849056603773585,0.39759036144578314,0.6404494382022472,0.6727272727272727,0.11409395973154363,0.5648148148148148,0,0.7025316455696202,0.7657657657657657,0.9488188976377953,0.680365296803653,0.7258064516129032,0.2785388127853881,0.35135135135135137,0.47593582887700536,0.696969696969697,0.6554054054054054,0.1958762886597938,0.675564681724846,0.570957095709571,0.8387096774193549,0.6948453608247422,0.36363636363636365,0.7528089887640449,0.7384615384615385,0.8036363636363636,0.5348837209302325,0.8146551724137931,0.8265582655826558,0.8483606557377049,0.5166666666666667,0.49122807017543857,0.2463768115942029,0.2948717948717949,0.2947976878612717,0.225,0.45,0.4536082474226804,0.7916666666666666,0.4049586776859504,0.8297872340425532
0.4279661016949153,0.6535947712418301,0.7962264150943397,0.6666666666666666,0.41475826972010177,0.75,0.7923076923076923,0.828125,0.5958904109589042,0.7933579335793358,0.36046511627906974,0.8203125,0.6075949367088608,0.4634146341463415,0.8769230769230769,0.7190635451505016,0.6557377049180327,0.7025316455696202,0,0.18426501035196688,0.7502986857825568,0.2899728997289973,0.1417624521072797,0.6802168021680217,0.5582089552238806,0.49554896142433236,0.8875502008032129,0.34080717488789236,0.5872093023255814,0.7645211930926217,0.8057395143487859,0.9149888143176734,0.6818897637795276,0.7852760736196319,0.7894736842105263,0.1902439024390244,0.2235294117647059,0.4136986301369863,0.28013029315960913,0.4774774774774775,0.45454545454545453,0.8444444444444444,0.8257575757575758,0.7430555555555556,0.7712418300653595,0.6656346749226006,0.6451612903225806,0.762962962962963,0.8197674418604651,0.926829268292683,0.7859778597785978,0.9344262295081968
0.4560327198364008,0.7213622291021672,0.8014184397163121,0.684887459807074,0.4,0.8210862619808307,0.8050541516245487,0.8388278388278388,0.6181229773462783,0.7708333333333334,0.4182825484764543,0.8315018315018315,0.6216216216216216,0.45507246376811594,0.8267148014440433,0.7911392405063291,0.6292428198433421,0.7657657657657657,0.18426501035196688,0,0.726788882318155,0.30569948186528495,0.25788497217068646,0.7202072538860104,0.6136363636363636,0.5254237288135594,0.8947368421052632,0.35205183585313177,0.6509695290858726,0.7828746177370031,0.8425531914893617,0.9363336992316136,0.7055214723926381,0.8483965014577259,0.8145506419400856,0.2459016393442623,0.3031674208144796,0.5287958115183246,0.2805071315372425,0.5270718232044199,0.48396946564885496,0.8397212543554007,0.900355871886121,0.8163934426229508,0.8328173374613003,0.6882352941176471,0.7003058103975535,0.8257839721254355,0.8670360110803325,0.9239543726235742,0.8472222222222222,0.9386973180076629
0.844047619047619,0.9365918097754293,0.9606245756958588,0.9347536617842876,0.8525921299188007,0.961436170212766,0.9632152588555858,0.9740437158469946,0.9253333333333333,0.9607843137254902,0.8711340206185567,0.9685792349726776,0.9225721784776902,0.8828125,0.9754768392370572,0.9548772395487723,0.9161372299872935,0.9488188976377953,0.7502986857825568,0.726788882318155,0,0.8313253012048193,0.6913294797687861,0.9327837666455295,0.9118600129617628,0.8977346278317152,0.9794097460535347,0.8198307134220073,0.9175257731958762,0.9230352303523035,0.9530403371462974,0.9705042816365367,0.893651654910472,0.9621903520208605,0.9302325581395349,0.8009888751545118,0.7819963257807716,0.8906547997457088,0.5993413830954994,0.4265267175572519,0.5698808234019501,0.9688768606224628,0.9796195652173914,0.9612299465240641,0.9630118890356671,0.9372958850424559,0.9354413702239789,0.9634641407307172,0.9664948453608248,0.9876203576341128,0.9702501690331304,0.9862258953168044
0.504,0.5980861244019139,0.7380952380952381,0.5228426395939086,0.4797297297297297,0.7587939698492462,0.6809815950920245,0.7358490566037735,0.4153846153846154,0.7011494252873564,0.3117408906882591,0.7484276729559748,0.5251141552511416,0.2554112554112554,0.8282208588957055,0.7029702970297029,0.5390334572490706,0.680365296803653,0.2899728997289973,0.30569948186528495,0.8313253012048193,0,0.36941176470588233,0.6617647058823529,0.47058823529411764,0.4,0.8026315789473685,0.49570200573065903,0.5303643724696356,0.762962962962963,0.8202247191011236,0.9297365119196989,0.6579925650557621,0.7729257641921398,0.7989778534923339,0.3865814696485623,0.4573170731707317,0.3805970149253731,0.47775628626692457,0.6586599241466498,0.6155268022181146,0.7803468208092486,0.8682634730538922,0.7486910994764397,0.7894736842105263,0.6371681415929203,0.6056338028169014,0.7341040462427746,0.8461538461538461,0.8791946308724832,0.7931034482758621,0.8639455782312925
0.4696969696969697,0.6795580110497238,0.8130841121495327,0.7142857142857143,0.47438752783964366,0.7670454545454546,0.8291139240506329,0.8589743589743589,0.6609195402298851,0.8165137614678899,0.45,0.8525641025641025,0.6505376344086021,0.53125,0.879746835443038,0.7408450704225352,0.6872037914691943,0.7258064516129032,0.1417624521072797,0.25788497217068646,0.6913294797687861,0.36941176470588233,0,0.6941176470588235,0.6010230179028133,0.5419847328244275,0.9016393442622951,0.4063745019920319,0.62,0.7662337662337663,0.8035363457760314,0.911578947368421,0.6874095513748191,0.7958115183246073,0.7891891891891892,0.2875536480686695,0.2515592515592516,0.4916864608076009,0.1701492537313433,0.3919491525423729,0.31988472622478387,0.852760736196319,0.83125,0.7616279069767442,0.7790055248618785,0.6886543535620053,0.6666666666666666,0.7975460122699386,0.815,0.9403973509933775,0.8165137614678899,0.9466666666666667
0.488,0.3492822966507177,0.6309523809523809,0.4010152284263959,0.6418918918918919,0.4271356783919598,0.6687116564417178,0.8238993710691824,0.7230769230769231,0.7126436781609196,0.659919028340081,0.7484276729559748,0.3972602739726027,0.5844155844155844,0.7423312883435583,0.3465346534653465,0.4052044609665427,0.2785388127853881,0.6802168021680217,0.7202072538860104,0.9327837666455295,0.6617647058823529,0.6941176470588235,0,0.33613445378151263,0.39166666666666666,0.8026315789473685,0.5071633237822349,0.19838056680161945,0.6370370370370371,0.6235955056179775,0.849435382685069,0.6728624535315985,0.5021834061135371,0.717206132879046,0.7060702875399361,0.7439024390243902,0.5298507462686567,0.7756286266924565,0.8053097345132744,0.8040665434380776,0.653179190751445,0.6526946107784432,0.46596858638743455,0.45454545454545453,0.415929203539823,0.323943661971831,0.653179190751445,0.5384615384615384,0.8791946308724832,0.6091954022988506,0.891156462585034
0.501466275659824,0.28,0.582089552238806,0.3128834355828221,0.5343511450381679,0.40606060606060607,0.5813953488372093,0.728,0.639751552795031,0.6857142857142857,0.4835680751173709,0.648,0.2864864864864865,0.4010152284263959,0.7054263565891473,0.34523809523809523,0.43829787234042555,0.35135135135135137,0.5582089552238806,0.6136363636363636,0.9118600129617628,0.47058823529411764,0.6010230179028133,0.33613445378151263,0,0.1941747572815534,0.7288135593220338,0.4603174603174603,0.2112676056338028,0.6521739130434783,0.6832298136645962,0.8794233289646134,0.6428571428571429,0.5487179487179488,0.7142857142857143,0.5483870967741935,0.6190476190476191,0.3504273504273504,0.7060041407867494,0.7886393659180978,0.7396449704142012,0.6115107913669064,0.5639097744360902,0.46496815286624205,0.5314285714285715,0.4479166666666667,0.2849162011173184,0.5107913669064749,0.6244131455399061,0.8260869565217391,0.4714285714285714,0.8230088495575221
0.43440233236151604,0.3559322033898305,0.5588235294117647,0.3939393939393939,0.42424242424242425,0.5209580838323353,0.5877862595419847,0.7795275590551181,0.6687116564417178,0.647887323943662,0.3767441860465116,0.6850393700787402,0.2620320855614973,0.23618090452261306,0.6335877862595419,0.4470588235294118,0.46835443037974683,0.47593582887700536,0.49554896142433236,0.5254237288135594,0.8977346278317152,0.4,0.5419847328244275,0.39166666666666666,0.1941747572815534,0,0.75,0.444794952681388,0.2930232558139535,0.6692913385826772,0.7037037037037037,0.8928104575163399,0.6442687747035574,0.6142131979695431,0.7261261261261261,0.4804270462633452,0.5337837837837838,0.3728813559322034,0.6536082474226804,0.7681159420289855,0.6738703339882122,0.6737588652482269,0.6148148148148148,0.5220125786163522,0.5706214689265536,0.41237113402061853,0.3370165745856354,0.574468085106383,0.6465116279069767,0.8461538461538461,0.5633802816901409,0.8608695652173913
0.8745098039215686,0.6404494382022472,0.375,0.6103896103896104,0.8863636363636364,0.620253164556962,0.4883720930232558,0.5384615384615384,0.7866666666666666,0.7037037037037037,0.8267716535433071,0.3333333333333333,0.696969696969697,0.7477477477477478,0.627906976744186,0.6341463414634146,0.7986577181208053,0.696969696969697,0.8875502008032129,0.8947368421052632,0.9794097460535347,0.8026315789473685,0.9016393442622951,0.8026315789473685,0.7288135593220338,0.75,0,0.8602620087336245,0.7637795275590551,0.9238095238095239,0.864406779661017,0.9527326440177253,0.9234449760765551,0.7064220183486238,0.9357601713062098,0.8549222797927462,0.9134615384615384,0.8108108108108109,0.9193954659949622,0.9552906110283159,0.9239904988123515,0.4339622641509434,0.6595744680851063,0.5774647887323944,0.6629213483146067,0.7358490566037735,0.6774193548387096,0.4339622641509434,0.7480314960629921,0.4482758620689655,0.48148148148148145,0.3333333333333333
0.37610619469026546,0.6503496503496503,0.763265306122449,0.583941605839416,0.3136729222520107,0.7391304347826086,0.775,0.8728813559322034,0.8014705882352942,0.8326693227091634,0.4012345679012346,0.8305084745762712,0.5878378378378378,0.474025974025974,0.85,0.6917562724014337,0.6011560693641619,0.6554054054054054,0.34080717488789236,0.35205183585313177,0.8198307134220073,0.49570200573065903,0.4063745019920319,0.5071633237822349,0.4603174603174603,0.444794952681388,0.8602620087336245,0,0.5123456790123457,0.7277147487844409,0.8198614318706697,0.9244851258581236,0.6650406504065041,0.7843137254901961,0.8012048192771084,0.2564102564102564,0.31851851851851853,0.6231884057971014,0.4882154882154882,0.6566820276497696,0.5242718446601942,0.768,0.860655737704918,0.7835820895522388,0.7972027972027972,0.7293729372937293,0.6551724137931034,0.8,0.8209876543209876,0.9203539823008849,0.7768924302788844,0.9107142857142857
0.46285714285714286,0.2608695652173913,0.5944055944055944,0.32558139534883723,0.5571955719557196,0.3448275862068966,0.6086956521739131,0.7761194029850746,0.6705882352941176,0.7046979865771812,0.5315315315315315,0.6865671641791045,0.31958762886597936,0.44660194174757284,0.7391304347826086,0.2542372881355932,0.39344262295081966,0.1958762886597938,0.5872093023255814,0.6509695290858726,0.9175257731958762,0.5303643724696356,0.62,0.19838056680161945,0.2112676056338028,0.2930232558139535,0.7637795275590551,0.5123456790123457,0,0.6,0.6072507552870091,0.8471502590673575,0.6179337231968811,0.46078431372549017,0.6725978647686833,0.5972222222222222,0.6567656765676567,0.38271604938271603,0.7235772357723578,0.7676240208877284,0.7596899224806202,0.5945945945945946,0.5915492957746479,0.37349397590361444,0.391304347826087,0.373134328358209,0.23404255319148937,0.581081081081081,0.5135135135135135,0.8548387096774194,0.5302013422818792,0.8688524590163934
