gs_st__2,gs_st__3,gs_st__4,gs_st__7,gs_st__8,gs_st__9,chkd_n_1,chkd_n_2,chkd_n_4,chkd_n_5,chkd_n_6,chkd_n_9,prth_p_1,prth_p_2,prth_p_5,prth_p_6,prth_p_9,chkd_s_1,chkd_s_2,chkd_s_3,chkd_s_4,chkd_s_5,chkd_s_9,trqt_n_1,trqt_n_2,trqt_n_3,trqt_n_5,trqt_n_7,trqt_n_8,trqt_s_2,trqt_s_3,trqt_s_4,trqt_s_5,trqt_s_6,trqt_s_8
0,0.2995391705069124,0.24352331606217617,0.41379310344827586,0.4927536231884058,0.22162162162162163,0.48502994011976047,0.7873015873015873,0.8362068965517241,0.6986301369863014,0.6153846153846154,0.6694214876033058,0.8873499538319483,0.8959167333867094,0.8063540090771558,0.8937759336099586,0.8064516129032258,0.6278118609406953,0.7265193370165746,0.5797872340425532,0.7294964028776978,0.7875166002656042,0.6037735849056604,0.45454545454545453,0.43859649122807015,0.7462235649546828,0.8074398249452954,0.3173076923076923,0.8324607329842932,0.49044585987261147,0.4790996784565916,0.4204946996466431,0.6567505720823799,0.4941860465116279,0.45625
0.2995391705069124,0,0.3018867924528302,0.49800796812749004,0.554140127388535,0.29411764705882354,0.6129032258064516,0.8212634822804314,0.8377622377622378,0.7291666666666666,0.6651982378854625,0.7471264367816092,0.9019963702359347,0.9116719242902208,0.8382352941176471,0.9084967320261438,0.8403755868544601,0.6889763779527559,0.6904441453566622,0.640506329113924,0.7619047619047619,0.8082901554404145,0.6536796536796536,0.6578947368421053,0.6421052631578947,0.7657142857142857,0.8697478991596639,0.5330396475770925,0.8544061302681992,0.5375375375375375,0.42424242424242425,0.44370860927152317,0.6622807017543859,0.5041322314049587,0.3746312684365782
0.24352331606217617,0.3018867924528302,0,0.6123348017621145,0.5338345864661654,0.4111111111111111,0.6790123456790124,0.8528,0.9044862518089725,0.8333333333333334,0.8522167487684729,0.8649789029535865,0.922077922077922,0.927652733118971,0.8658536585365854,0.9266666666666666,0.8731707317073171,0.7066115702479339,0.741307371349096,0.6765498652291105,0.7855072463768116,0.8529411764705882,0.7584541062801933,0.6176470588235294,0.6385542168674698,0.8957055214723927,0.8849557522123894,0.43842364532019706,0.8945981554677207,0.6375404530744336,0.5424836601307189,0.5755395683453237,0.7638888888888888,0.5870206489675516,0.49206349206349204
0.41379310344827586,0.49800796812749004,0.6123348017621145,0,0.6627906976744186,0.4611872146118721,0.572139303482587,0.6325301204819277,0.6821917808219178,0.41353383458646614,0.5454545454545454,0.6304347826086957,0.7869292748433303,0.8129384255650819,0.6575539568345323,0.8062953995157385,0.6574923547400612,0.49521988527724664,0.6517150395778364,0.36585365853658536,0.6378600823045267,0.6645489199491741,0.6178861788617886,0.3662551440329218,0.45365853658536587,0.43561643835616437,0.6089613034623218,0.39669421487603307,0.6867167919799498,0.3620689655172414,0.3217391304347826,0.2744479495268139,0.4819532908704883,0.36507936507936506,0.327683615819209
0.4927536231884058,0.554140127388535,0.5338345864661654,0.6627906976744186,0,0.408,0.6635514018691588,0.9192982456140351,0.9245283018867925,0.8688524590163934,0.8378378378378378,0.8791208791208791,0.9608993157380255,0.9646761984861227,0.9334442595673876,0.9650655021834061,0.9285714285714286,0.8321678321678322,0.8885542168674698,0.7848101265822784,0.8771653543307086,0.8961038961038961,0.7894736842105263,0.6510067114093959,0.6036036036036037,0.8745387453874539,0.8992443324937027,0.47297297297297297,0.9261363636363636,0.7086614173228346,0.6892430278884463,0.6591928251121076,0.7984084880636605,0.7323943661971831,0.7230769230769231
0.22162162162162163,0.29411764705882354,0.4111111111111111,0.4611872146118721,0.408,0,0.5064935064935064,0.8314424635332253,0.8506588579795022,0.7215909090909091,0.6,0.6855895196506551,0.9065420560747663,0.919093851132686,0.8487654320987654,0.9161073825503355,0.8385502471169687,0.6848739495798319,0.7777777777777778,0.6418732782369146,0.7683284457478006,0.8189189189189189,0.5778894472361809,0.5510204081632653,0.4810126582278481,0.7484276729559748,0.8108108108108109,0.3641025641025641,0.848202396804261,0.5348837209302325,0.49664429530201343,0.4666666666666667,0.6415094339622641,0.5589123867069486,0.5374592833876222
0.48502994011976047,0.6129032258064516,0.6790123456790124,0.572139303482587,0.6635514018691588,0.5064935064935064,0,0.7863105175292153,0.8345864661654135,0.6167664670658682,0.4576271186440678,0.5355450236966824,0.8878326996197718,0.9014778325123153,0.8126984126984127,0.899488926746167,0.8166383701188455,0.7117903930131004,0.8095238095238095,0.6289855072463768,0.8012048192771084,0.814404432132964,0.39226519337016574,0.6067415730337079,0.37142857142857144,0.8133333333333334,0.7934272300469484,0.615819209039548,0.8608458390177354,0.7667844522968198,0.7428571428571429,0.7380952380952381,0.8029556650246306,0.7699680511182109,0.7647058823529411
0.7873015873015873,0.8212634822804314,0.8528,0.6325301204819277,0.9192982456140351,0.8314424635332253,0.7863105175292153,0,0.32269503546099293,0.410288582183187,0.715625,0.7359050445103857,0.640924092409241,0.6061867935752528,0.4784995425434584,0.5174098961514967,0.5494296577946768,0.3745928338762215,0.4083044982698962,0.5123762376237624,0.28127772848269744,0.2540084388185654,0.7422360248447205,0.7472698907956318,0.7678275290215588,0.4705111402359109,0.547806524184477,0.75,0.5334448160535117,0.5120643431635389,0.5531628532974427,0.6167832167832168,0.49597238204833144,0.5850515463917526,0.5664893617021277
0.8362068965517241,0.8377622377622378,0.9044862518089725,0.6821917808219178,0.9245283018867925,0.8506588579795022,0.8345864661654135,0.32269503546099293,0,0.4831981460023175,0.7082152974504249,0.7216216216216216,0.7065148640101202,0.6748712077847739,0.5962036238136325,0.37169700528479155,0.6475849731663685,0.3657548125633232,0.37970540098199673,0.6086956521739131,0.1601005867560771,0.17026378896882494,0.7915492957746478,0.8189533239038189,0.8056801195814649,0.5705669481302774,0.27958115183246074,0.8243626062322946,0.5974643423137876,0.5714285714285714,0.6044499381953028,0.70550576184379,0.3433155080213904,0.6745843230403801,0.6185819070904646
0.6986301369863014,0.7291666666666666,0.8333333333333334,0.41353383458646614,0.8688524590163934,0.7215909090909091,0.6167664670658682,0.410288582183187,0.4831981460023175,0,0.44,0.49144254278728605,0.6448,0.6483050847457628,0.4251207729468599,0.6370262390670554,0.5451080050825922,0.25,0.4882154882154882,0.3296500920810313,0.44547563805104406,0.49782608695652175,0.5356200527704486,0.6223404255319149,0.6094674556213018,0.3132530120481928,0.47435897435897434,0.6213333333333333,0.5660580021482277,0.3305613305613306,0.3305439330543933,0.4888888888888889,0.41721854304635764,0.4755381604696673,0.40451745379876797
