Cast PK,File PK,Hakai_ID,Filename,CTD model,CTD serial number,CTD firmware version,Cruise,Station,Station Longitude,Station Latitude,Distance from station,Location Flag,Drop number,Start time,Drop time (s),Drop depth (m),Target depth (m),Drop speed (m/s),Bottom time,Operators,Comments,Cast Type,Sensors Submerged,Water Depth (m),Soak Start,Soak End,Weather
4216,1666,018032_2015-05-02T21:27:19.000Z,018032_20150502_1552,XRX-620,18032,6.81,QCSD,KFPS08,-128.1243,51.6803,3.88026232,,,2015-05-02 14:27:19.167,17,16.63029115,14,0.968736239,2015-05-02 14:27:36.334,"Nelson Roberts,Lawren McNab",,,,,Invalid date,Invalid date,
4217,1666,018032_2015-05-02T21:32:55.333Z,018032_20150502_1552,XRX-620,18032,6.81,QCSD,KFPS04,-128.1171,51.6796,4.36257589,,,2015-05-02 14:32:55.499,20,12.74122396,13,0.653362573,2015-05-02 14:33:15.000,"Nelson Roberts,Lawren McNab",,,,,Invalid date,Invalid date,
4277,1679,018032_2015-05-16T20:25:34.500Z,018032_20150516_1505,XRX-620,18032,6.81,QCSD,KFPS08,-128.1243,51.6803,3.88026232,,,2015-05-16 13:25:34.833,15,16.84718524,14,1.098681378,2015-05-16 13:25:50.167,"Nelson Roberts,Lawren McNab",,,,,Invalid date,Invalid date,
4278,1679,018032_2015-05-16T20:29:51.834Z,018032_20150516_1505,XRX-620,18032,6.81,QCSD,KFPS04,-128.1171,51.6796,4.36257589,,,2015-05-16 13:29:51.834,21,12.85616617,13,0.622092583,2015-05-16 13:30:12.500,"Nelson Roberts,Lawren McNab",,,,,Invalid date,Invalid date,
4374,1699,018032_2015-06-06T16:36:48.833Z,018032_20150606_1501,XRX-620,18032,6.81,QCSD,KFPS04,-128.1171,51.6796,4.36257589,,,2015-06-06 09:36:49.000,10,10.76369702,13,1.041682139,2015-06-06 09:36:59.333,"Lawren McNab,Lucy Quayle",,,,,Invalid date,Invalid date,
4375,1699,018032_2015-06-06T17:04:55.333Z,018032_20150606_1501,XRX-620,18032,6.81,QCSD,KFPS08,-128.1243,51.6803,3.88026232,,,2015-06-06 10:04:55.667,10,12.13258079,14,1.155594209,2015-06-06 10:05:06.166,"Lawren McNab,Lucy Quayle",,,,,Invalid date,Invalid date,
4464,1718,018032_2015-06-26T16:23:46.000Z,018032_20150626_1437,XRX-620,18032,6.81,QCSD,KFPS04,-128.1171,51.6796,4.36257589,,,2015-06-26 09:23:46.000,12,12.62077985,13,1.051731188,2015-06-26 09:23:58.000,"Nelson Roberts,Lucy Quayle",,,,,Invalid date,Invalid date,
4465,1718,018032_2015-06-26T16:59:30.666Z,018032_20150626_1437,XRX-620,18032,6.81,QCSD,KFPS08,-128.1243,51.6803,3.88026232,,,2015-06-26 09:59:31.166,15,16.5655831,14,1.104372272,2015-06-26 09:59:46.166,"Nelson Roberts,Lucy Quayle",,,,,Invalid date,Invalid date,
4570,1739,018032_2015-07-18T16:22:13.667Z,018032_20150718_1315,XRX-620,18032,6.81,QCSD,KFPS04,-128.1171,51.6796,4.36257589,,,2015-07-18 09:22:14.000,15,12.02492847,13,0.829305308,2015-07-18 09:22:28.500,"Lawren McNab,Bryn Fedje",,,,,Invalid date,Invalid date,
4571,1739,018032_2015-07-18T16:45:45.834Z,018032_20150718_1315,XRX-620,18032,6.81,QCSD,KFPS08,-128.1243,51.6803,3.88026232,,,2015-07-18 09:45:45.834,10,11.05656382,14,1.087601327,2015-07-18 09:45:56.000,"Lawren McNab,Bryn Fedje",,,,,Invalid date,Invalid date,
4627,1746,018032_2015-10-07T19:22:47.000Z,018032_20151007_1331,XRX-620,18032,6.81,QCSD,KFPS04,-128.1171,51.6796,4.36257589,,,2015-10-07 12:22:47.167,44,14.87542442,13,0.340663797,2015-10-07 12:23:30.833,"Nelson Roberts,Lawren McNab,Bryn Fedje",,,,,Invalid date,Invalid date,
4628,1746,018032_2015-10-07T19:30:33.167Z,018032_20151007_1331,XRX-620,18032,6.81,QCSD,KFPS08,-128.1243,51.6803,3.88026232,,,2015-10-07 12:30:33.501,15,16.46235816,14,1.085477849,2015-10-07 12:30:48.667,"Nelson Roberts,Lawren McNab,Bryn Fedje",,,,,Invalid date,Invalid date,
4687,1756,018032_2015-10-30T17:39:51.667Z,018032_20151030_1441,XRX-620,18032,6.81,QCSD,KFPS04,-128.1171,51.6796,4.36257589,,,2015-10-30 10:39:51.834,17,14.43550802,13,0.849147615,2015-10-30 10:40:08.834,"Lawren McNab,Nelson Roberts,Lucy Quayle",,,,,Invalid date,Invalid date,
4688,1756,018032_2015-10-30T18:03:42.500Z,018032_20151030_1441,XRX-620,18032,6.81,QCSD,KFPS08,-128.1243,51.6803,3.88026232,,,2015-10-30 11:03:42.833,13,11.94038349,14,0.9304435,2015-10-30 11:03:55.666,"Lawren McNab,Nelson Roberts,Lucy Quayle",,,,,Invalid date,Invalid date,
4973,1811,080217_2015-08-08T19:40:59.833Z,080217_20150808_1453,RBRmaestro,80217,12.03,QCSD,KFPS08,-128.1243,51.6803,3.88026232,,,2015-08-08 12:41:00.000,10,11.88440745,14,1.150141532,2015-08-08 12:41:10.333,"Bryn Fedje,Lucy Quayle,Emma Myers",,,,,Invalid date,Invalid date,
4974,1811,080217_2015-08-08T19:48:39.167Z,080217_20150808_1453,RBRmaestro,80217,12.03,QCSD,KFPS04,-128.1171,51.6796,4.36257589,,,2015-08-08 12:48:40.000,11,12.16976902,13,1.089797689,2015-08-08 12:48:51.167,"Bryn Fedje,Lucy Quayle,Emma Myers",,,,,Invalid date,Invalid date,
5088,1836,080217_2015-09-02T17:04:43.000Z,080217_20150902_1344,RBRmaestro,80217,12.03,QCSD,KFPS04,-128.1171,51.6796,4.36257589,,,2015-09-02 10:04:43.000,13,11.72491149,13,0.937992724,2015-09-02 10:04:55.500,"Bryn Fedje,Lucy Quayle",,,,,Invalid date,Invalid date,
5089,1836,080217_2015-09-02T17:42:25.667Z,080217_20150902_1344,RBRmaestro,80217,12.03,QCSD,KFPS08,-128.1243,51.6803,3.88026232,,,2015-09-02 10:42:25.833,10,11.50433736,14,1.131536645,2015-09-02 10:42:36.000,"Bryn Fedje,Lucy Quayle",,,,,Invalid date,Invalid date,
5153,1853,080217_2015-09-19T16:29:58.833Z,080217_20150919_1417,RBRmaestro,80217,12.03,QCSD,KFPS08,-128.1243,51.6803,3.88026232,,,2015-09-19 09:29:59.333,12,14.79485984,14,1.215983268,2015-09-19 09:30:11.500,"Nelson Roberts,Lawren McNab",,,,,Invalid date,Invalid date,
5154,1853,080217_2015-09-19T16:37:58.833Z,080217_20150919_1417,RBRmaestro,80217,12.03,QCSD,KFPS04,-128.1171,51.6796,4.36257589,,,2015-09-19 09:37:59.000,11,13.03675221,13,1.15033547,2015-09-19 09:38:10.333,"Nelson Roberts,Lawren McNab",,,,,Invalid date,Invalid date,
5500,1914,018066_2016-03-27T17:34:56.500Z,018066_20160327_1602,XRX-620,18066,6.81,QCSD,KFPS04,-128.1171,51.6796,4.36257589,,,2016-03-27 10:34:56.666,13,10.61821276,13,0.796325822,2016-03-27 10:35:10.000,"Nelson Roberts,Lucy Quayle,Emma Myers",,,,,Invalid date,Invalid date,
5501,1914,018066_2016-03-27T17:43:08.667Z,018066_20160327_1602,XRX-620,18066,6.81,QCSD,KFPS04,-128.1171,51.6796,4.36257589,,,2016-03-27 10:43:08.834,166,13.03777267,13,0.078619894,2016-03-27 10:45:54.667,"Nelson Roberts,Lucy Quayle,Emma Myers",,,,,Invalid date,Invalid date,
5502,1914,018066_2016-03-27T17:52:09.000Z,018066_20160327_1602,XRX-620,18066,6.81,QCSD,KFPS04,-128.1171,51.6796,4.36257589,,,2016-03-27 10:52:09.167,7,6.760822212,13,0.965831432,2016-03-27 10:52:16.167,"Nelson Roberts,Lucy Quayle,Emma Myers",,,,,Invalid date,Invalid date,
5503,1914,018066_2016-03-27T18:00:26.334Z,018066_20160327_1602,XRX-620,18066,6.81,QCSD,KFPS08,-128.1243,51.6803,3.88026232,,,2016-03-27 11:00:26.834,12,6.74065946,14,0.569649357,2016-03-27 11:00:38.667,"Nelson Roberts,Lucy Quayle,Emma Myers",,,,,Invalid date,Invalid date,
5722,1947,018066_2016-05-05T16:32:24.500Z,018066_20160505_1258,XRX-620,18066,6.81,QCS_V2,KFPS04,-128.1171,51.6796,45.03877851,,1,2016-05-05 09:32:25.000,135,11.33767739,10,0.083982794,2016-05-05 09:34:40.000,"Bryn,Emma,Nelson",1: Niskin drop,,,,Invalid date,Invalid date,
5723,1947,018066_2016-05-05T16:41:53.334Z,018066_20160505_1258,XRX-620,18066,6.81,QCS_V2,KFPS04,-128.1171,51.6796,45.03877851,,2,2016-05-05 09:41:53.500,15,10.04567482,12,0.677206197,2016-05-05 09:42:08.334,"Bryn,Emma,Nelson",,,,,Invalid date,Invalid date,
5724,1947,018066_2016-05-05T16:51:40.333Z,018066_20160505_1258,XRX-620,18066,6.81,QCS_V2,KFPS08,-128.1243,51.6803,39.30235945,,1,2016-05-05 09:51:40.499,16,9.587232658,10,0.611938232,2016-05-05 09:51:56.166,"Bryn,Emma,Nelson",,,,,Invalid date,Invalid date,
5818,1964,018066_2016-05-27T16:55:06.000Z,018066_20160527_1159,XRX-620,18066,6.81,QCS_V2,KFPS04,-128.1171,51.6796,18.7292068,,1,2016-05-27 09:55:06.000,99,11.09901306,10,0.112490757,2016-05-27 09:56:44.666,"Emma,Nelson,Other",1: Niskin drop,,,,Invalid date,Invalid date,
5819,1964,018066_2016-05-27T17:01:25.833Z,018066_20160527_1159,XRX-620,18066,6.81,QCS_V2,KFPS04,-128.1171,51.6796,19.00420007,,2,2016-05-27 09:55:06.000,99,11.09901306,10,0.112490756,2016-05-27 09:56:44.666,"Emma,Nelson,Other",,,,,Invalid date,Invalid date,
5820,1964,018066_2016-05-27T17:07:47.333Z,018066_20160527_1159,XRX-620,18066,6.81,QCS_V2,KFPS08,-128.1243,51.6803,48.4828166,,1,2016-05-27 10:07:47.333,12,12.9608062,12,1.036865114,2016-05-27 10:07:59.833,"Emma,Nelson,Other",,,,,Invalid date,Invalid date,
5933,1984,018066_2016-06-16T16:55:36.500Z,018066_20160616_1538,XRX-620,18066,6.81,QCS_V2,KFPS04,-128.1171,51.6796,20.74447614,,1,2016-06-16 09:55:36.667,154,10.51910412,10,0.068232321,2016-06-16 09:58:10.833,"Bryn,Krystal,Nelson",1: Niskin drop,,,,Invalid date,Invalid date,
5934,1984,018066_2016-06-16T17:05:22.499Z,018066_20160616_1538,XRX-620,18066,6.81,QCS_V2,KFPS04,-128.1171,51.6796,20.01073535,,2,2016-06-16 10:05:22.666,11,9.064748392,10,0.836771521,2016-06-16 10:05:33.499,"Bryn,Krystal,Nelson",,,,,Invalid date,Invalid date,
5935,1984,018066_2016-06-16T17:12:37.499Z,018066_20160616_1538,XRX-620,18066,6.81,QCS_V2,KFPS08,-128.1243,51.6803,12.1858975,,1,2016-06-16 10:12:37.833,14,11.57244368,12,0.836581938,2016-06-16 10:12:51.666,"Bryn,Krystal,Nelson",,,,,Invalid date,Invalid date,
6050,2005,018066_2016-07-07T16:01:04.000Z,018066_20160707_1127,XRX-620,18066,6.81,QCS_V2,KFPS04,-128.1171,51.6796,46.48454425,,1,2016-07-07 09:01:04.166,85,6.965890028,10,0.082112008,2016-07-07 09:02:29.000,"Emma,Jenn J,Nelson,Sophie",1: 0 m bottle not fully closed,,,,Invalid date,Invalid date,
6051,2005,018066_2016-07-07T16:07:05.000Z,018066_20160707_1127,XRX-620,18066,6.81,QCS_V2,KFPS04,-128.1171,51.6796,22.98544888,,2,2016-07-07 09:07:05.166,11,9.340184439,10,0.875614839,2016-07-07 09:07:15.833,"Emma,Jenn J,Nelson,Sophie",,,,,Invalid date,Invalid date,
6052,2005,018066_2016-07-07T16:17:03.667Z,018066_20160707_1127,XRX-620,18066,6.81,QCS_V2,KFPS08,-128.1243,51.6803,26.84140535,,1,2016-07-07 09:17:03.834,13,9.590209688,10,0.747308349,2016-07-07 09:17:16.667,"Emma,Jenn J,Nelson,Sophie",,,,,Invalid date,Invalid date,
6148,2021,018066_2016-07-25T16:05:15.834Z,018066_20160725_1317,XRX-620,18066,6.81,QCS_V2,KFPS04,-128.1171,51.6796,37.09936686,,2,2016-07-25 09:05:16.000,13,9.564685311,10,0.755086847,2016-07-25 09:05:28.667,"Lawren,Lucy,Nelson",,,,,Invalid date,Invalid date,
6149,2021,018066_2016-07-25T16:11:48.166Z,018066_20160725_1317,XRX-620,18066,6.81,QCS_V2,KFPS08,-128.1243,51.6803,17.02150511,,1,2016-07-25 09:11:48.166,15,10.11861854,10,0.697835674,2016-07-25 09:12:02.666,"Lawren,Lucy,Nelson",,,,,Invalid date,Invalid date,
6282,2041,018066_2016-08-15T15:53:15.167Z,018066_20160815_1407,XRX-620,18066,6.81,QCS_V2,KFPS08,-128.1243,51.6803,44.02925202,,1,2016-08-15 08:53:15.167,12,9.666354716,10,0.794472946,2016-08-15 08:53:27.334,"Emma,Jen J,Nelson,Shalya",1: RBR CTD,,,,Invalid date,Invalid date,
6283,2041,018066_2016-08-15T16:00:52.166Z,018066_20160815_1407,XRX-620,18066,6.81,QCS_V2,KFPS04,-128.1171,51.6796,15.5152539,,1,2016-08-15 09:00:52.333,105,6.306265848,5,0.060155347,2016-08-15 09:02:37.166,"Emma,Jen J,Nelson,Shalya",1: Niskin. RBR CTD.,,,,Invalid date,Invalid date,
6284,2041,018066_2016-08-15T16:08:42.500Z,018066_20160815_1407,XRX-620,18066,6.81,QCS_V2,KFPS04,-128.1171,51.6796,29.04619418,,2,2016-08-15 09:08:42.667,13,8.602350369,9,0.653326147,2016-08-15 09:08:55.834,"Emma,Jen J,Nelson,Shalya",RBR,,,,Invalid date,Invalid date,
6401,2064,018066_2016-09-06T16:07:12.166Z,018066_20160906_1303,XRX-620,18066,6.81,QCS_V2,KFPS08,-128.1243,51.6803,12.61702913,,1,2016-09-06 09:07:12.166,9,6.984483714,8,0.761916042,2016-09-06 09:07:21.333,"Bryn,Lucy,Nelson",,,,,Invalid date,Invalid date,
6402,2064,018066_2016-09-06T16:15:35.166Z,018066_20160906_1303,XRX-620,18066,6.81,QCS_V2,KFPS04,-128.1171,51.6796,5.88653408,,1,2016-09-06 09:15:35.166,77,5.778447438,5,0.074882362,2016-09-06 09:16:52.333,"Bryn,Lucy,Nelson",,,,,Invalid date,Invalid date,
6403,2064,018066_2016-09-06T16:24:46.333Z,018066_20160906_1303,XRX-620,18066,6.81,QCS_V2,KFPS04,-128.1171,51.6796,14.51065098,,2,2016-09-06 09:24:46.500,8,6.200227969,8,0.775028802,2016-09-06 09:24:54.500,"Bryn,Lucy,Nelson",,,,,Invalid date,Invalid date,
6490,2080,018066_2016-09-27T16:18:45.501Z,018066_20160927_1617,XRX-620,18066,6.81,QCS_V2,KFPS08,-128.1243,51.6803,19.61423143,,1,2016-09-27 09:18:45.501,12,10.36263841,10,0.863553541,2016-09-27 09:18:57.501,"Emma,Justin,Nelson",,,,,Invalid date,Invalid date,
6491,2080,018066_2016-09-27T16:28:06.000Z,018066_20160927_1617,XRX-620,18066,6.81,QCS_V2,KFPS04,-128.1171,51.6796,28.11733688,,1,2016-09-27 09:28:06.666,100,6.101574088,5,0.060914015,2016-09-27 09:29:46.833,"Emma,Justin,Nelson",,,,,Invalid date,Invalid date,
6492,2080,018066_2016-09-27T16:36:06.499Z,018066_20160927_1617,XRX-620,18066,6.81,QCS_V2,KFPS04,-128.1171,51.6796,5.21312872,,2,2016-09-27 09:36:06.833,13,10.27414192,10,0.770579938,2016-09-27 09:36:20.166,"Emma,Justin,Nelson",,,,,Invalid date,Invalid date,
8682,3069,018032_2017-04-16T15:46:56.500Z,018032_20170416_1726,XRX-620,18032,6.81,QCS_V2,KFPS04,-128.1171,51.6796,10.03249706,,1,2017-04-16 08:46:56.667,6,5.556520283,5,0.926087079,2017-04-16 08:47:02.667,"bryn.fedje,emma.myers,justin.francis",,,,,Invalid date,Invalid date,
8683,3069,018032_2017-04-16T16:09:15.167Z,018032_20170416_1726,XRX-620,18032,6.81,QCS_V2,KFPS08,-128.1243,51.6803,20.99907916,,1,2017-04-16 09:09:15.334,37,6.817081445,6,0.184245442,2017-04-16 09:09:52.334,"bryn.fedje,emma.myers,justin.francis",,,,,Invalid date,Invalid date,
8889,3132,018032_2017-05-06T20:12:30.166Z,018032_20170506_1559,XRX-620,18032,6.81,QCS_V2,KFPS04,-128.1171,51.6796,96.6915627,,1,2017-05-06 13:12:32.166,17,8.949962858,5,0.536987073,2017-05-06 13:12:48.833,"emma.myers,Justin dbb,lucy.quayle",,,,,Invalid date,Invalid date,
8890,3132,018032_2017-05-06T20:22:00.667Z,018032_20170506_1559,XRX-620,18032,6.81,QCS_V2,KFPS08,-128.1243,51.6803,33.50161405,,1,2017-05-06 13:22:00.667,11,10.68642832,10,0.9292548,2017-05-06 13:22:12.167,"emma.myers,Justin dbb,lucy.quayle",,,,,Invalid date,Invalid date,
9130,3230,018066_2017-05-28T18:48:15.667Z,018066_20170528_1454,XRX-620,18066,6.81,QCS_V2,KFPS04,-128.1171,51.6796,72.86098902,,2,2017-05-28 11:48:15.834,6,5.548950112,5,0.924825384,2017-05-28 11:48:21.834,"brent.rayner,bryn.fedje,emma.myers",,,,,Invalid date,Invalid date,
9132,3230,018066_2017-05-28T20:27:56.667Z,018066_20170528_1454,XRX-620,18066,6.81,QCS_V2,KFPS08,-128.1243,51.6803,87.60604927,,1,2017-05-28 13:27:56.834,7,5.56578264,5,0.814543965,2017-05-28 13:28:03.667,"brent.rayner,bryn.fedje,emma.myers",,,,,Invalid date,Invalid date,
9300,3358,018066_2017-06-12T18:06:53.834Z,018066_20170612_1331,XRX-620,18066,6.81,QCS_V2,KFPS04,-128.1171,51.6796,112.7747217,,1,2017-06-12 11:06:54.000,11,6.200566256,5,0.590473931,2017-06-12 11:07:04.501,"emma.myers,lawren.mcnab,lucy.quayle",,,,,Invalid date,Invalid date,
9301,3358,018066_2017-06-12T18:12:00.834Z,018066_20170612_1331,XRX-620,18066,6.81,QCS_V2,KFPS04,-128.1171,51.6796,110.5081908,,2,2017-06-12 11:12:01.000,9,9.561266676,9,1.043009442,2017-06-12 11:12:10.167,"emma.myers,lawren.mcnab,lucy.quayle",,,,,Invalid date,Invalid date,
9302,3358,018066_2017-06-12T18:18:54.167Z,018066_20170612_1331,XRX-620,18066,6.81,QCS_V2,KFPS08,-128.1243,51.6803,72.47413252,,1,2017-06-12 11:18:54.333,8,8.63950637,8,1.126843548,2017-06-12 11:19:02.000,"emma.myers,lawren.mcnab,lucy.quayle",,,,,Invalid date,Invalid date,
9544,3497,018066_2017-07-06T18:25:26.166Z,018066_20170706_1449,XRX-620,18066,6.81,QCS_V2,KFPS04,-128.1171,51.6796,37.48678491,,1,2017-07-06 11:25:26.166,26,5.730490446,5,0.22326296,2017-07-06 11:25:51.833,"brent.rayner,bryn.fedje,emma.myers",,,,,Invalid date,Invalid date,
9545,3497,018066_2017-07-06T18:30:14.167Z,018066_20170706_1449,XRX-620,18066,6.81,QCS_V2,KFPS04,-128.1171,51.6796,52.62621719,,2,2017-07-06 11:30:14.167,13,10.73501137,10,0.825770112,2017-07-06 11:30:27.167,"brent.rayner,bryn.fedje,emma.myers",,,,,Invalid date,Invalid date,
9546,3497,018066_2017-07-06T18:34:05.834Z,018066_20170706_1449,XRX-620,18066,6.81,QCS_V2,KFPS08,-128.1243,51.6803,20.84381114,,1,2017-07-06 11:34:06.000,11,10.68276885,10,1.001478181,2017-07-06 11:34:16.667,"brent.rayner,bryn.fedje,emma.myers",,,,,Invalid date,Invalid date,
10075,3788,018066_2017-08-19T20:58:25.834Z,018066_20170819_1609,XRX-620,18066,6.81,"QCS_V2,KWY_V2",KFPS04,-128.1171,51.6796,60.56552211,,1,2017-08-19 13:58:26.000,26,7.1147701,5,0.279010565,2017-08-19 13:58:51.500,"bryn.fedje,lucy.quayle,Nate",,,,,Invalid date,Invalid date,
10076,3788,018066_2017-08-19T21:06:09.000Z,018066_20170819_1609,XRX-620,18066,6.81,"KWY_V2,QCS_V2",KFPS04,-128.1171,51.6796,92.79668836,,2,2017-08-19 14:06:09.333,6,7.211873607,10,1.169430693,2017-08-19 14:06:15.500,"bryn.fedje,lucy.quayle,Nate",,,,,Invalid date,Invalid date,
10079,3788,018066_2017-08-19T21:36:25.167Z,018066_20170819_1609,XRX-620,18066,6.81,"KWY_V2,QCS_V2",KFPS08,-128.1243,51.6803,6.86675419,,1,2017-08-19 14:36:25.167,27,11.28256811,10,0.423091099,2017-08-19 14:36:51.834,"bryn.fedje,lucy.quayle,Nate",,,,,Invalid date,Invalid date,
10173,3899,018066_2017-09-03T18:25:52.833Z,018066_20170903_1402,XRX-620,18066,6.81,QCS_V2,KFPS04,-128.1171,51.6796,59.97774822,,1,2017-09-03 11:25:52.833,41,6.370473417,5,0.154747064,2017-09-03 11:26:34.000,"emma.myers,Jessy,lucy.quayle",,,,,Invalid date,Invalid date,
10174,3899,018066_2017-09-03T18:31:31.833Z,018066_20170903_1402,XRX-620,18066,6.81,QCS_V2,KFPS04,-128.1171,51.6796,25.83348103,,2,2017-09-03 11:31:31.833,18,11.90293712,10,0.661274176,2017-09-03 11:31:49.833,"emma.myers,Jessy,lucy.quayle",,,,,Invalid date,Invalid date,
10175,3899,018066_2017-09-03T18:38:17.500Z,018066_20170903_1402,XRX-620,18066,6.81,QCS_V2,KFPS08,-128.1243,51.6803,51.63168787,,1,2017-09-03 11:38:17.667,11,11.94349564,10,1.05386882,2017-09-03 11:38:29.000,"emma.myers,Jessy,lucy.quayle",,,,,Invalid date,Invalid date,
10352,4012,018066_2017-09-28T17:55:34.833Z,018066_20170928_1234,XRX-620,18066,6.81,QCS_V2,KFPS04,-128.1171,51.6796,50.45538521,,1,2017-09-28 10:55:34.833,11,11.38691387,10,1.051035182,2017-09-28 10:55:45.667,"bryn.fedje,emma.myers,lucy.quayle",,,,,Invalid date,Invalid date,
10353,4012,018066_2017-09-28T18:05:35.834Z,018066_20170928_1234,XRX-620,18066,6.81,QCS_V2,KFPS08,-128.1243,51.6803,68.00279814,,1,2017-09-28 11:05:38.167,11,11.30143755,10,1.076327037,2017-09-28 11:05:48.667,"bryn.fedje,emma.myers,lucy.quayle",,,,,Invalid date,Invalid date,
10908,4277,018032_2017-03-26T17:10:37.834Z,018032_20170326_1644,XRX-620,18032,6.81,QCS_V2,KFPS04,-128.1171,51.6796,83.05328278,,2,2017-03-26 10:10:38.167,11,10.41545433,10,0.96145587,2017-03-26 10:10:49.000,"emma.myers,Justin B,lawren.mcnab",,,,,Invalid date,Invalid date,
10909,4277,018032_2017-03-26T17:15:53.667Z,018032_20170326_1644,XRX-620,18032,6.81,QCS_V2,KFPS08,-128.1243,51.6803,74.25841714,,1,2017-03-26 10:15:53.833,11,10.24766434,10,0.975967717,2017-03-26 10:16:04.333,"emma.myers,Justin B,lawren.mcnab",,,,,Invalid date,Invalid date,
11782,4733,018032_2018-04-02T18:35:05.166Z,018032_20180402_1325,XRX-620,18032,6.81,QCS_V2,KFPS04,-128.1171,51.6796,83.32131777,,2,2018-04-02 11:35:05.166,10,8.869613403,9,0.901933051,2018-04-02 11:35:15.000,"brent.rayner,emma.myers,lucy.quayle",,,,,Invalid date,Invalid date,
11783,4733,018032_2018-04-02T18:42:05.666Z,018032_20180402_1325,XRX-620,18032,6.81,QCS_V2,KFPS08,-128.1243,51.6803,16.58514151,,1,2018-04-02 11:42:05.666,8,8.677848444,8,1.131844472,2018-04-02 11:42:13.333,"brent.rayner,emma.myers,lucy.quayle",,,,,Invalid date,Invalid date,
11982,4822,018066_2018-05-01T19:13:34.333Z,018066_20180501_1437,XRX-620,18066,6.81,QCS_V2,KFPS04,-128.1171,51.6796,52.09427754,,1,2018-05-01 12:13:36.000,11,5.223301456,5,0.482121289,2018-05-01 12:13:46.834,"chris.osullivan,eva.jordison,lucy.quayle",,,,,Invalid date,Invalid date,
