"","Rank1","Rank2","Rank3","Rank4","Rank5","Rank6","Rank7","Accession"
"ASV1128","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas","uncultured_bacterium","FJ981674.1.1207"
"ASV1129","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured","uncultured_bacterium","JQ196292.1.1351"
"ASV1131","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobacteraceae","Desulfococcus","uncultured_bacterium","FJ873364.1.1413"
"ASV1134","Bacteria","Proteobacteria","Alphaproteobacteria","Micavibrionales","uncultured","uncultured_bacterium","uncultured_bacterium","FJ792185.1.1318"
"ASV1135","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobacteraceae","Sva0081_sediment_group","uncultured_Desulfobacteraceae_bacterium","FM211789.1.1523"
"ASV1137","Bacteria","Proteobacteria","Gammaproteobacteria","Ectothiorhodospirales","Ectothiorhodospiraceae","Thiogranum","uncultured_bacterium","FM179883.1.1472"
"ASV1138","Bacteria","Latescibacteria","uncultured_sediment_bacterium","uncultured_sediment_bacterium","uncultured_sediment_bacterium","uncultured_sediment_bacterium","uncultured_sediment_bacterium","FN554086.1.1517"
"ASV1142","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Leeuwenhoekiella","Leeuwenhoekiella_aequorea","HE800831.1.1361"
"ASV1143","Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","Blastopirellula","uncultured_bacterium",NA
"ASV1144","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus_epidermidis","JQ958849.1.1484"
"ASV1145","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","Halioglobus","marine_gamma_proteobacterium_HTCC2148","AY386334.1.1350"
"ASV1147","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Algibacter","Algibacter_sp._JC2675","GQ375760.1.1377"
"ASV1149","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Cryomorphaceae","Cryomorpha","uncultured_bacterium","AB630806.1.1444"
"ASV1151","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","Microtrichaceae","uncultured","uncultured_bacterium","AB250566.1.1373"
"ASV1152","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","uncultured","uncultured_bacterium",NA
"ASV1153","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS4_marine_group","uncultured_Flavobacteriia_bacterium","FN433422.1.1493"
"ASV1154","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aurantivirga","uncultured_Flavobacteriia_bacterium","FN433446.1.1384"
"ASV1155","Bacteria","Proteobacteria","Gammaproteobacteria","Arenicellales","Arenicellaceae","Arenicella","uncultured_proteobacterium","JQ218861.1.1488"
"ASV1158","Bacteria","Proteobacteria","Gammaproteobacteria","UBA10353_marine_group","uncultured_marine_bacterium","uncultured_marine_bacterium","uncultured_marine_bacterium","FJ826044.1.1511"
"ASV1159","Bacteria","Acidobacteria","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup_23","uncultured_marine_bacterium","FN396631.1.1424"
"ASV1160","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobulbaceae","SEEP-SRB4","uncultured_marine_bacterium","FN396705.1.1435"
"ASV1161","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","OM27_clade","uncultured_bacterium","FJ905672.1.1384"
"ASV1162","Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","Blastopirellula","uncultured_bacterium","FJ873318.1.1371"
"ASV1163","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Methylophilaceae","Methylotenera","uncultured_bacterium","FM872938.1.1490"
"ASV1164","Bacteria","Verrucomicrobia","Verrucomicrobiae","LD1-PB3","uncultured_rumen_bacterium","uncultured_rumen_bacterium","uncultured_rumen_bacterium","AB615008.1.1539"
"ASV1166","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobulbaceae","uncultured","uncultured_bacterium","FN870311.1.1520"
"ASV1167","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured","uncultured_bacterium",NA
"ASV1169","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","Halioglobus","uncultured_marine_bacterium","FN396694.1.1418"
"ASV1170","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured","uncultured_bacterium","AB476201.1.1445"
"ASV1171","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Rubritalea","uncultured_bacterium","JQ196089.1.1359"
"ASV1173","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae","Portibacter","uncultured_bacterium","AB476232.1.1453"
"ASV1174","Bacteria","Actinobacteria","Acidimicrobiia","Actinomarinales","uncultured","uncultured_bacterium","uncultured_bacterium","JQ197662.1.1347"
"ASV1175","Bacteria","Proteobacteria","Gammaproteobacteria","Nitrosococcales","Methylophagaceae","uncultured","uncultured_Methylophaga_sp.","JQ279021.1.1497"
"ASV1177","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Ulvibacter","Ulvibacter_marinus","KF146346.1.1440"
"ASV1179","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured","uncultured_bacterium",NA
"ASV1180","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Ascidiaceihabitans","uncultured_marine_bacterium","FJ826399.1.1422"
"ASV1181","Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter","unidentified_epsilon_proteobacterium","AB015256.1.1478"
"ASV1184","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","OM60(NOR5)_clade","uncultured_marine_bacterium","FN396673.1.1408"
"ASV1185","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","Microtrichaceae","Sva0996_marine_group","uncultured_bacterium","FJ873305.1.1378"
"ASV1186","Bacteria","Acidobacteria","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup_23","uncultured_marine_bacterium","FN396631.1.1424"
"ASV1189","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_Incertae_Sedis","Unknown_Family","uncultured","uncultured_bacterium","JQ286983.1.1517"
"ASV1190","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Maribacter","Maribacter_sp._TBL_78","JX854281.1.1270"
"ASV1191","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Ulvibacter","Ulvibacter_sp._LPB0005","KU160139.1.1400"
"ASV1192","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Taibaiella","uncultured_bacterium","AB476268.1.1448"
"ASV1193","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","uncultured","uncultured_bacterium","uncultured_bacterium","JQ211605.1.1351"
"ASV1194","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Marinilabiliaceae","uncultured","uncultured_marine_bacterium","FN396675.1.1403"
"ASV1196","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured","uncultured_bacterium",NA
"ASV1197","Bacteria","Patescibacteria","Gracilibacteria","JGI_0000069-P22","uncultured_bacterium","uncultured_bacterium","uncultured_bacterium","FJ791888.1.1321"
"ASV1198","Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","uncultured","uncultured_bacterium",NA
"ASV1199","Bacteria","Gemmatimonadetes","BD2-11_terrestrial_group","uncultured_bacterium","uncultured_bacterium","uncultured_bacterium","uncultured_bacterium","FJ748806.1.1523"
"ASV1205","Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","Pir4_lineage","uncultured_bacterium",NA
"ASV1207","Bacteria","Proteobacteria","Gammaproteobacteria","UBA10353_marine_group","uncultured_gamma_proteobacterium","uncultured_gamma_proteobacterium","uncultured_gamma_proteobacterium","AB188772.1.1502"
"ASV1208","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingorhabdus","Sphingopyxis_sp._RKVR35","JX407110.1.1485"
"ASV1212","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Roseobacter_clade_NAC11-7_lineage","uncultured_bacterium","JQ194815.1.1284"
"ASV1213","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Marinilabiliaceae","uncultured","uncultured_marine_bacterium","FN396675.1.1403"
"ASV1214","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","AEGEAN-169_marine_group","uncultured_bacterium","uncultured_bacterium","GU941034.1.1341"
"ASV1218","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae","Lewinella","uncultured_bacterium","JQ287087.1.1485"
"ASV1219","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Spongiibacteraceae","uncultured_bacterium","uncultured_bacterium","JQ347469.1.1492"
"ASV1220","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Pseudahrensia","uncultured_marine_bacterium","FN396711.1.1369"
"ASV1223","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Porphyrobacter","drinking_water_bacterium_OR2","AY328799.1.1347"
"ASV1224","Bacteria","Patescibacteria","Gracilibacteria","JGI_0000069-P22","uncultured_bacterium","uncultured_bacterium","uncultured_bacterium",NA
"ASV1225","Bacteria","Proteobacteria","Gammaproteobacteria","OM182_clade","uncultured_bacterium","uncultured_bacterium","uncultured_bacterium","JQ195709.1.1361"
"ASV1227","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Rubritalea","uncultured_bacterium",NA
"ASV1228","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aurantivirga","uncultured_Flavobacteriia_bacterium","FN433446.1.1384"
"ASV1229","Bacteria","Modulibacteria","Moduliflexia","Moduliflexales","Moduliflexaceae","uncultured_bacterium","uncultured_bacterium","JQ214161.1.1362"
"ASV1231","Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter","Arcobacter_sp._KTSW-4","GU362098.1.1420"
"ASV1232","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Nonlabens","Nonlabens_arenilitoris","KP769429.1.1309"
"ASV1234","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","uncultured","uncultured_bacterium","AB530203.1.1501"
"ASV1235","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","DEV007","uncultured_Verrucomicrobium_sp.","uncultured_Verrucomicrobium_sp.","FM242337.1.1489"
"ASV1237","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","Cocleimonas","uncultured_bacterium","JQ200201.1.1364"
"ASV1238","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Marinifilaceae","Marinifilum","Marinifilum_sp._TWO-1","KF650763.1.1485"
"ASV1239","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured","uncultured_bacterium","JQ215151.1.1349"
"ASV1240","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured","uncultured_bacterium","AB476260.1.1444"
"ASV1241","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Formosa","uncultured_Flavobacteriia_bacterium","FN433338.1.1480"
"ASV1242","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Sulfitobacter","Sulfitobacter_sp._132Z-33","JX310173.1.1447"
"ASV1244","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Chromatiaceae","Candidatus_Thiobios","uncultured_gamma_proteobacterium","FM211756.1.1456"
"ASV1246","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","Paracoccus_aquimaris","KP716798.1.1405"
"ASV1247","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured","uncultured_bacterium",NA
"ASV1249","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Schleiferiaceae","Schleiferia","uncultured_bacterium","AB476273.1.1442"
"ASV1250","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured","uncultured_bacterium",NA
"ASV1251","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured","uncultured_bacterium",NA
"ASV1253","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","Amphritea","Amphritea_sp._Rf12","KP843673.1.1385"
"ASV1254","Bacteria","Proteobacteria","Deltaproteobacteria","Bradymonadales","uncultured_delta_proteobacterium","uncultured_delta_proteobacterium","uncultured_delta_proteobacterium",NA
"ASV1256","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Aliiroseovarius","uncultured_bacterium","JQ208757.1.1287"
"ASV1259","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium","uncultured_bacterium",NA
"ASV1262","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobacteraceae","Sva0081_sediment_group","uncultured_delta_proteobacterium","FM179884.1.1529"
"ASV1266","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Marinilabiliaceae","Labilibacter","uncultured_bacterium","JQ198883.1.1352"
"ASV1267","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Lentilitoribacter","Lentilitoribacter_donghaensis","JX139717.1.1443"
"ASV1268","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Rubritalea","uncultured_bacterium","JQ347431.1.1350"
"ASV1271","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobulbaceae","Desulforhopalus","uncultured_marine_bacterium","FN396709.1.1424"
"ASV1273","Bacteria","Proteobacteria","Gammaproteobacteria","Thiohalorhabdales","Thiohalorhabdaceae","uncultured","uncultured_gamma_proteobacterium","AB294950.1.1412"
"ASV1274","Bacteria","Latescibacteria","uncultured_sediment_bacterium","uncultured_sediment_bacterium","uncultured_sediment_bacterium","uncultured_sediment_bacterium","uncultured_sediment_bacterium","FN554086.1.1517"
"ASV1278","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","OM60(NOR5)_clade","uncultured_marine_bacterium","FN396673.1.1408"
"ASV1280","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobulbaceae","uncultured","uncultured_marine_bacterium","FN396706.1.1411"
"ASV1281","Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","Rubripirellula","uncultured_planctomycete",NA
"ASV1282","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Persicirhabdus","uncultured_bacterium","JQ197254.1.1361"
"ASV1283","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XII","Fusibacter","uncultured_bacterium","JQ347314.1.1486"
"ASV1284","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methyloligellaceae","Methyloceanibacter","uncultured_alpha_proteobacterium","AB294937.1.1353"
"ASV1286","Bacteria","Patescibacteria","Gracilibacteria","uncultured_bacterium","uncultured_bacterium","uncultured_bacterium","uncultured_bacterium",NA
"ASV1288","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","NS9_marine_group","uncultured_bacterium","uncultured_bacterium","AB476278.1.1446"
"ASV1289","Bacteria","Patescibacteria","Gracilibacteria","uncultured_bacterium","uncultured_bacterium","uncultured_bacterium","uncultured_bacterium","FJ792159.1.1330"
"ASV1292","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Marinomonadaceae","Marinomonas","Marinomonas_sp._KJF11-23","JQ800192.1.1451"
"ASV1293","Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","Rubripirellula","uncultured_bacterium","FJ873319.1.1382"
"ASV1294","Bacteria","Aegiribacteria","uncultured_bacterium","uncultured_bacterium","uncultured_bacterium","uncultured_bacterium","uncultured_bacterium","JQ209362.1.1393"
"ASV1295","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Actinomycetales_bacterium_AA2006","JQ924085.1.1409"
"ASV1297","Bacteria","Proteobacteria","Gammaproteobacteria","Thiohalorhabdales","Thiohalorhabdaceae","Granulosicoccus","uncultured_proteobacterium","JQ218703.1.1493"
"ASV1298","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured","uncultured_bacterium",NA
"ASV1299","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured","uncultured_bacterium","JQ215151.1.1349"
"ASV1302","Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","Blastopirellula","uncultured_planctomycete",NA
"ASV1303","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured","uncultured_Sphingobacteriia_bacterium","FN433362.1.1487"
"ASV1304","Bacteria","Acidobacteria","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup_10","uncultured_bacterium","FM211777.1.1514"
"ASV1306","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_Incertae_Sedis","Unknown_Family","uncultured","uncultured_marine_bacterium","FN396722.1.1434"
"ASV1307","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","uncultured_bacterium","X95231.1.1506"
"ASV1308","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","uncultured","uncultured_bacterium","uncultured_bacterium","JQ211605.1.1351"
"ASV1309","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","DEV007","uncultured_bacterium","uncultured_bacterium","FJ746320.1.1495"
"ASV1310","Bacteria","Proteobacteria","Alphaproteobacteria","uncultured","uncultured_bacterium","uncultured_bacterium","uncultured_bacterium","AB294315.1.1401"
"ASV1311","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured","uncultured_bacterium",NA
"ASV1313","Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Sulfurospirillaceae","Sulfurospirillum","Sulfurospirillum_carboxydovorans","AY740528.1.1354"
"ASV1314","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured","uncultured_bacterium","JQ196292.1.1351"
"ASV1315","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Vibrio_splendidus","EU091335.1.1519"
"ASV1316","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Psychrosphaera","gamma_proteobacterium_14III/A01/015","AY612750.1.1475"
"ASV1317","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Cryomorphaceae","uncultured","uncultured_bacterium","JQ197952.1.1352"
"ASV1318","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidetes_VC2.1_Bac22","uncultured_sediment_bacterium","uncultured_sediment_bacterium","uncultured_sediment_bacterium","FN554119.1.1479"
"ASV1319","Bacteria","Bacteroidetes","Ignavibacteria","Ignavibacteriales","Ignavibacteriaceae","Ignavibacterium","uncultured_bacterium",NA
"ASV1322","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","OM60(NOR5)_clade","uncultured_bacterium","FJ873335.1.1391"
"ASV1323","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Rubritalea","uncultured_bacterium","JQ196089.1.1359"
"ASV1324","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured","uncultured_bacterium",NA
"ASV1328","Bacteria","Acidobacteria","Subgroup_22","uncultured_delta_proteobacterium","uncultured_delta_proteobacterium","uncultured_delta_proteobacterium","uncultured_delta_proteobacterium","FM242328.1.1515"
"ASV1330","Bacteria","Actinobacteria","Actinobacteria","PeM15","uncultured_Actinomycetales_bacterium","uncultured_Actinomycetales_bacterium","uncultured_Actinomycetales_bacterium","FJ744981.1.1355"
"ASV1331","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Litorimonas","Litorimonas_cladophorae","JX174422.1.1401"
"ASV1333","Bacteria","Aegiribacteria","uncultured_bacterium","uncultured_bacterium","uncultured_bacterium","uncultured_bacterium","uncultured_bacterium",NA
"ASV1335","Bacteria","Proteobacteria","Alphaproteobacteria","Micavibrionales","Micavibrionaceae","uncultured","uncultured_bacterium","GU941020.1.1329"
"ASV1337","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prolixibacteraceae","Draconibacterium","uncultured_bacterium","AB250562.1.1424"
"ASV1338","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobulbaceae","SEEP-SRB4","uncultured_bacterium","FJ873360.1.1418"
"ASV1339","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured","uncultured_bacterium",NA
"ASV1340","Bacteria","Patescibacteria","Gracilibacteria","JGI_0000069-P22","uncultured_bacterium","uncultured_bacterium","uncultured_bacterium","FJ791888.1.1321"
"ASV1341","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","uncultured_bacterium","uncultured_bacterium","AB476256.1.1446"
"ASV1343","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobulbaceae","Desulforhopalus","uncultured_marine_bacterium","FN396709.1.1424"
"ASV1344","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Robiginitomaculum","uncultured_bacterium","AB476297.1.1401"
"ASV1345","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","uncultured","Flavobacteriaceae_bacterium_14III/A01/012","AY576695.1.1337"
"ASV1346","Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","Blastopirellula","uncultured_bacterium",NA
"ASV1347","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobulbaceae","uncultured","uncultured_bacterium",NA
"ASV1348","Bacteria","Proteobacteria","Deltaproteobacteria","NB1-j","uncultured_bacterium","uncultured_bacterium","uncultured_bacterium","JQ197318.1.1379"
"ASV1349","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","Microtrichaceae","uncultured","uncultured_actinobacterium","FN424398.1.1475"
"ASV1350","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Persicirhabdus","uncultured_bacterium","JQ197254.1.1361"
"ASV1351","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","OM60(NOR5)_clade","uncultured_marine_bacterium","FN396673.1.1408"
"ASV1353","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","uncultured","mucus_bacterium_117","AY654753.1.1437"
"ASV1354","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured","uncultured_bacterium",NA
"ASV1355","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Robiginitomaculum","uncultured_bacterium",NA
"ASV1356","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Ichthyenterobacterium","Ichthyenterobacterium_magnum","JX412959.1.1488"
"ASV1358","Bacteria","Planctomycetes","OM190","unidentified_planctomycete","unidentified_planctomycete","unidentified_planctomycete","unidentified_planctomycete","U70712.1.1470"
"ASV1361","Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","Blastopirellula","uncultured_planctomycete",NA
"ASV1362","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonas","Alteromonas_litorea",NA
"ASV1363","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Sulfitobacter","Sulfitobacter_dubius","JQ806410.1.1314"
"ASV1366","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","OM60(NOR5)_clade","uncultured_marine_bacterium","FN396673.1.1408"
"ASV1367","Bacteria","Acidobacteria","Aminicenantia","Aminicenantales","uncultured_Aminicenantes_bacterium","uncultured_Aminicenantes_bacterium","uncultured_Aminicenantes_bacterium","FN424393.1.1515"
"ASV1368","Bacteria","Proteobacteria","Gammaproteobacteria","KI89A_clade","uncultured_bacterium","uncultured_bacterium","uncultured_bacterium",NA
"ASV1369","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XII","Fusibacter","Fusibacter_sp._3D3","FR873490.1.1286"
"ASV1371","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","OM60(NOR5)_clade","uncultured_marine_bacterium","FN396654.1.1393"
"ASV1372","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","Candidatus_Cardinium","Cardinium_endosymbiont_of_Marietta_sp.","AY327470.1.1500"
"ASV1373","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured","uncultured_bacterium",NA
"ASV1374","Bacteria","Proteobacteria","Gammaproteobacteria","Francisellales","Francisellaceae","Francisella","uncultured_gamma_proteobacterium","FM242232.1.1489"
"ASV1375","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","Cocleimonas","uncultured_bacterium","JQ200201.1.1364"
"ASV1378","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Lentimicrobiaceae","uncultured_bacterium","uncultured_bacterium","AB530242.1.1483"
"ASV1380","Bacteria","Cloacimonetes","Cloacimonadia","Cloacimonadales","MSBL8","uncultured_bacterium","uncultured_bacterium","AB121106.1.1605"
"ASV1381","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","DEV007","uncultured_bacterium","uncultured_bacterium","JQ199473.1.1374"
"ASV1383","Bacteria","Patescibacteria","Gracilibacteria","JGI_0000069-P22","uncultured_bacterium","uncultured_bacterium","uncultured_bacterium",NA
"ASV1386","Bacteria","Proteobacteria","Alphaproteobacteria","Micavibrionales","uncultured","uncultured_bacterium","uncultured_bacterium","FJ792144.1.1315"
"ASV1387","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","DEV007","uncultured_bacterium","uncultured_bacterium",NA
"ASV1388","Bacteria","Firmicutes","Clostridia","Clostridiales","Defluviitaleaceae","Defluviitaleaceae_UCG-011","uncultured_bacterium","JQ245550.1.1379"
"ASV1391","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","uncultured","uncultured_bacterium","AB476295.1.1444"
"ASV1393","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta_2","Spirochaeta_perfilievii","AY337318.1.1428"
