"","Rank1","Rank2","Rank3","Rank4","Rank5","Rank6","Rank7","Accession"
"ASV57","Bacteria","Proteobacteria","Gammaproteobacteria","SAR86_clade","uncultured_gamma_proteobacterium",NA,NA,NA
"ASV60","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae",NA,NA,NA
"ASV62","Bacteria","Cyanobacteria","Oxyphotobacteria","Synechococcales","Cyanobiaceae",NA,NA,NA
"ASV89","Bacteria","Acidobacteria","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae",NA,NA,NA
"ASV93","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae",NA,NA,NA
"ASV104","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA,NA,NA
"ASV105","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","Ilumatobacteraceae",NA,NA,NA
"ASV106","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae",NA,NA,NA
"ASV107","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidetes_BD2-2",NA,NA,NA
"ASV113","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae",NA,NA,NA
"ASV117","Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Sulfurovaceae",NA,NA,NA
"ASV118","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Porticoccaceae",NA,NA,NA
"ASV119","Bacteria","Proteobacteria","Gammaproteobacteria","Ectothiorhodospirales","Ectothiorhodospiraceae",NA,NA,NA
"ASV125","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA,NA
"ASV131","Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae",NA,NA,NA
"ASV132","Bacteria","Bacteroidetes","Ignavibacteria","Ignavibacteriales","Ignavibacteriaceae",NA,NA,NA
"ASV133","Bacteria","Proteobacteria","Alphaproteobacteria","SAR11_clade","Clade_I",NA,NA,NA
"ASV147","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","DEV007",NA,NA,NA
"ASV165","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","NS11-12_marine_group",NA,NA,NA
"ASV167","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae",NA,NA,NA
"ASV185","Bacteria","Firmicutes","Clostridia","Clostridiales","Defluviitaleaceae",NA,NA,NA
"ASV198","Bacteria","Bacteroidetes","Ignavibacteria","Ignavibacteriales","Melioribacteraceae",NA,NA,NA
"ASV209","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae",NA,NA,NA
"ASV210","Bacteria","Patescibacteria","Gracilibacteria","uncultured_bacterium","uncultured_bacterium",NA,NA,NA
"ASV222","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Spongiibacteraceae",NA,NA,NA
"ASV224","Bacteria","Proteobacteria","Gammaproteobacteria","Cardiobacteriales","Cardiobacteriaceae",NA,NA,NA
"ASV226","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae",NA,NA,NA
"ASV239","Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Sulfurospirillaceae",NA,NA,NA
"ASV251","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae",NA,NA,NA
"ASV277","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA,NA
"ASV279","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Crocinitomicaceae",NA,NA,NA
"ASV281","Bacteria","Deinococcus-Thermus","Deinococci","Deinococcales","Trueperaceae",NA,NA,NA
"ASV283","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Woeseiaceae",NA,NA,NA
"ASV286","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae",NA,NA,NA
"ASV289","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Marinilabiliaceae",NA,NA,NA
"ASV302","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae",NA,NA,NA
"ASV330","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidetes_VC2.1_Bac22","uncultured_sediment_bacterium",NA,NA,NA
"ASV341","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Midichloriaceae",NA,NA,NA
