chkd_n_1,chkd_n_2,chkd_n_3,chkd_n_4,chkd_n_5,chkd_s_1,chkd_s_2,chkd_s_3,chkd_s_4,chkd_s_5,chkd_s_6,gs_nrt_1,gs_nrt_2,gs_nrt_3,gs_nrt_4,gs_nrt_5,gs_nrt_6,gs_sth_s_1,gs_sth_s_3,gs_sth_s_4,gs_sth_s_5,gs_sth_s_6,gs_sth_w_1,gs_st__2,gs_sth_w_3,gs_sth_w_4,gs_sth_w_5,gs_sth_w_6,mcmllns_n_1,mcmllns_n_2,mcmllns_n_3,mcmllns_n_4,mcmllns_n_5,mcmllns_n_6,mcmllns_s_1,mcmllns_s_2,mcmllns_s_3,mcmllns_s_4,mcmllns_s_5,mcmllns_s_6,trqt_n_2,trqt_n_3,trqt_n_4,trqt_n_5,trqt_n_6,trqt_s_2,trqt_s_4,trqt_s_5,trqt_s_6
0.6363636363636364,0.7,0.8461538461538461,0.7,0.7391304347826086,0.6842105263157895,0.5454545454545454,0.8461538461538461,0.7777777777777778,0.75,0.7142857142857143,0.3684210526315789,0.36,0.6363636363636364,0.38461538461538464,0.391304347826087,0.6153846153846154,0.7647058823529411,0.75,0.7419354838709677,0.7777777777777778,0.6,0.6521739130434783,0.48148148148148145,0.6521739130434783,0.7272727272727273,0.36363636363636365,0.47368421052631576,0,0.5454545454545454,0.5555555555555556,0.5,0.5555555555555556,0.4074074074074074,0.8461538461538461,0.7333333333333333,0.8571428571428571,0.8461538461538461,0.8571428571428571,0.8461538461538461,0.7333333333333333,0.6551724137931034,0.6190476190476191,0.6666666666666666,0.5384615384615384,0.8181818181818182,0.6666666666666666,0.8666666666666667,0.52
0.4,0.6666666666666666,0.8181818181818182,0.6666666666666666,0.5238095238095238,0.29411764705882354,0.5,0.8181818181818182,0.375,0.42857142857142855,0.6666666666666666,0.5294117647058824,0.6521739130434783,0.4,0.5,0.3333333333333333,0.25,0.4666666666666667,0.7142857142857143,0.4482758620689655,0.375,0.5555555555555556,0.3333333333333333,0.44,0.23809523809523808,0.4,0.6,0.5294117647058824,0.5454545454545454,0,0.5,0.4444444444444444,0.625,0.28,0.8181818181818182,0.6923076923076923,0.8333333333333334,0.8181818181818182,0.8333333333333334,0.8181818181818182,0.6923076923076923,0.5555555555555556,0.5789473684210527,0.625,0.6666666666666666,0.9,0.5,0.8461538461538461,0.6521739130434783
0.5,0.5714285714285714,0.7142857142857143,0.5714285714285714,0.6470588235294118,0.5384615384615384,0.625,0.7142857142857143,0.5,0.4,0.5,0.38461538461538464,0.5789473684210527,0.5,0.5,0.5294117647058824,0.5,0.45454545454545453,0.6,0.68,0.5,0.42857142857142855,0.29411764705882354,0.5238095238095238,0.6470588235294118,0.5,0.375,0.23076923076923078,0.5555555555555556,0.5,0,0.42857142857142855,0.8333333333333334,0.42857142857142855,0.7142857142857143,0.3333333333333333,0.5,0.7142857142857143,0.5,0.7142857142857143,0.5555555555555556,0.5652173913043478,0.4666666666666667,0.5,0.5,0.75,0.16666666666666666,0.5555555555555556,0.47368421052631576
0.4444444444444444,0.625,0.7777777777777778,0.625,0.47368421052631576,0.3333333333333333,0.6666666666666666,0.7777777777777778,0.2857142857142857,0.3333333333333333,0.6,0.4666666666666667,0.8095238095238095,0.3333333333333333,0.7272727272727273,0.3684210526315789,0.5454545454545454,0.38461538461538464,0.6666666666666666,0.6296296296296297,0.2857142857142857,0.75,0.3684210526315789,0.4782608695652174,0.47368421052631576,0.3333333333333333,0.6666666666666666,0.6,0.5,0.4444444444444444,0.42857142857142855,0,1,0.391304347826087,1,0.8181818181818182,1,1,1,1,1,0.76,0.7647058823529411,0.8571428571428571,0.7272727272727273,1,0.5714285714285714,1,0.7142857142857143
0.75,0.7142857142857143,1,0.8571428571428571,0.8823529411764706,0.8461538461538461,0.625,1,1,1,1,0.8461538461538461,0.5789473684210527,0.875,0.4,0.6470588235294118,0.7,1,1,0.84,1,0.7142857142857143,0.8823529411764706,0.8095238095238095,0.7647058823529411,1,0.625,0.6923076923076923,0.5555555555555556,0.625,0.8333333333333334,1,0,0.7142857142857143,0.7142857142857143,0.7777777777777778,0.75,0.7142857142857143,0.75,0.7142857142857143,0.5555555555555556,0.7391304347826086,0.7333333333333333,0.6666666666666666,0.9,0.75,0.8333333333333334,0.7777777777777778,0.7894736842105263
0.52,0.7391304347826086,0.875,0.7391304347826086,0.6153846153846154,0.45454545454545453,0.6,0.875,0.5238095238095238,0.5789473684210527,0.7647058823529411,0.5454545454545454,0.5,0.52,0.4482758620689655,0.38461538461538464,0.3793103448275862,0.6,0.7894736842105263,0.5294117647058824,0.5238095238095238,0.5652173913043478,0.38461538461538464,0.5333333333333333,0.38461538461538464,0.52,0.52,0.45454545454545453,0.4074074074074074,0.28,0.42857142857142855,0.391304347826087,0.7142857142857143,0,0.875,0.6666666666666666,0.7647058823529411,0.875,0.7647058823529411,0.875,0.6666666666666666,0.625,0.5833333333333334,0.6190476190476191,0.6551724137931034,0.84,0.5238095238095238,0.7777777777777778,0.5714285714285714
0.8181818181818182,1,1,1,1,1,1,1,1,1,1,1,0.8571428571428571,1,0.8666666666666667,1,0.8666666666666667,1,1,0.9,1,0.7777777777777778,0.8333333333333334,0.875,1,1,0.8181818181818182,0.75,0.8461538461538461,0.8181818181818182,0.7142857142857143,1,0.7142857142857143,0.875,0,0.5,0.3333333333333333,0,0.3333333333333333,0,0.5,0.8888888888888888,0.8,0.7142857142857143,0.8666666666666667,0.8181818181818182,0.7142857142857143,0.5,0.8571428571428571
0.6923076923076923,0.8181818181818182,0.5,0.8181818181818182,0.8571428571428571,0.8,0.8461538461538461,0.5,0.7777777777777778,0.7142857142857143,0.6,0.8,0.625,0.8461538461538461,0.6470588235294118,0.8571428571428571,0.6470588235294118,0.75,0.7142857142857143,0.8181818181818182,0.7777777777777778,0.45454545454545453,0.5714285714285714,0.7777777777777778,0.8571428571428571,0.8461538461538461,0.5384615384615384,0.4,0.7333333333333333,0.6923076923076923,0.3333333333333333,0.8181818181818182,0.7777777777777778,0.6666666666666666,0.5,0,0.2,0.5,0.2,0.5,0.3333333333333333,0.7,0.5,0.3333333333333333,0.6470588235294118,0.6923076923076923,0.3333333333333333,0.3333333333333333,0.625
0.8333333333333334,1,1,1,1,1,1,1,1,1,1,1,0.7333333333333333,1,0.75,1,0.75,1,1,0.9047619047619048,1,0.6,0.6923076923076923,0.8823529411764706,1,1,0.6666666666666666,0.5555555555555556,0.8571428571428571,0.8333333333333334,0.5,1,0.75,0.7647058823529411,0.3333333333333333,0.2,0,0.3333333333333333,0,0.3333333333333333,0.2,0.7894736842105263,0.6363636363636364,0.5,0.75,0.6666666666666666,0.5,0.2,0.7333333333333333
0.8181818181818182,1,1,1,1,1,1,1,1,1,1,1,0.8571428571428571,1,0.8666666666666667,1,0.8666666666666667,1,1,0.9,1,0.7777777777777778,0.8333333333333334,0.875,1,1,0.8181818181818182,0.75,0.8461538461538461,0.8181818181818182,0.7142857142857143,1,0.7142857142857143,0.875,0,0.5,0.3333333333333333,0,0.3333333333333333,0,0.5,0.8888888888888888,0.8,0.7142857142857143,0.8666666666666667,0.8181818181818182,0.7142857142857143,0.5,0.8571428571428571
0.8333333333333334,1,1,1,1,1,1,1,1,1,1,1,0.7333333333333333,1,0.75,1,0.75,1,1,0.9047619047619048,1,0.6,0.6923076923076923,0.8823529411764706,1,1,0.6666666666666666,0.5555555555555556,0.8571428571428571,0.8333333333333334,0.5,1,0.75,0.7647058823529411,0.3333333333333333,0.2,0,0.3333333333333333,0,0.3333333333333333,0.2,0.7894736842105263,0.6363636363636364,0.5,0.75,0.6666666666666666,0.5,0.2,0.7333333333333333
0.8181818181818182,1,1,1,1,1,1,1,1,1,1,1,0.8571428571428571,1,0.8666666666666667,1,0.8666666666666667,1,1,0.9,1,0.7777777777777778,0.8333333333333334,0.875,1,1,0.8181818181818182,0.75,0.8461538461538461,0.8181818181818182,0.7142857142857143,1,0.7142857142857143,0.875,0,0.5,0.3333333333333333,0,0.3333333333333333,0,0.5,0.8888888888888888,0.8,0.7142857142857143,0.8666666666666667,0.8181818181818182,0.7142857142857143,0.5,0.8571428571428571
0.8461538461538461,1,1,1,1,1,0.8461538461538461,1,1,1,1,0.8,0.625,1,0.6470588235294118,0.8571428571428571,0.6470588235294118,1,1,0.9090909090909091,1,0.45454545454545453,0.7142857142857143,0.8888888888888888,0.8571428571428571,1,0.5384615384615384,0.4,0.7333333333333333,0.6923076923076923,0.5555555555555556,1,0.5555555555555556,0.6666666666666666,0.5,0.3333333333333333,0.2,0.5,0.2,0.5,0,0.7,0.5,0.3333333333333333,0.7647058823529411,0.6923076923076923,0.5555555555555556,0.3333333333333333,0.625
0.5555555555555556,0.6,0.8888888888888888,0.6,0.6428571428571429,0.6666666666666666,0.5555555555555556,0.8888888888888888,0.6521739130434783,0.7142857142857143,0.7894736842105263,0.6666666666666666,0.4666666666666667,0.5555555555555556,0.5483870967741935,0.6428571428571429,0.41935483870967744,0.7272727272727273,0.7142857142857143,0.5555555555555556,0.7391304347826086,0.44,0.5,0.5625,0.5,0.6296296296296297,0.4074074074074074,0.5,0.6551724137931034,0.5555555555555556,0.5652173913043478,0.76,0.7391304347826086,0.625,0.8888888888888888,0.7,0.7894736842105263,0.8888888888888888,0.7894736842105263,0.8888888888888888,0.7,0,0.3076923076923077,0.4782608695652174,0.4838709677419355,0.4074074074074074,0.4782608695652174,0.7,0.4
0.6842105263157895,0.7647058823529411,0.8,0.7647058823529411,0.8,0.75,0.6842105263157895,0.8,0.7333333333333333,0.6923076923076923,0.6363636363636364,0.625,0.36363636363636365,0.7894736842105263,0.5652173913043478,0.7,0.391304347826087,0.7142857142857143,0.6923076923076923,0.7857142857142857,0.7333333333333333,0.17647058823529413,0.6,0.75,0.7,0.7894736842105263,0.2631578947368421,0.25,0.6190476190476191,0.5789473684210527,0.4666666666666667,0.7647058823529411,0.7333333333333333,0.5833333333333334,0.8,0.5,0.6363636363636364,0.8,0.6363636363636364,0.8,0.5,0.3076923076923077,0,0.2,0.5652173913043478,0.3684210526315789,0.3333333333333333,0.5,0.18181818181818182
0.75,0.8571428571428571,0.7142857142857143,0.8571428571428571,0.8823529411764706,0.8461538461538461,0.75,0.7142857142857143,0.8333333333333334,0.8,0.75,0.6923076923076923,0.3684210526315789,0.875,0.6,0.7647058823529411,0.4,0.8181818181818182,0.8,0.84,0.8333333333333334,0.14285714285714285,0.6470588235294118,0.8095238095238095,0.7647058823529411,0.875,0.25,0.23076923076923078,0.6666666666666666,0.625,0.5,0.8571428571428571,0.6666666666666666,0.6190476190476191,0.7142857142857143,0.3333333333333333,0.5,0.7142857142857143,0.5,0.7142857142857143,0.3333333333333333,0.4782608695652174,0.2,0,0.6,0.5,0.3333333333333333,0.3333333333333333,0.3684210526315789
0.75,0.8181818181818182,0.8666666666666667,0.8181818181818182,0.84,0.8095238095238095,0.8333333333333334,0.8666666666666667,0.8,0.7777777777777778,0.75,0.5238095238095238,0.5555555555555556,0.5833333333333334,0.5714285714285714,0.68,0.5714285714285714,0.7894736842105263,0.7777777777777778,0.696969696969697,0.8,0.5454545454545454,0.44,0.4482758620689655,0.76,0.5833333333333334,0.4166666666666667,0.42857142857142855,0.5384615384615384,0.6666666666666666,0.5,0.7272727272727273,0.9,0.6551724137931034,0.8666666666666667,0.6470588235294118,0.75,0.8666666666666667,0.75,0.8666666666666667,0.7647058823529411,0.4838709677419355,0.5652173913043478,0.6,0,0.75,0.5,0.6470588235294118,0.48148148148148145
0.8,0.8888888888888888,1,0.8888888888888888,0.9047619047619048,0.8823529411764706,0.9,1,1,1,1,1,0.4782608695652174,0.9,0.75,0.9047619047619048,0.6666666666666666,1,1,0.8620689655172413,1,0.5555555555555556,0.8095238095238095,0.84,0.9047619047619048,1,0.5,0.6470588235294118,0.8181818181818182,0.9,0.75,1,0.75,0.84,0.8181818181818182,0.6923076923076923,0.6666666666666666,0.8181818181818182,0.6666666666666666,0.8181818181818182,0.6923076923076923,0.4074074074074074,0.3684210526315789,0.5,0.75,0,0.625,0.5384615384615384,0.4782608695652174
0.5,0.5714285714285714,0.7142857142857143,0.5714285714285714,0.6470588235294118,0.5384615384615384,0.625,0.7142857142857143,0.5,0.4,0.5,0.5384615384615384,0.5789473684210527,0.625,0.6,0.6470588235294118,0.4,0.45454545454545453,0.6,0.68,0.5,0.2857142857142857,0.4117647058823529,0.6190476190476191,0.6470588235294118,0.625,0.375,0.23076923076923078,0.6666666666666666,0.5,0.16666666666666666,0.5714285714285714,0.8333333333333334,0.5238095238095238,0.7142857142857143,0.3333333333333333,0.5,0.7142857142857143,0.5,0.7142857142857143,0.5555555555555556,0.4782608695652174,0.3333333333333333,0.3333333333333333,0.5,0.625,0,0.3333333333333333,0.47368421052631576
0.8461538461538461,1,1,1,1,1,1,1,1,1,1,1,0.625,1,0.7647058823529411,1,0.6470588235294118,1,1,0.9090909090909091,1,0.45454545454545453,0.7142857142857143,0.8888888888888888,1,1,0.5384615384615384,0.4,0.8666666666666667,0.8461538461538461,0.5555555555555556,1,0.7777777777777778,0.7777777777777778,0.5,0.3333333333333333,0.2,0.5,0.2,0.5,0.3333333333333333,0.7,0.5,0.3333333333333333,0.6470588235294118,0.5384615384615384,0.3333333333333333,0,0.625
0.7391304347826086,0.8095238095238095,0.8571428571428571,0.8095238095238095,0.8333333333333334,0.8,0.7391304347826086,0.8571428571428571,0.7894736842105263,0.7647058823529411,0.7333333333333333,0.5,0.3076923076923077,0.7391304347826086,0.5555555555555556,0.5833333333333334,0.48148148148148145,0.7777777777777778,0.7647058823529411,0.8125,0.7894736842105263,0.3333333333333333,0.5833333333333334,0.6428571428571429,0.75,0.7391304347826086,0.21739130434782608,0.3,0.52,0.6521739130434783,0.47368421052631576,0.7142857142857143,0.7894736842105263,0.5714285714285714,0.8571428571428571,0.625,0.7333333333333333,0.8571428571428571,0.7333333333333333,0.8571428571428571,0.625,0.4,0.18181818181818182,0.3684210526315789,0.48148148148148145,0.4782608695652174,0.47368421052631576,0.625,0
