chkd_n_1,chkd_n_2,chkd_n_3,chkd_n_4,chkd_n_5,chkd_s_1,chkd_s_2,chkd_s_3,chkd_s_4,chkd_s_5,chkd_s_6,gs_nrt_1,gs_nrt_2,gs_nrt_3,gs_nrt_4,gs_nrt_5,gs_nrt_6,gs_sth_s_1,gs_sth_s_2,gs_sth_s_3,gs_sth_s_4,gs_sth_s_5,gs_sth_s_6,gs_sth_w_1,gs_sth_w_2,gs_sth_w_3,gs_sth_w_4,gs_sth_w_5,gs_sth_w_6,mcmllns_n_1,mcmllns_n_2,mcmllns_n_3,mcmllns_n_4,mcmllns_n_5,mcmllns_n_6,mcmllns_s_1,mcmllns_s_2,mcmllns_s_3,mcmllns_s_4,mcmllns_s_5,mcmllns_s_6,trqt_n_2,trqt_n_3,trqt_n_4,trqt_n_5,trqt_n_6,trqt_s_1,trqt_s_2,trqt_s_3,trqt_s_4,trqt_s_5,trqt_s_6
0,0.1885245901639344,0.7492537313432835,0.2864864864864865,0.13957934990439771,0.2,0.4098360655737705,0.453125,0.2780487804878049,0.47581552305961755,0.2437357630979499,0.42857142857142855,0.745819397993311,0.41854636591478694,0.6582278481012658,0.6677966101694915,0.7969924812030075,0.7931034482758621,0.8217054263565892,0.6105610561056105,0.7948717948717948,0.375,0.8217054263565892,0.6088328075709779,0.6649214659685864,0.4666666666666667,0.8716981132075472,0.7134146341463414,0.72,0.6810810810810811,0.4970414201183432,0.5884057971014492,0.3422818791946309,0.888,0.5595238095238095,0.8061674008810573,0.6797488226059655,0.7621283255086072,0.7897810218978102,0.7859327217125383,0.9150837988826815,0.8264150943396227,0.6666666666666666,0.7439446366782007,0.7719869706840391,0.8450184501845018,0.7582417582417582,0.9346938775510204,0.9271255060728745,0.6463022508038585,0.8155619596541787,0.7867647058823529
0.1885245901639344,0,0.727433628318584,0.3128205128205128,0.26335174953959484,0.2597701149425287,0.533678756476684,0.48484848484848486,0.28503937007874014,0.5203520352035204,0.289760348583878,0.45161290322580644,0.8119122257053292,0.38902147971360385,0.7202380952380952,0.6888888888888889,0.8041958041958042,0.8078291814946619,0.8345323741007195,0.6346749226006192,0.7747440273037542,0.43548387096774194,0.8345323741007195,0.6261127596439169,0.6268656716417911,0.46285714285714286,0.8175438596491228,0.7758620689655172,0.79375,0.7230769230769231,0.5307262569832403,0.6547945205479452,0.3576017130620985,0.8962962962962963,0.6179775280898876,0.8438818565400844,0.7047184170471842,0.7814871016691958,0.8156028368794326,0.8501440922190202,0.9366120218579235,0.9017543859649123,0.6918604651162791,0.8187702265372169,0.8348623853211009,0.8419243986254296,0.8156996587030717,0.939622641509434,0.9250936329588015,0.7039274924471299,0.8583106267029973,0.8493150684931506
0.7492537313432835,0.727433628318584,0,0.8313253012048193,0.6913294797687861,0.8014796547472256,0.8906547997457088,0.5701136978884678,0.5993413830954994,0.4265267175572519,0.778857837181045,0.8407605466428996,0.9588313413014609,0.8480697384806973,0.9343401181877873,0.9347536617842876,0.9606245756958588,0.9632152588555858,0.9726962457337884,0.9258278145695364,0.9608108108108108,0.8717126363053239,0.9686006825938567,0.9225721784776902,0.9118942731277533,0.8828887443070917,0.9728260869565217,0.949185667752443,0.9548772395487723,0.9327837666455295,0.8977346278317152,0.9175257731958762,0.8198307134220073,0.9794097460535347,0.9118600129617628,0.9530403371462974,0.8926247288503254,0.9219934994582882,0.9302325581395349,0.9621903520208605,0.9705042816365367,0.9796195652173914,0.9372958850424559,0.9612299465240641,0.9630118890356671,0.9688768606224628,0.9608108108108108,0.9862258953168044,0.9876203576341128,0.9354413702239789,0.963963963963964,0.9702501690331304
0.2864864864864865,0.3128205128205128,0.8313253012048193,0,0.36941176470588233,0.3943217665615142,0.3805970149253731,0.6162361623616236,0.47775628626692457,0.6586599241466498,0.4604105571847507,0.49206349206349204,0.7412935323383084,0.4684385382059801,0.5963302752293578,0.5228426395939086,0.7380952380952381,0.6809815950920245,0.725,0.44390243902439025,0.7028571428571428,0.33070866141732286,0.75,0.5251141552511416,0.5422535211267606,0.25862068965517243,0.8083832335329342,0.6956521739130435,0.7029702970297029,0.6617647058823529,0.4,0.5303643724696356,0.49570200573065903,0.8026315789473685,0.47058823529411764,0.8202247191011236,0.6586270871985158,0.7597042513863216,0.7989778534923339,0.7729257641921398,0.9297365119196989,0.8682634730538922,0.6371681415929203,0.7486910994764397,0.7894736842105263,0.7803468208092486,0.7142857142857143,0.8639455782312925,0.8791946308724832,0.6056338028169014,0.8313253012048193,0.7931034482758621
0.13957934990439771,0.26335174953959484,0.6913294797687861,0.36941176470588233,0,0.2936170212765957,0.4916864608076009,0.320863309352518,0.1701492537313433,0.3919491525423729,0.2550607287449393,0.4613935969868173,0.7570621468926554,0.46255506607929514,0.6765498652291105,0.7142857142857143,0.8130841121495327,0.8291139240506329,0.853035143769968,0.6703910614525139,0.8170731707317073,0.4594594594594595,0.853035143769968,0.6505376344086021,0.6796338672768879,0.5324675324675324,0.86875,0.7336814621409922,0.7408450704225352,0.6941176470588235,0.5419847328244275,0.62,0.4063745019920319,0.9016393442622951,0.6010230179028133,0.8035363457760314,0.684971098265896,0.7636887608069164,0.7891891891891892,0.7958115183246073,0.911578947368421,0.83125,0.6886543535620053,0.7616279069767442,0.7790055248618785,0.852760736196319,0.7865853658536586,0.9466666666666667,0.9403973509933775,0.6666666666666666,0.8059701492537313,0.8165137614678899
0.2,0.2597701149425287,0.8014796547472256,0.3943217665615142,0.2936170212765957,0,0.5207667731629393,0.454855195911414,0.4092526690391459,0.5956937799043063,0.16580310880829016,0.4231678486997636,0.8048780487804879,0.32947976878612717,0.6653992395437263,0.6033057851239669,0.7934272300469484,0.7403846153846154,0.7853658536585366,0.656,0.7363636363636363,0.2709030100334448,0.8048780487804879,0.6060606060606061,0.6048632218844985,0.3574007220216607,0.8301886792452831,0.7236363636363636,0.7651821862348178,0.7097791798107256,0.48771929824561405,0.6027397260273972,0.2639593908629442,0.8578680203045685,0.5547703180212014,0.8453865336658354,0.6986301369863014,0.78839590443686,0.8132911392405063,0.8394160583941606,0.9406175771971497,0.9056603773584906,0.7047970479704797,0.7966101694915254,0.8267716535433071,0.7798165137614679,0.8272727272727273,0.9166666666666666,0.8865979381443299,0.6744186046511628,0.8775510204081632,0.8447488584474886
0.4098360655737705,0.533678756476684,0.8906547997457088,0.3805970149253731,0.4916864608076009,0.5207667731629393,0,0.7137546468401487,0.6179337231968811,0.6975857687420585,0.5727002967359051,0.5668449197860963,0.5736040609137056,0.6430976430976431,0.4485981308411215,0.49222797927461137,0.6585365853658537,0.660377358490566,0.7051282051282052,0.5024875621890548,0.6608187134502924,0.472,0.7051282051282052,0.413953488372093,0.5285714285714286,0.4298245614035088,0.7668711656441718,0.5575221238938053,0.5454545454545454,0.5298507462686567,0.3728813559322034,0.38271604938271603,0.6231884057971014,0.8108108108108109,0.3504273504273504,0.7272727272727273,0.7121495327102804,0.7169459962756052,0.7392795883361921,0.6622222222222223,0.8965952080706179,0.6809815950920245,0.4774774774774775,0.5721925133689839,0.6195121951219512,0.7041420118343196,0.6023391812865497,0.8881118881118881,0.8482758620689655,0.4354066985645933,0.6979591836734694,0.6588235294117647
0.453125,0.48484848484848486,0.5701136978884678,0.6162361623616236,0.320863309352518,0.454855195911414,0.7137546468401487,0,0.21728081321473952,0.25164938737040526,0.40098199672667756,0.5771604938271605,0.8768577494692145,0.5446584938704028,0.8032786885245902,0.7858672376873662,0.8767123287671232,0.8752886836027713,0.9162790697674419,0.8315789473684211,0.8696629213483146,0.6259541984732825,0.9069767441860465,0.7464212678936605,0.7292418772563177,0.6334661354581673,0.88558352402746,0.852,0.864406779661017,0.8044280442804428,0.6745098039215687,0.7601547388781431,0.5250403877221325,0.9241706161137441,0.7401574803149606,0.8817891373801917,0.7601977750309024,0.8224414303329223,0.8506417736289381,0.8917835671342685,0.9456419868791003,0.9405034324942791,0.7943548387096774,0.8828633405639913,0.8914405010438413,0.8871331828442438,0.8831460674157303,0.9520383693045563,0.9522673031026253,0.8053830227743272,0.8998073217726397,0.9099099099099099
0.2780487804878049,0.28503937007874014,0.5993413830954994,0.47775628626692457,0.1701492537313433,0.4092526690391459,0.6179337231968811,0.21728081321473952,0,0.30115830115830117,0.36860068259385664,0.5569823434991974,0.8430493273542601,0.5421245421245421,0.7710583153347732,0.7647058823529411,0.8547215496368039,0.8676470588235294,0.8814814814814815,0.7377777777777778,0.8523809523809524,0.5591182364729459,0.8864197530864197,0.7241379310344828,0.724007561436673,0.6184486373165619,0.883495145631068,0.8189473684210526,0.8299776286353467,0.7756286266924565,0.6536082474226804,0.7235772357723578,0.4882154882154882,0.9193954659949622,0.7060041407867494,0.8602329450915142,0.7423469387755102,0.806615776081425,0.8365384615384616,0.8734177215189873,0.9347408829174664,0.9174757281553398,0.7876857749469215,0.8577981651376146,0.8678414096916299,0.8755980861244019,0.861904761904762,0.9540816326530612,0.9543147208121827,0.7729257641921398,0.8704453441295547,0.8758949880668258
0.47581552305961755,0.5203520352035204,0.4265267175572519,0.6586599241466498,0.3919491525423729,0.5956937799043063,0.6975857687420585,0.25164938737040526,0.30115830115830117,0,0.5534883720930233,0.6833890746934225,0.8555555555555555,0.7024390243902439,0.8127544097693351,0.8631284916201117,0.9184861717612809,0.9208211143695014,0.9293078055964654,0.8370165745856354,0.9164265129682997,0.7153945666235446,0.9322533136966127,0.8292682926829268,0.8281444582814446,0.762982689747004,0.9446064139941691,0.829105473965287,0.8391123439667129,0.8053097345132744,0.7681159420289855,0.7676240208877284,0.6566820276497696,0.9552906110283159,0.7886393659180978,0.856,0.7674858223062382,0.8207547169811321,0.8372513562386981,0.8582887700534759,0.9148936170212766,0.9183673469387755,0.8120805369127517,0.8535211267605634,0.8543956043956044,0.9277456647398844,0.8962536023054755,0.972972972972973,0.9670658682634731,0.8087431693989071,0.8645833333333334,0.9163059163059163
