chkd_n_2,chkd_n_3,chkd_n_5,chkd_n_7,chkd_n_8,chkd_n_9,chkd_s_1,chkd_s_2,chkd_s_5,chkd_s_6,chkd_s_8,chkd_s_9,prth_p_2,prth_p_3,prth_p_4,trqt_n_1,trqt_n_2,trqt_n_4,trqt_n_5,trqt_n_6,trqt_n_8,trqt_s_2,trqt_s_3,trqt_s_4,trqt_s_5,trqt_s_8,trqt_s_9
0,0.4057217165149545,0.43823760818253343,0.18127250900360145,0.3180778032036613,0.3353846153846154,0.3574051407588739,0.5898334794040315,0.4509649468294604,0.42116327960756833,0.29575504523312457,0.30618181818181817,0.7559322033898305,0.7904761904761904,0.7309941520467836,0.7131552917903067,0.7557100297914597,0.5924932975871313,0.6404494382022472,0.8486707566462167,0.5445859872611465,0.6420745069393718,0.7639639639639639,0.6584922797456857,0.6945107398568019,0.6379446640316205,0.7119476268412439
0.4057217165149545,0,0.34317984361424847,0.5705045278137129,0.3702770780856423,0.46779661016949153,0.36856010568031705,0.4436826640548482,0.5254237288135594,0.25325172149961744,0.360668185269552,0.4470119521912351,0.6452830188679245,0.6811594202898551,0.6314102564102564,0.6722783389450057,0.7271702367531003,0.5275275275275275,0.5864978902953587,0.8228438228438228,0.4225352112676056,0.5116092874299439,0.6626262626262627,0.6044852191641182,0.4969217238346526,0.5615720524017467,0.5190562613430127
0.43823760818253343,0.34317984361424847,0,0.5465207193119624,0.2510822510822511,0.3778751369112815,0.5172413793103449,0.44562334217506633,0.724907063197026,0.48846153846153845,0.4514285714285714,0.4493927125506073,0.5409836065573771,0.5651041666666666,0.5514780835881753,0.5480769230769231,0.6225806451612903,0.3224043715846995,0.4831130690161527,0.7597292724196277,0.32105868814729577,0.5254582484725051,0.5684647302904564,0.5630252100840336,0.5310344827586206,0.5580865603644647,0.5520958083832336
0.18127250900360145,0.5705045278137129,0.5465207193119624,0,0.4177407126611069,0.3730886850152905,0.4713763702801462,0.7510879025239339,0.40636042402826855,0.5498257839721254,0.42422145328719724,0.4374548083875633,0.7643097643097643,0.8366294067067928,0.7688953488372093,0.8135426889106968,0.8364532019704434,0.6592724046140195,0.7881040892193308,0.8681541582150102,0.6962025316455697,0.7792302106027597,0.8318425760286225,0.8160504959422904,0.8434782608695652,0.7847604084838963,0.8634146341463415
0.3180778032036613,0.3702770780856423,0.2510822510822511,0.4177407126611069,0,0.14375655823714587,0.351981351981352,0.48614609571788414,0.6186131386861314,0.29074074074074074,0.24587155963302754,0.2237354085603113,0.5966386554621849,0.6460396039603961,0.5886385896180215,0.5813253012048193,0.6666666666666666,0.4119170984455959,0.5256588072122053,0.7844690966719493,0.3949394939493949,0.5538160469667319,0.601572739187418,0.5941644562334217,0.6,0.5860566448801743,0.6205714285714286
0.3353846153846154,0.46779661016949153,0.3778751369112815,0.3730886850152905,0.14375655823714587,0,0.3730407523510972,0.5810983397190294,0.6267767079321412,0.35827876520112256,0.2808155699721965,0.22517207472959685,0.6496350364963503,0.6662484316185696,0.6336633663366337,0.6477794793261868,0.6825885978428351,0.4480946123521682,0.6112676056338028,0.7548387096774194,0.534521158129176,0.6300692383778437,0.6702127659574468,0.6796769851951547,0.6974416017797553,0.649393605292172,0.7199074074074074
0.3574051407588739,0.36856010568031705,0.5172413793103449,0.4713763702801462,0.351981351981352,0.3730407523510972,0,0.4556848701880036,0.3749502982107356,0.23022095509622237,0.16348195329087048,0.21687638786084382,0.7318339100346021,0.7471264367816092,0.6800595238095238,0.6818642350557245,0.7029501525940997,0.5963470319634703,0.6053639846743295,0.7232704402515723,0.5454545454545454,0.41858736059479557,0.5985267034990792,0.5376044568245125,0.46472019464720193,0.4262691377921031,0.4941569282136895
0.5898334794040315,0.4436826640548482,0.44562334217506633,0.7510879025239339,0.48614609571788414,0.5810983397190294,0.4556848701880036,0,0.6943620178041543,0.36923076923076925,0.34130434782608693,0.4428904428904429,0.6561085972850679,0.664576802507837,0.6192714453584018,0.4939271255060729,0.5591836734693878,0.44518272425249167,0.4047186932849365,0.6963123644251626,0.31799729364005414,0.4084507042253521,0.6222596964586846,0.4212328767123288,0.41621621621621624,0.4197860962566845,0.4326241134751773
0.4509649468294604,0.5254237288135594,0.724907063197026,0.40636042402826855,0.6186131386861314,0.6267767079321412,0.3749502982107356,0.6943620178041543,0,0.4852686308492201,0.4823123382226057,0.523936170212766,0.8505579815623484,0.8261296660117878,0.7803468208092486,0.8298097251585623,0.8283898305084746,0.778,0.78450487429451,0.8504572350726197,0.7332709405708938,0.5635555555555556,0.7639377197388247,0.7447023208879919,0.6753975678203928,0.6132339235787512,0.6966238706609605
0.42116327960756833,0.25325172149961744,0.48846153846153845,0.5498257839721254,0.29074074074074074,0.35827876520112256,0.23022095509622237,0.36923076923076925,0.4852686308492201,0,0.1890547263681592,0.25524475524475526,0.7871443624868283,0.7857142857142857,0.7396657871591908,0.6564102564102564,0.7010309278350515,0.6171171171171171,0.5937873357228196,0.7911646586345381,0.5141463414634146,0.546572934973638,0.7337883959044369,0.5954022988505747,0.5497076023391813,0.562862669245648,0.5721493440968718
0.29575504523312457,0.360668185269552,0.4514285714285714,0.42422145328719724,0.24587155963302754,0.2808155699721965,0.16348195329087048,0.34130434782608693,0.4823123382226057,0.1890547263681592,0,0.17504332755632582,0.7226277372262774,0.7494646680942184,0.6826503923278117,0.6683544303797468,0.7150127226463104,0.5924276169265034,0.6033057851239669,0.809775429326288,0.48405797101449277,0.5435540069686411,0.7322834645669292,0.5954545454545455,0.5521235521235521,0.5632183908045977,0.5764235764235764
0.30618181818181817,0.4470119521912351,0.4493927125506073,0.4374548083875633,0.2237354085603113,0.22517207472959685,0.21687638786084382,0.4428904428904429,0.523936170212766,0.25524475524475526,0.17504332755632582,0,0.745819397993311,0.7477064220183486,0.7087557603686636,0.5741758241758241,0.6104972375690608,0.5119617224880383,0.49044585987261147,0.6345323741007194,0.48612538540596095,0.4843462246777164,0.6058041112454655,0.45965770171149145,0.5277207392197125,0.46028513238289204,0.54419595314164
