chkd_n_11,chk__11B,chkd_n_4,chkd__4A,chkd_n_6,chkd_n_6A,chkd_n_8,chkd_s_1,chkd__10,chkd_s_11,chkd__13,chkd_s_5,chkd_s_6A,chkd__6B,chkd__7A,chkd__7B,chkd__8A,chkd__8B,chkd_s_9,gs_st__1,gs_sth_s_10,gs_sth_s_11,gs_s__12,gs_sth_s_4,gs_sth_s_6,gs_sth_s_7,gs_st__8,gs_st__9,gs_sth_w_10,gs_sth_w_11,gs_s__13,gs_st__2,gs_st__3,gs_sth_w_4,gs_st__5,gs_sth_w_6,gs_sth_w_7,mcml__10,mcml__11,mcmllns_n_12,mcmllns_n_3,mcmllns_n_4,mcmllns_n_6,mcmllns_n_7,mcmllns_n_8,mcmll__9,mcmllns_s_12,mcmll__2,mcmllns_s_3,mcmllns_s_4,mcmll__5,mcmllns_s_6,mcmllns_s_7,mcmllns_s_8,trqt_n_1,trqt_n_12,trqt_n_2,trqt_n_3,trqt_n_4,trqt_n_5,trqt_n_7,trqt_n_8,trqt_n_9,trqt__10,trqt__11,trqt_s_12,trqt__13,trqt_s_2,trqt_s_4,trqt_s_5,trqt__6A,trqt__6B,trqt_s_7,trqt_s_9
0,0.7066142763588736,0.5201238390092879,0.3271889400921659,0.44367176634214184,0.4965034965034965,0.730593607305936,0.5580110497237569,0.7336293007769146,0.7120921305182342,0.670846394984326,0.406807131280389,0.586073500967118,0.6933333333333334,0.8291814946619217,0.5263157894736842,0.5154185022026432,0.6434782608695652,0.5856777493606138,0.8181818181818182,0.7178683385579937,0.9224629418472063,0.8855656697009102,0.7197452229299363,0.8826979472140762,0.8056224899598393,0.8471023427866831,0.8651026392961877,0.8712871287128713,0.8596491228070176,0.8081395348837209,0.8681318681318682,0.8776978417266187,0.7188328912466844,0.9391634980988594,0.6,0.8840579710144928,0.46397694524495675,0.6724738675958188,0.6893203883495146,0.8310276679841897,0.8323943661971831,0.8240418118466899,0.7745454545454545,0.6619718309859155,0.5347432024169184,0.6753246753246753,0.47757255936675463,0.5113636363636364,0.5703971119133574,0.5773809523809523,0.722972972972973,0.5707964601769911,0.5921908893709328,0.9256505576208178,0.5254237288135594,0.7854671280276817,0.7171717171717171,0.6320474777448071,0.4508816120906801,0.924812030075188,0.6842105263157895,0.5622317596566524,0.6920777279521674,0.5091383812010444,0.8363273453093812,0.8001958863858962,0.6460767946577629,0.8488294314381271,0.8470219435736677,0.8310291858678955,0.8536585365853658,0.7557692307692307,0.7477876106194691
0.7066142763588736,0,0.6972972972972973,0.7728836889194769,0.4798619102416571,0.8024861878453039,0.24936845904005775,0.85372918175235335,0.5947916666666667,0.6597402597402597,0.5606517803258901,0.5929095354523227,0.6731770833333334,0.9302501895375285,0.9584615384615385,0.7981906750173974,0.7338764426340801,0.7281947261663286,0.8099290780141843,0.9177877428998505,0.9118086696562033,0.7869198312236287,0.8193195150567071,0.9414853713428357,0.8764705882352941,0.769434628975265,0.7770491803278688,0.8764705882352941,0.7624615384615384,0.9555214723926381,0.8826118855465884,0.9752321981424149,0.9737856592135697,0.8911174785100286,0.9875195007800313,0.8913509649749821,0.9752895752895753,0.8667642752562226,0.5797872340425532,0.5908045977011495,0.7108116989812685,0.6769167691676917,0.6806645131518227,0.6441717791411042,0.5844444444444444,0.8888888888888888,0.921627731725697,0.8311874105865522,0.8774617067833698,0.64907819453274,0.8996309963099631,0.9406844106463879,0.7416723317471108,0.7337837837837838,0.9860248447204969,0.8805535324107793,0.9495412844036697,0.9376899696048632,0.9100294985250738,0.8149717514124294,0.9828793774319066,0.5875,0.8168350168350168,0.5864928909952607,0.8245363766048502,0.6447264076130056,0.596078431372549,0.6402966625463535,0.7167859984089101,0.7176740627390972,0.6768634209392503,0.7007407407407408,0.6046624575036426,0.6203848153926157
0.5201238390092879,0.6972972972972973,0,0.6223776223776224,0.5472578763127188,0.4109347442680776,0.5947089947089947,0.684,0.6939364773820982,0.6752655538694993,0.5489690721649485,0.33774834437086093,0.6122137404580152,0.8264840182648402,0.8854415274463007,0.5359712230215827,0.6114864864864865,0.6655518394648829,0.7391304347826086,0.75054704595186,0.737417943107221,0.858128078817734,0.8782816229116945,0.8230088495575221,0.7703549060542797,0.8481561822125814,0.8356164383561644,0.7620041753653445,0.8172043010752689,0.8628841607565012,0.7178423236514523,0.9172749391727494,0.9230769230769231,0.7009708737864078,0.9600997506234414,0.7335907335907336,0.927536231884058,0.7731958762886598,0.8018018018018018,0.8393480791618161,0.8945420906567992,0.9037227214377407,0.9097978227060654,0.875605815831987,0.8258977149075082,0.7611940298507462,0.7802690582959642,0.7833655705996132,0.7387755102040816,0.7832369942196532,0.7215189873417721,0.815668202764977,0.8169491525423729,0.8297161936560935,0.9557739557739557,0.7642276422764228,0.8501170960187353,0.8114942528735632,0.7810526315789473,0.77196261682243,0.9504950495049505,0.838452787258248,0.804635761589404,0.8513011152416357,0.8042226487523992,0.9000609384521633,0.8878343399482312,0.8371777476255088,0.9154929577464789,0.9088286208886325,0.9,0.9098405717427158,0.8505942275042445,0.8579654510556622
0.3271889400921659,0.7728836889194769,0.6223776223776224,0,0.6124031007751938,0.4028169014084507,0.7949940405244339,0.7083333333333334,0.7896009673518742,0.7404921700223713,0.723404255319149,0.576427255985267,0.6072234762979684,0.7345132743362832,0.8454106280193237,0.6046511627906976,0.5052631578947369,0.6424870466321243,0.6340694006309149,0.763265306122449,0.6244897959183674,0.9103362391033624,0.8907103825136612,0.75,0.7902621722846442,0.8189581554227157,0.8833107191316146,0.8052434456928839,0.8308270676691729,0.7535545023696683,0.7333333333333333,0.8291457286432161,0.7843137254901961,0.5841584158415841,0.9153439153439153,0.477124183006536,0.8316831683168316,0.3333333333333333,0.5984752223634053,0.6012364760432767,0.8574358974358974,0.7964338781575037,0.7653631284916201,0.723196881091618,0.5869872701555869,0.4163424124513619,0.5641025641025641,0.2459016393442623,0.34532374100719426,0.4375,0.4732824427480916,0.6306306306306306,0.38095238095238093,0.42118863049095606,0.9076923076923077,0.4,0.7023255813953488,0.6233183856502242,0.5209125475285171,0.2755417956656347,0.8854166666666666,0.6101949025487257,0.3877551020408163,0.5831932773109244,0.29449838187702265,0.8096571028691393,0.7550158394931362,0.5276190476190477,0.8085855031667839,0.8080210387902695,0.7964169381107492,0.819539514623522,0.7184265010351967,0.6674698795180722
0.44367176634214184,0.4798619102416571,0.5472578763127188,0.6124031007751938,0,0.55,0.5262353540499236,0.6649214659685864,0.5215827338129496,0.5,0.42285041224970554,0.3188405797101449,0.41483516483516486,0.8238747553816047,0.9065040650406504,0.56120826709062,0.6,0.6035767511177347,0.7209302325581395,0.7811320754716982,0.7735849056603774,0.6948529411764706,0.7678673527730131,0.8704761904761905,0.6847826086956522,0.7005494505494505,0.6575342465753424,0.6956521739130435,0.5813953488372093,0.8790322580645161,0.7045045045045045,0.9338842975206612,0.918200408997955,0.7278911564625851,0.9662447257383966,0.7360406091370558,0.9342915811088296,0.7526881720430108,0.7910447761194029,0.8197424892703863,0.8747203579418344,0.8884120171673819,0.8896247240618101,0.8520213577421816,0.8004032258064516,0.7490774907749077,0.8073217726396917,0.7627118644067796,0.7087033747779752,0.7647058823529411,0.7440585009140768,0.8422090729783037,0.7858220211161387,0.8005952380952381,0.9583333333333334,0.7380530973451327,0.88,0.8346456692913385,0.7700729927007299,0.75,0.9580712788259959,0.8130252100840336,0.7754800590841949,0.8295454545454546,0.7777777777777778,0.8903150525087514,0.8847402597402597,0.8197530864197531,0.89917936694021106,0.8914728682170543,0.891606080634501,0.9006342494714588,0.8465227817745803,0.8439461883408071
0.4965034965034965,0.8024861878453039,0.4109347442680776,0.4028169014084507,0.55,0,0.7919904363419008,0.6254416961130742,0.7153284671532847,0.5701357466063348,0.631484794275492,0.40892193308550184,0.4931506849315068,0.6742081447963801,0.801980198019802,0.44542772861356933,0.4666666666666667,0.47506561679790027,0.6282051282051282,0.5416666666666666,0.5166666666666667,0.8345864661654135,0.8629198080877313,0.7106382978723405,0.5725190839694656,0.8096054888507719,0.7896174863387978,0.5648854961832062,0.74573055028463,0.7184466019417476,0.49433962264150944,0.845360824742268,0.8391959798994975,0.4899328859060403,0.9130434782608695,0.5548172757475083,0.868020304568528,0.5447761194029851,0.7595907928388747,0.7694704049844237,0.9115681233933162,0.889634601043997,0.8802619270346118,0.8452497551420176,0.7749287749287749,0.5158730158730159,0.5720524017467249,0.5866666666666667,0.48717948717948717,0.6673684210526316,0.4708171206225681,0.6497695852534562,0.67828418230563,0.7015706806282722,0.9052631578947369,0.5418181818181819,0.7142857142857143,0.6238532110091743,0.5503875968992248,0.5974842767295597,0.893048128342246,0.770392749244713,0.6640826873385013,0.7864406779661017,0.625,0.8890449438202247,0.8641188959660298,0.7615384615384615,0.8954802259887006,0.8891820580474934,0.8822567457072772,0.9101123595505618,0.841831425598335,0.823030303030303
0.730593607305936,0.24936845904005775,0.5947089947089947,0.7949940405244339,0.5262353540499236,0.7919904363419008,0,0.8692403486924035,0.5645687645687646,0.7835694050991502,0.6524973432518597,0.631380977968834,0.7137989778534923,0.9417098445595855,0.9685245901639344,0.8339350180505415,0.7950530035335689,0.7946009389671361,0.8458715596330275,0.9206653870761357,0.9206653870761357,0.6567656765676567,0.7074047447879224,0.9512195121951219,0.8902208201892744,0.6496584973885094,0.635036496350365,0.8902208201892744,0.6389189189189189,0.960758665794637,0.8954659949622166,0.976268951878708,0.9724047306176085,0.8938926588525602,0.9893828798938288,0.8990147783251231,0.9776315789473684,0.8830923947203017,0.6294536817102138,0.6366412213740458,0.7429620563035496,0.7207207207207207,0.7081939799331104,0.6783276450511946,0.6246913580246913,0.9022222222222223,0.9355670103092784,0.8558225508317929,0.8847117794486216,0.6918798665183538,0.9088607594936708,0.9454545454545454,0.7676886792452831,0.7689149560117302,0.9867812293456708,0.8923654568210263,0.9582517938682322,0.945489941596366,0.9190385831752056,0.837903717245582,0.9867549668874173,0.6332493702770781,0.8432748538011696,0.6340825927861997,0.8438844499078058,0.7291590826356025,0.6962472406181015,0.6744438415626696,0.7364001460387003,0.7337090524832688,0.7219167321288296,0.7456410256410256,0.6760070052539404,0.6638733705772812
0.5580110497237569,0.85372918175235335,0.684,0.7083333333333334,0.6649214659685864,0.6254416961130742,0.8692403486924035,0,0.7960264900662252,0.6533333333333333,0.6951219512195121,0.6178343949044586,0.5417789757412399,0.5194805194805194,0.7185185185185186,0.5147058823529411,0.5064935064935064,0.5222929936305732,0.5673469387755102,0.5491329479768786,0.4797687861271676,0.8823529411764706,0.9324712643678161,0.5714285714285714,0.6512820512820513,0.9181073703366697,0.8646616541353384,0.6410256410256411,0.7956521739130434,0.5539568345323741,0.5252525252525253,0.8110236220472441,0.7424242424242424,0.6017316017316018,0.8632478632478633,0.7435897435897436,0.7846153846153846,0.8706467661691543,0.8993006993006993,0.9373913043478261,0.9424920127795527,0.9748822605965463,0.9760479041916168,0.9433962264150944,0.9307086614173228,0.8918918918918919,0.8765432098765432,0.9227467811158798,0.8543689320388349,0.8872549019607843,0.7263157894736842,0.8533333333333334,0.9215686274509803,0.9428571428571428,0.8211382113821138,0.8173076923076923,0.8461538461538461,0.8940397350993378,0.8743455497382199,0.848605577689243,0.8666666666666667,0.9226890756302522,0.88125,0.9579349904397706,0.9156118143459916,0.9543109801031687,0.9565714285714285,0.9381898454746137,0.9747961452928094,0.9475500345065563,0.9757785467128027,0.9843648208469056,0.9619686800894854,0.9656992084432717
0.7336293007769146,0.5947916666666667,0.6939364773820982,0.7896009673518742,0.5215827338129496,0.7153284671532847,0.5645687645687646,0.7960264900662252,0,0.5995623632385121,0.32104752667313285,0.5405940594059406,0.48131868131868133,0.8701298701298701,0.9317507418397626,0.6843403205918619,0.5537190082644629,0.5287221570926143,0.6683673469387755,0.8455056179775281,0.8342696629213483,0.5133858267716536,0.6540652511651994,0.9038189533239038,0.771117166212534,0.5982905982905983,0.4684385382059801,0.771117166212534,0.37737737737737737,0.911504424778761,0.7829036635006784,0.954954954954955,0.9523099850968704,0.8,0.975609756097561,0.8861578266494179,0.9611360239162929,0.9027027027027027,0.8755980861244019,0.9120287253141831,0.9429044269755896,0.9382239382239382,0.9493835171966256,0.9169457468184863,0.8875638841567292,0.9005524861878453,0.891583452211127,0.9041450777202072,0.876510067114094,0.8859556494192186,0.8737997256515775,0.9013062409288825,0.9171597633136095,0.9250585480093677,0.972809667673716,0.8955823293172691,0.9120234604105572,0.9159420289855073,0.9095890410958904,0.8936708860759494,0.9696509863429439,0.9012345679012346,0.9068684516880093,0.9265536723163842,0.9149484536082474,0.9356540084388185,0.9448373408769448,0.9254032258064516,0.9459745762711864,0.9366197183098591,0.9445427728613569,0.9411764705882353,0.9134682484298674,0.9213569776407093
0.7120921305182342,0.6597402597402597,0.6752655538694993,0.7404921700223713,0.5,0.5701357466063348,0.7835694050991502,0.6533333333333333,0.5995623632385121,0,0.46236559139784944,0.4380952380952381,0.2943396226415094,0.7252396166134185,0.8367346938775511,0.4617169373549884,0.6531049250535332,0.5602536997885835,0.7376237623762376,0.6566265060240963,0.6867469879518072,0.6584269662921348,0.8052869116698904,0.7553516819571865,0.519774011299435,0.7694753577106518,0.6310679611650486,0.519774011299435,0.531502423263328,0.7986577181208053,0.5238095238095238,0.9020979020979021,0.8831615120274914,0.6717948717948717,0.9420289855072463,0.8269720101781171,0.889273356401384,0.9,0.8443935926773455,0.9155313351498637,0.9214531173294059,0.9274249825540823,0.9638242894056848,0.9029649595687331,0.8790931989924433,0.8895348837209303,0.8753894080996885,0.9030612244897959,0.8410958904109589,0.855379188712522,0.8166189111747851,0.889967637540453,0.9268817204301075,0.9409282700421941,0.9148936170212766,0.8692098092643051,0.9072847682119205,0.9290322580645162,0.8971428571428571,0.8439024390243902,0.9283154121863799,0.8938992042440318,0.8663883089770354,0.9354838709677419,0.9242424242424242,0.8522427440633246,0.839458413926499,0.9248366013071896,0.9562334217506632,0.9427860696517413,0.9224334600760457,0.9197166469893743,0.8651471984805318,0.910577971646674
