chkd_n_1,chkd_n_2,chkd_n_4,chkd_n_5,chkd_n_6,chkd_n_9,chkd_s_1,chkd_s_2,chkd_s_3,chkd_s_4,chkd_s_5,chkd_s_9,gs_st__2,gs_st__3,gs_st__4,gs_st__7,gs_st__8,gs_st__9,prth_p_1,prth_p_2,prth_p_5,prth_p_6,prth_p_9,trqt_n_1,trqt_n_2,trqt_n_3,trqt_n_5,trqt_n_7,trqt_n_8,trqt_s_2,trqt_s_3,trqt_s_4,trqt_s_5,trqt_s_6,trqt_s_8
0,0.7866666666666666,0.8323353293413174,0.6142433234421365,0.4606741573033708,0.5327102803738317,0.7191489361702128,0.8122332859174964,0.6311239193083573,0.8015037593984963,0.8121546961325967,0.3956043956043956,0.4911242603550296,0.6149732620320856,0.6829268292682927,0.5742574257425742,0.6666666666666666,0.5096774193548387,0.8865784499054821,0.9012145748987854,0.813953488372093,0.8982188295165394,0.8148148148148148,0.6089385474860335,0.38028169014084506,0.8145695364238411,0.7897196261682243,0.6179775280898876,0.8610354223433242,0.7676056338028169,0.7437722419928826,0.7391304347826086,0.8034398034398035,0.7707006369426752,0.7655172413793103
0.7866666666666666,0,0.3238938053097345,0.4117647058823529,0.715625,0.7366863905325444,0.38197424892703863,0.4111587982832618,0.5129789864029666,0.28127772848269744,0.25463743676222594,0.7422360248447205,0.7876386687797148,0.8212634822804314,0.853035143769968,0.6325301204819277,0.9192982456140351,0.8314424635332253,0.6421052631578947,0.6098998232174425,0.48509485094850946,0.5185862279098111,0.5511363636363636,0.7472698907956318,0.7682119205298014,0.468586387434555,0.5483146067415731,0.75,0.5334448160535117,0.5120643431635389,0.5531628532974427,0.6167832167832168,0.49597238204833144,0.5850515463917526,0.5664893617021277
0.8323353293413174,0.3238938053097345,0,0.4809688581314879,0.7090395480225988,0.7204301075268817,0.36,0.37388483373884834,0.6077537058152793,0.16150627615062763,0.17065390749601275,0.7921348314606742,0.8340486409155937,0.8382147838214784,0.9020172910662824,0.6830601092896175,0.9247648902821317,0.8510948905109489,0.7040302267002518,0.6736543909348441,0.5897872340425532,0.3727325921591574,0.6476868327402135,0.8194640338504936,0.8065476190476191,0.5697115384615384,0.2797494780793319,0.8248587570621468,0.5981012658227848,0.5724815724815725,0.6054254007398274,0.7062579821200511,0.3447171824973319,0.6753554502369669,0.6195121951219512
0.6142433234421365,0.4117647058823529,0.4809688581314879,0,0.44297082228116713,0.48668280871670705,0.2615844544095665,0.49223946784922396,0.32967032967032966,0.4444444444444444,0.49512459371614304,0.5380577427821522,0.6956521739130435,0.7305699481865285,0.8292011019283747,0.4164588528678304,0.8697068403908795,0.7231638418079096,0.6435958631662689,0.6499302649930265,0.4312796208530806,0.6357039187227866,0.5460277427490542,0.6243386243386243,0.6129032258064516,0.313373253493014,0.4704944178628389,0.623342175066313,0.564844587352626,0.3333333333333333,0.3333333333333333,0.4911504424778761,0.41914191419141916,0.4775828460038986,0.4069529652351738
0.4606741573033708,0.715625,0.7090395480225988,0.44297082228116713,0,0.2125984251968504,0.5725490196078431,0.746971736204576,0.5968992248062015,0.7049645390070922,0.7303664921465969,0.32432432432432434,0.6172248803827751,0.6651982378854625,0.8529411764705882,0.5454545454545454,0.8378378378378378,0.6,0.8142076502732241,0.84,0.7021897810218978,0.8326497128794094,0.6782334384858044,0.634703196347032,0.4175824175824176,0.6842105263157895,0.7649572649572649,0.6513761467889908,0.8397932816537468,0.691358024691358,0.6697819314641744,0.6313993174061433,0.7449664429530202,0.6779661016949152,0.6727272727272727
0.5327102803738317,0.7366863905325444,0.7204301075268817,0.48668280871670705,0.2125984251968504,0,0.5787545787545788,0.7432605905006419,0.6028368794326241,0.6734143049932524,0.685,0.40310077519379844,0.6653061224489796,0.7490494296577946,0.8583333333333333,0.6330935251798561,0.8804347826086957,0.6883116883116883,0.7742504409171076,0.8001525553012967,0.636615811373093,0.7944223107569721,0.6597014925373135,0.6549019607843137,0.4954128440366973,0.7354497354497355,0.7698412698412699,0.6850393700787402,0.8444444444444444,0.7055555555555556,0.7142857142857143,0.6778115501519757,0.7763975155279503,0.7230769230769231,0.7103825136612022
0.7191489361702128,0.38197424892703863,0.36,0.2615844544095665,0.5725490196078431,0.5787545787545788,0,0.2966183574879227,0.3549337260677467,0.2637913741223671,0.3409090909090909,0.603112840466926,0.6327345309381237,0.6955684007707129,0.7096774193548387,0.5056179775280899,0.8363636363636363,0.6919917864476386,0.6589928057553956,0.595405232929164,0.46980552712384854,0.5526141628060887,0.5745140388768899,0.6555772994129159,0.6962025316455697,0.4353312302839117,0.3868421052631579,0.6,0.5121951219512195,0.37012987012987014,0.41272430668841764,0.5384615384615384,0.2665764546684709,0.5046439628482973,0.3954983922829582
0.8122332859174964,0.4111587982832618,0.37388483373884834,0.49223946784922396,0.746971736204576,0.7432605905006419,0.2966183574879227,0,0.5131578947368421,0.28292682926829266,0.3405740884406517,0.7643908969210174,0.7275204359673024,0.6941489361702128,0.7421124828532236,0.6558018252933507,0.8900445765230312,0.7805555555555556,0.6512630930375847,0.5733333333333334,0.4743801652892562,0.4701834862385321,0.5823986194995686,0.7634408602150538,0.7963224893917963,0.5847750865051903,0.45820745216515607,0.7254374158815612,0.5827559661277906,0.5123674911660777,0.508274231678487,0.6381418092909535,0.3559670781893004,0.5995449374288965,0.49005847953216375
0.6311239193083573,0.5129789864029666,0.6077537058152793,0.32967032967032966,0.5968992248062015,0.6028368794326241,0.3549337260677467,0.5131578947368421,0,0.47139588100686497,0.5434083601286174,0.6010230179028133,0.5767195767195767,0.6414141414141414,0.6729222520107239,0.36739659367396593,0.7854889589905363,0.6428571428571429,0.7158642462509865,0.7022160664819944,0.550351288056206,0.7060518731988472,0.6363636363636364,0.4484536082474227,0.6011396011396012,0.4911937377690802,0.5667189952904239,0.5142118863049095,0.6373276776246023,0.39553752535496955,0.37142857142857144,0.45021645021645024,0.4772727272727273,0.44550669216061184,0.3306613226452906
0.8015037593984963,0.28127772848269744,0.16150627615062763,0.4444444444444444,0.7049645390070922,0.6734143049932524,0.2637913741223671,0.28292682926829266,0.47139588100686497,0,0.10951239008792965,0.6981664315937941,0.7270114942528736,0.7619047619047619,0.7829232995658466,0.6378600823045267,0.8771653543307086,0.7683284457478006,0.6668769716088329,0.6186152099886493,0.5307167235494881,0.40093786635404455,0.5932203389830508,0.71671388101983,0.7847533632286996,0.5585042219541616,0.33403141361256544,0.699290780141844,0.5638382236320381,0.4969173859432799,0.5247524752475248,0.6307692307692307,0.2762312633832976,0.6004756242568371,0.5348837209302325
0.8121546961325967,0.25463743676222594,0.17065390749601275,0.49512459371614304,0.7303664921465969,0.685,0.3409090909090909,0.3405740884406517,0.5434083601286174,0.10951239008792965,0,0.7135416666666666,0.785430463576159,0.8085381630012937,0.8533333333333334,0.6649746192893401,0.8962536023054755,0.8191632928475033,0.6763990267639902,0.6210873146622735,0.536961819658814,0.401699716713881,0.6254237288135593,0.7490196078431373,0.8021978021978022,0.5968468468468469,0.35700197238658776,0.7513089005235603,0.5909090909090909,0.5678160919540229,0.5893886966551326,0.6972586412395709,0.3434038267875126,0.6711111111111111,0.6027397260273972
0.3956043956043956,0.7422360248447205,0.7921348314606742,0.5380577427821522,0.32432432432432434,0.40310077519379844,0.603112840466926,0.7643908969210174,0.6010230179028133,0.6981664315937941,0.7135416666666666,0,0.6056338028169014,0.6536796536796536,0.7596153846153846,0.6178861788617886,0.7894736842105263,0.5778894472361809,0.8257713248638838,0.8326817826426895,0.7039187227866474,0.8250204415372036,0.7021943573667712,0.6053811659192825,0.5698924731182796,0.791907514450867,0.7966101694915254,0.6216216216216216,0.8277634961439588,0.7926829268292683,0.7538461538461538,0.7441077441077442,0.8093126385809313,0.776536312849162,0.7425149700598802
0.4911242603550296,0.7876386687797148,0.8340486409155937,0.6956521739130435,0.6172248803827751,0.6653061224489796,0.6327345309381237,0.7275204359673024,0.5767195767195767,0.7270114942528736,0.785430463576159,0.6056338028169014,0,0.30275229357798167,0.24102564102564103,0.41630901287553645,0.49640287769784175,0.22580645161290322,0.8861340679522498,0.8957345971563981,0.8076923076923077,0.8925619834710744,0.808,0.45714285714285713,0.44508670520231214,0.7477477477477478,0.803921568627451,0.32057416267942584,0.8300653594771242,0.49206349206349204,0.4807692307692308,0.4225352112676056,0.6575342465753424,0.4956521739130435,0.45794392523364486
0.6149732620320856,0.8212634822804314,0.8382147838214784,0.7305699481865285,0.6651982378854625,0.7490494296577946,0.6955684007707129,0.6941489361702128,0.6414141414141414,0.7619047619047619,0.8085381630012937,0.6536796536796536,0.30275229357798167,0,0.3051643192488263,0.49800796812749004,0.554140127388535,0.30392156862745096,0.9024390243902439,0.9127725856697819,0.8414985590778098,0.9087947882736156,0.8413685847589425,0.6578947368421053,0.643979057591623,0.7663817663817664,0.870020964360587,0.5330396475770925,0.8544061302681992,0.5375375375375375,0.42424242424242425,0.44370860927152317,0.6622807017543859,0.5041322314049587,0.3746312684365782
