chkd_n_2,chkd_n_3,chkd_n_5,chkd_n_7,chkd_n_8,chkd_n_9,chkd_s_1,chkd_s_2,chkd_s_5,chkd_s_6,chkd_s_8,chkd_s_9,prth_p_2,prth_p_3,prth_p_4,trqt_n_1,trqt_n_2,trqt_n_4,trqt_n_5,trqt_n_6,trqt_n_8,trqt_s_2,trqt_s_3,trqt_s_4,trqt_s_5,trqt_s_8,trqt_s_9
0,0.4092387768379961,0.44138473642800946,0.20048019207683074,0.32265446224256294,0.48923076923076925,0.5201958384332925,0.6126205083260298,0.6880661677825916,0.43859649122807015,0.4627696590118302,0.3726346433770015,0.8132427843803056,0.8039895923677364,0.7554904831625183,0.7210682492581603,0.7755710029791459,0.6496872207327972,0.6660412757973734,0.8773006134969326,0.5697211155378487,0.6734992679355783,0.8034265103697025,0.6821071752951862,0.7115537848605578,0.6629746835443038,0.723404255319149
0.4092387768379961,0,0.3773913043478261,0.5818770226537217,0.39327731092436974,0.5894826123833757,0.4976867151354924,0.49019607843137253,0.6004962779156328,0.3067484662576687,0.49544072948328266,0.4668794892258579,0.7332071901608326,0.7034883720930233,0.6883534136546184,0.6921348314606741,0.7629796839729119,0.5711422845691383,0.6190476190476191,0.8553092182030338,0.4532627865961199,0.5630522088353414,0.708502024291498,0.6530612244897959,0.5185185185185185,0.6080489938757655,0.5313351498637602
0.44138473642800946,0.3773913043478261,0,0.5574667709147771,0.28354978354978355,0.49835706462212487,0.6439454691259021,0.5119363395225465,0.8020446096654275,0.5472061657032755,0.6,0.46707193515704154,0.6257901390644753,0.5796344647519582,0.609805924412666,0.5608974358974359,0.6516129032258065,0.4016393442622951,0.5169366715758469,0.7935702199661591,0.38018433179723504,0.5648621041879469,0.6094182825484764,0.5994397759103641,0.5506912442396313,0.5872291904218928,0.5616766467065868
0.20048019207683074,0.5818770226537217,0.5574667709147771,0,0.42380591357088704,0.5214067278287462,0.5310596833130329,0.7615317667536988,0.6898311739301138,0.5561758548499651,0.5515570934256055,0.48625180897250364,0.7976391231028668,0.8604651162790697,0.8020378457059679,0.8272816486751717,0.8502463054187193,0.7160603371783496,0.8175046554934823,0.8823529411764706,0.7181314330958036,0.8005822416302766,0.8549686660698299,0.8286744815148782,0.8495645288994458,0.7971698113207547,0.8715447154471545
0.32265446224256294,0.39327731092436974,0.28354978354978355,0.42380591357088704,0,0.3830010493179433,0.554001554001554,0.5214105793450882,0.7408759124087592,0.42115027829313545,0.48256880733944957,0.3222979552093476,0.6823104693140795,0.6699751861042184,0.6565260058881256,0.6024096385542169,0.703030303030303,0.47150259067357514,0.5605006954102921,0.8193343898573693,0.43171806167400884,0.5996074582924436,0.6430446194225722,0.636604774535809,0.6211453744493393,0.6270447110141767,0.632
0.48923076923076925,0.5894826123833757,0.49835706462212487,0.5214067278287462,0.3830010493179433,0,0.5438871473354232,0.5862068965517241,0.6909674461256304,0.5482661668228679,0.4439295644114921,0.44291338582677164,0.724390243902439,0.6779874213836478,0.6607142857142857,0.6722817764165391,0.7134052388289677,0.519053876478318,0.6497175141242938,0.7806451612903226,0.5674470457079153,0.6666666666666666,0.7017310252996005,0.7173620457604307,0.7123745819397993,0.6754966887417219,0.7245370370370371
0.5201958384332925,0.4976867151354924,0.6439454691259021,0.5310596833130329,0.554001554001554,0.5438871473354232,0,0.459265890778872,0.38687872763419484,0.3176302640970735,0.23991507430997877,0.3925925925925926,0.7625649913344887,0.7838795394154119,0.7377049180327869,0.7001013171225937,0.7355035605289929,0.6273972602739726,0.6353166986564299,0.7442348008385744,0.5775792038992689,0.46050670640834573,0.623963133640553,0.5691736304549675,0.48172217709179527,0.4435483870967742,0.5075125208681135
0.6126205083260298,0.49019607843137253,0.5119363395225465,0.7615317667536988,0.5214105793450882,0.5862068965517241,0.459265890778872,0,0.6963402571711177,0.4185022026431718,0.34347826086956523,0.4539089848308051,0.7639939485627837,0.7389937106918238,0.7479387514723204,0.5425101214574899,0.636734693877551,0.4983388704318937,0.453551912568306,0.7657266811279827,0.3902439024390244,0.49352179034157834,0.6959459459459459,0.5102739726027398,0.4634146341463415,0.49129852744310576,0.47801418439716314
0.6880661677825916,0.6004962779156328,0.8020446096654275,0.6898311739301138,0.7408759124087592,0.6909674461256304,0.38687872763419484,0.6963402571711177,0,0.5394622723330442,0.48662640207075064,0.6301552106430155,0.8737251092763477,0.8446411012782694,0.8041833555852247,0.8424947145877378,0.850635593220339,0.79,0.7976373908577299,0.8719741796664874,0.7546816479400749,0.6021361815754339,0.792964824120603,0.7719475277497477,0.6985018726591761,0.6335664335664336,0.7118402282453637
0.43859649122807015,0.3067484662576687,0.5472061657032755,0.5561758548499651,0.42115027829313545,0.5482661668228679,0.3176302640970735,0.4185022026431718,0.5394622723330442,0,0.29069767441860467,0.3023663453111306,0.8603174603174604,0.8152173913043478,0.8146513680494263,0.6632390745501285,0.7338501291989664,0.6320541760722348,0.6014405762304922,0.8228187919463087,0.5244618395303327,0.5957634598411298,0.7785388127853882,0.6428571428571429,0.5675146771037182,0.6100872938894277,0.583417593528817
