year,pair,samples,ss,signif,corr
2015,macro-16S,43,0.9431447946692819,0.131,0.23844329583932128
2015,macro-18S,36,0.8865061972280851,0.034,0.3368884129380453
2015,18S-16S,39,0.6274411438727572,1e-4,0.6103759957003903
