year,pair,samples,ss,signif,corr
2018,macro-16S,21,0.7856386968751787,0.027,0.46299168796515267
2018,macro-18S,18,0.5508856332817675,0.001,0.670159956068872
2018,18S-16S,26,0.9784172678326517,0.8272,0.14691062646162903
