Cast PK,File PK,Hakai_ID,Filename,CTD model,CTD serial number,CTD firmware version,Cruise,Station,Station Longitude,Station Latitude,Distance from station,Location Flag,Drop number,Start time,Drop time (s),Drop depth (m),Target depth (m),Drop speed (m/s),Bottom time,Operators,Comments,Cast Type,Sensors Submerged,Water Depth (m),Soak Start,Soak End,Weather
4813,1780,018066_2015-07-01T19:39:34.334Z,018066_20150701_2128,XRX-620,18066,6.81,SEA2015,SEA6,-128.4501,51.9275,2.94900074,,,2015-07-01 12:39:35.000,10,4.701855477,7,0.494879824,2015-07-01 12:39:44.501,"Rhea Sanders,Laura Parfrey",,,,,Invalid date,Invalid date,
5300,1888,018032_2016-07-10T17:58:23.500Z,018032_20160710_1720,XRX-620,18032,6.81,"MACRO_MGEO,OUTSHRS",SEA6,-128.4501,51.9275,536.6627886,,2,2016-07-10 10:58:23.667,6,5.564353107,5,0.902277973,2016-07-10 10:58:29.834,"Lucy,Midoli,Nelson","Niskin at site, CTD off site",,,,Invalid date,Invalid date,
11660,4692,066061_2018-03-18T19:49:41.000Z,066061_20180318_1647,RBRconcerto,66061,1.400,NEARSHORE,SEA06,,,,,1,2018-03-18 12:49:41.000,4,5.123504577,4,1.138557658,2018-03-18 12:49:45.500,"ben.millardmartin,kyle.hall,zach.monteith",,,,,Invalid date,Invalid date,
