Cast PK,File PK,Hakai_ID,Filename,CTD model,CTD serial number,CTD firmware version,Cruise,Station,Station Longitude,Station Latitude,Distance from station,Location Flag,Drop number,Start time,Drop time (s),Drop depth (m),Target depth (m),Drop speed (m/s),Bottom time,Operators,Comments,Cast Type,Sensors Submerged,Water Depth (m),Soak Start,Soak End,Weather
4807,1778,018066_2015-06-27T23:31:46.166Z,018066_20150627_2123,XRX-620,18066,6.81,SEA2015,SEA8,-128.4119,52.0626,3.17607379,,,2015-06-27 16:31:53.333,8,5.959489872,7,0.744935592,2015-06-27 16:32:01.333,"Rhea Sanders,Laura Parfrey",,,,,Invalid date,Invalid date,
5309,1888,018032_2016-07-10T20:40:22.166Z,018032_20160710_1720,XRX-620,18032,6.81,"MACRO_MGEO,OUTSHRS",SEA8,-128.4119,52.0626,15.51645589,,2,2016-07-10 13:40:22.333,6,5.866753779,5,1.066682439,2016-07-10 13:40:27.833,"Lucy,Midoli,Nelson","Niskin done first, then CTD at same site",,,,Invalid date,Invalid date,
9741,3598,01907467_2017-07-20T19:36:52Z,SBE19plus_01907467_2017_07_20_0010,SBE19plus,1907467,2.5.2,MACRO_MGEO,SEA8,-128.4119,52.0626,105.2106828,,2,2017-07-20 12:36:52.000,175,,5,,2017-07-20 12:39:47.000,"brent.rayner,emma.myers,lawren.mcnab",,,,,Invalid date,Invalid date,
