chkd_n_1,chkd_n_2,chkd_n_3,chkd_n_4,chkd_n_6,chkd_s_1,chkd_s_2,chkd_s_3,chkd_s_4,chkd_s_5,chkd_s_6,prth_b_1,prth_b_2,prth_b_3,prth_b_5,prth_b_6,prth_p_1,prth_p_2,prth_p_3,prth_p_4,prth_p_5,prth_p_6,trqt_n_1,trqt_n_2,trqt_n_3,trqt_n_4,trqt_n_5,trqt_n_6,trqt_s_1,trqt_s_2,trqt_s_3,trqt_s_4,trqt_s_5,trqt_s_6
0.798,0.7993333333333333,0.7526666666666667,0.816,0.7736666666666666,0.6696666666666666,0.527,0.618,0.6383333333333333,0.614,0,0.84,0.8926666666666667,0.884,0.885,0.915,0.8096666666666666,0.8603333333333333,0.9053333333333333,0.8406666666666667,0.793,0.7903333333333333,0.7606666666666667,0.762,0.8126666666666666,0.7553333333333333,0.829,0.7616666666666667,0.8616666666666667,0.8473333333333334,0.8726666666666667,0.816,0.8403333333333334,0.844
0.8673333333333333,0.9066666666666666,0.8866666666666667,0.896,0.9096666666666666,0.885,0.8936666666666667,0.7983333333333333,0.904,0.8816666666666667,0.84,0,0.48233333333333334,0.509,0.5103333333333333,0.4826666666666667,0.675,0.6753333333333333,0.722,0.8213333333333334,0.593,0.6606666666666666,0.8263333333333334,0.8353333333333334,0.8323333333333334,0.895,0.7833333333333333,0.8363333333333334,0.84,0.802,0.8293333333333334,0.738,0.7943333333333333,0.7926666666666666
0.9086666666666666,0.9373333333333334,0.917,0.9143333333333333,0.9516666666666667,0.954,0.9453333333333334,0.8683333333333333,0.956,0.956,0.8926666666666667,0.48233333333333334,0,0.491,0.4603333333333333,0.4063333333333333,0.7623333333333333,0.7346666666666667,0.7846666666666666,0.8543333333333333,0.7536666666666667,0.822,0.8813333333333333,0.9036666666666666,0.8813333333333333,0.9623333333333334,0.8836666666666667,0.8833333333333333,0.888,0.8773333333333333,0.8706666666666667,0.8303333333333334,0.8653333333333333,0.8726666666666667
0.8973333333333333,0.909,0.9173333333333333,0.8836666666666667,0.9363333333333334,0.939,0.9326666666666666,0.867,0.95,0.9266666666666666,0.884,0.509,0.491,0,0.4683333333333333,0.453,0.7066666666666667,0.7943333333333333,0.8036666666666666,0.8013333333333333,0.623,0.7846666666666666,0.8816666666666667,0.905,0.86,0.9233333333333333,0.752,0.8733333333333333,0.9216666666666666,0.8863333333333333,0.8986666666666666,0.6816666666666666,0.878,0.8806666666666667
0.91,0.926,0.9183333333333333,0.922,0.9393333333333334,0.9596666666666667,0.9436666666666667,0.864,0.9583333333333334,0.9623333333333334,0.885,0.5103333333333333,0.4603333333333333,0.4683333333333333,0,0.426,0.7996666666666666,0.7716666666666666,0.775,0.866,0.8056666666666666,0.84,0.891,0.909,0.9003333333333333,0.9546666666666667,0.9186666666666666,0.89,0.891,0.874,0.88,0.87,0.867,0.8663333333333333
0.9496666666666667,0.9476666666666667,0.9336666666666666,0.9593333333333334,0.9656666666666667,0.9473333333333334,0.9533333333333334,0.913,0.9456666666666667,0.9556666666666667,0.915,0.4826666666666667,0.4063333333333333,0.453,0.426,0,0.719,0.6586666666666666,0.6993333333333334,0.8743333333333333,0.748,0.79,0.8816666666666667,0.8593333333333333,0.9086666666666666,0.9406666666666667,0.8406666666666667,0.905,0.8393333333333334,0.837,0.824,0.8573333333333333,0.813,0.83
0.9133333333333333,0.8903333333333333,0.861,0.9366666666666666,0.8883333333333333,0.817,0.8426666666666667,0.8383333333333334,0.796,0.8143333333333334,0.8096666666666666,0.675,0.7623333333333333,0.7066666666666667,0.7996666666666666,0.719,0,0.444,0.6423333333333333,0.8383333333333334,0.5746666666666667,0.605,0.8636666666666667,0.753,0.884,0.8263333333333334,0.6693333333333333,0.8653333333333333,0.8266666666666667,0.803,0.8063333333333333,0.7406666666666667,0.7276666666666667,0.7876666666666666
0.941,0.92,0.8673333333333333,0.9673333333333334,0.9266666666666666,0.8156666666666667,0.8556666666666667,0.8893333333333333,0.774,0.81,0.8603333333333333,0.6753333333333333,0.7346666666666667,0.7943333333333333,0.7716666666666666,0.6586666666666666,0.444,0,0.6233333333333333,0.8523333333333334,0.6906666666666667,0.6096666666666667,0.867,0.6903333333333334,0.9153333333333333,0.8403333333333334,0.709,0.8843333333333333,0.7386666666666667,0.7176666666666667,0.724,0.855,0.649,0.6843333333333333
0.9506666666666667,0.95,0.9316666666666666,0.973,0.9503333333333334,0.913,0.9253333333333333,0.9213333333333333,0.9256666666666666,0.9256666666666666,0.9053333333333333,0.722,0.7846666666666666,0.8036666666666666,0.775,0.6993333333333334,0.6423333333333333,0.6233333333333333,0,0.889,0.7126666666666667,0.6673333333333333,0.883,0.873,0.936,0.912,0.8826666666666667,0.895,0.847,0.834,0.8416666666666667,0.913,0.8186666666666667,0.8076666666666666
0.8596666666666667,0.872,0.8106666666666666,0.834,0.8886666666666667,0.9166666666666666,0.9466666666666667,0.816,0.925,0.9266666666666666,0.8406666666666667,0.8213333333333334,0.8543333333333333,0.8013333333333333,0.866,0.8743333333333333,0.8383333333333334,0.8523333333333334,0.889,0,0.6873333333333334,0.841,0.777,0.8956666666666667,0.5926666666666667,0.7216666666666667,0.7923333333333333,0.621,0.9273333333333333,0.901,0.916,0.6856666666666666,0.8856666666666667,0.8906666666666667
0.7873333333333333,0.828,0.8183333333333334,0.809,0.8713333333333333,0.815,0.885,0.745,0.8493333333333334,0.844,0.793,0.593,0.7536666666666667,0.623,0.8056666666666666,0.748,0.5746666666666667,0.6906666666666667,0.7126666666666667,0.6873333333333334,0,0.5173333333333333,0.7676666666666667,0.8043333333333333,0.6966666666666667,0.759,0.5976666666666667,0.7173333333333334,0.879,0.8426666666666667,0.8663333333333333,0.5383333333333333,0.824,0.805
0.926,0.906,0.8466666666666667,0.9506666666666667,0.9083333333333333,0.7416666666666667,0.8363333333333334,0.8586666666666667,0.7636666666666667,0.762,0.7903333333333333,0.6606666666666666,0.822,0.7846666666666666,0.84,0.79,0.605,0.6096666666666667,0.6673333333333333,0.841,0.5173333333333333,0,0.8323333333333334,0.7623333333333333,0.8683333333333333,0.783,0.6766666666666666,0.8386666666666667,0.8683333333333333,0.8293333333333334,0.855,0.8046666666666666,0.799,0.7826666666666666
0.887,0.8446666666666667,0.905,0.7566666666666667,0.7296666666666667,0.9113333333333333,0.923,0.809,0.9276666666666666,0.9243333333333333,0.7606666666666667,0.8263333333333334,0.8813333333333333,0.8816666666666667,0.891,0.8816666666666667,0.8636666666666667,0.867,0.883,0.777,0.7676666666666667,0.8323333333333334,0,0.8653333333333333,0.6413333333333333,0.558,0.8773333333333333,0.44366666666666665,0.9286666666666666,0.869,0.9333333333333333,0.835,0.897,0.8683333333333333
0.916,0.9003333333333333,0.8046666666666666,0.9463333333333334,0.8913333333333333,0.7506666666666667,0.7906666666666666,0.875,0.634,0.655,0.762,0.8353333333333334,0.9036666666666666,0.905,0.909,0.8593333333333333,0.753,0.6903333333333334,0.873,0.8956666666666667,0.8043333333333333,0.7623333333333333,0.8653333333333333,0,0.894,0.7723333333333333,0.5916666666666667,0.846,0.668,0.6356666666666667,0.703,0.8706666666666667,0.576,0.5916666666666667
0.815,0.8583333333333333,0.812,0.6696666666666666,0.7456666666666667,0.916,0.9426666666666667,0.736,0.928,0.931,0.8126666666666666,0.8323333333333334,0.8813333333333333,0.86,0.9003333333333333,0.9086666666666666,0.884,0.9153333333333333,0.936,0.5926666666666667,0.6966666666666667,0.8683333333333333,0.6413333333333333,0.894,0,0.6036666666666667,0.782,0.5573333333333333,0.936,0.9163333333333333,0.92,0.6856666666666666,0.909,0.921
0.9166666666666666,0.8266666666666667,0.7863333333333333,0.8233333333333334,0.779,0.7593333333333333,0.8526666666666667,0.8283333333333334,0.8133333333333334,0.8286666666666667,0.7553333333333333,0.895,0.9623333333333334,0.9233333333333333,0.9546666666666667,0.9406666666666667,0.8263333333333334,0.8403333333333334,0.912,0.7216666666666667,0.759,0.783,0.558,0.7723333333333333,0.6036666666666667,0,0.6716666666666666,0.5663333333333334,0.8876666666666667,0.8303333333333334,0.8863333333333333,0.7386666666666667,0.865,0.835
0.93966666666666665,0.905,0.747,0.9676666666666667,0.9153333333333333,0.7696666666666667,0.8693333333333333,0.8883333333333333,0.742,0.7703333333333333,0.829,0.7833333333333333,0.8836666666666667,0.752,0.9186666666666666,0.8406666666666667,0.6693333333333333,0.709,0.8826666666666667,0.7923333333333333,0.5976666666666667,0.6766666666666666,0.8773333333333333,0.5916666666666667,0.782,0.6716666666666666,0,0.766,0.8266666666666667,0.7893333333333333,0.811,0.5886666666666667,0.7663333333333333,0.7613333333333333
0.8453333333333334,0.8373333333333334,0.7973333333333333,0.8,0.757,0.869,0.9086666666666666,0.7176666666666667,0.881,0.899,0.7616666666666667,0.8363333333333334,0.8833333333333333,0.8733333333333333,0.89,0.905,0.8653333333333333,0.8843333333333333,0.895,0.621,0.7173333333333334,0.8386666666666667,0.44366666666666665,0.846,0.5573333333333333,0.5663333333333334,0.766,0,0.9126666666666666,0.8583333333333333,0.9193333333333333,0.7063333333333334,0.8903333333333333,0.857
0.933,0.922,0.906,0.947,0.9243333333333333,0.8513333333333334,0.8633333333333333,0.8863333333333333,0.863,0.8586666666666667,0.8616666666666667,0.84,0.888,0.9216666666666666,0.891,0.8393333333333334,0.8266666666666667,0.7386666666666667,0.847,0.9273333333333333,0.879,0.8683333333333333,0.9286666666666666,0.668,0.936,0.8876666666666667,0.8266666666666667,0.9126666666666666,0,0.4116666666666667,0.36,0.876,0.4633333333333333,0.507
0.9263333333333333,0.89,0.8813333333333333,0.9293333333333333,0.89,0.7993333333333333,0.834,0.88,0.8206666666666667,0.809,0.8473333333333334,0.802,0.8773333333333333,0.8863333333333333,0.874,0.837,0.803,0.7176666666666667,0.834,0.901,0.8426666666666667,0.8293333333333334,0.869,0.6356666666666667,0.9163333333333333,0.8303333333333334,0.7893333333333333,0.8583333333333333,0.4116666666666667,0,0.377,0.8636666666666667,0.401,0.353
0.946,0.939,0.9113333333333333,0.97,0.9433333333333334,0.8716666666666667,0.8743333333333333,0.8983333333333333,0.86,0.8703333333333333,0.8726666666666667,0.8293333333333334,0.8706666666666667,0.8986666666666666,0.88,0.824,0.8063333333333333,0.724,0.8416666666666667,0.916,0.8663333333333333,0.855,0.9333333333333333,0.703,0.92,0.8863333333333333,0.811,0.9193333333333333,0.36,0.377,0,0.8416666666666667,0.46066666666666667,0.5696666666666667
0.8233333333333334,0.876,0.7903333333333333,0.7986666666666666,0.8646666666666667,0.888,0.8983333333333333,0.7346666666666667,0.8916666666666667,0.8973333333333333,0.816,0.738,0.8303333333333334,0.6816666666666666,0.87,0.8573333333333333,0.7406666666666667,0.855,0.913,0.6856666666666666,0.5383333333333333,0.8046666666666666,0.835,0.8706666666666667,0.6856666666666666,0.7386666666666667,0.5886666666666667,0.7063333333333334,0.876,0.8636666666666667,0.8416666666666667,0,0.8416666666666667,0.8676666666666667
0.9323333333333333,0.9073333333333333,0.8873333333333333,0.9456666666666667,0.9156666666666666,0.823,0.8583333333333333,0.891,0.8116666666666666,0.8106666666666666,0.8403333333333334,0.7943333333333333,0.8653333333333333,0.878,0.867,0.813,0.7276666666666667,0.649,0.8186666666666667,0.8856666666666667,0.824,0.799,0.897,0.576,0.909,0.865,0.7663333333333333,0.8903333333333333,0.4633333333333333,0.401,0.46066666666666667,0.8416666666666667,0,0.339
0.929,0.8853333333333333,0.8466666666666667,0.9333333333333333,0.8903333333333333,0.7616666666666667,0.8206666666666667,0.8876666666666667,0.7936666666666666,0.779,0.844,0.7926666666666666,0.8726666666666667,0.8806666666666667,0.8663333333333333,0.83,0.7876666666666666,0.6843333333333333,0.8076666666666666,0.8906666666666667,0.805,0.7826666666666666,0.8683333333333333,0.5916666666666667,0.921,0.835,0.7613333333333333,0.857,0.507,0.353,0.5696666666666667,0.8676666666666667,0.339,0
