chkd_n_1,chkd_n_2,chkd_n_3,chkd_n_4,chkd_s_1,chkd_s_2,chkd_s_3,chkd_s_4,chkd_s_6,prth_b_3,prth_b_4,prth_b_5,prth_b_6,prth_b_7,prth_p_1,prth_p_2,prth_p_3,prth_p_4,prth_p_5,trqt_n_1,trqt_n_2,trqt_n_3,trqt_n_4,trqt_n_5,trqt_s_1,trqt_s_2,trqt_s_3,trqt_s_4
0,0.586,0.685,0.6016666666666667,0.8643333333333333,0.837,0.9033333333333333,0.8726666666666667,0.8816666666666667,0.812,0.8816666666666667,0.8486666666666667,0.8683333333333333,0.882,0.8406666666666667,0.886,0.8886666666666667,0.8056666666666666,0.9073333333333333,0.9033333333333333,0.9236666666666666,0.9463333333333334,0.914,0.896,0.949,0.9386666666666666,0.9323333333333333,0.9363333333333334
0.586,0,0.7166666666666667,0.289,0.8906666666666667,0.878,0.9266666666666666,0.896,0.902,0.8326666666666667,0.9083333333333333,0.861,0.9006666666666666,0.9056666666666666,0.8503333333333334,0.8903333333333333,0.907,0.8006666666666666,0.915,0.9206666666666666,0.9643333333333334,0.9796666666666667,0.9446666666666667,0.937,0.9663333333333334,0.9343333333333333,0.956,0.9623333333333334
0.685,0.7166666666666667,0,0.7056666666666667,0.94,0.932,0.968,0.9443333333333334,0.9503333333333334,0.841,0.9163333333333333,0.854,0.886,0.917,0.863,0.909,0.927,0.8206666666666667,0.922,0.917,0.9526666666666667,0.9686666666666667,0.94,0.921,0.9456666666666667,0.9376666666666666,0.9276666666666666,0.9623333333333334
0.6016666666666667,0.289,0.7056666666666667,0,0.9066666666666666,0.879,0.9503333333333334,0.915,0.9276666666666666,0.818,0.8896666666666667,0.8573333333333333,0.8873333333333333,0.8863333333333333,0.8383333333333334,0.878,0.8973333333333333,0.7976666666666666,0.906,0.9126666666666666,0.9373333333333334,0.96,0.9283333333333333,0.917,0.955,0.9266666666666666,0.939,0.9606666666666667
0.8643333333333333,0.8906666666666667,0.94,0.9066666666666666,0,0.5173333333333333,0.7503333333333333,0.388,0.5483333333333333,0.9583333333333334,0.9563333333333334,0.963,0.956,0.9586666666666667,0.8786666666666667,0.8853333333333333,0.929,0.939,0.903,0.8246666666666667,0.7386666666666667,0.81033333333333335,0.7546666666666667,0.789,0.879,0.8886666666666667,0.874,0.792
0.837,0.878,0.932,0.879,0.5173333333333333,0,0.7626666666666667,0.397,0.61,0.9646666666666667,0.9623333333333334,0.967,0.9606666666666667,0.9673333333333334,0.9106666666666666,0.921,0.9476666666666667,0.9386666666666666,0.9263333333333333,0.8903333333333333,0.8486666666666667,0.8946666666666667,0.8653333333333333,0.8513333333333334,0.9143333333333333,0.939,0.9206666666666666,0.8346666666666667
0.9033333333333333,0.9266666666666666,0.968,0.9503333333333334,0.7503333333333333,0.7626666666666667,0,0.776,0.5956666666666667,0.9356666666666666,0.9273333333333333,0.95,0.9223333333333333,0.9546666666666667,0.9006666666666666,0.8893333333333333,0.9513333333333334,0.9203333333333333,0.9183333333333333,0.9146666666666666,0.906,0.9216666666666666,0.9076666666666666,0.895,0.953,0.9496666666666667,0.9036666666666666,0.8616666666666667
0.8726666666666667,0.896,0.9443333333333334,0.915,0.388,0.397,0.776,0,0.503,0.9646666666666667,0.9676666666666667,0.9713333333333334,0.968,0.9706666666666667,0.9006666666666666,0.8986666666666666,0.9363333333333334,0.945,0.9156666666666666,0.8393333333333334,0.7856666666666666,0.8436666666666667,0.7956666666666666,0.8106666666666666,0.892,0.903,0.882,0.7916666666666666
0.8816666666666667,0.902,0.9503333333333334,0.9276666666666666,0.5483333333333333,0.61,0.5956666666666667,0.503,0,0.953,0.9516666666666667,0.9553333333333334,0.946,0.9546666666666667,0.8976666666666666,0.9056666666666666,0.9413333333333334,0.9196666666666666,0.9176666666666666,0.8916666666666667,0.8716666666666667,0.9026666666666666,0.8733333333333333,0.8763333333333333,0.935,0.93533333333333335,0.8883333333333333,0.809
0.812,0.8326666666666667,0.841,0.818,0.9583333333333334,0.9646666666666667,0.9356666666666666,0.9646666666666667,0.953,0,0.43466666666666665,0.435,0.4563333333333333,0.493,0.666,0.6706666666666666,0.6436666666666667,0.6846666666666666,0.6446666666666667,0.862,0.9066666666666666,0.9223333333333333,0.913,0.8853333333333333,0.8226666666666667,0.7253333333333334,0.7733333333333333,0.8083333333333333
