chkd_n_1,chkd_n_2,chkd_n_3,chkd_n_4,chkd_s_1,chkd_s_2,chkd_s_3,chkd_s_4,chkd_s_6,prth_b_3,prth_b_4,prth_b_5,prth_b_6,prth_b_7,prth_p_1,prth_p_2,prth_p_3,prth_p_4,prth_p_5,trqt_n_1,trqt_n_2,trqt_n_3,trqt_n_4,trqt_n_5,trqt_s_1,trqt_s_2,trqt_s_3,trqt_s_4
0.8816666666666667,0.9083333333333333,0.9163333333333333,0.8896666666666667,0.9563333333333334,0.9623333333333334,0.9273333333333333,0.9676666666666667,0.9516666666666667,0.43466666666666665,0,0.481,0.513,0.49766666666666665,0.6366666666666667,0.6496666666666666,0.6333333333333333,0.729,0.6213333333333333,0.8713333333333333,0.9123333333333333,0.9196666666666666,0.9153333333333333,0.8833333333333333,0.8153333333333334,0.714,0.7453333333333333,0.7866666666666666
0.8486666666666667,0.861,0.854,0.8573333333333333,0.963,0.967,0.95,0.9713333333333334,0.9553333333333334,0.435,0.481,0,0.49666666666666665,0.56466666666666665,0.7016666666666667,0.7023333333333334,0.668,0.696,0.653,0.8703333333333333,0.916,0.931,0.9316666666666666,0.8976666666666666,0.849,0.7506666666666667,0.8106666666666666,0.8613333333333333
0.8683333333333333,0.9006666666666666,0.886,0.8873333333333333,0.956,0.9606666666666667,0.9223333333333333,0.968,0.946,0.4563333333333333,0.513,0.49666666666666665,0,0.5233333333333333,0.735,0.7463333333333333,0.7643333333333333,0.78,0.769,0.9003333333333333,0.907,0.9213333333333333,0.911,0.885,0.8476666666666667,0.8073333333333333,0.796,0.8416666666666667
0.882,0.9056666666666666,0.917,0.8863333333333333,0.9586666666666667,0.9673333333333334,0.9546666666666667,0.9706666666666667,0.9546666666666667,0.493,0.49766666666666665,0.56466666666666665,0.5233333333333333,0,0.712,0.665,0.628,0.7346666666666667,0.6176666666666667,0.874,0.9113333333333333,0.9233333333333333,0.9033333333333333,0.8806666666666667,0.8196666666666667,0.7556666666666667,0.783,0.8243333333333334
0.8406666666666667,0.8503333333333334,0.863,0.8383333333333334,0.8786666666666667,0.9106666666666666,0.9006666666666666,0.9006666666666666,0.8976666666666666,0.666,0.6366666666666667,0.7016666666666667,0.735,0.712,0,0.5053333333333333,0.5916666666666667,0.5813333333333334,0.5583333333333333,0.793,0.8376666666666667,0.8613333333333333,0.8306666666666667,0.8203333333333334,0.8336666666666667,0.742,0.7603333333333333,0.7596666666666667
0.886,0.8903333333333333,0.909,0.878,0.8853333333333333,0.921,0.8893333333333333,0.8986666666666666,0.9056666666666666,0.6706666666666666,0.6496666666666666,0.7023333333333334,0.7463333333333333,0.665,0.5053333333333333,0,0.5116666666666667,0.5133333333333333,0.501,0.7583333333333333,0.7883333333333333,0.809,0.802,0.7856666666666666,0.7486666666666667,0.667,0.6856666666666666,0.714
0.8886666666666667,0.907,0.927,0.8973333333333333,0.929,0.9476666666666667,0.9513333333333334,0.9363333333333334,0.9413333333333334,0.6436666666666667,0.6333333333333333,0.668,0.7643333333333333,0.628,0.5916666666666667,0.5116666666666667,0,0.6316666666666667,0.49833333333333335,0.8136666666666666,0.8583333333333333,0.8716666666666667,0.846,0.8456666666666667,0.6933333333333334,0.646,0.6903333333333334,0.7566666666666667
0.8056666666666666,0.8006666666666666,0.8206666666666667,0.7976666666666666,0.939,0.9386666666666666,0.9203333333333333,0.945,0.9196666666666666,0.6846666666666666,0.729,0.696,0.78,0.7346666666666667,0.5813333333333334,0.5133333333333333,0.6316666666666667,0,0.6023333333333334,0.862,0.8973333333333333,0.924,0.903,0.8933333333333333,0.869,0.792,0.8466666666666667,0.8696666666666667
0.9073333333333333,0.915,0.922,0.906,0.903,0.9263333333333333,0.9183333333333333,0.9156666666666666,0.9176666666666666,0.6446666666666667,0.6213333333333333,0.653,0.769,0.6176666666666667,0.5583333333333333,0.501,0.49833333333333335,0.6023333333333334,0,0.7866666666666666,0.808,0.8336666666666667,0.8173333333333334,0.8053333333333333,0.7223333333333334,0.66,0.6953333333333334,0.7206666666666667
0.9033333333333333,0.9206666666666666,0.917,0.9126666666666666,0.8246666666666667,0.8903333333333333,0.9146666666666666,0.8393333333333334,0.8916666666666667,0.862,0.8713333333333333,0.8703333333333333,0.9003333333333333,0.874,0.793,0.7583333333333333,0.8136666666666666,0.862,0.7866666666666666,0,0.495,0.48966666666666664,0.5546666666666666,0.5703333333333334,0.68966666666666665,0.6373333333333333,0.6686666666666666,0.7176666666666667
0.9236666666666666,0.9643333333333334,0.9526666666666667,0.9373333333333334,0.7386666666666667,0.8486666666666667,0.906,0.7856666666666666,0.8716666666666667,0.9066666666666666,0.9123333333333333,0.916,0.907,0.9113333333333333,0.8376666666666667,0.7883333333333333,0.8583333333333333,0.8973333333333333,0.808,0.495,0,0.394,0.496,0.49266666666666664,0.6023333333333334,0.6353333333333333,0.629,0.636
0.9463333333333334,0.9796666666666667,0.9686666666666667,0.96,0.81033333333333335,0.8946666666666667,0.9216666666666666,0.8436666666666667,0.9026666666666666,0.9223333333333333,0.9196666666666666,0.931,0.9213333333333333,0.9233333333333333,0.8613333333333333,0.809,0.8716666666666667,0.924,0.8336666666666667,0.48966666666666664,0.394,0,0.5516666666666666,0.544,0.6503333333333333,0.6623333333333333,0.638,0.6843333333333333
0.914,0.9446666666666667,0.94,0.9283333333333333,0.7546666666666667,0.8653333333333333,0.9076666666666666,0.7956666666666666,0.8733333333333333,0.913,0.9153333333333333,0.9316666666666666,0.911,0.9033333333333333,0.8306666666666667,0.802,0.846,0.903,0.8173333333333334,0.5546666666666666,0.496,0.5516666666666666,0,0.43766666666666665,0.6923333333333334,0.729,0.7186666666666667,0.6926666666666667
0.896,0.937,0.921,0.917,0.789,0.8513333333333334,0.895,0.8106666666666666,0.8763333333333333,0.8853333333333333,0.8833333333333333,0.8976666666666666,0.885,0.8806666666666667,0.8203333333333334,0.7856666666666666,0.8456666666666667,0.8933333333333333,0.8053333333333333,0.5703333333333334,0.49266666666666664,0.544,0.43766666666666665,0,0.6716666666666666,0.7016666666666667,0.6903333333333334,0.674
0.949,0.9663333333333334,0.9456666666666667,0.955,0.879,0.9143333333333333,0.953,0.892,0.935,0.8226666666666667,0.8153333333333334,0.849,0.8476666666666667,0.8196666666666667,0.8336666666666667,0.7486666666666667,0.6933333333333334,0.869,0.7223333333333334,0.68966666666666665,0.6023333333333334,0.6503333333333333,0.6923333333333334,0.6716666666666666,0,0.3993333333333333,0.45366666666666666,0.5166666666666667
0.9386666666666666,0.9343333333333333,0.9376666666666666,0.9266666666666666,0.8886666666666667,0.939,0.9496666666666667,0.903,0.93533333333333335,0.7253333333333334,0.714,0.7506666666666667,0.8073333333333333,0.7556666666666667,0.742,0.667,0.646,0.792,0.66,0.6373333333333333,0.6353333333333333,0.6623333333333333,0.729,0.7016666666666667,0.3993333333333333,0,0.4053333333333333,0.5083333333333333
0.9323333333333333,0.956,0.9276666666666666,0.939,0.874,0.9206666666666666,0.9036666666666666,0.882,0.8883333333333333,0.7733333333333333,0.7453333333333333,0.8106666666666666,0.796,0.783,0.7603333333333333,0.6856666666666666,0.6903333333333334,0.8466666666666667,0.6953333333333334,0.6686666666666666,0.629,0.638,0.7186666666666667,0.6903333333333334,0.45366666666666666,0.4053333333333333,0,0.433
0.9363333333333334,0.9623333333333334,0.9623333333333334,0.9606666666666667,0.792,0.8346666666666667,0.8616666666666667,0.7916666666666666,0.809,0.8083333333333333,0.7866666666666666,0.8613333333333333,0.8416666666666667,0.8243333333333334,0.7596666666666667,0.714,0.7566666666666667,0.8696666666666667,0.7206666666666667,0.7176666666666667,0.636,0.6843333333333333,0.6926666666666667,0.674,0.5166666666666667,0.5083333333333333,0.433,0
