chkd_s_1,chkd_s_3,chkd_s_5,chkd_s_6,chkd_s_7,gs_st__1,gs_sth_s_2,gs_st__3,gs_sth_s_7,gs_sth_w_2,gs_st__4,gs_st__5,gs_sth_w_7,gs_st__9,prth_b_1,prth_b_2,prth_b_3,prth_b_5,prth_b_6,prth_b_7,prth_p_1,prth_p_2,prth_p_3,prth_p_9,trqt_n_1,trqt_n_2,trqt_n_4,trqt_n_8,trqt_n_9,trqt_s_1,trqt_s_2,trqt_s_3,trqt_s_4,trqt_s_5,trqt_s_6,trqt_s_8,trqt_s_9
0,0.8470071643170788,0.7596943107840363,0.7192425167990226,0.726885561203462,0.8980795402994103,0.9163266938644908,0.9136981270657363,0.8694210660545779,0.9081621906266456,0.8677932405566601,0.8822950012312238,0.8762830902215019,0.8888888888888888,0.950065274151436,0.9419045042607872,0.9127918194096083,0.9262606552326178,0.9442454446347921,0.9703861644160152,0.9042207792207793,0.8200440814209776,0.9017935901205528,0.891030747172216,0.92640880776474,0.9144694533762058,0.8973877678711091,0.862107311648596,0.8748815165876778,0.8919133192389006,0.8729411764705882,0.885802038252129,0.8729481986783202,0.9046094750320103,0.8771802325581395,0.889003385838363,0.859638178415471
0.8470071643170788,0,0.7198237885462555,0.6756544759290126,0.6403744754116001,0.901935783006839,0.8780571822252842,0.9117962466487936,0.9034090909090909,0.88721869840994,0.9003726708074534,0.8875295974743489,0.8940327033340412,0.8514981890023049,0.9786293294030951,0.9320585069334515,0.9149645685702376,0.9649391541145435,0.9618257261410789,0.9864192807957154,0.8790133957048692,0.8924642746992907,0.8448275862068966,0.8311367380560132,0.9060222047773915,0.9198445470002429,0.8486975139764482,0.8918331885317116,0.8789549376797698,0.9311208515967438,0.9116921107962337,0.9280810722458319,0.918918918918919,0.9523117889130961,0.8944498539435248,0.907573521062791,0.9271303109423213
0.7596943107840363,0.7198237885462555,0,0.5175937754035536,0.5439325113562622,0.8440119335132832,0.8670998684923029,0.8794277929155313,0.8364779874213837,0.8459832678157444,0.8477251624883937,0.8453439401029481,0.8084291187739464,0.781060606060606,0.8931949954226427,0.9307953863590906,0.9154929577464789,0.9340745842762964,0.9652402512049073,0.970681100586378,0.8631363520081863,0.7847401400663472,0.8776978417266187,0.8628659476117103,0.8141629144494474,0.8654829972916039,0.7782666080070392,0.794750656167979,0.798105387803434,0.8441330998248686,0.8083627419527323,0.8113058373962314,0.8134176182707994,0.8675456997302967,0.7571988021193273,0.7744840005540934,0.8786194793799357
0.7192425167990226,0.6756544759290126,0.5175937754035536,0,0.5460108794197642,0.8489825937729836,0.8624519436138403,0.9158918609640967,0.8495792052839033,0.8773550724637681,0.8688827331486612,0.8651080997206992,0.8491451558833389,0.8272112338385136,0.9288413918936531,0.9131664363531189,0.9271700356718192,0.9239496543166106,0.9427567160431836,0.9859817763092019,0.8621461340494573,0.825448260963491,0.854079309931712,0.8361585928080005,0.8503787878787878,0.8856406954282035,0.8284202569916855,0.8505549834077125,0.8631111111111112,0.8753429167123888,0.8383954154727794,0.8187873220027561,0.8537567493365059,0.9052996278711665,0.8008366493214978,0.824418325737587,0.8499434460223703
0.726885561203462,0.6403744754116001,0.5439325113562622,0.5460108794197642,0,0.8370104798676227,0.8383561643835616,0.8751027115858668,0.8375191604763589,0.857312018946122,0.8585767790262172,0.8481908457938592,0.844834017157777,0.8175067297874316,0.9476873060440373,0.9070537221541822,0.9127447612504294,0.9265612952968388,0.9498583569405099,0.9779759938332783,0.8692566305565932,0.7902298850574713,0.8344308560677328,0.8120215265671189,0.8538849111641474,0.8926957282402682,0.8287827076222981,0.842461381335376,0.8777442961687473,0.8571950773729743,0.8140945211208699,0.8136375288387593,0.8429298473206267,0.8966168142877886,0.7962900505902192,0.7946716899892358,0.8388881009785846
0.8980795402994103,0.901935783006839,0.8440119335132832,0.8489825937729836,0.8370104798676227,0,0.6843033509700176,0.6977302085255582,0.4930262316058861,0.7101816645542881,0.6638375769678815,0.6886967263743051,0.7234648230988207,0.7554170376966459,0.9577118505163088,0.9577593501438484,0.9569433669511249,0.925437693099897,0.9740381607757272,0.9122994652406418,0.9687712152070604,0.9084048920114494,0.9628044280442805,0.9503472499401293,0.7527632344386271,0.8204424350072662,0.763430725730443,0.8694014231896191,0.8118356338251627,0.8559872695928922,0.8476062036412677,0.8259529147982063,0.8400855157669695,0.8135348014788619,0.8070239397253616,0.7951522317469701,0.8007830853563038
0.9163266938644908,0.8780571822252842,0.8670998684923029,0.8624519436138403,0.8383561643835616,0.6843033509700176,0,0.7769523304147873,0.708968838940378,0.6211252930450638,0.7680087416995881,0.6797539869841951,0.7272521673577083,0.6683963738668334,0.913086996413379,0.8853046594982079,0.9543643607388628,0.8911398897294525,0.9493567822830158,0.8937285884080263,0.9173017430015845,0.8765286577280095,0.8970228223959568,0.8751018191691555,0.7273581949232215,0.8144193361476699,0.8072466133507427,0.7945614707008809,0.7485029940119761,0.8124953458932161,0.8192885161639388,0.793918918918919,0.772748146690284,0.8455694111817657,0.7767230998087412,0.8139718666034456,0.8660474211684185
0.9136981270657363,0.9117962466487936,0.8794277929155313,0.9158918609640967,0.8751027115858668,0.6977302085255582,0.7769523304147873,0,0.5839350180505415,0.7568967594265751,0.7459727385377943,0.7973441108545035,0.7246376811594203,0.7404921700223713,0.9501418727199027,0.9505250546197759,0.8495863624968664,0.9431113192087088,0.8928639755117659,0.9103200883002207,0.8606001936108422,0.8441478754410185,0.8530670470756063,0.9008802816901409,0.7565247854265196,0.822124950258655,0.7976533948836315,0.812,0.7963395638629284,0.7991841857546281,0.8000258698745311,0.8247612665438097,0.8175378602833415,0.7863078749505342,0.8261115831209289,0.7578138953384533,0.8413185128401687
0.8694210660545779,0.9034090909090909,0.8364779874213837,0.8495792052839033,0.8375191604763589,0.4930262316058861,0.708968838940378,0.5839350180505415,0,0.6853323361690193,0.6767062724509533,0.6784641784641785,0.6832442481989309,0.6725476358503881,0.8987721691678036,0.935854942483915,0.9116679718089272,0.8800621629033732,0.9060737242555424,0.8927830775611779,0.9124970909937166,0.8263600673022995,0.9070464767616192,0.9053503925559756,0.7443553362122147,0.7884667205604958,0.7585253456221198,0.8301572177227251,0.7514604354753054,0.8150513112884835,0.8121852473585465,0.8211595935445308,0.7976190476190477,0.7849664429530201,0.7781772044829773,0.7628517823639774,0.8050958760178618
0.9081621906266456,0.88721869840994,0.8459832678157444,0.8773550724637681,0.857312018946122,0.7101816645542881,0.6211252930450638,0.7568967594265751,0.6853323361690193,0,0.6835001687099314,0.4227931128723695,0.44127107905253926,0.4586188313188082,0.7936101525102972,0.9053258087396305,0.9129136601144563,0.8155972045743329,0.9238896075894782,0.8365937859608745,0.8698155557724212,0.8202119606358819,0.8525421973697835,0.8433383087805828,0.6792375486780078,0.698732782369146,0.7348615916955017,0.7639566125982685,0.632226456178552,0.6340784802839874,0.7609507640067912,0.7165102814933121,0.6871782299583231,0.6759310117543667,0.6617766177661777,0.7271973466003316,0.7740369051472968
