chkd_n_1,chkd_n_2,chkd_n_4,chkd_n_5,chkd_n_6,chkd_n_9,chkd_s_1,chkd_s_2,chkd_s_3,chkd_s_4,chkd_s_5,chkd_s_9,gs_st__2,gs_st__3,gs_st__4,gs_st__7,gs_st__8,gs_st__9,prth_p_1,prth_p_2,prth_p_5,prth_p_6,prth_p_9,trqt_n_1,trqt_n_2,trqt_n_3,trqt_n_5,trqt_n_7,trqt_n_8,trqt_s_2,trqt_s_3,trqt_s_4,trqt_s_5,trqt_s_6,trqt_s_8
0,0.8,0.8463855421686747,0.7142857142857143,0.559322033898305,0.6431924882629108,0.7494505494505495,0.8528138528138528,0.6774193548387096,0.8128834355828221,0.8296089385474861,0.4502923976608187,0.7964071856287425,0.7419354838709677,0.8159509202453987,0.8274111675126904,0.7962962962962963,0.8300653594771242,0.8491921005385996,0.8837209302325582,0.817047817047817,0.8969957081545065,0.7907692307692308,0.6704545454545454,0.45714285714285713,0.893687707641196,0.8782201405152225,0.7126436781609196,0.9452054794520548,0.8576512455516014,0.8142857142857143,0.8492063492063492,0.8916256157635468,0.8589743589743589,0.851063829787234
0.8,0,0.33935018050541516,0.41794871794871796,0.7069243156199678,0.7290715372907154,0.3770856507230256,0.4160070360598065,0.5159235668789809,0.35766423357664234,0.36551724137931035,0.7983739837398374,0.8166939443535188,0.834920634920635,0.8583196046128501,0.6755070202808112,0.9239130434782609,0.8525963149078727,0.5064935064935064,0.7177914110429447,0.5243243243243243,0.5261627906976745,0.5734720416124838,0.7645161290322581,0.7773972602739726,0.47651006711409394,0.5912743972445464,0.7605177993527508,0.5587734241908007,0.5282758620689655,0.5469613259668509,0.6235632183908046,0.5129411764705882,0.6005291005291006,0.5674931129476584
0.8463855421686747,0.33935018050541516,0,0.48148148148148145,0.7106382978723405,0.7273954116059379,0.387589013224822,0.47583947583947583,0.6110471806674338,0.2423728813559322,0.3311897106109325,0.8197424892703863,0.841726618705036,0.8599439775910365,0.9015918958031838,0.7158620689655173,0.9339622641509434,0.8707782672540382,0.6294930875576037,0.8025936599423631,0.6293359762140733,0.436986301369863,0.6670574443141852,0.8238636363636364,0.8233532934131736,0.5729794933655006,0.28167539267015707,0.8262108262108262,0.6184419713831478,0.6316440049443758,0.6163366336633663,0.735897435897436,0.4346895074946467,0.7071428571428572,0.6518518518518519
0.7142857142857143,0.41794871794871796,0.48148148148148145,0,0.4482758620689655,0.5060532687651331,0.26106870229007634,0.5139977603583427,0.40850277264325324,0.47417840375586856,0.5131004366812227,0.6657681940700808,0.7384196185286104,0.8134715025906736,0.8402203856749312,0.5163727959697733,0.8831168831168831,0.7790368271954674,0.4953764861294584,0.7679245283018868,0.5242290748898678,0.627208480565371,0.539047619047619,0.6914893617021277,0.6705882352941176,0.34930139720558884,0.4800637958532695,0.679144385026738,0.5978494623655914,0.4261954261954262,0.4166666666666667,0.588495575221239,0.46534653465346537,0.56640625,0.5103734439834025
0.559322033898305,0.7069243156199678,0.7106382978723405,0.4482758620689655,0,0.27559055118110237,0.5604838709677419,0.7547683923705722,0.6335078534031413,0.7085137085137085,0.7331571994715984,0.4528301886792453,0.7211538461538461,0.7973568281938326,0.8627450980392157,0.6302521008403361,0.8926174496644296,0.6701030927835051,0.6722408026755853,0.8157602663706992,0.6590038314176245,0.8067831449126414,0.5027322404371585,0.6589861751152074,0.48066298342541436,0.7017543859649122,0.7692307692307693,0.6744186046511628,0.867704280155642,0.7453416149068323,0.7133956386292835,0.6723549488054608,0.7628635346756152,0.7053824362606232,0.6965944272445821
0.6431924882629108,0.7290715372907154,0.7273954116059379,0.5060532687651331,0.27559055118110237,0,0.5864661654135338,0.7636363636363637,0.631578947368421,0.6707818930041153,0.682219419924338,0.46774193548387094,0.7131147540983607,0.7718631178707225,0.875,0.6934306569343066,0.9027027027027027,0.8,0.6309148264984227,0.7737459978655283,0.5878136200716846,0.7661050545094152,0.5024875621890548,0.6679841897233202,0.5576036866359447,0.7354497354497355,0.7817460317460317,0.6892430278884463,0.8810408921933085,0.7597765363128491,0.742296918767507,0.7264437689969605,0.8053830227743272,0.7686375321336761,0.754874651810585
0.7494505494505495,0.3770856507230256,0.387589013224822,0.26106870229007634,0.5604838709677419,0.5864661654135338,0,0.33201581027667987,0.3939393939393939,0.29351184346035014,0.35845410628019325,0.7061224489795919,0.6625514403292181,0.7306930693069307,0.7053941908713693,0.5658914728682171,0.8407494145199064,0.7161016949152542,0.5251141552511416,0.7065309584393554,0.4625,0.5059952038369304,0.5,0.692929292929293,0.7080610021786492,0.4483870967741935,0.4289544235924933,0.6267748478701826,0.563393708293613,0.4033333333333333,0.41235392320534225,0.5481611208406305,0.2882758620689655,0.5245641838351822,0.41430948419301167
0.8528138528138528,0.4160070360598065,0.47583947583947583,0.5139977603583427,0.7547683923705722,0.7636363636363637,0.33201581027667987,0,0.5434298440979956,0.37799834574028124,0.3558523173605656,0.8269230769230769,0.7679558011049724,0.7227456258411844,0.7527777777777778,0.6923076923076923,0.8947368421052632,0.7943661971830986,0.578096947935368,0.5920959774170783,0.4682080924855491,0.40899932840832776,0.5555555555555556,0.7789904502046384,0.8106169296987088,0.6083916083916084,0.5853658536585366,0.7346101231190151,0.6068376068376068,0.5202863961813843,0.5125448028673835,0.6489493201483313,0.4205607476635514,0.61795166858458,0.5065554231227652
0.6774193548387096,0.5159235668789809,0.6110471806674338,0.40850277264325324,0.6335078534031413,0.631578947368421,0.3939393939393939,0.5434298440979956,0,0.47024504084014,0.5613463626492943,0.6808510638297872,0.6505376344086021,0.7135549872122762,0.6847826086956522,0.4577114427860697,0.8146964856230032,0.7206703910614525,0.6010498687664042,0.7652582159624414,0.521865889212828,0.7009674582233949,0.5962264150943396,0.5118110236220472,0.6057971014492753,0.5573122529644269,0.5854430379746836,0.5672823218997362,0.706951871657754,0.411522633744856,0.38144329896907214,0.5448577680525164,0.5220949263502455,0.5203094777562862,0.38809034907597534
0.8128834355828221,0.35766423357664234,0.2423728813559322,0.47417840375586856,0.7085137085137085,0.6707818930041153,0.29351184346035014,0.37799834574028124,0.47024504084014,0,0.25811688311688313,0.7147016011644832,0.7657393850658858,0.7692307692307693,0.8114874815905744,0.6914446002805049,0.8910256410256411,0.8026905829596412,0.5824790307548928,0.7311046511627907,0.5446339017051154,0.3825966850828729,0.5838287752675386,0.7312138728323699,0.7896341463414634,0.5642594859241126,0.3743372216330859,0.7333333333333333,0.6099518459069021,0.5382685069008782,0.5226130653266332,0.6484375,0.3644251626898048,0.6256038647342995,0.5588972431077694
0.8296089385474861,0.36551724137931035,0.3311897106109325,0.5131004366812227,0.7331571994715984,0.682219419924338,0.35845410628019325,0.3558523173605656,0.5613463626492943,0.25811688311688313,0,0.7416777629826897,0.8099062918340026,0.8120104438642297,0.8600269179004038,0.6885456885456885,0.9011627906976745,0.8417462482946794,0.6200527704485488,0.6416666666666667,0.5438265786993403,0.376984126984127,0.6044198895027625,0.7698412698412699,0.8138888888888889,0.6027241770715096,0.5134061569016882,0.7718832891246684,0.616793893129771,0.5772357723577236,0.5953488372093023,0.7091346153846154,0.3793103448275862,0.6905829596412556,0.6218097447795824
