chkd_s_3,chkd_s_1,chkd_s_7,chkd_s_6,chkd_s_5,gs_sth_s_7,gs_st__3,gs_st__1,gs_sth_s_2,gs_sth_w_2,gs_st__4,gs_st__5,gs_sth_w_7,gs_st__9,prth_b_7,prth_b_5,prth_b_2,prth_b_1,prth_b_6,prth_b_3,prth_p_9,prth_p_1,prth_p_3,prth_p_2,trqt_n_8,trqt_n_9,trqt_n_2,trqt_n_1,trqt_n_4,trqt_s_8,trqt_s_4,trqt_s_2,trqt_s_1,trqt_s_3,trqt_s_9,trqt_s_5,trqt_s_6
0,0.5911602209944752,0.38064516129032255,0.4666666666666667,0.4782608695652174,0.54,0.7762237762237763,0.5208333333333334,0.6086956521739131,0.6666666666666666,0.580110497237569,0.6580310880829016,0.6666666666666666,0.5686274509803921,0.7901234567901234,0.7696969696969697,0.71698113207547165,0.8297872340425532,0.640625,0.751937984496124,0.727810650887574,0.8387096774193549,0.7588652482269503,0.6666666666666666,0.7517241379310344,0.5971223021582733,0.7402597402597403,0.6551724137931034,0.6153846153846154,0.6593406593406593,0.6864864864864865,0.7261904761904762,0.6914893617021277,0.7160493827160493,0.6689655172413793,0.6931818181818182,0.7441860465116279
0.5911602209944752,0,0.5434782608695652,0.5215311004784688,0.5684210526315789,0.5895196506550219,0.7558139534883721,0.5746606334841629,0.637065637065637,0.7154811715481172,0.5523809523809524,0.6576576576576577,0.6651162790697674,0.630901287553648,0.8115183246073299,0.7525773195876289,0.6763485477178424,0.7529411764705882,0.6815286624203821,0.7215189873417721,0.7272727272727273,0.7254901960784313,0.7411764705882353,0.6756756756756757,0.7241379310344828,0.6547619047619048,0.7595628415300546,0.7044334975369458,0.7081081081081081,0.6398104265402843,0.6542056074766355,0.6751269035532995,0.6866359447004609,0.7277486910994765,0.6206896551724138,0.6682926829268293,0.7213930348258707
0.38064516129032255,0.5434782608695652,0,0.4098360655737705,0.35365853658536583,0.6059113300492611,0.6986301369863014,0.5692307692307692,0.5879828326180258,0.6431924882629108,0.5434782608695652,0.5918367346938775,0.5661375661375662,0.5265700483091788,0.7696969696969697,0.7142857142857143,0.6744186046511628,0.6944444444444444,0.7404580152671756,0.7424242424242424,0.6744186046511628,0.8110236220472441,0.7222222222222222,0.6352201257861635,0.7162162162162162,0.5774647887323944,0.6687898089171974,0.615819209039548,0.5974842767295597,0.5675675675675675,0.5531914893617021,0.5789473684210527,0.5706806282722513,0.6121212121212121,0.581081081081081,0.5865921787709497,0.7028571428571428
0.4666666666666667,0.5215311004784688,0.4098360655737705,0,0.3544973544973545,0.5964912280701754,0.7426900584795322,0.5727272727272728,0.627906976744186,0.6302521008403361,0.5885167464114832,0.6380090497737556,0.5981308411214953,0.6120689655172413,0.6947368421052632,0.6476683937823834,0.6333333333333333,0.621301775147929,0.6153846153846154,0.6687898089171974,0.7055837563451777,0.7631578947368421,0.7396449704142012,0.6195652173913043,0.6994219653179191,0.6167664670658682,0.7252747252747253,0.6039603960396039,0.5869565217391305,0.5428571428571428,0.5774647887323944,0.6224489795918368,0.5648148148148148,0.5684210526315789,0.5606936416184971,0.5686274509803921,0.65
0.4782608695652174,0.5684210526315789,0.35365853658536583,0.3544973544973545,0,0.6650717703349283,0.7368421052631579,0.6318407960199005,0.6903765690376569,0.6164383561643836,0.631578947368421,0.6039603960396039,0.558974358974359,0.568075117370892,0.7777777777777778,0.6896551724137931,0.6832579185520362,0.64,0.708029197080292,0.6811594202898551,0.6966292134831461,0.7894736842105263,0.7333333333333333,0.6242424242424243,0.6623376623376623,0.6216216216216216,0.6196319018404908,0.5846994535519126,0.5151515151515151,0.5287958115183246,0.5670103092783505,0.5932203389830508,0.5634517766497462,0.6491228070175439,0.6493506493506493,0.5891891891891892,0.6464088397790055
0.54,0.5895196506550219,0.6059113300492611,0.5964912280701754,0.6650717703349283,0,0.44502617801047123,0.325,0.43884892086330934,0.5503875968992248,0.3537117903930131,0.46887966804979253,0.5299145299145299,0.4444444444444444,0.6857142857142857,0.6713615023474179,0.7076923076923077,0.6931216931216931,0.6931818181818182,0.6610169491525424,0.7419354838709677,0.8488372093023255,0.746031746031746,0.6666666666666666,0.6683937823834197,0.5401069518716578,0.6633663366336634,0.5945945945945946,0.5686274509803921,0.4782608695652174,0.5364806866952789,0.5555555555555556,0.5508474576271186,0.6190476190476191,0.6062176165803109,0.5357142857142857,0.6636363636363637
0.7762237762237763,0.7558139534883721,0.6986301369863014,0.7426900584795322,0.7368421052631579,0.44502617801047123,0,0.6065573770491803,0.5746606334841629,0.582089552238806,0.5930232558139535,0.5869565217391305,0.559322033898305,0.5282051282051282,0.7124183006535948,0.7051282051282052,0.7832512315270936,0.7272727272727273,0.6302521008403361,0.6166666666666667,0.6625,0.7217391304347827,0.6363636363636364,0.5918367346938775,0.6764705882352942,0.5846153846153846,0.6689655172413793,0.5515151515151515,0.673469387755102,0.5838150289017341,0.6136363636363636,0.5974842767295597,0.6201117318435754,0.6993464052287581,0.6617647058823529,0.5808383233532934,0.6809815950920245
0.5208333333333334,0.5746606334841629,0.5692307692307692,0.5727272727272728,0.6318407960199005,0.325,0.6065573770491803,0,0.4666666666666667,0.552,0.33031674208144796,0.4592274678111588,0.504424778761062,0.5163934426229508,0.7326732673267327,0.7268292682926829,0.746031746031746,0.7237569060773481,0.7261904761904762,0.6923076923076923,0.7799043062200957,0.8658536585365854,0.7900552486187845,0.7040816326530612,0.6972972972972973,0.5754189944134078,0.6082474226804123,0.5794392523364486,0.5102040816326531,0.5315315315315315,0.5555555555555556,0.5865384615384616,0.5789473684210527,0.6039603960396039,0.5567567567567567,0.5370370370370371,0.6132075471698113
0.6086956521739131,0.637065637065637,0.5879828326180258,0.627906976744186,0.6903765690376569,0.43884892086330934,0.5746606334841629,0.4666666666666667,0,0.4722222222222222,0.4826254826254826,0.46863468634686345,0.5151515151515151,0.3617021276595745,0.775,0.7448559670781894,0.6689655172413793,0.7808219178082192,0.7378640776699029,0.7198067632850241,0.7327935222672065,0.8415841584158416,0.7442922374429224,0.6837606837606838,0.7130044843049327,0.5483870967741935,0.6982758620689655,0.5238095238095238,0.6153846153846154,0.5384615384615384,0.5893536121673004,0.6341463414634146,0.5939849624060151,0.6083333333333333,0.6681614349775785,0.5984251968503937,0.632
0.6666666666666666,0.7154811715481172,0.6431924882629108,0.6302521008403361,0.6164383561643836,0.5503875968992248,0.582089552238806,0.552,0.4722222222222222,0,0.5230125523012552,0.3147410358565737,0.28688524590163933,0.3969465648854962,0.7,0.6412556053811659,0.7185185185185186,0.6482412060301508,0.6559139784946236,0.6684491978609626,0.6563876651982379,0.7912087912087912,0.6884422110552764,0.5794392523364486,0.5862068965517241,0.5126903553299492,0.6037735849056604,0.43103448275862066,0.5420560747663551,0.45,0.48148148148148145,0.5398230088495575,0.4796747967479675,0.5272727272727272,0.645320197044335,0.46153846153846156,0.5130434782608696
0.580110497237569,0.5523809523809524,0.5434782608695652,0.5885167464114832,0.631578947368421,0.3537117903930131,0.5930232558139535,0.33031674208144796,0.4826254826254826,0.5230125523012552,0,0.40540540540540543,0.4883720930232558,0.4592274678111588,0.7382198952879581,0.711340206185567,0.6929460580912863,0.6941176470588235,0.7197452229299363,0.6708860759493671,0.7474747474747475,0.8431372549019608,0.7411764705882353,0.6648648648648648,0.6896551724137931,0.5238095238095238,0.5846994535519126,0.5467980295566502,0.5783783783783784,0.5071090047393365,0.5700934579439252,0.5736040609137056,0.576036866359447,0.6335078534031413,0.5172413793103449,0.5121951219512195,0.6517412935323383
0.6580310880829016,0.6576576576576577,0.5918367346938775,0.6380090497737556,0.6039603960396039,0.46887966804979253,0.5869565217391305,0.4592274678111588,0.46863468634686345,0.3147410358565737,0.40540540540540543,0,0.2511013215859031,0.33877551020408164,0.6945812807881774,0.6893203883495146,0.6679841897233202,0.6483516483516484,0.6568047337278107,0.6588235294117647,0.7142857142857143,0.8181818181818182,0.7472527472527473,0.6345177664974619,0.6021505376344086,0.5,0.5692307692307692,0.5255813953488372,0.5329949238578681,0.4080717488789238,0.415929203539823,0.48325358851674644,0.4148471615720524,0.4876847290640394,0.5483870967741935,0.42857142857142855,0.47417840375586856
