chkd_n_2,chkd_n_3,chkd_n_5,chkd_n_7,chkd_n_8,chkd_n_9,chkd_s_1,chkd_s_2,chkd_s_5,chkd_s_6,chkd_s_8,chkd_s_9,prth_p_2,prth_p_3,prth_p_4,trqt_n_1,trqt_n_2,trqt_n_4,trqt_n_5,trqt_n_6,trqt_n_8,trqt_s_2,trqt_s_3,trqt_s_4,trqt_s_5,trqt_s_8,trqt_s_9
0,0.4357832219747587,0.468503937007874,0.25517241379310346,0.3255184851217313,0.5174216027874564,0.5269820119920053,0.6478733926805144,0.6953092569530925,0.4439102564102564,0.45176110260336905,0.43308395677472983,0.8197424892703863,0.8004291845493562,0.7424714434060229,0.7175660160734788,0.7734553775743707,0.6428571428571429,0.7367853290183387,0.8584905660377359,0.554945054945055,0.6928213689482471,0.8033826638477801,0.7761506276150628,0.7898617511520737,0.720680393912265,0.7871524448705657
0.4357832219747587,0,0.39481865284974094,0.634024303073624,0.46880907372400754,0.6134913400182316,0.5862068965517241,0.5104166666666666,0.6768447837150128,0.43358395989974935,0.5187250996015936,0.5086805555555556,0.7366628830874007,0.6980703745743473,0.6864035087719298,0.6926829268292682,0.7618469015795869,0.5801937567276642,0.6255707762557078,0.8569636135508155,0.4409221902017291,0.6041848299912816,0.7541899441340782,0.6640883977900552,0.5725338491295938,0.6228893058161351,0.5887096774193549
0.468503937007874,0.39481865284974094,0,0.6086142322097379,0.3425034387895461,0.4960835509138381,0.6353887399463807,0.4753577106518283,0.8115441539220523,0.5796766743648961,0.5865800865800865,0.49573690621193667,0.6,0.5818181818181818,0.54216867469879515,0.5132924335378323,0.6097560975609756,0.3311036789297659,0.5229357798165137,0.7467811158798283,0.36901408450704226,0.5980392156862745,0.6276595744680851,0.6480836236933798,0.6130867709815079,0.5891156462585034,0.6006051437216339
0.25517241379310346,0.634024303073624,0.6086142322097379,0,0.4315245478036176,0.5283333333333333,0.5132002575660013,0.7441204139228599,0.7033726127590411,0.5907692307692308,0.5375552282768777,0.5107569721115538,0.7947154471544715,0.8678861788617886,0.7990147783251231,0.8331527627302275,0.8488120950323974,0.7228682170542635,0.8406537282941777,0.8777777777777778,0.7290209790209791,0.8112,0.8617234468937875,0.8472222222222222,0.8592788038698329,0.8118049615055604,0.8922374429223744
0.3255184851217313,0.46880907372400754,0.3425034387895461,0.4315245478036176,0,0.3830034924330617,0.5445544554455446,0.4903047091412742,0.7462264150943396,0.45985401459854014,0.47099311701081614,0.3413566739606127,0.713841368584759,0.6982892690513219,0.6320474777448071,0.584192439862543,0.6752136752136753,0.4905933429811867,0.5799373040752351,0.7996422182468694,0.4669987546699875,0.6391639163916392,0.69558599695586,0.664167916041979,0.6834170854271356,0.6376811594202898,0.6870026525198939
0.5174216027874564,0.6134913400182316,0.4960835509138381,0.5283333333333333,0.3830034924330617,0,0.5555555555555556,0.5873850197109067,0.7072718851320056,0.533066132264529,0.4602272727272727,0.4333683105981112,0.7067448680351907,0.6979472140762464,0.7166900420757363,0.6908212560386473,0.7147435897435898,0.547945205479452,0.6838995568685377,0.802675585284281,0.5724465558194775,0.7109704641350211,0.7183908045977011,0.7450424929178471,0.7053892215568862,0.7139561707035755,0.7351828499369483
0.5269820119920053,0.5862068965517241,0.6353887399463807,0.5132002575660013,0.5445544554455446,0.5555555555555556,0,0.45960502692998206,0.3861464968152866,0.31014063656550706,0.2590489709013485,0.37978560490045943,0.744927536231884,0.7874396135265701,0.6791744840525328,0.7063655030800822,0.7420675537359263,0.628808864265928,0.6330097087378641,0.7455310199789695,0.605020920502092,0.46041506533435816,0.6186844613918017,0.5807365439093485,0.4696969696969697,0.4459016393442623,0.49214659685863876
0.6478733926805144,0.5104166666666666,0.4753577106518283,0.7441204139228599,0.4903047091412742,0.5873850197109067,0.45960502692998206,0,0.6963402571711177,0.3867595818815331,0.3601741022850925,0.42892156862745096,0.7174311926605504,0.6990825688073394,0.6354166666666666,0.5371900826446281,0.6344969199178645,0.49072512647554806,0.44814814814814813,0.7657266811279827,0.46382978723404256,0.528976572133169,0.6923076923076923,0.507908611599297,0.4670487106017192,0.4958904109589041,0.43902439024390244
0.6953092569530925,0.6768447837150128,0.8115441539220523,0.7033726127590411,0.7462264150943396,0.7072718851320056,0.3861464968152866,0.6963402571711177,0,0.5325365205843293,0.486404833836858,0.6350496838301717,0.8682449819866186,0.8445702521873392,0.7912867274569402,0.8437832093517534,0.8578249336870026,0.7940733299849322,0.7977296181630547,0.8752017213555675,0.750832144555397,0.5998189225894069,0.7976494634644865,0.7824097610574479,0.7013358778625954,0.6353383458646616,0.7117818889970788
0.4439102564102564,0.43358395989974935,0.5796766743648961,0.5907692307692308,0.45985401459854014,0.533066132264529,0.31014063656550706,0.3867595818815331,0.5325365205843293,0,0.2664359861591695,0.33903133903133903,0.8414322250639387,0.7902813299232737,0.7613776137761378,0.6421636615811374,0.7182320441988951,0.6144578313253012,0.5804375804375804,0.8137535816618912,0.49044585987261147,0.5744274809160306,0.7587939698492462,0.6253101736972705,0.5294117647058824,0.5987590486039297,0.5520716685330347
