chkd__NA,chkd_n_1,chkd__NA.1,chkd__NA.2,chkd__NA.3,chkd_n_2,chkd__NA.4,chkd__NA.5,chkd_s_2,chkd_s_4,chkd_s_1,chkd_s_6,chkd_s_5,chkd_s_3,gs_sth_s_3,gs_sth_s_1,gs_sth_s_4,gs_sth_s_2,gs_sth_s_6,gs_sth_s_5,gs_sth_w_5,gs_sth_w_4,gs_sth_w_3,gs_sth_w_6,gs_sth_w_1,gs_sth_w_2,mcmllns_n_6,mcmllns_n_4,mcmllns_n_2,mcmllns_n_3,mcmllns_n_1,mcmllns_n_5,mcmllns_s_5,mcmllns_s_1,mcmllns_s_2,mcmllns_s_6,mcmllns_s_4,mcmllns_s_3,trqt_n_4,trqt_n_3,trqt_n_5,trqt_n_1,trqt_n_2,trqt_n_6,trqt_s_2,trqt_s_1,trqt_s_5,trqt_s_4,trqt_s_6,trqt_s_3
0,0.38341968911917096,0.27167630057803466,0.19344262295081968,0.36186770428015563,0.7547169811320755,0.34099616858237547,0.6258064516129033,0.4111111111111111,0.6201923076923077,0.5852842809364549,0.530791788856305,0.7104072398190046,0.8755186721991701,0.6376470588235295,0.6063829787234043,0.6993464052287581,0.650853889943074,0.7364705882352941,0.6464646464646465,0.6793587174348698,0.7881873727087576,0.654510556621881,0.6077348066298343,0.7409326424870466,0.7151335311572701,0.6863905325443787,0.6206088992974239,0.6691358024691358,0.680672268907563,0.6899696048632219,0.7024221453287197,0.6520076481835564,0.6351039260969977,0.648068669527897,0.7115839243498818,0.6945107398568019,0.732739420935412,0.6183908045977011,0.7220708446866485,0.7846153846153846,0.68,0.6492307692307693,0.6334405144694534,0.39465875370919884,0.9304347826086956,0.6363636363636364,0.5675675675675675,0.6098901098901099,0.7254901960784313
0.38341968911917096,0,0.30612244897959184,0.396011396011396,0.46534653465346537,0.4978723404255319,0.4723127035830619,0.48314606741573035,0.35467980295566504,0.49783549783549785,0.6173913043478261,0.49870801033591733,0.7453183520599251,0.9094076655052264,0.554140127388535,0.5260663507109005,0.6158415841584158,0.6055846422338569,0.6985138004246284,0.6380090497737556,0.655045871559633,0.7094972067039106,0.5802469135802469,0.5686274509803921,0.6527777777777778,0.6866840731070496,0.609375,0.5644820295983086,0.565410199556541,0.598014888337469,0.6746666666666666,0.6776119402985075,0.5571177504393673,0.5532359081419624,0.6015625,0.6289978678038379,0.578494623655914,0.6404040404040404,0.5467775467775468,0.5254237288135594,0.7064220183486238,0.5344418052256532,0.633423180592992,0.5014005602240896,0.3368146214099217,0.9565217391304348,0.6378600823045267,0.6198830409356725,0.6195121951219512,0.6136363636363636
0.27167630057803466,0.30612244897959184,0,0.2282958199356913,0.376425855513308,0.6511627906976745,0.3258426966292135,0.5316455696202531,0.39344262295081966,0.5639810426540285,0.6065573770491803,0.515850144092219,0.7180616740088106,0.9109311740890689,0.5174013921113689,0.4816753926701571,0.6,0.5834896810506567,0.703016241299304,0.5771144278606966,0.6435643564356436,0.7545271629778671,0.5635673624288425,0.5217391304347826,0.7193877551020408,0.7201166180758017,0.6976744186046512,0.6212471131639723,0.6496350364963503,0.6639118457300276,0.7194029850746269,0.7288135593220338,0.6068052930056711,0.6127562642369021,0.6313559322033898,0.682983682983683,0.6564705882352941,0.7054945054945055,0.5600907029478458,0.6193029490616622,0.7575757575757576,0.5958005249343832,0.6374622356495468,0.5772870662460567,0.33527696793002915,0.940677966101695,0.6278026905829597,0.5761589403973509,0.6378378378378379,0.7051282051282052
0.19344262295081968,0.396011396011396,0.2282958199356913,0,0.2882882882882883,0.7686375321336761,0.23893805309734514,0.5927272727272728,0.36615384615384616,0.5905511811023622,0.5606060606060606,0.5163398692810458,0.6666666666666666,0.912621359223301,0.5897435897435898,0.5425219941348973,0.6745283018867925,0.6178861788617886,0.7333333333333333,0.628808864265928,0.6939655172413793,0.8070175438596491,0.654320987654321,0.5963302752293578,0.7492877492877493,0.7218543046357616,0.6567656765676567,0.6020408163265306,0.6486486486486487,0.6583850931677019,0.6802721088435374,0.6771653543307087,0.6475409836065574,0.6030150753768844,0.6334106728538283,0.6958762886597938,0.6666666666666666,0.7101449275362319,0.605,0.7228915662650602,0.7915492957746478,0.6764705882352942,0.6344827586206897,0.6159420289855072,0.3443708609271523,0.9282051282051282,0.6246913580246913,0.5172413793103449,0.5866261398176292,0.7047970479704797
0.36186770428015563,0.46534653465346537,0.376425855513308,0.2882882882882883,0,0.7653958944281525,0.23595505617977527,0.6035242290748899,0.4368231046931408,0.5735735735735735,0.5185185185185185,0.5271317829457365,0.5507246376811594,0.9493670886075949,0.7076023391812866,0.6655290102389079,0.7978723404255319,0.7297297297297297,0.7368421052631579,0.6932907348242812,0.8028846153846154,0.8676470588235294,0.7442922374429224,0.7060931899641577,0.8085808580858086,0.8031496062992126,0.6470588235294118,0.6395348837209303,0.6521739130434783,0.6423357664233577,0.6504065040650406,0.6601941747572816,0.6954545454545454,0.6857142857142857,0.7702349869451697,0.7588235294117647,0.6904761904761905,0.7377049180327869,0.6875,0.6971830985915493,0.8045602605863192,0.7054794520547946,0.6694214876033058,0.6052631578947368,0.4094488188976378,0.9863945578231292,0.7478991596638656,0.6807511737089202,0.7224199288256228,0.7847533632286996
0.7547169811320755,0.4978723404255319,0.6511627906976745,0.7686375321336761,0.7653958944281525,0,0.7913043478260869,0.5126903553299492,0.5855855855855856,0.62,0.7545691906005222,0.6705882352941176,0.8229508196721311,0.9507692307692308,0.6149312377210217,0.5956521739130435,0.6243093922651933,0.5875613747954174,0.6895874263261297,0.65,0.6123499142367067,0.6208695652173913,0.5636363636363636,0.5829596412556054,0.5914893617021276,0.672209026128266,0.6587677725118484,0.675146771037182,0.6114519427402862,0.6099773242630385,0.6997578692493946,0.6729222520107239,0.5420098846787479,0.562862669245648,0.5745454545454546,0.5660749506903353,0.5467196819085487,0.5797373358348968,0.5606936416184971,0.5121951219512195,0.6160337552742616,0.5337690631808278,0.6332518337408313,0.5392405063291139,0.6342042755344418,0.9681528662420382,0.6374045801526718,0.6789473684210526,0.6651785714285714,0.676923076923077
0.34099616858237547,0.4723127035830619,0.3258426966292135,0.23893805309734514,0.23595505617977527,0.7913043478260869,0,0.6363636363636364,0.41637010676156583,0.6083086053412463,0.5545454545454546,0.5572519083969466,0.5633802816901409,0.9629629629629629,0.6242774566473989,0.5892255892255892,0.7157894736842105,0.6785714285714286,0.7456647398843931,0.6340694006309149,0.7476190476190476,0.8398058252427184,0.6877828054298643,0.6113074204946997,0.7719869706840391,0.7364341085271318,0.667953667953668,0.6206896551724138,0.6748466257668712,0.6906474820143885,0.72,0.7047619047619048,0.6666666666666666,0.6440677966101694,0.7157622739018088,0.7325581395348837,0.6941176470588235,0.7513513513513513,0.6292134831460674,0.7291666666666666,0.8135048231511254,0.6756756756756757,0.6341463414634146,0.5948275862068966,0.40310077519379844,0.9735099337748344,0.6897506925207756,0.576036866359447,0.6491228070175439,0.7092511013215859
0.6258064516129033,0.48314606741573035,0.5316455696202531,0.5927272727272728,0.6035242290748899,0.5126903553299492,0.6363636363636364,0,0.503030303030303,0.5284974093264249,0.7323420074349443,0.4919614147909968,0.7068062827225131,0.95260663507109,0.5848101265822785,0.5606936416184971,0.5897435897435898,0.6619718309859155,0.6506329113924051,0.6010928961748634,0.6929637526652452,0.7613882863340564,0.6496945010183299,0.5843373493975904,0.6741573033707865,0.7263843648208469,0.551948051948052,0.6574307304785895,0.5626666666666666,0.5657492354740061,0.6120401337792643,0.5521235521235521,0.5943204868154158,0.607940446650124,0.5596330275229358,0.58269720101781175,0.5526992287917738,0.5990453460620525,0.5654320987654321,0.47181008902077154,0.6555555555555556,0.4956521739130435,0.6067796610169491,0.4804270462633452,0.5244299674267101,0.96,0.6536585365853659,0.5639097744360902,0.562874251497006,0.5942028985507246
0.4111111111111111,0.35467980295566504,0.39344262295081966,0.36615384615384616,0.4368231046931408,0.5855855855855856,0.41637010676156583,0.503030303030303,0,0.3532110091743119,0.5736677115987461,0.3739612188365651,0.6680497925311203,0.9080459770114943,0.501123595505618,0.5050505050505051,0.569937369519833,0.5283363802559415,0.6449438202247191,0.5625,0.6146435452793835,0.6790606653620352,0.55637707948244,0.5706806282722513,0.6108374384236454,0.6246498599439776,0.5083798882681564,0.4317673378076063,0.44,0.46949602122015915,0.5530085959885387,0.540453074433657,0.44751381215469616,0.4216335540838852,0.5061728395061729,0.5079006772009029,0.44419134396355353,0.5053304904051172,0.48131868131868133,0.5348837209302325,0.6292682926829268,0.5392405063291139,0.5072463768115942,0.4984894259818731,0.36694677871148457,0.96,0.5478260869565217,0.5189873417721519,0.53125,0.558282208588957
0.6201923076923077,0.49783549783549785,0.5639810426540285,0.5905511811023622,0.5735735735735735,0.62,0.6083086053412463,0.5284974093264249,0.3532110091743119,0,0.6586666666666666,0.36211031175059955,0.696969696969697,0.9495268138801262,0.5688622754491018,0.5619469026548672,0.5962616822429907,0.5854063018242123,0.6207584830339321,0.5889830508474576,0.6452173913043479,0.6860670194003528,0.5845896147403685,0.6073059360730594,0.658008658008658,0.738498789346247,0.5893719806763285,0.5149105367793241,0.525987525987526,0.5381062355658198,0.6296296296296297,0.6383561643835617,0.5392320534223706,0.5206286836935167,0.5682656826568265,0.5951903807615231,0.5191919191919192,0.5771428571428572,0.589041095890411,0.5530474040632054,0.6824034334763949,0.6319290465631929,0.6359102244389028,0.6382428940568475,0.5108958837772397,0.9869281045751634,0.6007751937984496,0.6505376344086021,0.6181818181818182,0.680628272251309
