chkd_n_6,chkd_n_4,chkd_n_3,chkd_n_2,chkd_n_1,chkd_s_6,chkd_s_5,chkd_s_4,chkd_s_3,chkd_s_2,chkd_s_1,prth_b_6,prth_b_5,prth_b_3,prth_b_2,prth_b_1,prth_p_6,prth_p_5,prth_p_4,prth_p_3,prth_p_2,prth_p_1,trqt_n_6,trqt_n_5,trqt_n_4,trqt_n_3,trqt_n_2,trqt_n_1,trqt_s_6,trqt_s_5,trqt_s_4,trqt_s_3,trqt_s_2,trqt_s_1
0,0.3426666666666667,0.5916666666666667,0.5236666666666666,0.3393333333333333,0.46166666666666667,0.392,0.5616666666666666,0.29833333333333334,0.631,0.48966666666666664,0.7036666666666667,0.798,0.658,0.7486666666666667,0.6533333333333333,0.49366666666666664,0.6653333333333333,0.8056666666666666,0.8206666666666667,0.7096666666666667,0.637,0.5316666666666666,0.5913333333333334,0.43166666666666664,0.6783333333333333,0.557,0.3456666666666667,0.755,0.7316666666666667,0.551,0.655,0.6666666666666666,0.654
0.3426666666666667,0,0.562,0.37433333333333335,0.3343333333333333,0.5,0.5216666666666666,0.646,0.2733333333333333,0.716,0.6096666666666667,0.547,0.5546666666666666,0.38033333333333336,0.44866666666666666,0.439,0.5263333333333333,0.4216666666666667,0.7296666666666667,0.831,0.691,0.492,0.5313333333333333,0.3903333333333333,0.484,0.44266666666666665,0.5643333333333334,0.331,0.7996666666666666,0.778,0.2673333333333333,0.6906666666666667,0.712,0.6833333333333333
0.5916666666666667,0.562,0,0.3973333333333333,0.5633333333333334,0.5266666666666666,0.5546666666666666,0.4746666666666667,0.5926666666666667,0.591,0.5333333333333333,0.476,0.617,0.503,0.559,0.495,0.5153333333333333,0.4593333333333333,0.6453333333333333,0.774,0.518,0.346,0.31466666666666665,0.30633333333333335,0.4226666666666667,0.3453333333333333,0.5533333333333333,0.5813333333333334,0.6813333333333333,0.6003333333333334,0.42433333333333334,0.5523333333333333,0.605,0.588
0.5236666666666666,0.37433333333333335,0.3973333333333333,0,0.47933333333333333,0.5333333333333333,0.5533333333333333,0.5403333333333333,0.4886666666666667,0.639,0.5046666666666667,0.44733333333333336,0.5616666666666666,0.39466666666666667,0.4553333333333333,0.44,0.48133333333333334,0.42333333333333334,0.606,0.701,0.5096666666666667,0.309,0.5073333333333333,0.36433333333333334,0.4666666666666667,0.4533333333333333,0.462,0.528,0.735,0.6673333333333333,0.334,0.5763333333333334,0.6433333333333333,0.593
0.3393333333333333,0.3343333333333333,0.5633333333333334,0.47933333333333333,0,0.4613333333333333,0.485,0.61,0.261,0.668,0.5723333333333334,0.6063333333333333,0.692,0.568,0.6376666666666667,0.5553333333333333,0.49833333333333335,0.5306666666666666,0.7326666666666667,0.831,0.719,0.557,0.5116666666666667,0.5176666666666667,0.488,0.5793333333333334,0.592,0.379,0.7673333333333333,0.7453333333333333,0.45966666666666667,0.6393333333333333,0.675,0.6713333333333333
0.46166666666666667,0.5,0.5266666666666666,0.5333333333333333,0.4613333333333333,0,0.27266666666666667,0.377,0.4076666666666667,0.2916666666666667,0.36,0.4786666666666667,0.66,0.5776666666666667,0.562,0.418,0.2663333333333333,0.4653333333333333,0.7686666666666667,0.604,0.5316666666666666,0.5103333333333333,0.42,0.484,0.448,0.645,0.3903333333333333,0.21733333333333332,0.476,0.43433333333333335,0.4836666666666667,0.47833333333333333,0.402,0.427
0.392,0.5216666666666666,0.5546666666666666,0.5533333333333333,0.485,0.27266666666666667,0,0.25033333333333335,0.44666666666666666,0.378,0.18133333333333335,0.61,0.7113333333333334,0.6263333333333333,0.663,0.554,0.37833333333333335,0.5903333333333334,0.8163333333333334,0.7036666666666667,0.5276666666666666,0.569,0.4483333333333333,0.49666666666666665,0.336,0.689,0.35533333333333333,0.37366666666666665,0.5266666666666666,0.5176666666666667,0.516,0.44366666666666665,0.45,0.4573333333333333
0.5616666666666666,0.646,0.4746666666666667,0.5403333333333333,0.61,0.377,0.25033333333333335,0,0.575,0.37233333333333335,0.167,0.5563333333333333,0.7273333333333334,0.6333333333333333,0.655,0.5743333333333334,0.4013333333333333,0.562,0.7446666666666667,0.7153333333333334,0.4583333333333333,0.478,0.43966666666666665,0.4216666666666667,0.349,0.618,0.3923333333333333,0.5036666666666667,0.5676666666666667,0.49666666666666665,0.47733333333333333,0.42966666666666664,0.5,0.4563333333333333
0.29833333333333334,0.2733333333333333,0.5926666666666667,0.4886666666666667,0.261,0.4076666666666667,0.44666666666666666,0.575,0,0.628,0.5263333333333333,0.557,0.6536666666666666,0.5163333333333333,0.5943333333333334,0.5186666666666667,0.4493333333333333,0.49966666666666665,0.7116666666666667,0.7786666666666666,0.6596666666666666,0.517,0.46166666666666667,0.501,0.45766666666666667,0.5766666666666667,0.5336666666666666,0.2783333333333333,0.7266666666666667,0.6923333333333334,0.45366666666666666,0.584,0.6266666666666667,0.6126666666666667
0.631,0.716,0.591,0.639,0.668,0.2916666666666667,0.378,0.37233333333333335,0.628,0,0.38433333333333336,0.5526666666666666,0.7196666666666667,0.6576666666666666,0.6276666666666667,0.438,0.44766666666666666,0.5486666666666666,0.8516666666666667,0.627,0.5566666666666666,0.605,0.597,0.5883333333333334,0.576,0.7263333333333334,0.414,0.433,0.449,0.414,0.65,0.45666666666666667,0.36233333333333334,0.38866666666666666
0.48966666666666664,0.6096666666666667,0.5333333333333333,0.5046666666666667,0.5723333333333334,0.36,0.18133333333333335,0.167,0.5263333333333333,0.38433333333333336,0,0.6046666666666667,0.712,0.621,0.6483333333333333,0.5526666666666666,0.36533333333333334,0.582,0.7853333333333333,0.6646666666666666,0.48433333333333334,0.4856666666666667,0.4583333333333333,0.4523333333333333,0.35333333333333333,0.6583333333333333,0.379,0.4796666666666667,0.5673333333333334,0.49933333333333335,0.489,0.4226666666666667,0.4816666666666667,0.4633333333333333
0.7036666666666667,0.547,0.476,0.44733333333333336,0.6063333333333333,0.4786666666666667,0.61,0.5563333333333333,0.557,0.5526666666666666,0.6046666666666667,0,0.35733333333333334,0.31233333333333335,0.18266666666666667,0.2743333333333333,0.379,0.27366666666666667,0.5756666666666667,0.5446666666666666,0.37066666666666664,0.3273333333333333,0.49566666666666664,0.446,0.5816666666666667,0.488,0.465,0.4633333333333333,0.5353333333333333,0.4493333333333333,0.412,0.483,0.48633333333333334,0.41533333333333333
0.798,0.5546666666666666,0.617,0.5616666666666666,0.692,0.66,0.7113333333333334,0.7273333333333334,0.6536666666666666,0.7196666666666667,0.712,0.35733333333333334,0,0.215,0.21133333333333335,0.32666666666666666,0.6123333333333333,0.393,0.7006666666666667,0.661,0.608,0.5376666666666666,0.6413333333333333,0.4736666666666667,0.7523333333333333,0.399,0.6333333333333333,0.6416666666666667,0.688,0.6053333333333333,0.48933333333333334,0.5996666666666667,0.6493333333333333,0.627
0.658,0.38033333333333336,0.503,0.39466666666666667,0.568,0.5776666666666667,0.6263333333333333,0.6333333333333333,0.5163333333333333,0.6576666666666666,0.621,0.31233333333333335,0.215,0,0.216,0.30133333333333334,0.5426666666666666,0.2786666666666667,0.6493333333333333,0.687,0.5563333333333333,0.373,0.5656666666666667,0.37,0.626,0.31466666666666665,0.5163333333333333,0.5673333333333334,0.688,0.6403333333333333,0.3243333333333333,0.5616666666666666,0.5963333333333334,0.55
0.7486666666666667,0.44866666666666666,0.559,0.4553333333333333,0.6376666666666667,0.562,0.663,0.655,0.5943333333333334,0.6276666666666667,0.6483333333333333,0.18266666666666667,0.21133333333333335,0.216,0,0.22033333333333333,0.5006666666666667,0.251,0.6356666666666667,0.5836666666666667,0.467,0.42,0.576,0.413,0.6733333333333333,0.4246666666666667,0.527,0.5406666666666666,0.5883333333333334,0.5046666666666667,0.379,0.5286666666666666,0.551,0.49266666666666664
0.6533333333333333,0.439,0.495,0.44,0.5553333333333333,0.418,0.554,0.5743333333333334,0.5186666666666667,0.438,0.5526666666666666,0.2743333333333333,0.32666666666666666,0.30133333333333334,0.22033333333333333,0,0.372,0.215,0.698,0.5583333333333333,0.502,0.4023333333333333,0.5016666666666667,0.3323333333333333,0.5976666666666667,0.38333333333333336,0.47833333333333333,0.4036666666666667,0.503,0.44033333333333335,0.36766666666666664,0.49166666666666664,0.4083333333333333,0.43633333333333335
0.49366666666666664,0.5263333333333333,0.5153333333333333,0.48133333333333334,0.49833333333333335,0.2663333333333333,0.37833333333333335,0.4013333333333333,0.4493333333333333,0.44766666666666666,0.36533333333333334,0.379,0.6123333333333333,0.5426666666666666,0.5006666666666667,0.372,0,0.36566666666666664,0.6753333333333333,0.5076666666666667,0.3636666666666667,0.379,0.33466666666666667,0.4043333333333333,0.35933333333333334,0.5546666666666666,0.418,0.297,0.5083333333333333,0.427,0.4196666666666667,0.49933333333333335,0.44266666666666665,0.434
