chkd_n_6,chkd_n_4,chkd_n_3,chkd_n_2,chkd_n_1,chkd_s_6,chkd_s_5,chkd_s_4,chkd_s_3,chkd_s_2,chkd_s_1,prth_b_6,prth_b_5,prth_b_3,prth_b_2,prth_b_1,prth_p_6,prth_p_5,prth_p_4,prth_p_3,prth_p_2,prth_p_1,trqt_n_6,trqt_n_5,trqt_n_4,trqt_n_3,trqt_n_2,trqt_n_1,trqt_s_6,trqt_s_5,trqt_s_4,trqt_s_3,trqt_s_2,trqt_s_1
0.6653333333333333,0.4216666666666667,0.4593333333333333,0.42333333333333334,0.5306666666666666,0.4653333333333333,0.5903333333333334,0.562,0.49966666666666665,0.5486666666666666,0.582,0.27366666666666667,0.393,0.2786666666666667,0.251,0.215,0.36566666666666664,0,0.5723333333333334,0.577,0.45866666666666667,0.3233333333333333,0.4683333333333333,0.30633333333333335,0.5703333333333334,0.307,0.49866666666666665,0.453,0.578,0.501,0.2723333333333333,0.489,0.4806666666666667,0.43766666666666665
0.8056666666666666,0.7296666666666667,0.6453333333333333,0.606,0.7326666666666667,0.7686666666666667,0.8163333333333334,0.7446666666666667,0.7116666666666667,0.8516666666666667,0.7853333333333333,0.5756666666666667,0.7006666666666667,0.6493333333333333,0.6356666666666667,0.698,0.6753333333333333,0.5723333333333334,0,0.734,0.5056666666666667,0.43833333333333335,0.613,0.6163333333333333,0.6746666666666666,0.593,0.6993333333333334,0.7543333333333333,0.8153333333333334,0.7356666666666667,0.5833333333333334,0.7033333333333334,0.7823333333333333,0.7246666666666667
0.8206666666666667,0.831,0.774,0.701,0.831,0.604,0.7036666666666667,0.7153333333333334,0.7786666666666666,0.627,0.6646666666666666,0.5446666666666666,0.661,0.687,0.5836666666666667,0.5583333333333333,0.5076666666666667,0.577,0.734,0,0.524,0.6116666666666667,0.7003333333333334,0.7296666666666667,0.7153333333333334,0.7763333333333333,0.618,0.6516666666666666,0.429,0.5076666666666667,0.7566666666666667,0.6236666666666667,0.47633333333333333,0.5343333333333333
0.7096666666666667,0.691,0.518,0.5096666666666667,0.719,0.5316666666666666,0.5276666666666666,0.4583333333333333,0.6596666666666666,0.5566666666666666,0.48433333333333334,0.37066666666666664,0.608,0.5563333333333333,0.467,0.502,0.3636666666666667,0.45866666666666667,0.5056666666666667,0.524,0,0.2723333333333333,0.4826666666666667,0.4603333333333333,0.445,0.5656666666666667,0.367,0.5753333333333334,0.5053333333333333,0.4156666666666667,0.5126666666666667,0.4266666666666667,0.49033333333333334,0.394
0.637,0.492,0.346,0.309,0.557,0.5103333333333333,0.569,0.478,0.517,0.605,0.4856666666666667,0.3273333333333333,0.5376666666666666,0.373,0.42,0.4023333333333333,0.379,0.3233333333333333,0.43833333333333335,0.6116666666666667,0.2723333333333333,0,0.44366666666666665,0.30233333333333334,0.434,0.38766666666666666,0.4493333333333333,0.534,0.649,0.5676666666666667,0.328,0.5023333333333333,0.5633333333333334,0.5033333333333333
0.5316666666666666,0.5313333333333333,0.31466666666666665,0.5073333333333333,0.5116666666666667,0.42,0.4483333333333333,0.43966666666666665,0.46166666666666667,0.597,0.4583333333333333,0.49566666666666664,0.6413333333333333,0.5656666666666667,0.576,0.5016666666666667,0.33466666666666667,0.4683333333333333,0.613,0.7003333333333334,0.4826666666666667,0.44366666666666665,0,0.36566666666666664,0.3556666666666667,0.39166666666666666,0.49533333333333335,0.4063333333333333,0.6653333333333333,0.59,0.413,0.532,0.588,0.5746666666666667
0.5913333333333334,0.3903333333333333,0.30633333333333335,0.36433333333333334,0.5176666666666667,0.484,0.49666666666666665,0.4216666666666667,0.501,0.5883333333333334,0.4523333333333333,0.446,0.4736666666666667,0.37,0.413,0.3323333333333333,0.4043333333333333,0.30633333333333335,0.6163333333333333,0.7296666666666667,0.4603333333333333,0.30233333333333334,0.36566666666666664,0,0.349,0.24133333333333334,0.474,0.5096666666666667,0.6573333333333333,0.5766666666666667,0.229,0.5443333333333333,0.591,0.566
0.43166666666666664,0.484,0.4226666666666667,0.4666666666666667,0.488,0.448,0.336,0.349,0.45766666666666667,0.576,0.35333333333333333,0.5816666666666667,0.7523333333333333,0.626,0.6733333333333333,0.5976666666666667,0.35933333333333334,0.5703333333333334,0.6746666666666666,0.7153333333333334,0.445,0.434,0.3556666666666667,0.349,0,0.5223333333333333,0.44766666666666666,0.43166666666666664,0.6463333333333333,0.597,0.4116666666666667,0.516,0.5483333333333333,0.533
0.6783333333333333,0.44266666666666665,0.3453333333333333,0.4533333333333333,0.5793333333333334,0.645,0.689,0.618,0.5766666666666667,0.7263333333333334,0.6583333333333333,0.488,0.399,0.31466666666666665,0.4246666666666667,0.38333333333333336,0.5546666666666666,0.307,0.593,0.7763333333333333,0.5656666666666667,0.38766666666666666,0.39166666666666666,0.24133333333333334,0.5223333333333333,0,0.6396666666666667,0.605,0.7546666666666667,0.686,0.30466666666666664,0.6226666666666667,0.6616666666666666,0.657
0.557,0.5643333333333334,0.5533333333333333,0.462,0.592,0.3903333333333333,0.35533333333333333,0.3923333333333333,0.5336666666666666,0.414,0.379,0.465,0.6333333333333333,0.5163333333333333,0.527,0.47833333333333333,0.418,0.49866666666666665,0.6993333333333334,0.618,0.367,0.4493333333333333,0.49533333333333335,0.474,0.44766666666666666,0.6396666666666667,0,0.443,0.3546666666666667,0.32566666666666666,0.47933333333333333,0.338,0.305,0.247
0.3456666666666667,0.331,0.5813333333333334,0.528,0.379,0.21733333333333332,0.37366666666666665,0.5036666666666667,0.2783333333333333,0.433,0.4796666666666667,0.4633333333333333,0.6416666666666667,0.5673333333333334,0.5406666666666666,0.4036666666666667,0.297,0.453,0.7543333333333333,0.6516666666666666,0.5753333333333334,0.534,0.4063333333333333,0.5096666666666667,0.43166666666666664,0.605,0.443,0,0.546,0.517,0.4766666666666667,0.5453333333333333,0.4633333333333333,0.48333333333333334
0.755,0.7996666666666666,0.6813333333333333,0.735,0.7673333333333333,0.476,0.5266666666666666,0.5676666666666667,0.7266666666666667,0.449,0.5673333333333334,0.5353333333333333,0.688,0.688,0.5883333333333334,0.503,0.5083333333333333,0.578,0.8153333333333334,0.429,0.5053333333333333,0.649,0.6653333333333333,0.6573333333333333,0.6463333333333333,0.7546666666666667,0.3546666666666667,0.546,0,0.21666666666666667,0.7186666666666667,0.45766666666666667,0.185,0.31966666666666665
0.7316666666666667,0.778,0.6003333333333334,0.6673333333333333,0.7453333333333333,0.43433333333333335,0.5176666666666667,0.49666666666666665,0.6923333333333334,0.414,0.49933333333333335,0.4493333333333333,0.6053333333333333,0.6403333333333333,0.5046666666666667,0.44033333333333335,0.427,0.501,0.7356666666666667,0.5076666666666667,0.4156666666666667,0.5676666666666667,0.59,0.5766666666666667,0.597,0.686,0.32566666666666666,0.517,0.21666666666666667,0,0.626,0.33266666666666667,0.20133333333333334,0.231
0.551,0.2673333333333333,0.42433333333333334,0.334,0.45966666666666667,0.4836666666666667,0.516,0.47733333333333333,0.45366666666666666,0.65,0.489,0.412,0.48933333333333334,0.3243333333333333,0.379,0.36766666666666664,0.4196666666666667,0.2723333333333333,0.5833333333333334,0.7566666666666667,0.5126666666666667,0.328,0.413,0.229,0.4116666666666667,0.30466666666666664,0.47933333333333333,0.4766666666666667,0.7186666666666667,0.626,0,0.551,0.6013333333333334,0.5653333333333334
0.655,0.6906666666666667,0.5523333333333333,0.5763333333333334,0.6393333333333333,0.47833333333333333,0.44366666666666665,0.42966666666666664,0.584,0.45666666666666667,0.4226666666666667,0.483,0.5996666666666667,0.5616666666666666,0.5286666666666666,0.49166666666666664,0.49933333333333335,0.489,0.7033333333333334,0.6236666666666667,0.4266666666666667,0.5023333333333333,0.532,0.5443333333333333,0.516,0.6226666666666667,0.338,0.5453333333333333,0.45766666666666667,0.33266666666666667,0.551,0,0.3396666666666667,0.225
0.6666666666666666,0.712,0.605,0.6433333333333333,0.675,0.402,0.45,0.5,0.6266666666666667,0.36233333333333334,0.4816666666666667,0.48633333333333334,0.6493333333333333,0.5963333333333334,0.551,0.4083333333333333,0.44266666666666665,0.4806666666666667,0.7823333333333333,0.47633333333333333,0.49033333333333334,0.5633333333333334,0.588,0.591,0.5483333333333333,0.6616666666666666,0.305,0.4633333333333333,0.185,0.20133333333333334,0.6013333333333334,0.3396666666666667,0,0.21466666666666667
0.654,0.6833333333333333,0.588,0.593,0.6713333333333333,0.427,0.4573333333333333,0.4563333333333333,0.6126666666666667,0.38866666666666666,0.4633333333333333,0.41533333333333333,0.627,0.55,0.49266666666666664,0.43633333333333335,0.434,0.43766666666666665,0.7246666666666667,0.5343333333333333,0.394,0.5033333333333333,0.5746666666666667,0.566,0.533,0.657,0.247,0.48333333333333334,0.31966666666666665,0.231,0.5653333333333334,0.225,0.21466666666666667,0
