chkd_n_1,chkd_n_2,chkd_n_3,chkd_n_4,chkd_n_5,chkd_n_6,chkd_s_2,chkd_s_3,chkd_s_4,chkd_s_6,prth_b_1,prth_b_2,prth_b_3,prth_b_4,prth_b_5,prth_b_6,prth_p_1,prth_p_2,prth_p_3,prth_p_4,prth_p_6,trqt_n_1,trqt_n_2,trqt_n_3,trqt_n_4,trqt_n_5,trqt_n_6,trqt_s_1,trqt_s_2,trqt_s_3,trqt_s_4,trqt_s_5,trqt_s_6
0,0.18014329580348004,0.1807967313585291,0.19120654396728015,0.10412371134020619,0.16845878136200718,0.8410041841004184,0.7575095576187876,0.4187465335551858,0.2651473040578099,0.8884524744697565,0.9067961165048544,0.8756114605171209,0.883470550981634,0.8665835411471322,0.8907103825136612,0.8711619506321493,0.8905066977285964,0.8678571428571429,0.73950091296409,0.9084287200832466,0.9114642451759364,0.9419642857142857,0.9193205944798302,0.9136771300448431,0.9515951595159516,0.8915135608048994,0.9446450060168472,0.8858858858858859,0.949238578680203,0.9177464788732395,0.8690379951495554,0.8886653252850436
0.18014329580348004,0,0.15879396984924624,0.06338028169014084,0.17139959432048682,0.07707808564231738,0.8062755798090041,0.8003220611916264,0.44959128065395093,0.2670671764063353,0.6827586206896552,0.7146480659480026,0.6869446343130554,0.7219118559900682,0.6992665036674817,0.6648895658796649,0.7330183106910809,0.7438536306460835,0.735981308411215,0.6465671641791044,0.7656090071647902,0.750278706800446,0.9714912280701754,0.8820459290187892,0.7555066079295154,0.9827027027027027,0.9353191489361702,0.9681227863046045,0.7324690630524455,0.9617292700212615,0.9579413392363033,0.7304964539007093,0.7360472751149048
0.1807967313585291,0.15879396984924624,0,0.10040160642570281,0.1325910931174089,0.10910005027652087,0.8476190476190476,0.8082485270487413,0.4692767808591626,0.29809264305177113,0.8762414056531703,0.9038583175205566,0.8922972051806408,0.9071207430340558,0.8792682926829268,0.8906605922551253,0.9127872716558633,0.9144324015972618,0.9137529137529138,0.8129839189994044,0.916241062308478,0.9187986651835373,0.9704595185995624,0.9260416666666667,0.921978021978022,0.9816612729234089,0.9389312977099237,0.9681978798586572,0.9094650205761317,0.9561837455830389,0.9580342352291552,0.8790259230164965,0.8965291421087099
0.19120654396728015,0.06338028169014084,0.10040160642570281,0,0.13779128672745694,0.033719174635128336,0.8106267029972752,0.8080428954423593,0.4589003810560697,0.2744135297326787,0.7368018362662586,0.7859404686510449,0.7651877133105802,0.791692498450093,0.7643467643467643,0.7475285171102661,0.8029498525073746,0.8081096516276414,0.8051341890315052,0.7042337507453786,0.820040899795501,0.811804008908686,0.9737130339539978,0.8832116788321168,0.8162816281628162,0.9838012958963283,0.9371282922684792,0.9716981132075472,0.8010594467333726,0.9646142958244869,0.9613045881702598,0.7403619197482297,0.7757377049180327
0.10412371134020619,0.17139959432048682,0.1325910931174089,0.13779128672745694,0,0.12227295788939624,0.871900826446281,0.7685235262303948,0.46073585941790224,0.28123280132085854,0.9085979860573199,0.9181062060140754,0.8826777087646653,0.9010644959298685,0.8692971639950678,0.8937644341801386,0.8975580702799285,0.885878962536023,0.8586572438162544,0.7639975918121613,0.9134020618556701,0.9101123595505618,0.9248618784530387,0.8980021030494216,0.8923418423973363,0.9335511982570807,0.8570198105081827,0.9583333333333334,0.8775995246583482,0.9570508231925555,0.8996095928611266,0.8852589641434263,0.8634857521537442
0.16845878136200718,0.07707808564231738,0.10910005027652087,0.033719174635128336,0.12227295788939624,0,0.8047781569965871,0.7937701396348013,0.43293347873500543,0.26010928961748636,0.745398773006135,0.7855329949238579,0.7660738714090287,0.7937888198757764,0.7712538226299694,0.7560975609756098,0.8014184397163121,0.8077803203661327,0.8059614260666277,0.7060931899641577,0.8259088581669227,0.8271054099274958,0.9616017553483269,0.8798955613577023,0.8325068870523415,0.9805300162249865,0.9369676320272572,0.958653278204371,0.7971698113207547,0.9446808510638298,0.9490586932447398,0.7523659305993691,0.7766097240473062
0.8410041841004184,0.8062755798090041,0.8476190476190476,0.8106267029972752,0.871900826446281,0.8047781569965871,0,0.7334326135517498,0.6425855513307985,0.6399694889397407,0.6229299363057325,0.7105014191106906,0.7645811240721103,0.7671860678276811,0.6093189964157706,0.6973518284993695,0.783461210571185,0.7884458909682669,0.8104026845637584,0.7125541125541126,0.8451882845188284,0.8367346938775511,0.9647239263803681,0.8524355300859598,0.8348765432098766,0.9774436090225563,0.8900763358778626,0.9608177172061328,0.8232795242141037,0.9461279461279462,0.9378399378399378,0.69826435246996,0.7806580259222333
0.7575095576187876,0.8003220611916264,0.8082485270487413,0.8080428954423593,0.7685235262303948,0.7937701396348013,0.7334326135517498,0,0.7207943925233645,0.6861826697892272,0.8392554991539763,0.8734525447042641,0.8671641791044776,0.8548387096774194,0.8519497686715135,0.853781512605042,0.8649681528662421,0.8819188191881919,0.8602894902454373,0.7061855670103093,0.8951392681594756,0.8647516457211251,0.6766607877718989,0.4991634132738427,0.789722386296515,0.8471337579617835,0.752851711026616,0.92488860598345,0.8030495552731893,0.9332298136645962,0.5083135391923991,0.8097731239092496,0.7557142857142857
0.4187465335551858,0.44959128065395093,0.4692767808591626,0.4589003810560697,0.46073585941790224,0.43293347873500543,0.6425855513307985,0.7207943925233645,0,0.29285714285714287,0.804159445407279,0.844319775596073,0.801829268292683,0.8123287671232877,0.7885521885521886,0.8072289156626506,0.8365758754863813,0.8322903629536921,0.8385650224215246,0.7060367454068242,0.8613422074320577,0.8807060255629945,0.9557680812910938,0.8934844192634561,0.8834834834834835,0.9752795762213067,0.919921875,0.8742709008425146,0.7787839586028461,0.8507936507936508,0.9396135265700483,0.8050089445438283,0.8279883381924198
0.2651473040578099,0.2670671764063353,0.29809264305177113,0.2744135297326787,0.28123280132085854,0.26010928961748636,0.6399694889397407,0.6861826697892272,0.29285714285714287,0,0.7495652173913043,0.7988748241912799,0.8211009174311926,0.820054945054945,0.7839297771775827,0.7858376511226253,0.8413524057217165,0.8444165621079046,0.838150289017341,0.7078947368421052,0.8710394663702057,0.8352654057352044,0.9125224685440384,0.845542305508234,0.8350391330523781,0.9315634218289085,0.8549019607843137,0.9363222871994802,0.7963683527885862,0.9267515923566879,0.9055690072639225,0.748653500897666,0.7675438596491229
0.8884524744697565,0.6827586206896552,0.8762414056531703,0.7368018362662586,0.9085979860573199,0.745398773006135,0.6229299363057325,0.8392554991539763,0.804159445407279,0.7495652173913043,0,0.43526785714285715,0.37595907928388744,0.46881720430107526,0.47643979057591623,0.2626582278481013,0.5533596837944664,0.5599250936329588,0.5557710960232783,0.545271629778672,0.6527886881382561,0.6064690026954178,0.9282589676290464,0.8040485829959514,0.628193832599119,0.9435414884516681,0.8380566801619433,0.8993089832181639,0.5531496062992126,0.8657534246575342,0.9005328596802842,0.3401360544217687,0.45605700712589076
0.9067961165048544,0.7146480659480026,0.9038583175205566,0.7859404686510449,0.9181062060140754,0.7855329949238579,0.7105014191106906,0.8734525447042641,0.844319775596073,0.7988748241912799,0.43526785714285715,0,0.19924098671726756,0.1281198003327787,0.3920130399348003,0.334070796460177,0.2819314641744548,0.2656716417910448,0.2601688411358404,0.6018957345971564,0.3618122977346278,0.5653429602888087,0.9547703180212014,0.8367617783676178,0.32764747690120827,0.9611380985426787,0.8981723237597912,0.9361867704280156,0.6040372670807453,0.9181636726546906,0.9213161659513591,0.5604651162790698,0.6068222621184919
0.8756114605171209,0.6869446343130554,0.8922972051806408,0.7651877133105802,0.8826777087646653,0.7660738714090287,0.7645811240721103,0.8671641791044776,0.801829268292683,0.8211009174311926,0.37595907928388744,0.19924098671726756,0,0.19669117647058823,0.38724168912848156,0.28860759493670884,0.27692307692307694,0.28711256117455136,0.2750210260723297,0.5399305555555556,0.4116002795248078,0.5232100708103855,0.9508070714834742,0.8248384781048098,0.3905645784996133,0.9562923888470234,0.8803680981595092,0.9197267292912041,0.565587734241908,0.9099099099099099,0.9127725856697819,0.4932975871313673,0.548
0.883470550981634,0.7219118559900682,0.9071207430340558,0.791692498450093,0.9010644959298685,0.7937888198757764,0.7671860678276811,0.8548387096774194,0.8123287671232877,0.820054945054945,0.46881720430107526,0.1281198003327787,0.19669117647058823,0,0.4036478984932593,0.35181236673773986,0.2701062215477997,0.2445414847161572,0.23410620792819745,0.5646153846153846,0.331222292590247,0.5673009161381254,0.9475500345065563,0.8429591174561972,0.3102012491325468,0.9552542372881356,0.885,0.9317664897649734,0.6111951588502269,0.915057915057915,0.9217877094972067,0.5749440715883669,0.6114982578397212
0.8665835411471322,0.6992665036674817,0.8792682926829268,0.7643467643467643,0.8692971639950678,0.7712538226299694,0.6093189964157706,0.8519497686715135,0.7885521885521886,0.7839297771775827,0.47643979057591623,0.3920130399348003,0.38724168912848156,0.4036478984932593,0,0.35202492211838005,0.46835443037974683,0.4853466761972838,0.44052863436123346,0.580377358490566,0.5523690773067331,0.5858725761772853,0.9606512890094979,0.8454661558109834,0.5852660300136425,0.9693333333333334,0.8981818181818182,0.9360119047619048,0.6065330363771344,0.9095193213949104,0.9245024021962938,0.5625680087051143,0.5924978687127025
0.8907103825136612,0.6648895658796649,0.8906605922551253,0.7475285171102661,0.8937644341801386,0.7560975609756098,0.6973518284993695,0.853781512605042,0.8072289156626506,0.7858376511226253,0.2626582278481013,0.334070796460177,0.28860759493670884,0.35181236673773986,0.35202492211838005,0,0.4470588235294118,0.4684014869888476,0.4475457170356112,0.5109780439121756,0.5644028103044496,0.5432649420160571,0.9565595134665508,0.8149637972646823,0.5555555555555556,0.9609175870858114,0.8446215139442231,0.9431929480901078,0.521484375,0.907859078590786,0.9171075837742504,0.39932885906040266,0.5129411764705882
0.8711619506321493,0.7330183106910809,0.9127872716558633,0.8029498525073746,0.8975580702799285,0.8014184397163121,0.783461210571185,0.8649681528662421,0.8365758754863813,0.8413524057217165,0.5533596837944664,0.2819314641744548,0.27692307692307694,0.2701062215477997,0.46835443037974683,0.4470588235294118,0,0.2541208791208791,0.23749119097956306,0.49782923299565845,0.4244431065623119,0.5842771485676216,0.9216198563030699,0.8250154035736291,0.4024950755088641,0.7842003853564548,0.8480725623582767,0.9357601713062098,0.6239316239316239,0.9355992844364938,0.8969616908850726,0.5778688524590164,0.6373983739837399
0.8905066977285964,0.7438536306460835,0.9144324015972618,0.8081096516276414,0.885878962536023,0.8077803203661327,0.7884458909682669,0.8819188191881919,0.8322903629536921,0.8444165621079046,0.5599250936329588,0.2656716417910448,0.28711256117455136,0.2445414847161572,0.4853466761972838,0.4684014869888476,0.2541208791208791,0,0.1945762711864407,0.43671766342141866,0.38613861386138615,0.5684007707129094,0.8487712665406427,0.7760571768910065,0.31982267257758074,0.8301301921884687,0.8699360341151386,0.8558682223747426,0.5547945205479452,0.817717206132879,0.8789808917197452,0.5736434108527132,0.5381026438569206
0.8678571428571429,0.735981308411215,0.9137529137529138,0.8051341890315052,0.8586572438162544,0.8059614260666277,0.8104026845637584,0.8602894902454373,0.8385650224215246,0.838150289017341,0.5557710960232783,0.2601688411358404,0.2750210260723297,0.23410620792819745,0.44052863436123346,0.4475457170356112,0.23749119097956306,0.1945762711864407,0,0.5260528194147038,0.39285714285714285,0.5171052631578947,0.9083870967741936,0.8185140073081608,0.3748378728923476,0.9124365482233503,0.8401775804661488,0.9070422535211268,0.6163035839775123,0.8891820580474934,0.8343118069145466,0.5417085427135678,0.6172938350680545
0.73950091296409,0.6465671641791044,0.8129839189994044,0.7042337507453786,0.7639975918121613,0.7060931899641577,0.7125541125541126,0.7061855670103093,0.7060367454068242,0.7078947368421052,0.545271629778672,0.6018957345971564,0.5399305555555556,0.5646153846153846,0.580377358490566,0.5109780439121756,0.49782923299565845,0.43671766342141866,0.5260528194147038,0,0.6701156421180767,0.6803776129467296,0.8360872438863186,0.7595015576323988,0.6212624584717608,0.7712800519818064,0.8310185185185185,0.8452639190166306,0.556998556998557,0.8236363636363636,0.8917112299465241,0.5594989561586639,0.5
0.9084287200832466,0.7656090071647902,0.916241062308478,0.820040899795501,0.9134020618556701,0.8259088581669227,0.8451882845188284,0.8951392681594756,0.8613422074320577,0.8710394663702057,0.6527886881382561,0.3618122977346278,0.4116002795248078,0.331222292590247,0.5523690773067331,0.5644028103044496,0.4244431065623119,0.38613861386138615,0.39285714285714285,0.6701156421180767,0,0.6254256526674233,0.9475446428571429,0.8577494692144374,0.2645739910313901,0.9537953795379538,0.910761154855643,0.9554753309265944,0.6756756756756757,0.943437273386512,0.9076056338028169,0.6847210994341147,0.6861167002012073
