chkd_s_1,chkd_s_3,chkd_s_5,chkd_s_6,chkd_s_7,gs_st__1,gs_sth_s_2,gs_st__3,gs_sth_s_7,gs_sth_w_2,gs_st__4,gs_st__5,gs_sth_w_7,gs_st__9,prth_b_1,prth_b_2,prth_b_3,prth_b_5,prth_b_6,prth_b_7,prth_p_1,prth_p_2,prth_p_3,prth_p_9,trqt_n_1,trqt_n_2,trqt_n_4,trqt_n_8,trqt_n_9,trqt_s_1,trqt_s_2,trqt_s_3,trqt_s_4,trqt_s_5,trqt_s_6,trqt_s_8,trqt_s_9
0,0.44107946026986505,0.4640012024650534,0.40243742628751145,0.428656895004487,0.4297086451202038,0.6061816287549922,0.585145276120839,0.4393134450347364,0.5888901135236416,0.3497039359108325,0.5385210994967092,0.5099470445112352,0.5564686051411715,0.6322341857335128,0.8142723813626247,0.5429985564033821,0.6369797733771048,0.5713821138211382,0.6289415790760206,0.6230924272962857,0.5098560044736474,0.573208722741433,0.6403589700578713,0.5307211465162373,0.55503746877602,0.5395211544768777,0.5884299899266081,0.510624387054593,0.4836293007769145,0.5589452524535887,0.5657856520476329,0.5116825041922862,0.44805194805194803,0.6268524382520583,0.4544334975369458,0.45119765357666614
0.44107946026986505,0,0.42710267028416393,0.34945495551935846,0.30727686185332576,0.3684210526315789,0.506066734074823,0.6059131061835227,0.2684956442595241,0.49633874562241326,0.38115561391989494,0.4478330658105939,0.4354640861387488,0.4041861410282463,0.5494121385446457,0.7860181508791833,0.5452971725331794,0.5462064740120495,0.496,0.5588373183309893,0.6609100877192983,0.47514327602292417,0.583751846381093,0.6128086042532388,0.4360978433926762,0.5291896144767899,0.4305210918114144,0.5284285518564187,0.42547928262213974,0.40539825350621855,0.510389462927217,0.49281370923161966,0.443571812802582,0.41502741051273784,0.5374166161309885,0.3713117148699971,0.42901186989363344
0.4640012024650534,0.42710267028416393,0,0.2855349070818684,0.34093175666049297,0.41155125491381916,0.6165724411442073,0.6130198915009042,0.4878811571540266,0.4677865192430364,0.4574485596707819,0.44023756495916855,0.3685792349726776,0.5517557251908397,0.5007169029791302,0.8334220141179809,0.5619451949054419,0.6014729950900164,0.6486194662964677,0.6258367586611862,0.7029811787333425,0.5653219342773177,0.6662224196653339,0.7113250652741514,0.5319210679048172,0.5190911959608709,0.39107448297309905,0.5589123867069486,0.4760502247713533,0.4584272642885559,0.5178612059158134,0.5883086300041557,0.5307178271179134,0.46936135812449475,0.606951871657754,0.4236344999267828,0.5499227202472952
0.40243742628751145,0.34945495551935846,0.2855349070818684,0,0.21595598349381018,0.3980505795574289,0.48850261127133837,0.6287645974185617,0.3615349052242256,0.42989214175654855,0.4158514107471998,0.37637969094922735,0.3376717281272596,0.4329352957511802,0.4213645761543763,0.7572765607322842,0.5402597402597402,0.45657429793565185,0.46682750301568154,0.5067944801432634,0.5472932057648057,0.39697542533081287,0.4939852541715173,0.5786610246335198,0.40559085133418044,0.42564242755604154,0.37967337022540154,0.4658595641646489,0.40207295732938486,0.31447352975701376,0.4180999180999181,0.42417957789435157,0.39294071762870514,0.39466703895016053,0.487508146860743,0.34340976047137184,0.43098818474758327
0.428656895004487,0.30727686185332576,0.34093175666049297,0.21595598349381018,0,0.335941026026779,0.4826657691013127,0.5746899155132122,0.3686259244842351,0.4160398347282551,0.3467583497053045,0.3163277880468269,0.3142934856521148,0.39886386691012377,0.38510301109350237,0.7921626984126984,0.5589645254074784,0.49638087470690184,0.4653161448741559,0.5140383715489003,0.5604485776805251,0.4063040297911956,0.5251989389920424,0.5653023028724876,0.40101083032490975,0.3956992622822163,0.35396039603960394,0.45181134654818866,0.3689080814312153,0.2735674676524954,0.391816842343874,0.3792057363485935,0.3852432606594351,0.34802187198456097,0.46253480208207237,0.29903818128825416,0.2938643702906351
0.4297086451202038,0.3684210526315789,0.41155125491381916,0.3980505795574289,0.335941026026779,0,0.46859482533321717,0.46994959286545174,0.3122432210353328,0.4529555014390082,0.23198316675433983,0.29701686121919585,0.3244099021301094,0.39659367396593675,0.4953429297205758,0.8071821417017147,0.49480249480249483,0.5869842620161634,0.5346097201767305,0.6170944369397028,0.6464456348631823,0.5094180489176272,0.6182416549130231,0.6435543588017503,0.42760736196319016,0.4126718069057995,0.3342135665951477,0.5096960926193922,0.371607172232275,0.3580694657553355,0.44689950106913756,0.46107784431137727,0.4026498989445318,0.34388439704111473,0.5180753564154786,0.33529502865107635,0.31584125942932106
0.6061816287549922,0.506066734074823,0.6165724411442073,0.48850261127133837,0.4826657691013127,0.46859482533321717,0,0.6282828282828283,0.4096817928064439,0.36290379090463176,0.5517367458866544,0.38889317988723254,0.4315962248666393,0.28509189925119127,0.5979177885478371,0.6674733785091965,0.7014034040011944,0.5039956287138857,0.5699682763482552,0.6083707025411061,0.6646903820816864,0.506112865355032,0.6257531416767086,0.5356579639039776,0.4592157863400527,0.5649379630456128,0.5308073654390935,0.5458961060344117,0.5219158713326264,0.42560051587941317,0.4416697180519956,0.48047004303210855,0.3633599660609489,0.5505882352941176,0.4517681203696632,0.47614161108260644,0.494133215703573
0.585145276120839,0.6059131061835227,0.6130198915009042,0.6287645974185617,0.5746899155132122,0.46994959286545174,0.6282828282828283,0,0.3969121904149244,0.5821383647798742,0.44057155228404415,0.5399939631753697,0.5105729877216917,0.5688851714661249,0.6311968471271521,0.8932485505891153,0.45893719806763283,0.6807692307692308,0.5739009349512632,0.6866411673041507,0.6599690880989181,0.579436152570481,0.5861808570889182,0.7144444444444444,0.5022075055187638,0.5477263416632527,0.5252261306532663,0.5712324064538277,0.4322322322322322,0.5704190632703369,0.5906735751295337,0.5995141419399618,0.6522628483763744,0.4184817086064707,0.7017129356172475,0.43904708728829334,0.5337056242520941
0.4393134450347364,0.2684956442595241,0.4878811571540266,0.3615349052242256,0.3686259244842351,0.3122432210353328,0.4096817928064439,0.3969121904149244,0,0.4357043788389142,0.34526097885553747,0.3904218928164196,0.3803696303696304,0.2896413963664035,0.49748743718592964,0.7734686104089477,0.5066439522998296,0.5196865443425076,0.5289359921907684,0.5618819950016299,0.6023597339023472,0.45754832395400047,0.5339336110737805,0.5556242274412856,0.4044854881266491,0.42897808141189864,0.39345413681696867,0.5099121706398996,0.36657795209413085,0.3690606392028193,0.43089259337412955,0.4650309852029847,0.4204294601645595,0.3537028953877492,0.5363391655450875,0.29200478914460554,0.3897736797988265
0.5888901135236416,0.49633874562241326,0.4677865192430364,0.42989214175654855,0.4160398347282551,0.4529555014390082,0.36290379090463176,0.5821383647798742,0.4357043788389142,0,0.5143025309005297,0.266806322605218,0.29096509240246404,0.31465904450796245,0.4575140853167759,0.7749828493025384,0.6127334911865299,0.44637586093801246,0.4761316410198809,0.5103795153177869,0.5667594597381174,0.4373107207752877,0.5539082088738689,0.553965658217498,0.37736254295532645,0.4827586206896552,0.4617557338153881,0.4331065759637188,0.41111486867320485,0.31834153197470133,0.35807314897413023,0.3864508766469551,0.36006154898273207,0.4340499709471238,0.41679188580015025,0.369229105849281,0.4517435320584927
