year,sample,richness,shannon,lat,long
2017,choked_inner_2,10,1.1740659300448064,51.676,-128.122
2017,choked_inner_3,13,1.4908362243355615,51.676,-128.122
2017,choked_inner_5,12,1.7073909806754672,51.676,-128.122
2017,choked_inner_7,13,0.7733197422593071,51.676,-128.122
2017,choked_inner_8,12,1.2904199963825167,51.676,-128.122
2017,choked_inner_9,17,1.337408138428956,51.676,-128.122
2017,pruth_pocket_2,14,2.0272449248530275,51.645766,-128.118668
2017,pruth_pocket_3,13,1.9916854286520902,51.645766,-128.118668
2017,pruth_pocket_4,15,1.8557837690645547,51.645766,-128.118668
2017,choked_sandspit_1,14,1.5426821234671233,51.678,-128.115
2017,choked_sandspit_2,10,1.3362609832159718,51.678,-128.115
2017,choked_sandspit_5,14,1.3701569658467916,51.678,-128.115
2017,choked_sandspit_6,11,1.0371217659583016,51.678,-128.115
2017,choked_sandspit_8,13,1.1705952952530378,51.678,-128.115
2017,choked_sandspit_9,14,1.2840389039695983,51.678,-128.115
2017,triquet_north_1,15,1.9241121129457879,51.808875,-128.247457
2017,triquet_north_2,16,2.1034281687313228,51.808875,-128.247457
2017,triquet_north_4,13,2.067984908528578,51.808875,-128.247457
2017,triquet_north_5,16,1.7965008009660537,51.808875,-128.247457
2017,triquet_north_6,11,1.8512533171780001,51.808875,-128.247457
2017,triquet_north_8,16,1.7390305313081735,51.808875,-128.247457
2017,triquet_south_2,12,1.7362172402275449,51.80869,-128.235858
2017,triquet_south_3,9,1.7453249524973729,51.80869,-128.235858
2017,triquet_south_4,14,1.755514997401373,51.80869,-128.235858
2017,triquet_south_5,11,1.7215216040997277,51.80869,-128.235858
2017,triquet_south_8,13,1.658636439728102,51.80869,-128.235858
2017,triquet_south_9,15,1.719147442529018,51.80869,-128.235858
