chkd__NA,chkd_n_1,chkd_n_2,chkd__NA.1,chkd__NA.2,chkd__NA.3,chkd__NA.4,chkd_s_1,chkd_s_2,chkd_s_3,chkd_s_4,chkd_s_5,chkd_s_6,gs_sth_s_1,gs_sth_s_2,gs_sth_s_3,gs_sth_s_4,gs_sth_s_5,gs_sth_s_6,gs_sth_w_1,gs_sth_w_2,gs_sth_w_3,gs_sth_w_4,gs_sth_w_5,gs_sth_w_6,mcmllns_n_1,mcmllns_n_2,mcmllns_n_3,mcmllns_n_4,mcmllns_n_5,mcmllns_n_6,mcmllns_s_1,mcmllns_s_2,mcmllns_s_3,mcmllns_s_4,mcmllns_s_5,mcmllns_s_6,trqt_n_1,trqt_n_2,trqt_n_3,trqt_n_4,trqt_n_5,trqt_n_6,trqt_s_1,trqt_s_2,trqt_s_3,trqt_s_4,trqt_s_5,trqt_s_6
0,0.34708308780200353,0.4009946583164487,0.4827520487897846,0.5460292374555512,0.6434583014537107,0.5618440779610195,0.6645113615370405,0.42020879940343026,0.8776913334539533,0.3732701421800948,0.6991502440788284,0.444106463878327,0.4212671359762875,0.3719230769230769,0.3788433382137628,0.40494958753437216,0.46436201204117306,0.5249709639953543,0.5455580865603644,0.6018814675446849,0.44537815126050423,0.5583536929148656,0.5004716091303527,0.49320388349514566,0.46629001883239174,0.32317653780232336,0.3970698722764838,0.40903177847983646,0.3888125613346418,0.37196404666284183,0.36672897196261683,0.3315858453473132,0.355032925682032,0.319910514541387,0.2943361188486537,0.32998511904761907,0.3152914458743376,0.4338919925512104,0.393418647166362,0.3388274957857277,0.46914829051183493,0.3898678414096916,0.8260241833604043,0.35855784469096674,0.45956232159847765,0.39973589888700245,0.41063709828979517,0.380244590780809
0.34708308780200353,0,0.44673539518900346,0.29430379746835444,0.3582426606446315,0.42545165773277743,0.3780369290573372,0.4787437763309077,0.2766286487531413,0.8482008995502249,0.3351691581431943,0.5367041198501873,0.30834484119155653,0.44920299596696756,0.41465362347774004,0.4367532713825147,0.4745440729483283,0.5127067365873336,0.5690452261306532,0.5769155012802837,0.5862607338017174,0.4251734390485629,0.6015594541910332,0.5416829745596868,0.48659003831417624,0.46356710294979486,0.4241106719367589,0.43385934151568284,0.4077071290944123,0.48083197389885807,0.42119888844779674,0.4088001550688118,0.4866019417475728,0.4847775175644028,0.40576068045621494,0.4432036965729688,0.46730954676952746,0.41291969369723147,0.4581965630430585,0.38852055313506345,0.3745143745143745,0.5526094276094277,0.37226555069431233,0.8074766355140187,0.30615606341362983,0.5580568720379147,0.4649706457925636,0.4705653021442495,0.47384855581576896
0.4009946583164487,0.44673539518900346,0,0.6099369670003708,0.6909195622960261,0.7495813953488372,0.669888747036294,0.7179856115107913,0.5601524224278716,0.8600634473034896,0.515676872002951,0.7213807678760127,0.5997780654706861,0.5000901713255185,0.47596783242939966,0.48280163963642847,0.4341306676187076,0.49924471299093653,0.5403726708074534,0.42862419205909513,0.5089710728670817,0.406650566598551,0.4528163862472568,0.45704845814977973,0.44421370587124787,0.603811618105186,0.5157465728047425,0.481264851032718,0.5101302460202605,0.5665776421213278,0.5438988095238095,0.47098417318537383,0.47995626822157433,0.47162211644086416,0.45345672291780076,0.42046276211135214,0.4640593880137606,0.4159454980666544,0.5272793184701831,0.3505429944810397,0.4575282537367845,0.45029469548133594,0.41090259159964254,0.7992264416315049,0.5110683349374399,0.5212884116993706,0.5348751835535976,0.49231894659839065,0.5400952032222629
0.4827520487897846,0.29430379746835444,0.6099369670003708,0,0.2142430873284265,0.23204313498940882,0.27523108847387284,0.4741539605801413,0.31844623756802404,0.8455935906773488,0.46603053435114505,0.49890829694323147,0.3879425837320574,0.44061159798620175,0.47996127783155856,0.38441701970897035,0.5306273062730628,0.5338287055142745,0.6016371077762619,0.6548824765908656,0.6420454545454546,0.4843299365506633,0.6712069617858494,0.532852259779719,0.5049853372434018,0.5927962085308057,0.5828220858895705,0.5715636226129703,0.5480733258511036,0.6177865612648221,0.5679630342703119,0.5469426152398871,0.5857519788918206,0.6276515151515152,0.533495965471946,0.5629906542056075,0.5858453473132372,0.5351495522956754,0.5332708528584817,0.5039558417663293,0.4766214177978884,0.6487367563162184,0.4915943099944578,0.8405375953505267,0.367245162577299,0.6482758620689655,0.4644891758450437,0.5584562996594779,0.5515151515151515
0.5460292374555512,0.3582426606446315,0.6909195622960261,0.2142430873284265,0,0.20686900958466453,0.16262705238467554,0.4592720970537262,0.27993779160186627,0.8477482570190314,0.47537091988130564,0.4630013180192054,0.40555555555555556,0.4804943993820008,0.5357429718875502,0.45308924485125857,0.5893027698185291,0.5861229458307973,0.6570966437525273,0.6937400950871633,0.6812561334641806,0.5486443381180224,0.7173103313075867,0.5965361149380043,0.5651115618661258,0.5791748526522593,0.5738421784933413,0.5677899686520376,0.5252857973260996,0.5954871794871794,0.5575963266120982,0.5138401559454191,0.5645381761374731,0.6019627085377821,0.5233281493001555,0.5488867376573088,0.5973622963537626,0.6093996840442338,0.5285436893203883,0.5817142857142857,0.535846845086931,0.7031547745077281,0.5237184391736802,0.8289795151287352,0.4374482187241094,0.6524329692154915,0.44853375319818933,0.5440109782395609,0.5383709519136408
0.6434583014537107,0.42545165773277743,0.7495813953488372,0.23204313498940882,0.20686900958466453,0,0.2593714502082545,0.5051315543944765,0.39096045197740115,0.8651562214507583,0.5828385366787971,0.37301442395471973,0.4905877833269305,0.5419161676646707,0.6027982899339293,0.46506469500924214,0.644510275874838,0.6537782139352306,0.715962441314554,0.7548906789413119,0.7281885573084965,0.5935932072558857,0.7801404974368711,0.6493234229083286,0.6075353218210361,0.645738203957382,0.6497979603617472,0.6466793168880456,0.6136662286465178,0.6699067645308471,0.6320772946859904,0.618202416918429,0.687913750709287,0.6981562440600646,0.6248587570621469,0.6432189082723692,0.6771890266816986,0.6611854684512428,0.5989465763732129,0.630354505169867,0.577294228949858,0.7504602168132543,0.5813867259918428,0.8702387461272098,0.48297957549058873,0.7181311286291098,0.531160663236135,0.6388836149610784,0.6209846036875118
0.5618440779610195,0.3780369290573372,0.669888747036294,0.27523108847387284,0.16262705238467554,0.2593714502082545,0,0.4593012621181635,0.2783314876338132,0.8147285432718151,0.4539313191968474,0.43025962399283796,0.3722243131351148,0.4996331621423331,0.5196041111534069,0.4867705690467561,0.57632964240334,0.5571785508360562,0.6076628352490422,0.6550169109357384,0.6323337679269883,0.5232514177693762,0.6654883720930233,0.5473389355742297,0.5526518063028439,0.5723340790454884,0.563430725730443,0.5574563034585348,0.5201471941122355,0.5855505923480288,0.5536626916524702,0.5081421169504071,0.5655236329935125,0.5958279009126467,0.528608342561831,0.5444015444015444,0.5867403314917127,0.5856125889846384,0.4970501474926254,0.560825488776249,0.5041720749119228,0.6665999599759856,0.5096328607778989,0.7576407506702413,0.4159153273226186,0.6326991900546243,0.47675070028011207,0.5047441860465116,0.5149934810951761
0.6645113615370405,0.4787437763309077,0.7179856115107913,0.4741539605801413,0.4592720970537262,0.5051315543944765,0.4593012621181635,0,0.4689717925386715,0.616825733474726,0.5394006659267481,0.4284705051218651,0.4535336672231497,0.6892747332248146,0.7107484524479459,0.6875781948168007,0.7096312209094164,0.7458333333333333,0.7409854634698886,0.732913502500463,0.7374219610723467,0.6497111980622322,0.7916360968451944,0.7341678939617083,0.5978034463169855,0.6324205109354898,0.6566332218506131,0.6373968835930339,0.6400580551523948,0.711825487944891,0.6570895522388059,0.6431308155446086,0.7335526315789473,0.697759823723834,0.6487716105550501,0.6762146482958665,0.7392409660432178,0.7263157894736842,0.6644246500636248,0.5397250490983753,0.6383912248628885,0.7883326763894364,0.6863237139272271,0.8085331452750353,0.5446997489862908,0.7604901596732269,0.6682621502209131,0.7028613352898019,0.6804994491369812
0.42020879940343026,0.2766286487531413,0.5601524224278716,0.31844623756802404,0.27993779160186627,0.39096045197740115,0.2783314876338132,0.4689717925386715,0,0.8666428953467641,0.27086055628150085,0.4559059326563335,0.2811681018345189,0.4551094890510949,0.36084816357440364,0.39740353407861523,0.4372403828788152,0.43376027528197286,0.5331554878048781,0.5813084112149532,0.5708727070594775,0.44264761188416696,0.5917083101980382,0.4917332342559911,0.5015290519877675,0.40875370919881304,0.37183573973373335,0.37920828708842025,0.32857404356580633,0.4015839289163608,0.39446431933722464,0.3089101620029455,0.40106951871657753,0.39929590513248103,0.33272126331252294,0.349917687945857,0.42872847196775377,0.44353335818114054,0.3591342626559061,0.4243515850144092,0.3680132816823464,0.5219900497512437,0.4003616636528029,0.7798328294504713,0.3216374269005848,0.5446880269814502,0.4568084711127624,0.42032204330927264,0.4367241059848064
0.8776913334539533,0.8482008995502249,0.8600634473034896,0.8455935906773488,0.8477482570190314,0.8651562214507583,0.8147285432718151,0.616825733474726,0.8666428953467641,0,0.8590579710144928,0.8659972299168975,0.8256130790190735,0.9301789828105618,0.891643709825528,0.9029602382203539,0.8585964912280701,0.9024842417500927,0.8702642764738495,0.8545256666062035,0.8406474820143884,0.8379857690202518,0.8480057491915199,0.8333934367111432,0.8624652455977757,0.8873087308730873,0.9053857350800583,0.8983659543903753,0.9061500177746179,0.9123595505617977,0.9225429302155644,0.8927613941018767,0.9029717150017902,0.8938848920863309,0.9133535389552505,0.888809946714032,0.911759473403309,0.9200578766503889,0.890293855743544,0.8719160104986876,0.8889684813753582,0.9070932922127988,0.9202529422097312,0.8105772554441756,0.8821084451161912,0.8956363636363637,0.8900108186080058,0.8756737333812432,0.8910071942446043
