chkd__NA,chkd_n_1,chkd_n_3,chkd__NA.1,chkd__NA.2,chkd_s_6,chkd_s_5,gs_sth_s_4,gs_sth_s_6,gs_sth_s_5,gs_sth_s_3,gs_sth_s_1,gs_sth_s_2,gs_sth_w_1,gs_sth_w_3,gs_sth_w_4,gs_sth_w_2,gs_sth_w_6,gs_sth_w_5,mcmllns_n_1,mcmllns_n_2,mcmllns_n_3,mcmllns_n_4,mcmllns_n_5,mcmllns_n_6,mcmllns_s_1,mcmllns_s_2,mcmllns_s_3,mcmllns_s_4,mcmllns_s_5,mcmllns_s_6,trqt_n_6,trqt_n_5,trqt_n_4,trqt_n_2,trqt_n_3,trqt_n_1,trqt_s_6,trqt_s_5,trqt_s_4,trqt_s_3
0,0.22867298578199052,0.1855921855921856,0.5697538100820633,0.705232129697863,0.53128834355828225,0.19371069182389938,0.9390018484288355,0.8882575757575758,0.9030492572322126,0.7728155339805826,0.6697247706422018,0.830781627719581,0.9559082892416225,0.8911685994647636,0.9316363636363636,0.7901533494753834,0.8355731225296442,0.9341637010676157,0.9589123867069487,0.971513353115727,0.9659824046920821,0.9793061472915399,0.9175384615384615,0.9551092734790313,0.9513715710723192,0.7900128040973111,0.9652902453620587,0.9543269230769231,0.8930091185410335,0.9339378238341969,0.9722724532851115,0.9440809042236764,0.9239001189060642,0.954915466499687,0.9658018867924528,0.9152029073288915,0.39429407461594734,0.9272175890826384,0.22488038277511962,0.18575063613231552
0.22867298578199052,0,0.08025343189017951,0.599388379204893,0.7321760694358338,0.6023329798515377,0.2513542795232936,0.9476831091180867,0.9679878048780488,0.9817589576547231,0.8258164852255054,0.7731958762886598,0.9104876419505677,0.962589928057554,0.9230210602759622,0.9399141630901288,0.7872909698996655,0.8408941485864563,0.9144927536231884,0.9591836734693877,0.9453889747552808,0.9826619071902091,0.9557661927330173,0.9043062200956937,0.9753719856336582,0.9473118279569892,0.8294829482948295,0.9605604566683965,0.9583333333333334,0.9158337716991057,0.95,0.9822454308093995,0.9907072792978833,0.9504643962848297,0.9557474365893146,0.9641393442622951,0.9748295752490823,0.4713493530499076,0.9403174603174603,0.3100639906922629,0.24507658643326038
0.1855921855921856,0.08025343189017951,0,0.608786610878661,0.7517594369801663,0.5729847494553377,0.21492204899777284,0.953416149068323,0.9698890649762282,0.9797979797979798,0.8252427184466019,0.7679715302491104,0.9101589495507948,0.9567164179104478,0.9080633006782216,0.9392789373814042,0.8214532871972319,0.8450033990482665,0.9473684210526315,0.9903277807630306,0.9767318878900053,0.9937205651491365,0.9881016765819362,0.9344620425996724,0.9768299104791995,0.980110497237569,0.8246606334841629,0.9925412892914225,0.9903743315508021,0.9362506753106429,0.9577142857142857,0.9753351206434316,0.9957604663487016,0.9819915254237288,0.9889073765945646,0.9957939011566772,0.9752288637587506,0.47361729179911,0.9777049180327869,0.32534451767525463,0.22609673790776152
0.5697538100820633,0.599388379204893,0.608786610878661,0,0.7081545064377682,0.2615546218487395,0.6126609442060086,0.915929203539823,0.9383458646616541,0.9639407598197038,0.8205521472392638,0.7746096401900883,0.9089108910891089,0.9616477272727273,0.9068100358422939,0.9405700424499697,0.7898215465961665,0.7790773229369721,0.9070100143061517,0.9274235355106273,0.9183256763654926,0.9797877716018191,0.9280125195618153,0.8894154818325435,0.9552618200305033,0.919062832800852,0.8235294117647058,0.9341902313624678,0.95562435500516,0.9166232412714955,0.9526952695269527,0.9906880496637351,0.989769820971867,0.9079754601226994,0.9176910742918225,0.8812182741116751,0.9833766233766233,0.5368677635588056,0.9083490269930948,0.5129533678756477,0.5980498374864572
0.705232129697863,0.7321760694358338,0.7517594369801663,0.7081545064377682,0,0.7633440514469454,0.7135313531353136,0.7080436941410129,0.6472986748216106,0.7890365448504983,0.6481675392670158,0.5800711743772242,0.7084048027444254,0.8583569405099151,0.7112810707456979,0.8430769230769231,0.6649484536082474,0.7226890756302521,0.765490943755958,0.7746835443037975,0.7900621118012422,0.912883435582822,0.8533163265306123,0.8541935483870968,0.9221260815822002,0.8181818181818182,0.7256220578345662,0.7731829573934837,0.8892385147891756,0.8369426751592357,0.8624914908100749,0.9166666666666666,0.9041095890410958,0.8382078406969509,0.7608409986859396,0.7803824799506478,0.8921319796954315,0.6099071207430341,0.752411575562701,0.5864553314121037,0.6993987975951904
0.53128834355828225,0.6023329798515377,0.5729847494553377,0.2615546218487395,0.7633440514469454,0,0.5592841163310962,0.925,0.960127591706539,0.97291807718348,0.8159609120521173,0.772369362920544,0.9138290479499652,0.9564564564564565,0.8999241849886277,0.9465988556897648,0.8288100208768268,0.8086124401913876,0.9531013615733737,0.9924446842957366,0.975570897503983,0.9905412506568576,0.9847908745247148,0.9253976961053209,0.9735589635113696,0.9844617092119867,0.8477272727272728,0.9925093632958801,0.9924812030075187,0.9435702658708627,0.9598163030998852,0.9806138933764136,0.9957424161788185,0.9829787234042553,0.9877437325905293,0.9313621964097148,0.9762033531638724,0.48881789137380194,0.976268951878708,0.5388320288982541,0.5649717514124294
0.19371069182389938,0.2513542795232936,0.21492204899777284,0.6126609442060086,0.7135313531353136,0.5592841163310962,0,0.95,0.9555189456342669,0.9721642310368824,0.8181818181818182,0.7627118644067796,0.9113652609006433,0.9613003095975232,0.9077404222048475,0.9360730593607306,0.8124552612741589,0.8468025298664793,0.9422776911076443,0.9856591285162714,0.9739555073250136,0.9946323134728932,0.9866740699611327,0.9270891755468312,0.9762290653700703,0.9795686719636776,0.8372093023255814,0.9923455440131219,0.9901207464324918,0.9356627842484747,0.9588719153936546,0.9746835443037974,0.9956498096791735,0.9815217391304348,0.9874643874643875,0.9848975188781014,0.9834162520729685,0.44524590163934424,0.975626269465132,0.28809376927822333,0.19884393063583816
0.9390018484288355,0.9476831091180867,0.953416149068323,0.915929203539823,0.7080436941410129,0.925,0.95,0,0.43059490084985835,0.5263724434876211,0.55,0.6042402826855123,0.5959595959595959,0.5229591836734694,0.4293125810635538,0.6487804878048781,0.671541057367829,0.6284153005464481,0.4496124031007752,0.8206896551724138,0.8337078651685393,0.8391143911439114,0.7432327919566899,0.8337254901960784,0.8451228592702904,0.8070175438596491,0.7623762376237624,0.7925813777441333,0.8447488584474886,0.8193050193050193,0.8006700167504187,0.7937356760886173,0.7716003005259203,0.7957957957957958,0.7385725741780272,0.799405646359584,0.7632590315142198,0.6755162241887905,0.5789473684210527,0.7969451931716083,0.7708674304418985
0.8882575757575758,0.9679878048780488,0.9698890649762282,0.9383458646616541,0.6472986748216106,0.960127591706539,0.9555189456342669,0.43059490084985835,0,0.44629014396456257,0.6207951070336392,0.5868772782503038,0.5560693641618497,0.6306068601583114,0.47114093959731546,0.6736736736736737,0.7172653534183082,0.7592800899887514,0.5320855614973262,0.8107896794370602,0.8777692895339955,0.8404815650865313,0.7774269928966061,0.8718975180144115,0.8572513287775246,0.8094462540716613,0.7807757166947723,0.7806949806949807,0.8322981366459627,0.806146572104019,0.8013698630136986,0.8160561184723305,0.7425287356321839,0.7549770290964778,0.7428337428337428,0.803030303030303,0.7396078431372549,0.7214934409687185,0.5737009544008483,0.827046918123275,0.8311036789297659
0.9030492572322126,0.9817589576547231,0.9797979797979798,0.9639407598197038,0.7890365448504983,0.97291807718348,0.9721642310368824,0.5263724434876211,0.44629014396456257,0,0.5895096921322691,0.5219885277246654,0.34558823529411764,0.37003058103975534,0.4669421487603306,0.41080196399345337,0.6942909760589319,0.7751798561151079,0.44593202883625127,0.7123834886817576,0.7767624020887729,0.7435567010309279,0.6630872483221476,0.7663043478260869,0.7597402597402597,0.71881461061337,0.6848828956706884,0.69433465085639,0.7339510258107214,0.7184986595174263,0.7081236520488857,0.7131474103585658,0.5052356020942408,0.6494440810987574,0.5692520775623269,0.7200259235255995,0.5607476635514018,0.7314662273476112,0.44939965694682676,0.8564885496183207,0.8280479210711769
0.7728155339805826,0.8258164852255054,0.8252427184466019,0.8205521472392638,0.6481675392670158,0.8159609120521173,0.8181818181818182,0.55,0.6207951070336392,0.5895096921322691,0,0.32747804265997493,0.41835518474374256,0.5081967213114754,0.3657858136300417,0.5683453237410072,0.5531660692951016,0.59675550405562,0.46814404432132967,0.7366320830007981,0.7552611067809821,0.7590176515732924,0.6921837228041902,0.6925592804578904,0.7521301316808675,0.7204658901830283,0.5275862068965518,0.7241922773837668,0.7591125198098256,0.6830249396621078,0.691768826619965,0.7692919649960223,0.7357310398749023,0.74375,0.695397489539749,0.7619783616692427,0.7261809447558046,0.6082901554404145,0.6990185387131952,0.6738925541941565,0.6957264957264957
0.6697247706422018,0.7731958762886598,0.7679715302491104,0.7746096401900883,0.5800711743772242,0.772369362920544,0.7627118644067796,0.6042402826855123,0.5868772782503038,0.5219885277246654,0.32747804265997493,0,0.3888888888888889,0.5294117647058824,0.49099099099099097,0.5604203152364273,0.6282306163021869,0.6627906976744186,0.6206509539842873,0.6863572433192686,0.7258953168044077,0.7105978260869565,0.6978723404255319,0.6681034482758621,0.7150684931506849,0.6644784828592268,0.46275395033860045,0.6954102920723226,0.6953179594689028,0.6161473087818697,0.6414950419527079,0.7433380084151473,0.6892265193370166,0.6797791580400276,0.6671554252199413,0.7170198222829802,0.6770098730606487,0.5978835978835979,0.7292817679558011,0.6520325203252032,0.6803584764749814
