chkd_n_4,chkd_n_3,chkd_n_2,chkd_n_1,chkd_s_4,chkd_s_2,chkd_s_6,chkd_s_1,chkd_s_3,prth_b_5,prth_b_7,prth_b_4,prth_b_3,prth_b_6,prth_p_1,prth_p_4,prth_p_5,prth_p_3,prth_p_2,trqt_n_3,trqt_n_5,trqt_n_4,trqt_n_2,trqt_n_1,trqt_s_4,trqt_s_3,trqt_s_1,trqt_s_2
0,0.573,0.186,0.3586666666666667,0.846,0.7773333333333333,0.8306666666666667,0.837,0.7966666666666666,0.722,0.67,0.6863333333333334,0.597,0.623,0.6343333333333333,0.61,0.701,0.69,0.673,0.7993333333333333,0.6826666666666666,0.7283333333333334,0.7703333333333333,0.7433333333333333,0.7686666666666667,0.7476666666666667,0.7903333333333333,0.756
0.573,0,0.6356666666666667,0.586,0.84,0.778,0.8503333333333334,0.851,0.8436666666666667,0.6423333333333333,0.6556666666666666,0.6443333333333333,0.5586666666666666,0.575,0.5943333333333334,0.6116666666666667,0.669,0.591,0.6516666666666666,0.7986666666666666,0.696,0.703,0.7596666666666667,0.7106666666666667,0.727,0.7146666666666667,0.705,0.718
0.186,0.6356666666666667,0,0.35333333333333333,0.845,0.7753333333333333,0.8223333333333334,0.8176666666666667,0.7996666666666666,0.7583333333333333,0.6886666666666666,0.7266666666666667,0.6456666666666667,0.682,0.6963333333333334,0.617,0.7156666666666667,0.7386666666666667,0.7043333333333334,0.827,0.7396666666666667,0.7896666666666666,0.8223333333333334,0.7466666666666667,0.784,0.7573333333333333,0.823,0.7413333333333333
0.3586666666666667,0.586,0.35333333333333333,0,0.8333333333333334,0.7606666666666667,0.8413333333333334,0.7923333333333333,0.8253333333333334,0.69,0.6626666666666666,0.6533333333333333,0.5803333333333334,0.614,0.6266666666666667,0.6083333333333333,0.6933333333333334,0.6656666666666666,0.6846666666666666,0.7786666666666666,0.6996666666666667,0.735,0.764,0.709,0.7516666666666667,0.7306666666666667,0.7983333333333333,0.739
0.846,0.84,0.845,0.8333333333333334,0,0.13566666666666666,0.124,0.20466666666666666,0.22533333333333333,0.828,0.6523333333333333,0.7556666666666667,0.7933333333333333,0.7756666666666666,0.7606666666666667,0.724,0.698,0.7716666666666666,0.6083333333333333,0.6453333333333333,0.6006666666666667,0.5706666666666667,0.5176666666666667,0.7066666666666667,0.6096666666666667,0.686,0.6876666666666666,0.677
0.7773333333333333,0.778,0.7753333333333333,0.7606666666666667,0.13566666666666666,0,0.18433333333333332,0.22233333333333333,0.222,0.739,0.6193333333333333,0.729,0.7333333333333333,0.683,0.735,0.661,0.6793333333333333,0.7176666666666667,0.5656666666666667,0.6566666666666666,0.608,0.5513333333333333,0.544,0.6436666666666667,0.597,0.66,0.6923333333333334,0.6433333333333333
0.8306666666666667,0.8503333333333334,0.8223333333333334,0.8413333333333334,0.124,0.18433333333333332,0,0.279,0.128,0.8263333333333334,0.6636666666666666,0.76,0.793,0.782,0.7746666666666666,0.7086666666666667,0.721,0.78,0.6216666666666667,0.7133333333333334,0.662,0.6293333333333333,0.607,0.758,0.6533333333333333,0.7203333333333334,0.735,0.7116666666666667
0.837,0.851,0.8176666666666667,0.7923333333333333,0.20466666666666666,0.22233333333333333,0.279,0,0.34,0.771,0.6283333333333333,0.7356666666666667,0.741,0.715,0.727,0.6733333333333333,0.6856666666666666,0.7376666666666667,0.5526666666666666,0.5816666666666667,0.593,0.49833333333333335,0.46,0.654,0.592,0.6813333333333333,0.6776666666666666,0.6673333333333333
0.7966666666666666,0.8436666666666667,0.7996666666666666,0.8253333333333334,0.22533333333333333,0.222,0.128,0.34,0,0.84,0.723,0.819,0.8296666666666667,0.803,0.8213333333333334,0.6846666666666666,0.7746666666666666,0.8236666666666667,0.6606666666666666,0.8163333333333334,0.7286666666666667,0.7073333333333334,0.7083333333333334,0.7676666666666667,0.7383333333333333,0.7873333333333333,0.839,0.7696666666666667
0.722,0.6423333333333333,0.7583333333333333,0.69,0.828,0.739,0.8263333333333334,0.771,0.84,0,0.356,0.236,0.242,0.291,0.20066666666666666,0.315,0.2743333333333333,0.22866666666666666,0.31566666666666665,0.657,0.583,0.6113333333333333,0.6183333333333333,0.5733333333333334,0.618,0.5583333333333333,0.6186666666666667,0.539
