chkd_n_4,chkd_n_3,chkd_n_2,chkd_n_1,chkd_s_4,chkd_s_2,chkd_s_6,chkd_s_1,chkd_s_3,prth_b_5,prth_b_7,prth_b_4,prth_b_3,prth_b_6,prth_p_1,prth_p_4,prth_p_5,prth_p_3,prth_p_2,trqt_n_3,trqt_n_5,trqt_n_4,trqt_n_2,trqt_n_1,trqt_s_4,trqt_s_3,trqt_s_1,trqt_s_2
0.67,0.6556666666666666,0.6886666666666666,0.6626666666666666,0.6523333333333333,0.6193333333333333,0.6636666666666666,0.6283333333333333,0.723,0.356,0,0.265,0.32033333333333336,0.262,0.35933333333333334,0.37533333333333335,0.29933333333333334,0.31366666666666665,0.23833333333333334,0.5466666666666666,0.43566666666666665,0.4603333333333333,0.4503333333333333,0.5233333333333333,0.4663333333333333,0.49,0.5333333333333333,0.444
0.6863333333333334,0.6443333333333333,0.7266666666666667,0.6533333333333333,0.7556666666666667,0.729,0.76,0.7356666666666667,0.819,0.236,0.265,0,0.22433333333333333,0.27366666666666667,0.21166666666666667,0.31666666666666665,0.20366666666666666,0.237,0.28,0.584,0.48933333333333334,0.5633333333333334,0.5696666666666667,0.5783333333333334,0.53,0.4866666666666667,0.5373333333333333,0.458
0.597,0.5586666666666666,0.6456666666666667,0.5803333333333334,0.7933333333333333,0.7333333333333333,0.793,0.741,0.8296666666666667,0.242,0.32033333333333336,0.22433333333333333,0,0.262,0.24366666666666667,0.31733333333333336,0.293,0.22866666666666666,0.2826666666666667,0.6156666666666667,0.5503333333333333,0.5543333333333333,0.5993333333333334,0.5373333333333333,0.5906666666666667,0.5283333333333333,0.5913333333333334,0.5283333333333333
0.623,0.575,0.682,0.614,0.7756666666666666,0.683,0.782,0.715,0.803,0.291,0.262,0.27366666666666667,0.262,0,0.298,0.375,0.34833333333333333,0.28633333333333333,0.3313333333333333,0.6353333333333333,0.5286666666666666,0.5613333333333334,0.5843333333333334,0.5443333333333333,0.595,0.555,0.5956666666666667,0.5176666666666667
0.6343333333333333,0.5943333333333334,0.6963333333333334,0.6266666666666667,0.7606666666666667,0.735,0.7746666666666666,0.727,0.8213333333333334,0.20066666666666666,0.35933333333333334,0.21166666666666667,0.24366666666666667,0.298,0,0.251,0.257,0.243,0.289,0.6693333333333333,0.5556666666666666,0.6163333333333333,0.6286666666666667,0.6216666666666667,0.6213333333333333,0.582,0.6366666666666667,0.5556666666666666
0.61,0.6116666666666667,0.617,0.6083333333333333,0.724,0.661,0.7086666666666667,0.6733333333333333,0.6846666666666666,0.315,0.37533333333333335,0.31666666666666665,0.31733333333333336,0.375,0.251,0,0.307,0.33666666666666667,0.24833333333333332,0.7233333333333334,0.6023333333333334,0.585,0.6153333333333333,0.6483333333333333,0.6423333333333333,0.6656666666666666,0.7266666666666667,0.6206666666666667
0.701,0.669,0.7156666666666667,0.6933333333333334,0.698,0.6793333333333333,0.721,0.6856666666666666,0.7746666666666666,0.2743333333333333,0.29933333333333334,0.20366666666666666,0.293,0.34833333333333333,0.257,0.307,0,0.2703333333333333,0.23533333333333334,0.5093333333333333,0.4176666666666667,0.48333333333333334,0.49266666666666664,0.49166666666666664,0.49,0.441,0.48833333333333334,0.398
0.69,0.591,0.7386666666666667,0.6656666666666666,0.7716666666666666,0.7176666666666667,0.78,0.7376666666666667,0.8236666666666667,0.22866666666666666,0.31366666666666665,0.237,0.22866666666666666,0.28633333333333333,0.243,0.33666666666666667,0.2703333333333333,0,0.2613333333333333,0.5513333333333333,0.511,0.528,0.56466666666666665,0.46166666666666667,0.527,0.46,0.5183333333333333,0.4623333333333333
0.673,0.6516666666666666,0.7043333333333334,0.6846666666666666,0.6083333333333333,0.5656666666666667,0.6216666666666667,0.5526666666666666,0.6606666666666666,0.31566666666666665,0.23833333333333334,0.28,0.2826666666666667,0.3313333333333333,0.289,0.24833333333333332,0.23533333333333334,0.2613333333333333,0,0.56,0.4553333333333333,0.41533333333333333,0.424,0.5066666666666667,0.501,0.5053333333333333,0.5556666666666666,0.462
0.7993333333333333,0.7986666666666666,0.827,0.7786666666666666,0.6453333333333333,0.6566666666666666,0.7133333333333334,0.5816666666666667,0.8163333333333334,0.657,0.5466666666666666,0.584,0.6156666666666667,0.6353333333333333,0.6693333333333333,0.7233333333333334,0.5093333333333333,0.5513333333333333,0.56,0,0.35733333333333334,0.342,0.24533333333333332,0.29333333333333333,0.38866666666666666,0.368,0.313,0.3526666666666667
0.6826666666666666,0.696,0.7396666666666667,0.6996666666666667,0.6006666666666667,0.608,0.662,0.593,0.7286666666666667,0.583,0.43566666666666665,0.48933333333333334,0.5503333333333333,0.5286666666666666,0.5556666666666666,0.6023333333333334,0.4176666666666667,0.511,0.4553333333333333,0.35733333333333334,0,0.254,0.32133333333333336,0.376,0.38133333333333336,0.39166666666666666,0.373,0.37766666666666665
0.7283333333333334,0.703,0.7896666666666666,0.735,0.5706666666666667,0.5513333333333333,0.6293333333333333,0.49833333333333335,0.7073333333333334,0.6113333333333333,0.4603333333333333,0.5633333333333334,0.5543333333333333,0.5613333333333334,0.6163333333333333,0.585,0.48333333333333334,0.528,0.41533333333333333,0.342,0.254,0,0.23566666666666666,0.366,0.349,0.42766666666666664,0.386,0.4156666666666667
0.7703333333333333,0.7596666666666667,0.8223333333333334,0.764,0.5176666666666667,0.544,0.607,0.46,0.7083333333333334,0.6183333333333333,0.4503333333333333,0.5696666666666667,0.5993333333333334,0.5843333333333334,0.6286666666666667,0.6153333333333333,0.49266666666666664,0.56466666666666665,0.424,0.24533333333333332,0.32133333333333336,0.23566666666666666,0,0.39666666666666667,0.36233333333333334,0.425,0.3466666666666667,0.391
0.7433333333333333,0.7106666666666667,0.7466666666666667,0.709,0.7066666666666667,0.6436666666666667,0.758,0.654,0.7676666666666667,0.5733333333333334,0.5233333333333333,0.5783333333333334,0.5373333333333333,0.5443333333333333,0.6216666666666667,0.6483333333333333,0.49166666666666664,0.46166666666666667,0.5066666666666667,0.29333333333333333,0.376,0.366,0.39666666666666667,0,0.435,0.36133333333333334,0.38066666666666665,0.3333333333333333
0.7686666666666667,0.727,0.784,0.7516666666666667,0.6096666666666667,0.597,0.6533333333333333,0.592,0.7383333333333333,0.618,0.4663333333333333,0.53,0.5906666666666667,0.595,0.6213333333333333,0.6423333333333333,0.49,0.527,0.501,0.38866666666666666,0.38133333333333336,0.349,0.36233333333333334,0.435,0,0.17966666666666667,0.351,0.30333333333333334
0.7476666666666667,0.7146666666666667,0.7573333333333333,0.7306666666666667,0.686,0.66,0.7203333333333334,0.6813333333333333,0.7873333333333333,0.5583333333333333,0.49,0.4866666666666667,0.5283333333333333,0.555,0.582,0.6656666666666666,0.441,0.46,0.5053333333333333,0.368,0.39166666666666666,0.42766666666666664,0.425,0.36133333333333334,0.17966666666666667,0,0.2866666666666667,0.21366666666666667
0.7903333333333333,0.705,0.823,0.7983333333333333,0.6876666666666666,0.6923333333333334,0.735,0.6776666666666666,0.839,0.6186666666666667,0.5333333333333333,0.5373333333333333,0.5913333333333334,0.5956666666666667,0.6366666666666667,0.7266666666666667,0.48833333333333334,0.5183333333333333,0.5556666666666666,0.313,0.373,0.386,0.3466666666666667,0.38066666666666665,0.351,0.2866666666666667,0,0.242
0.756,0.718,0.7413333333333333,0.739,0.677,0.6433333333333333,0.7116666666666667,0.6673333333333333,0.7696666666666667,0.539,0.444,0.458,0.5283333333333333,0.5176666666666667,0.5556666666666666,0.6206666666666667,0.398,0.4623333333333333,0.462,0.3526666666666667,0.37766666666666665,0.4156666666666667,0.391,0.3333333333333333,0.30333333333333334,0.21366666666666667,0.242,0
